text,line,start_pos,end_pos,file,label_struck
"In accordance with Title 10 of the Code of Federal Regulations 2.390, ""Public Inspections, Exemptions, Requests for Withholding,"" of the NRC's ""Rules of Practice,"" a copy of this letter, its enclosure, and your response (if any) will be available electronically for public inspection in the NRC's Public Document Room or from the Publicly Available Records (PARS) component of the NRC's Agencywide Documents Access and Management System (ADAMS).",8,0,445,ML14087A338.txt,U
ADAMS is accessible from the NRC Web site at http://www.nrc.gov/reading-rm/adams.html (the Public Electronic Reading Room).,8,445,568,ML14087A338.txt,U
"Sincerely, /RA/ John L. Dixon, Jr. Acting Chief Engineering Branch 2 Division of Reactor Safety Docket: 50-313 License: DPR-51 cc w/enclosure: Attachment: Supplemental Information Electronic Distribution for Arkansas Nuclear One",8,568,796,ML14087A338.txt,U
J. Browning,10,0,12,ML14087A338.txt,U
-3-,12,0,3,ML14087A338.txt,U
"Electronic distribution by RIV: Regional Administrator (Marc.Dapas@nrc.gov) Deputy Regional Administrator (Steven.Reynolds@nrc.gov) DRP Director (Kriss.Kennedy@nrc.gov) DRP Deputy Director (Troy.Pruett@nrc.gov) Acting DRS Director (Jeff.Clark@nrc.gov) Acting DRS Deputy Director (Geoffrey.Miller@nrc.gov) Senior Resident Inspector (Brian.Tindell@nrc.gov) Resident Inspector (Matt.Young@nrc.gov) Resident Inspector (Abin.Fairbanks@nrc.gov) Branch Chief, DRP/E (Greg.Werner@nrc.gov) Senior Project Engineer, DRP/E (Michael.Bloodgood@nrc.gov) Project Engineer, DRP/E (Jim.Melfi@nrc.gov) ANO Administrative Assistant (Gloria.Hatfield@nrc.gov) Public Affairs Officer (Victor.Dricks@nrc.gov) Public Affairs Officer (Lara.Uselding@nrc.gov) Project Manager (Michael.Orenak@nrc.gov) Branch Chief, DRS/TSB (Ray.Kellar@nrc.gov) ACES (R4Enforcement.Resource@nrc.gov) RITS Coordinator (Marisa.Herrera@nrc.gov) Regional Counsel (Karla.Fuller@nrc.gov) Technical Support Assistant (Loretta.Williams@nrc.gov) Congressional Affairs Officer (Jenny.Weil@nrc.gov) RIV/ETA: OEDO (Joseph.Nick@nrc.gov) ROPreports RidsNrrDlr Resource RidsNrrDirRpb1 Resource RidsNrrDirRpb2 Resource RidsNrrDirRerb Resource OEMail Resource",14,0,1197,ML14087A338.txt,U
R:\ _REACTORS\_ANO\2014\ANO 2014007 PRI-GAP SUNSI Rev Compl.,16,0,60,ML14087A338.txt,U
Yes  No ADAMS  Yes  No Publicly Avail  Yes  No Sensitive  Yes  No DRS/EB2 GPick /RA/ 3/19/2014 C:DRP/E GWerner /RA/ 3/27/2014 OFFICIAL RECORD COPY T=Telephone DRS/EB2 SGraves /RA/ 3/21/2014 DRS/EB1 MWilliams /RA/E 3/19/2014,16,60,283,ML14087A338.txt,U
ML14087A338 Reviewer Initials JLD Sens.,18,0,39,ML14087A338.txt,U
Type Initials JLD C:DRS/EB2 JDixon /RA/ 3/25/2014,18,39,88,ML14087A338.txt,U
DRS/EB2 SMakor /RA/E 3/20/2014,20,0,30,ML14087A338.txt,U
E=E-mail,22,0,8,ML14087A338.txt,U
F=Fax,24,0,5,ML14087A338.txt,U
U.S. NUCLEAR REGULATORY COMMISSION REGION IV,26,0,45,ML14087A338.txt,U
Docket: License: Report: Applicant: Facility: Location:,28,0,55,ML14087A338.txt,U
"05000313 DPR-51 05000313/2014007 Entergy Operations, Inc. Arkansas Nuclear One, Unit 1 Junction of Hwy.",30,0,103,ML14087A338.txt,U
64 West and Hwy.,30,103,119,ML14087A338.txt,U
"333 South Russellville, Arkansas January 13 to March 12, 2014 G. Pick, Senior Reactor Inspector, Engineering Branch 2 (Team Leader) S. Graves, Senior Reactor Inspector, Engineering Branch 2 S. Makor, Reactor Inspector, Engineering Branch 2 M. Williams, Reactor Inspector, Engineering Branch 1 J. Dixon, Jr., Acting Chief Engineering Branch 2 Division of Reactor Safety",30,119,487,ML14087A338.txt,U
Dates: Inspectors:,32,0,18,ML14087A338.txt,U
Approved By:,34,0,12,ML14087A338.txt,U
-1-,36,0,3,ML14087A338.txt,U
Enclosure,38,0,9,ML14087A338.txt,U
"SUMMARY OF FINDINGS IR 05000313/2014007; 01/13/2014 Â­ 03/12/2014; Arkansas Nuclear One, Unit 1, Post-Approval Site Inspection for License Renewal The report covers an inspection conducted by regional inspectors in accordance with the NRC Manual Chapter 2515 and the NRC Inspection Procedure 71003.",40,0,298,ML14087A338.txt,U
"One Green finding of very low safety significance is documented in this report, which involved a violation of NRC requirements.",40,298,425,ML14087A338.txt,U
"The significance of inspection findings is indicated by their color (Green, White, Yellow, or Red), which is determined using Inspection Manual Chapter 0609, ""Significance Determination Process.""",40,425,620,ML14087A338.txt,U
"The cross-cutting aspect is determined using Inspection Manual Chapter 0310, ""Aspects within the Cross-Cutting Areas.""",40,620,738,ML14087A338.txt,U
Violations of NRC requirements are dispositioned in accordance with the NRC's Enforcement Policy.,40,738,835,ML14087A338.txt,U
"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" Revision 4, dated December 2006.",40,835,1013,ML14087A338.txt,U
A. NRC-Identified Findings and Self-Revealing Findings Cornerstone: Barrier Integrity Â· Green.,40,1013,1107,ML14087A338.txt,U
"The team identified a non-cited violation of 10 CFR Part 50, Appendix B, Criterion V, ""Instructions, Procedures, and Drawings,"" for failure to follow procedures related to review of indications that could affect the structural integrity of the Unit 2 reactor building.",40,1107,1375,ML14087A338.txt,P
"Specifically, the licensee failed to perform a subsequent visual inspection of concrete cracks that exceeded acceptable criteria in the previous 5-year inspection as specified in Procedure CEP-CII-004, ""General and Detailed Visual Examinations of Concrete Containments,"" Revision 306.",40,1375,1659,ML14087A338.txt,"P, T"
"The corrective actions included verifying that the indications did not structurally affect the reactor building in these instances, initiating Condition Report C-2014-00597, and scheduling the affected areas for review during the upcoming 5-year inspection.",40,1659,1916,ML14087A338.txt,U
"The team determined that the failure to assess previous indications of concrete degradation, as specified in plant procedures, was a performance deficiency.",40,1916,2072,ML14087A338.txt,T
"The team considered the finding more than minor because, if left uncorrected, the finding would have the potential to lead to a more significant safety concern.",40,2072,2232,ML14087A338.txt,U
"Specifically, failure to track the growth of existing cracks on the reactor building could allow degradation to continue to the point of affecting the structural integrity.",40,2232,2404,ML14087A338.txt,T
"In accordance with Inspection Manual Chapter 0609, Appendix A, ""The Significance Determination Process (SDP) for Findings At-Power,"" dated June 19, 2012, Exhibit 3, ""Barrier Integrity Screening Questions,"" the issue screened as having very low safety significance (Green) because it did not involve an actual open pathway in the physical integrity of the containment, loss of containment isolation, or reduction in heat removal capability and it did not affect hydrogen igniters.",40,2404,2883,ML14087A338.txt,U
The team determined that this finding had a human performance cross cutting aspect in the area of work management.,40,2883,2997,ML14087A338.txt,H
"The licensee did not implement a process of planning, controlling, and executing work activities such that nuclear safety was the overriding priority [H.5] (Section 4OA5.02.b.3).",40,2997,3175,ML14087A338.txt,O
-2-,42,0,3,ML14087A338.txt,U
B.,44,0,3,ML14087A338.txt,U
Licensee-Identified Violations None,46,0,35,ML14087A338.txt,U
-3-,48,0,3,ML14087A338.txt,U
REPORT DETAILS 4.,50,0,18,ML14087A338.txt,U
OTHER ACTIVITIES (OA),50,18,39,ML14087A338.txt,U
"4OA5 Other Activities Post-Approval Site Inspection for License Renewal (71003) Phase 2 Inspection Activities The team performed the Phase 2 Inspection activities prior to, and within 6 months of the period of extended operation.",52,0,229,ML14087A338.txt,U
The period of extended operation is the additional 20 years beyond the original 40-year licensed term.,52,229,331,ML14087A338.txt,U
"The period of extended operation for Arkansas Nuclear One, Unit 1 begins after midnight on May 20, 2014.",52,331,435,ML14087A338.txt,U
"The team evaluated whether the licensee: (1) completed actions required to comply with the license renewal license condition and commitments; (2) implemented the aging management programs that agreed with those approved in the safety evaluation report and described in the safety analysis report; (3) followed the guidance in Nuclear Energy Institute (NEI) 99-04, ""Guidelines for Managing NRC Commitment Changes,"" for changing license renewal commitments and followed the guidance in 10 CFR 50.59 when making changes to the license renewal supplement; (4) identified, evaluated, and incorporated ""newly identified"" structures, systems, and components into their aging management programs; and (5) implemented operating experience review and corrective action programs that account for aging effects.",52,435,1234,ML14087A338.txt,U
"During this inspection, the team reviewed 54 of the 57 commitments and closed 49 commitments.",52,1234,1327,ML14087A338.txt,U
The NRC had previously closed three commitments and three aging management programs during the Phase 1 inspection documented in NRC Inspection Report 05000313/2013008 [ML13164A107].,52,1327,1508,ML14087A338.txt,U
"The team did not close Commitments 17850, 17851, 17855, 17872, and 17875.",52,1508,1581,ML14087A338.txt,U
The licensee created new Commitment 19358 to track resolution of the evaluations related to the reactor coolant pump cover.,52,1581,1704,ML14087A338.txt,U
The team reviewed 52 aging management programs and 4 time-limited aging analyses.,52,1704,1785,ML14087A338.txt,U
"In addition, NUREG-1743, ""Safety Evaluation Report (SER) Related to the License Renewal of Arkansas Nuclear One, Unit 1,"" did not have an Appendix A that listed the items NRC considered commitments.",52,1785,1983,ML14087A338.txt,U
"Consequently, a Senior Project Manager in the Division of License Renewal issued a memorandum to file entitled, ""Commitment Lists for Renewed Operating License (ROL) Plants with No Commitment Appendix Attached to Its ROL Safety Evaluation Reports/NUREGs for Use with IP 71003,"" dated March 6, 2007, Attachment 1.3, Arkansas Nuclear One, Unit 1 that documented 11 commitments [ML070640041].",52,1983,2372,ML14087A338.txt,U
The team verified that the licensee had captured these commitments.,52,2372,2439,ML14087A338.txt,U
The team closed eight of these commitments and three commitments remain open.,52,2439,2516,ML14087A338.txt,U
-4-,54,0,3,ML14087A338.txt,U
.01 a.,56,0,7,ML14087A338.txt,U
New Aging Management Programs Inspection Scope The team evaluated whether the licensee met the commitments and established aging management programs that effectively implemented activities to control the effects of aging.,58,0,221,ML14087A338.txt,U
The team compared the commitments and aging management programs to the program descriptions in the safety analysis report supplement and in NUREG-1743.,58,221,372,ML14087A338.txt,U
"The team reviewed supporting documents including implementing procedures, work orders, inspection reports, engineering evaluations, and condition reports; and visually inspected structures, systems, and components, as needed.",58,372,597,ML14087A338.txt,U
The team evaluated whether the licensee completed the necessary actions to comply with the license conditions stipulated in the renewed facility operating license.,58,597,760,ML14087A338.txt,U
The team interviewed the program owners for each program and other licensee personnel to evaluate whether the licensee completed the necessary actions to meet the commitments specified in the safety evaluation report.,58,760,977,ML14087A338.txt,U
The team reviewed nine new aging management programs.,58,977,1030,ML14087A338.txt,U
Specific open and closed commitments and specific documents reviewed are listed in the report attachment.,58,1030,1135,ML14087A338.txt,U
b.,60,0,2,ML14087A338.txt,U
Findings and Observations,62,0,25,ML14087A338.txt,U
1,64,0,2,ML14087A338.txt,U
16.1.1 Buried Pipe Inspection Program (17827) The Buried Pipe Inspection Program aging management program managed the effects of aging caused by loss of material resulting from corrosion of the external piping surface.,64,2,220,ML14087A338.txt,U
The licensee included the service water and diesel fuel oil systems in this program.,64,220,304,ML14087A338.txt,U
The licensee performed visual inspections on this piping whenever an excavation uncovered safety-related portions of the piping.,64,304,432,ML14087A338.txt,U
"The team reviewed the safety analysis report supplement, program basis documents, implementing procedures and preventative maintenance tasks, license renewal documents, and the safety evaluation report.",64,432,634,ML14087A338.txt,U
"The team reviewed the results of previous opportunistic inspections, risk-ranking documentation, system health reports for the buried piping program and the cathodic protection system, and the corrective action documents.",64,634,855,ML14087A338.txt,U
The team interviewed the program owner and discussed the program health and plans for future inspections based on the risk-ranking results.,64,855,994,ML14087A338.txt,U
"Procedure EN-DC-343, ""Underground Piping and Tanks Inspection and Monitoring Program,"" Revision 0, specified the requirements necessary to manage the effects of aging on underground piping and tanks.",64,994,1193,ML14087A338.txt,U
"The program encompassed all buried piping, including piping within the scope of license renewal.",64,1193,1289,ML14087A338.txt,U
"Procedure EN-EP-S-002-MULTI, ""Underground Piping and Tanks General Visual Inspection,"" Revision 1, provided the acceptance criteria for the inspections of buried piping coated and uncoated surfaces.",64,1289,1487,ML14087A338.txt,U
"Procedure CEP-UPT-0100, ""Underground Piping and Tanks Inspection and Monitoring,"" Revision 1, implemented the guidelines described in NEI 09-14, ""Guideline for the -5-",64,1487,1654,ML14087A338.txt,U
"Management of Underground Piping and Tank Integrity,"" Revision 1.",66,0,66,ML14087A338.txt,U
"This procedure also provided direction on risk ranking and segmenting piping systems, and inspection priorities and intervals.",66,66,192,ML14087A338.txt,U
The team determined that the licensee had implemented the industry initiative related to risk ranking and scheduling pipe excavations for their buried piping.,66,192,350,ML14087A338.txt,U
While reviewing the risk ranking documents the team identified that the licensee had identified several pipe lines as unknown segments.,66,350,485,ML14087A338.txt,U
The program owner determined that some lines within the corrosion risk model database did not have correct line designations.,66,485,610,ML14087A338.txt,U
The team verified this was a labeling issue that did not affect the risk ranking of the lines.,66,610,704,ML14087A338.txt,U
The licensee entered this issue into the corrective action program as Condition Report 2014-00092.,66,704,802,ML14087A338.txt,U
"Based upon review of the Buried Pipe Inspection Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",66,802,1019,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17827 prior to the period of extended operation.,66,1019,1119,ML14087A338.txt,U
"The team determined that the licensee met Commitment 1 to create a Buried Pipe Inspection Program aging management program as described in a letter to file, Attachment 1.3, Arkansas Nuclear One, Unit 1 [ML070640041].",66,1119,1335,ML14087A338.txt,U
2,66,1335,1337,ML14087A338.txt,U
16.1.2 Electrical Components Inspection Program (17874) The licensee divided the Electrical Component Inspection Program aging management program into three independent subprograms that included: Â· Â· Â· Non-Environmentally Qualified Sensitive Instrumentation Circuits Non-Environmentally Qualified Inaccessible Medium-Voltage Cables & Manholes Non-Environmentally Qualified Insulated Cables and Connections Program,66,1337,1750,ML14087A338.txt,U
"The subprograms managed the effects of aging on cables and connectors caused by: corrosion of connector pins used in impedance-sensitive circuits; change in material properties of connectors and cable splices subject to aging-related stressors; loosening of bolted bus bar connections and reduced insulation and insulator resistance; elevated temperatures in the local areas or caused by the current being carried in cables, wet environments, or corrosive chemicals.",68,0,466,ML14087A338.txt,U
"The subprograms included inspections of splices, connectors, and cables within the scope of license renewal located in areas conducive to accelerated aging.",68,466,622,ML14087A338.txt,U
"The team reviewed program documents, implementing procedures, work orders, license renewal documents, safety analysis report, safety evaluation report, and plant modifications.",68,622,798,ML14087A338.txt,U
The team interviewed the program owners and reviewed inspection records.,68,798,870,ML14087A338.txt,U
The team walked down manholes and metal enclosed bus ducting to assess material conditions and program effectiveness.,68,870,987,ML14087A338.txt,U
"The licensee implemented the Electrical Component Inspection Program using the guidance in Procedures EN-DC-346, ""Cable Reliability Program,"" Revision 6, and EN-DC-348, ""Non-EQ Insulated Cables and Connections Inspection,"" Revision 5.",68,987,1221,ML14087A338.txt,U
The team confirmed the licensee performed baseline walk downs and inspections in 2011.,68,1221,1307,ML14087A338.txt,U
-6-,68,1307,1310,ML14087A338.txt,U
The team confirmed that the licensee had not committed to developing an aging management program for their non-segregated metal-enclosed buses.,70,0,144,ML14087A338.txt,U
"However, the team determined that the licensee performed preventive maintenance on their metalenclosed buses.",70,144,253,ML14087A338.txt,U
The team verified that the maintenance activities managed the effects of aging caused by loosening of bolted bus bar connections and reduced insulation and insulator resistance on non-segregated bus ducts.,70,253,458,ML14087A338.txt,U
"The team determined that these activities implemented the same activities recommended in NUREG-1801, ""Generic Aging Lessons Learned (GALL) Report,"" Revision 2, Section XI.E4, ""Metal-Enclosed Bus.""",70,458,654,ML14087A338.txt,U
"The team determined that the licensee had performed an aging management review and assessed managing aging effects on their metal-enclosed buses as documented in Engineering Report CALC-ANO1-EE-11-00001, ""ANO-1 Screening and Aging Management Review of Electrical Components for RIS 2007-016,"" Revision 0.",70,654,958,ML14087A338.txt,U
"The team determined that the licensee had performed aging management reviews of the electrical components that included reviews for the aging management programs and comparison to the guidelines included in the GALL Report, Revision 0.",70,958,1193,ML14087A338.txt,U
The team evaluated each subprogram individually as discussed below.,70,1193,1260,ML14087A338.txt,U
a. Non-Environmentally Qualified Sensitive Instrumentation Circuits The team confirmed this subprogram managed the effects of aging caused by corrosion of connectors.,70,1260,1426,ML14087A338.txt,U
"Engineering Report CALC-ANO1-EE-11-00004, ""Non-EQ Sensitive Instrumentation Circuits Test Review,"" Revision 0, demonstrated the licensee had satisfactorily completed evaluation of the non-environmentally qualified control circuits related to main steam isolation valves, emergency feedwater turbine speed, and the decay heat supply to the makeup pump.",70,1426,1777,ML14087A338.txt,U
"The licensee included impedance sensitive, high voltage, low-level signals including nuclear instrumentation, and acoustic monitoring systems as part of their aging management review.",70,1777,1960,ML14087A338.txt,U
"The team verified that Procedure EN-FAP-LR-027, ""License Renewal Sensitive Instrumentation Circuits Review Aging Management Program,"" Revision 1, provided the guidelines to evaluate nuclear instrumentation source range detector connectors and the pressurizer relief valve acoustic monitor connectors as part of this aging management program.",70,1960,2301,ML14087A338.txt,U
"The team confirmed that the licensee completed an appropriate quantitative evaluation of test records instead of visual inspection, as allowed by GALL Report, Section XI.E2, ""Insulation Material for Electrical Cables and Connections Not Subject to 10 CFR 50.49 Environmental Qualification Requirements Used in Instrumentation Circuits.""",70,2301,2637,ML14087A338.txt,U
"Letter 1CAN011405, ""Notification of Revised License Renewal Commitments,"" dated January 30, 2014, revised Commitment 17874 to allow using quantitative data such as performing the review of calibration and test data for the impedance sensitive instrumentation circuits instead of visual inspections.",70,2637,2935,ML14087A338.txt,U
"Since the licensee implemented a method to manage the effects of aging allowed by the GALL Report, the team identified no concerns with this commitment change or the activities implemented by the licensee.",70,2935,3140,ML14087A338.txt,U
-7-,72,0,3,ML14087A338.txt,U
b. Non-Environmentally Qualified Inaccessible Medium-Voltage Cables and Manholes The team confirmed this subprogram managed the effects of aging caused by wetting of inaccessible medium and low voltage cables and connections located in manholes.,74,0,246,ML14087A338.txt,U
"Engineering Report CALC-ANO1-EE-13-00005, ""Non-EQ Inaccessible Medium-Voltage Cable and Manhole Review,"" Revision 0, demonstrated that the licensee had inspected and evaluated the condition of these components.",74,246,456,ML14087A338.txt,U
Procedure EN-DC-346 established the testing and evaluation requirements for monitoring the insulation condition of underground medium and low voltage power cables and provided guidance on manhole inspections and dewatering.,74,456,679,ML14087A338.txt,U
The team determined that the licensee had replaced their in-scope inaccessible medium voltage cables prior to entering the period of extended operation.,74,679,831,ML14087A338.txt,U
The licensee conducted Tan Delta testing on the in-scope cables prior to entering the period of extended operation with acceptable results.,74,831,970,ML14087A338.txt,U
The licensee established a test frequency of at least once every 6 years during the period of extended operation to identify potential cable insulation degradation.,74,970,1134,ML14087A338.txt,U
"c. Non-Environmentally Qualified Insulated Cables and Connections Program The team confirmed this subprogram managed the effects of aging resulting from adverse localized environments caused by temperature, radiation, or moisture.",74,1134,1364,ML14087A338.txt,U
"Engineering Report CALC-ANO1-EE-11-00003, ""Cable and Connection Inspection Summary Report,"" Revision 0, demonstrated the licensee had inspected and evaluated the condition of these components.",74,1364,1556,ML14087A338.txt,U
Procedure EN-DC-348 prescribed the requirements for the licensee to walk down the plant areas and evaluate the effects on the accessible portions of the cables and connections subject to aging management review.,74,1556,1767,ML14087A338.txt,U
"Based upon review of Electrical Components Inspection Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",74,1767,1990,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17874 prior to the period of extended operation.,74,1990,2090,ML14087A338.txt,U
"The team determined that the licensee met Commitment 2 to create electrical aging management programs as described in a letter to file, Attachment 1.3, Arkansas Nuclear One, Unit 1 [ML070640041].",74,2090,2285,ML14087A338.txt,U
3,74,2285,2287,ML14087A338.txt,U
16.1.3 Heat Exchanger Monitoring Program (17864) The Heat Exchanger Monitoring Program aging management program managed the effects of aging caused by cracking and loss of material that could result in degradation in the seismic qualification of the heat exchangers.,74,2287,2553,ML14087A338.txt,U
The licensee performed periodic inspections to manage the effects of aging.,74,2553,2628,ML14087A338.txt,U
"The program included the following heat exchangers: reactor building coolers, emergency diesel generator jacket cooling water heat exchangers, make-up pump lube oil coolers, make-up pump room coolers, decay heat room coolers, decay heat system heat exchangers, electrical room chillers and coolers, control room chillers and coolers, emergency feedwater system heat exchangers, and chilled water condensers and evaporators.",74,2628,3051,ML14087A338.txt,U
-8-,76,0,3,ML14087A338.txt,U
"The team reviewed program documents, implementing procedures, license renewal documents, safety analysis report, safety evaluation report, and records.",78,0,152,ML14087A338.txt,U
"The licensee established Procedure SEP-HX-ANO-001, ""ANO Heat Exchanger Program,"" Revision 0, that listed implementing procedures and the license renewal commitments; however, the document had no information regarding the components included in the program or the type of tests (e.g., thermal performance or eddy current) required for each heat exchanger.",78,152,506,ML14087A338.txt,U
The licensee indicated that they had implemented their program using preventive maintenance tasks.,78,506,604,ML14087A338.txt,U
"The team verified that the preventive maintenance activities implemented the requirements specified in their response to Generic Letter 89-13, ""Service Water System Problems Affecting Safety-Related Equipment,"" dated July 18, 1989.",78,604,835,ML14087A338.txt,U
The team determined that the licensee provided sufficient details in individual preventive maintenance tasks that specified the work activities implementing the license renewal commitments.,78,835,1024,ML14087A338.txt,U
"Based on review of the actions implemented related to the Heat Exchanger Monitoring Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",78,1024,1277,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17864 prior to the period of extended operation.,78,1277,1377,ML14087A338.txt,U
"The team determined that the licensee met Commitment 3 to create a Heat Exchanger Monitoring Program aging management program as described in a letter to file, Attachment 1.3, Arkansas Nuclear One, Unit 1 [ML070640041].",78,1377,1596,ML14087A338.txt,U
4,78,1596,1598,ML14087A338.txt,U
16.1.4 Pressurizer Examinations Program (17848) The Pressurizer Examinations Program aging management program managed the effects of aging caused by cracking and loss of material.,78,1598,1777,ML14087A338.txt,U
"Specifically, the program managed aging effects that could result from cracking of pressurizer cladding and attachments created by thermal fatigue or loss of underlying ferritic steel base metal and cracking of the heater bundle structural welds that connect the heater sheaths to the diaphragm plates.",78,1777,2079,ML14087A338.txt,U
The Pressurizer Examinations Program required examination of the pressurizer cladding and the pressurizer heater penetration welds.,78,2079,2210,ML14087A338.txt,U
"The team reviewed the safety analysis report, license renewal documents, implementing procedures, program documents, and safety evaluation report.",78,2210,2356,ML14087A338.txt,U
The team interviewed the program owner and reviewed inspection records.,78,2356,2427,ML14087A338.txt,U
"The team determined that the safety evaluation report allowed the licensee to credit examination of the heater sheathto-diaphragm plate penetration welds inside the pressurizer for the pressurizer heaters at Oconee if completed prior to the Arkansas Nuclear One, Unit 1, pressurizer inspection.",78,2427,2721,ML14087A338.txt,U
The team verified that the licensee performed nondestructive examinations of pressurizer items most susceptible to thermal fatigue to assure that cracking of cladding had not extended into the base metal of the pressurizer.,78,2721,2944,ML14087A338.txt,U
"The team verified that the licensee included examinations as part of their Inservice Inspection program, which requires inspections during the period of extended operation.",78,2944,3116,ML14087A338.txt,U
-9-,78,3116,3119,ML14087A338.txt,U
"Letter 1CAN011405 revised the commitment to credit an Alloy 600 heater bundle inspection performed at Three Mile Island, Unit 1, in 2003 instead of Oconee Nuclear Station, Unit 1, as described in the safety evaluation report.",80,0,226,ML14087A338.txt,U
"From review of BAW 2244A, ""Demonstration of the Management of the Aging Effects for the Pressurizer,"" dated December 1997, the team confirmed that both the Three Mile Island and Oconee Nuclear Station heater bundles were fabricated from the same Alloy 82/182 material.",80,226,494,ML14087A338.txt,U
"Because this material was more susceptible to primary water stress corrosion cracking than stainless steel, the team determined that inspections at either facility would bound the condition of the welds at Arkansas Nuclear One, Unit 1, since the licensee had stainless steel sheathed heaters.",80,494,786,ML14087A338.txt,U
The team identified no concerns with this commitment change.,80,786,846,ML14087A338.txt,U
"From review of the Three Mile Island heater bundle inspection report, the team confirmed that the completed examination included three more penetrant surface examinations than the licensee had committed and performed VT-3 examinations of the remaining 20 heater sheath-to-diaphragm plate penetration welds.",80,846,1152,ML14087A338.txt,U
The examination identified no recordable indications or evidence of primary water stress corrosion cracking in the diaphragm plate-to-heater sleeve and heater sleeve-to-heater sheath J-groove welds.,80,1152,1350,ML14087A338.txt,U
"Based on review of the actions implemented related to the Pressurizer Examinations Program aging management program, the team concluded the licensee implemented actions to effectively manage the effects of aging during the period of extended operation.",80,1350,1602,ML14087A338.txt,U
The team concluded that the licensee met Commitment 17848 prior to the period of extended operation.,80,1602,1702,ML14087A338.txt,U
"The team determined that the licensee met Commitment 4 to conduct pressurizer examinations as described in a letter to file, Attachment 1.3, Arkansas Nuclear One, Unit 1 [ML070640041].",80,1702,1886,ML14087A338.txt,U
5,80,1886,1888,ML14087A338.txt,U
"16.1.5 Reactor Vessel Internals Program (17851) The Reactor Vessel Internals Program aging management program managed the following aging effects: stress corrosion cracking and irradiation assisted stress corrosion cracking, reduction of fracture toughness by thermal embrittlement and irradiation embrittlement, dimensional changes created by void swelling, and loss of bolted closure integrity because of stress relaxation.",80,1888,2313,ML14087A338.txt,U
This aging management program assured that the aging effects would not result in loss of the intended functions of the reactor vessel internals during the period of extended operation.,80,2313,2497,ML14087A338.txt,U
The licensee was required to submit their inspection plans prior to entering and begin the inspections during the period of extended operation.,80,2497,2640,ML14087A338.txt,U
"The team reviewed the license renewal application, safety evaluation report, safety analysis report, license renewal documents, program documents, reviewed the commitments implementation review document, procedures, work instructions, and interviewed the program owner.",80,2640,2909,ML14087A338.txt,U
"At the time of the license extension for Arkansas Nuclear One, Unit 1, the research related to aging mechanisms and management of these mechanisms for reactor vessel internals had just begun.",80,2909,3100,ML14087A338.txt,U
The team determined that the licensee remained aware of industry activities as described in the safety evaluation report and planned to submit their aging management program and inspection plans prior to entering the period of extended operation.,80,3100,3346,ML14087A338.txt,U
- 10 -,80,3346,3352,ML14087A338.txt,U
