text,line,start_pos,end_pos,file,label_struck
"Sincerely, /RA/ Scott M. Shaeffer, Chief Engineering Branch 2 Division of Reactor Safety Docket Nos.",11,182,282,ML16021A133.txt,U
": 50-369, 50-370 License Nos.",11,282,311,ML16021A133.txt,U
": NPF-9, NPF-17 Enclosures: Inspection Report 05000369/2015008, 05000370/2015008 w/Attachment: Supplementary Information cc: Distribution via Listserv",11,311,461,ML16021A133.txt,U
S. Capps,13,0,9,ML16021A133.txt,U
2,15,0,1,ML16021A133.txt,U
NRC's Agencywide Document Access Management System (ADAMS).,17,0,59,ML16021A133.txt,U
ADAMS is accessible from the NRC Website at http://www.nrc.gov./reading-rm/adams.html (the Public Electronic Reading Room).,17,59,182,ML16021A133.txt,U
"Sincerely, /RA/ Scott M. Shaeffer, Chief Engineering Branch 2 Division of Reactor Safety Docket Nos.",17,182,282,ML16021A133.txt,U
": 50-369, 50-370 License Nos.",17,282,311,ML16021A133.txt,U
": NPF-9, NPF-17 Enclosures: Inspection Report 05000369/2015008, 05000370/2015008 w/Attachment: Supplementary Information cc: Distribution via Listserv",17,311,461,ML16021A133.txt,U
PUBLICLY AVAILABLE NON-PUBLICLY AVAILABLE ADAMS: x Yes ACCESSION NUMBER:_________________________ OFFICE SIGNATURE DATE E-MAIL COPY?,19,0,132,ML16021A133.txt,U
RII:DRS JMM9 J. Montgomery 1/13/2016 YES NO,19,132,175,ML16021A133.txt,U
SENSITIVE NON-SENSITIVE SUNSI REVIEW COMPLETE FORM 665 ATTACHED RII:DRS RII:DRS RII:DRS RII: RII: RII: JLD2 VIA EMAIL PJB4 VIA EMAIL RJF2 VIA EMAIL JGW1 FOR FJE P. Braaten 1/13/2016 YES NO NO R. Fanner 1/14/2016 YES NO EHRHARDT 1/19/2016 YES NO YES NO YES NO 1/13/2016 YES,21,0,272,ML16021A133.txt,U
J. Dymek,23,0,8,ML16021A133.txt,U
OFFICIAL RECORD COPY DOCUMENT NAME: S:\DRS\ENG BRANCH 2\REPORTS\TFPI REACTOR INSPECTION REPORTS\MCGUIRE\INSPECTION REPORTS\TFPI 2015-008\INSPECTION REPORT\MCGUIRE 2015-008 FINAL.DOCX,25,0,182,ML16021A133.txt,U
"Letter to Steven D. Capps from Scott M. Shaeffer dated January 19, 2016.",27,0,73,ML16021A133.txt,U
"SUBJECT: MCGUIRE NUCLEAR STATION, UNITS 1 AND 2 Â­ NRC TRIENNIAL FIRE PROTECTION INSPECTION REPORT 05000369/2015008 AND 05000370/2015008",27,73,208,ML16021A133.txt,U
"DISTRIBUTION: S. Price, RII EICS L. Douglas, RII EICS RIDSNRRDIRS PUBLIC RidsNrrPMMcGuire Resource",29,0,98,ML16021A133.txt,U
U.S. NUCLEAR REGULATORY COMMISSION REGION II Docket Nos: License Nos.,31,0,70,ML16021A133.txt,U
: Report Nos.,31,70,83,ML16021A133.txt,U
": Licensee: Facility: Location: Dates: 50-369, 50-370 NPF-9, NPF-17 05000369/2015008 and 05000370/2015008 Duke Energy Carolinas, LLC McGuire Nuclear Station, Units 1 and 2 Huntersville, NC 28078 November 16 Â­ 20, 2015 (Week 1) December 7 Â­ 11, 2015 (Week 2) P. Braaten, Reactor Inspector J. Dymek, Reactor Inspector R. Fanner, Senior Reactor Inspector J. Montgomery, Senior Reactor Inspector (Lead Inspector) Scott M. Shaeffer, Chief Engineering Branch 2 Division of Reactor Safety",31,83,564,ML16021A133.txt,U
Inspectors:,33,0,11,ML16021A133.txt,U
Approved by:,35,0,12,ML16021A133.txt,U
Enclosure,37,0,9,ML16021A133.txt,U
"SUMMARY IR 05000369/2015-008, 05000370/2015-008; 11/16/2015 - 11/20/2015 and 12/7/2015 Â­ 12/11/2015; McGuire Nuclear Station, Units 1 and 2; Fire Protection (Triennial).",39,0,170,ML16021A133.txt,U
This report covers an announced two-week period of inspection by a triennial fire protection team composed of four regional inspectors.,39,170,305,ML16021A133.txt,U
One Green non-cited violation (NCV) was identified.,39,305,356,ML16021A133.txt,U
"The significance of most findings is indicated by their color (Green, White, Yellow, Red) using Inspection Manual Chapter (IMC) 0609, ""Significance Determination Process,"" (SDP) dated April 29, 2015.",39,356,555,ML16021A133.txt,U
"Cross-cutting aspects are determined using IMC 0310, ""Components Within The Cross-Cutting Areas,"" dated December 4, 2014.",39,555,676,ML16021A133.txt,U
"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG1649, ""Reactor Oversight Process,"" Revision 5, dated February 2014.",39,676,853,ML16021A133.txt,U
A. NRC-Identified and Self-Revealing Findings Cornerstone: Mitigating Systems Green.,39,853,937,ML16021A133.txt,U
This action was not translated to Enclosure 15 of McGuire fire safe shutdown procedure AP-45.,39,1311,1404,ML16021A133.txt,U
"This item was entered into the corrective action program (CAP) as action requests (ARs) 1979875 and 1983360, and the licensee initiated a procedure change to incorporate the missing action.",39,1404,1593,ML16021A133.txt,U
The performance deficiency (PD) was more than minor because it was associated with the reactor safety Mitigating Systems cornerstone attribute of protection against external factors (i.e.,39,1593,1780,ML16021A133.txt,U
"fire), and adversely affected the cornerstone objective of ensuring the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",39,1780,1975,ML16021A133.txt,U
"Using the guidance of IMC 0609, App.",39,1975,2011,ML16021A133.txt,U
"F, the finding was screened as Green because the finding did not affect the ability to reach and maintain a stable plant condition within the first 24 hours of a fire event (Task 1.4.5-B).",39,2011,2199,ML16021A133.txt,U
No cross cutting aspect was assigned because the finding did not represent current licensee performance.,39,2199,2303,ML16021A133.txt,U
(Section 1R05.01) B. Licensee Identified Violations None,39,2303,2359,ML16021A133.txt,U
REPORT DETAILS 1.,41,0,18,ML16021A133.txt,U
"REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity 1R05 Fire Protection This report documents the results of a triennial fire protection inspection (TFPI) of the McGuire Nuclear Station (MNS) Units 1 and 2.",41,18,259,ML16021A133.txt,U
"The inspection was conducted in accordance with the guidance provided in NRC Inspection Procedure (IP) 71111.05T, ""Fire Protection (Triennial),"" dated January 31, 2013.",41,259,427,ML16021A133.txt,U
The objective of the inspection was to review a minimum sample of three risk-significant fire areas (FAs) to evaluate implementation of the McGuire Fire Protection Program (FPP).,41,427,605,ML16021A133.txt,U
"An additional objective was to review site specific implementation of one mitigating strategy from Section B.5.b of NRC Order EA-02-026, ""Order for Interim Safeguards and Security Compensatory Measures"" (commonly referred to as B.5.b), as well as the storage, maintenance, and testing of B.5.b mitigating equipment.",41,605,920,ML16021A133.txt,U
"The sample FAs were chosen based on a review of available risk information as analyzed by a senior reactor analyst from Region II, a review of previous inspection results, plant walkdowns of FAs, consideration of relational characteristics of combustible material to targets, and location of equipment needed to achieve and maintain safe shutdown (SSD) of the reactor.",41,920,1288,ML16021A133.txt,U
"In selecting a B.5.b mitigating strategy sample, the team reviewed licensee submittal letters, safety evaluation reports (SERs), licensee commitments, B.5.b implementing procedures, and previous NRC inspection reports.",41,1288,1506,ML16021A133.txt,U
Section 71111.05-05 of the IP specifies a minimum sample size of three FAs and one B.5.b mitigating strategy for addressing large fires and explosions.,41,1506,1657,ML16021A133.txt,U
This inspection fulfilled the requirements of the procedure by selecting a sample of four FAs and one B.5.b mitigating strategy.,41,1657,1785,ML16021A133.txt,U
The FAs chosen were identified as follows: 1.,41,1785,1830,ML16021A133.txt,U
2,41,1830,1832,ML16021A133.txt,U
3,41,1832,1834,ML16021A133.txt,U
4,41,1834,1836,ML16021A133.txt,U
FA 6 Â­ Unit 1 `B' Emergency Diesel Generator Room--AB El.,41,1836,1893,ML16021A133.txt,U
736' FA 13 Â­ Battery Room--AB El.,41,1893,1926,ML16021A133.txt,U
733' FA 15/17 Â­ Unit 1 `A' Train Switchgear and Penetration Rooms--AB El.,41,1926,1999,ML16021A133.txt,U
750' FA 21 Â­ Aux Building El.,41,1999,2028,ML16021A133.txt,U
750',41,2028,2032,ML16021A133.txt,U
"For each of the selected FAs, the team evaluated the licensee's FPP against applicable NRC requirements and licensee design basis documents.",43,0,140,ML16021A133.txt,U
Applicable licensing and design basis documents reviewed by the team are listed in the Attachment to this report.,43,140,253,ML16021A133.txt,U
.01 a.,43,253,259,ML16021A133.txt,U
Protection of Safe Shutdown Capabilities Inspection Scope The team reviewed the licensee's FPP referenced in the Updated Final Safety Analysis Report (UFSAR) Chapter 9; the licensee's safe shutdown analysis (SSA); fire protection design basis document (DBD); plant procedures; piping and instrumentation drawings (P&IDs); electrical drawings; and other supporting documents.,43,259,633,ML16021A133.txt,U
The team selected a sample of SSD systems to evaluate the licensee's ability to safely shut down the plant in the event of a fire.,43,633,763,ML16021A133.txt,U
The team performed in-plant inspections to verify that the plant configuration was consistent with that described in the SSA.,43,763,888,ML16021A133.txt,U
The team reviewed the licensee's shutdown methodology to verify that it properly identified the components and systems necessary to achieve and maintain SSD conditions for postulated fires resulting in shutdown from the main control room (MCR).,43,888,1132,ML16021A133.txt,U
"The team focused their inspection activities on systems specified in the SSA for reactivity control,",43,1132,1232,ML16021A133.txt,U
"4 reactor coolant makeup, and decay heat removal; as well as process monitoring instrumentation and necessary support systems, such as the electrical power distribution system, service water and heating ventilation and air conditioning systems.",45,0,245,ML16021A133.txt,U
"The team reviewed and walked down applicable sections of procedures AP/0/A/5500/45, ""Plant Fire"".",45,245,342,ML16021A133.txt,U
The team reviewed and performed a walkthrough of procedure steps used for post-fire SSD to ensure the technical and human factors adequacy of the procedures.,45,342,499,ML16021A133.txt,U
The team verified the licensee personnel credited for performance of procedures were available in the event a fire occurred.,45,499,623,ML16021A133.txt,U
"The team also verified that the credited licensee personnel had procedures available, and were trained on implementation.",45,623,744,ML16021A133.txt,U
The team reviewed operator actions to ensure these actions could be implemented in accordance with plant procedures in a manner necessary to support the SSD method for the applicable fire zone.,45,744,937,ML16021A133.txt,U
b.,45,937,939,ML16021A133.txt,U
17,45,1498,1501,ML16021A133.txt,U
"Description: McGuire calculation MCC-1435.00-00-0059, ""NFPA 805 Â­ App R Safe Shutdown Deterministic Analysis"", Rev.",45,1501,1616,ML16021A133.txt,U
"2, served as the current licensing basis for McGuire, and detailed the strategy and performance goals to achieve and maintain shutdown for each FA.",45,1616,1763,ML16021A133.txt,U
Section 7.5.15 of this calculation summarized the shutdown analysis for FA 15/17.,45,1763,1844,ML16021A133.txt,U
The calculation stated that reactor pressure control is achieved and maintained partially through a combination of both train A and B PORV and PORV block valves being in the closed position.,45,1844,2034,ML16021A133.txt,U
"PORV 1NC34A and PORV isolation valve 1NC-33A are located in series, and if both of these valves are open, it would represent an open pressure relief path that could adversely affect operators' ability to achieve and maintain SSD in the case of a fire.",45,2034,2285,ML16021A133.txt,U
"Attachment 11.7 of calculation MCC-1435.00-00-0059 indicated that, for a fire in FA 15/17, the A-train PORV and block valve were required to be closed to achieve hot standby.",45,2285,2459,ML16021A133.txt,U
"The attachment stated that cables 1NC522, 1NC525, and 1NC908 are located in FA 15/17 and a fire-induced short of these cables can cause a spurious opening of the 1NC-VA34A PORV.",45,2459,2636,ML16021A133.txt,U
"Additionally, the attachment stated that cables 1NC520, 1NC537, and 1NC538 are also located in FA 15/17 and a fire-induced short of these cables can cause a spurious opening of the 1NC33A PORV isolation valve.",45,2636,2845,ML16021A133.txt,U
"The assessment stated that this condition would be mitigated by removing DC power from PORV 1NC-34A at power supply 1EVDA, thereby failing the valve closed.",45,2845,3001,ML16021A133.txt,U
"McGuire fire SSD procedure AP-45, ""Plant Fire"", Rev.",45,3001,3053,ML16021A133.txt,U
"17, is the governing procedure in effect during a plant fire.",45,3053,3114,ML16021A133.txt,U
"Enclosure 15 of AP-45, ""AB 750' 1ETA/Electrical Pen Room Fire Unit 1 Actions"", is the enclosure used for fire SSD due to a fire in FA 15/17.",45,3114,3254,ML16021A133.txt,U
Step 3 of this enclosure directed operations personnel to close the pressurizer PORV isolation valves 1NC-33A and 1NC-31B from the control room.,45,3254,3398,ML16021A133.txt,U
These steps are classified as time critical actions.,45,3398,3450,ML16021A133.txt,U
No further actions are taken in this procedure to remove DC power from the PORV 1NC-34A to fail the valve closed.,45,3450,3563,ML16021A133.txt,U
The PD was more than minor because it was associated with the reactor safety Mitigating Systems cornerstone attribute of protection against external factors (i.e.,47,279,441,ML16021A133.txt,U
"fire), and adversely affected the cornerstone objective of ensuring the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",47,441,636,ML16021A133.txt,U
"The finding was screened in accordance with NRC Inspection Manual Chapter (IMC) 0609, ""Significance Determination Process (SDP),"" Attachment 4, ""Initial Characterization of Findings,"" which determined that an IMC 0609 Appendix F, ""Fire Protection Significance Determination Process,"" review was required because the finding affected the ability to reach and maintain safe shutdown conditions in case of a fire.",47,636,1046,ML16021A133.txt,U
"The team used step 1.4 ""Qualitative Screening Question Set for Seven Individual Categories,"" task 1.4.5 ""Post-fire safe-shutdown"" of IMC 0609, Appendix F, Attachment 1 to determine the finding to be of very low safety significance (i.e., Green) because operators would be able to reach and maintain a stable plant condition within the first 24 hours based on an existing and bounding small-break loss of coolant accident analysis that showed adequate protection in the event of a spurious opening of a pressurizer PORV and associated PORV isolation valve.",47,1230,1785,ML16021A133.txt,U
The team determined that no cross cutting aspect was applicable to this performance deficiency because this finding was not indicative of current licensee performance.,47,1785,1952,ML16021A133.txt,U
"Enforcement: McGuire Technical Specification 5.4.1.a, ""Procedures,"" for Unit 1 states that written procedures shall be established, implemented, and maintained covering activities listed in NRC Regulatory Guide 1.33, Revision 2, Appendix A, February 1978.",47,1952,2207,ML16021A133.txt,U
Item 6.v of Appendix A lists Plant Fires as an activity that requires written procedures.,47,2207,2296,ML16021A133.txt,U
This violation has existed since December 2012.,47,2487,2534,ML16021A133.txt,U
"This item was entered into the CAP as ARs 1979875 and 1983360, and the licensee planned to make necessary procedural changes to direct operators to fail PORV 1NC-34A closed.",47,2534,2707,ML16021A133.txt,U
"Because the finding was of very low safety significance (Green), and was entered into the licensee's CAP, this violation is being treated as an NCV, consistent with Section 2.3.2 of the NRC Enforcement Policy.",47,2707,2916,ML16021A133.txt,U
"Passive Fire Protection Inspection Scope For the selected FAs, the inspectors verified the adequacy of fire barrier walls, ceilings, floors, mechanical and electrical penetration seals, fire doors, and fire dampers.",47,3037,3252,ML16021A133.txt,U
The inspectors walked down accessible portions of the selected FAs to observe material condition of the passive barriers and to identify degradation or nonconformances.,47,3252,3420,ML16021A133.txt,U
The inspectors compared the installed configurations to the approved construction details and supporting fire endurance test,47,3420,3544,ML16021A133.txt,U
"6 data to assure that the respective fire barriers met the requirements of 10 CFR 50, Appendix R, Section III.G and Appendix A to BTP APCSB 9.5-1.",49,0,147,ML16021A133.txt,U
"In addition, the inspectors reviewed licensing bases documentation to verify that passive fire protection features met license commitments.",49,147,286,ML16021A133.txt,U
"A sample of completed surveillance and maintenance procedures for selected fire doors, fire dampers, and penetration seals were reviewed to ensure that these passive fire barriers were being properly inspected and maintained.",49,286,511,ML16021A133.txt,U
Specific barriers reviewed are listed in the Attachment.,49,511,567,ML16021A133.txt,U
b.,49,567,569,ML16021A133.txt,U
Findings No findings were identified.,49,569,606,ML16021A133.txt,U
.03 a.,49,606,612,ML16021A133.txt,U
"Active Fire Protection Inspection Scope For the selected FA's, the inspectors performed in-plant observations to verify the material condition and operational lineup of the fire water intake structure; the electric motor driven fire pumps; the fire protection water supply distribution piping including sprinklers, manual fire hose, and standpipe systems; and installed fire extinguishers.",49,612,1001,ML16021A133.txt,U
The inspectors reviewed engineering drawings and specifications to verify that the as-built configuration of fire suppression equipment was adequately maintained.,49,1001,1163,ML16021A133.txt,U
"Internal standpipe and hose stations, and heat and smoke detection systems were reviewed against specifications, drawings and engineering calculations to verify that the fire detection and suppression methods were appropriate for the types of fire hazards that existed in the FAs.",49,1163,1443,ML16021A133.txt,U
The inspectors also verified that the suppression equipment met applicable NFPA standards.,49,1443,1533,ML16021A133.txt,U
The inspectors reviewed completed surveillance testing and maintenance procedures to verify that the equipment was adequately maintained.,49,1533,1670,ML16021A133.txt,U
The inspectors reviewed firefighting pre-plans to verify that the strategies were adequate.,49,1670,1761,ML16021A133.txt,U
The inspectors observed the fire brigade staging and dress out areas to assess the condition of firefighting and smoke control equipment.,49,1761,1898,ML16021A133.txt,U
"In addition, the inspectors verified the capabilities of the fire brigade by reviewing staffing, qualification and training records.",49,1898,2030,ML16021A133.txt,U
"The ""Letters of Agreement"" and ""Memorandums of Understanding"" with off-site emergency responders were reviewed to verify the availability of additional resources to combat fires.",49,2030,2208,ML16021A133.txt,U
b.,49,2208,2210,ML16021A133.txt,U
Findings No findings were identified.,49,2210,2247,ML16021A133.txt,U
04. a.,49,2247,2253,ML16021A133.txt,U
"Protection From Damage From Fire Suppression Activities Inspection Scope The inspectors evaluated whether manual water-based firefighting activities or heat and smoke migration from fires within the selected FAs could adversely affect equipment credited for SSD, inhibit access to alternate shutdown equipment, or adversely affect local operator actions required for SSD.",49,2253,2624,ML16021A133.txt,U
"Inspectors reviewed fire strategies (pre-fire plans); fire brigade training procedures; heating, ventilating and air conditioning (HVAC) drawings; and abnormal procedures for fires to verify that inter-area migration of water or the ventilation of heat and smoke were addressed and would not adversely affect SSD equipment or the performance of operator manual actions (OMAs).",49,2624,3000,ML16021A133.txt,U
7 b.,51,0,5,ML16021A133.txt,U
Findings No findings were identified.,51,5,42,ML16021A133.txt,U
.05 a.,51,42,48,ML16021A133.txt,U
Alternative Shutdown Capability Inspection Scope Methodology The licensee credited an alternative shutdown capability for a postulated fire in FA 13 (Battery Room) and FA 21 (Aux Building El.,51,48,239,ML16021A133.txt,U
750').,51,239,245,ML16021A133.txt,U
"The inspectors reviewed UFSAR Section 9.5.1, the McGuire FPP, and corresponding abnormal procedures to ensure that appropriate controls provided reasonable assurance that alternative shutdown equipment remained operable, available, and accessible when required.",51,245,506,ML16021A133.txt,U
"In cases where local OMAs were credited in lieu of cable protection of SSD components, the inspectors performed a walk-through of the procedures to verify that the OMAs were feasible.",51,506,689,ML16021A133.txt,U
The inspectors reviewed applicable process and instrumentation diagrams to gain an understanding of credited equipment's flow path and function.,51,689,833,ML16021A133.txt,U
The inspectors reviewed applicable licensee calculations to ensure the alternative shutdown methodology properly identified systems and components to achieve and maintain SSD for the FAs selected for review.,51,833,1040,ML16021A133.txt,U
Reviews also included verification that alternative shutdown could be accomplished with or without offsite power.,51,1040,1153,ML16021A133.txt,U
"The team reviewed procedures, work orders and completed surveillances to verify that the alternative shutdown transfer capability was periodically tested.",51,1153,1307,ML16021A133.txt,U
"Additionally, the team reviewed electrical schematics and one line diagrams to ensure that the transfer of safe shutdown control functions to the alternate shutdown facility included sufficient instrumentation to safely shutdown the reactor.",51,1307,1548,ML16021A133.txt,U
"Operational Implementation The inspectors reviewed procedure 1-AP-24, ""Loss of Plant Control Due to Fire or Sabotage"", Rev.",51,1548,1671,ML16021A133.txt,U
"33, to verify the adequacy of this procedure to mitigate a fire in the Battery Room or Aux Building El.",51,1671,1774,ML16021A133.txt,U
750'.,51,1774,1779,ML16021A133.txt,U
The inspectors reviewed selected training materials for licensed and nonlicensed operators to verify that training reinforced the shutdown methodology that is utilized in the FPP and abnormal procedures for FAs 13 and 21.,51,1779,2000,ML16021A133.txt,U
"The inspectors also reviewed shift turnover logs and shift manning to verify that personnel required for SSD using alternative shutdown systems and procedures were available onsite, exclusive of those assigned as fire brigade members.",51,2000,2234,ML16021A133.txt,U
"The inspectors performed a walk-through of procedure steps with operations personnel to assess the implementation and human factors adequacy of the procedures and shutdown strategy to evaluate the ambient conditions, difficulty and operator familiarization associated with each OMA.",51,2234,2516,ML16021A133.txt,U
The inspectors reviewed the systems and components credited for use during this shutdown method to verify that they would remain free from fire damage.,51,2516,2667,ML16021A133.txt,U
The inspectors reviewed selected operator actions to verify that the operators could reasonably be expected to perform the specific actions within the time required to maintain plant parameters within specified limits.,51,2667,2885,ML16021A133.txt,U
8 b.,53,0,5,ML16021A133.txt,U
Findings No findings were identified.,53,5,42,ML16021A133.txt,U
.06 a.,53,42,48,ML16021A133.txt,U
"Circuit Analyses Inspection Scope The team reviewed the licensee's Appendix R design basis documentation, calculations, drawings, wiring diagrams, and applicable McGuire circuit breaker coordination curves for selected safe shutdown components to verify that fire damage to electrical circuits associated with the post-fire safe shutdown capability would not adversely affect achieving safe shutdown.",53,48,448,ML16021A133.txt,U
b.,53,448,450,ML16021A133.txt,U
Findings No findings were identified.,53,450,487,ML16021A133.txt,U
.07 a.,53,487,493,ML16021A133.txt,U
Communications Inspection Scope The team reviewed the adequacy of the communication system to support plant personnel in the performance of alternative safe shutdown functions and fire brigade duties.,53,493,693,ML16021A133.txt,U
"The team verified that portable radios and fixed emergency communications systems were available, adequate, and operable for the performance of the designated activities.",53,693,863,ML16021A133.txt,U
The team reviewed that the electrical power supplies and cable routing for the wall mounted phone system would allow them to remain functional following a fire in the selected fire areas.,53,863,1050,ML16021A133.txt,U
"Additionally the team verified that a fire would not affect communication equipment such as antennas, repeaters and transmitters.",53,1050,1179,ML16021A133.txt,U
b.,53,1179,1181,ML16021A133.txt,U
Findings No findings were identified.,53,1181,1218,ML16021A133.txt,U
.08 a.,53,1218,1224,ML16021A133.txt,U
"Emergency Lighting Inspection Scope The inspectors reviewed maintenance and design aspects of the fixed 8-hour battery pack emergency lighting units (ELUs) required by the licensee's approved FPP and 10 CFR 50 Appendix R, Section III.J.",53,1224,1460,ML16021A133.txt,U
The inspectors performed plant walkdowns of the post-fire SSD procedures for the selected FAs to observe the placement and coverage area of the ELUs throughout the selected FAs.,53,1460,1637,ML16021A133.txt,U
"The inspectors also evaluated the adequacy of the ELUs to illuminate access and egress pathways, and any equipment requiring local operation and/or instrumentation monitoring for post-fire SSD.",53,1637,1830,ML16021A133.txt,U
The inspectors reviewed preventive maintenance procedures and completed surveillance tests to verify that adequate surveillance testing was in place.,53,1830,1979,ML16021A133.txt,U
"Additionally, the inspectors reviewed completed 8-hour discharge test records to verify the adequacy of the licensee's three year battery replacement schedule.",53,1979,2138,ML16021A133.txt,U
9 b.,55,0,5,ML16021A133.txt,U
Findings No findings were identified.,55,5,42,ML16021A133.txt,U
.09 a.,55,42,48,ML16021A133.txt,U
"Cold Shutdown Repairs Inspection Scope The inspectors reviewed the McGuire FPP and abnormal procedures to verify that the licensee identified repairs needed to reach and maintain cold shutdown and had dedicated repair procedures, equipment, and materials to accomplish these repairs after a fire event, assuming no offsite power was available.",55,48,391,ML16021A133.txt,U
"The inspectors verified that the fire damage repair procedures were current, adequate, and that repair parts and equipment were being stored and maintained onsite.",55,391,554,ML16021A133.txt,U
The inspectors viewed the containers where cold shutdown fire damage repair equipment and tools were stored to examine the material condition of the tools and equipment.,55,554,723,ML16021A133.txt,U
The inspectors reviewed licensee inventory records to verify that repair parts and equipment were maintained in accordance with the applicable attachments in electrical preventive maintenance procedures.,55,723,926,ML16021A133.txt,U
The inspectors reviewed the inventory inspection work order records and compared them to the equipment and tool lists to verify that all required replacement parts and equipment were being accounted for and were available for use.,55,926,1156,ML16021A133.txt,U
b.,55,1156,1158,ML16021A133.txt,U
Findings No findings were identified.,55,1158,1195,ML16021A133.txt,U
".10 a. Compensatory Measures Inspection Scope The team reviewed the administrative controls for out-of-service, degraded and/or inoperable fire protection features (e.g.",55,1195,1364,ML16021A133.txt,U
"detection and suppression systems and passive fire barriers) as well as hot work from cutting, welding and grinding activities.",55,1364,1491,ML16021A133.txt,U
The team observed performance of a fire protection hot work activity in Fire Area 13 and compared it against the requirements posted on the hot work permit (MC-15-737 dated 11/17/2015).,55,1491,1676,ML16021A133.txt,U
