,,,text,line,start_pos,end_pos,file,predict
useless,,,"Because of the licensee's acceptable performance in addressing the inoperability of Train B of the essential service water system, the White finding associated with this issue will only be considered in assessing plant performance for a total of four quarters, in accordance with the guidance in IMC 0305, ""Operating Reactor Assessment Program.""",34,165,510,call_2002008.txt,0
useless,,,Implementation of the licensee's corrective actions will be reviewed further during a future inspection.,34,510,614,call_2002008.txt,0
useless,,,"· (Green) During the independent review, the team determined that the licensee failed to promptly identify the need for and implement corrective action to address the flow anomaly condition of the auxiliary feedwater system Train B that existed between February 2000 and March 28, 2001, where the flow through the recirculation valve was below the required flow.",34,614,976,call_2002008.txt,0
useless,,,The condition had a credible impact on safety since the flow anomaly had only been addressed from the standpoint of pump performance and operability and not system performance and required train function.,34,976,1180,call_2002008.txt,0
useless,,,"However, since there was no actual loss of safety function and the system would have delivered the required minimum of 500 gpm to two steam generators when the function was required, the finding was considered to be of very low safety significance.",34,1180,1428,call_2002008.txt,0
useless,,,"Because of the very low safety significance and because the licensee included the item in their corrective action program by reopening Callaway Action Request 200000669 on March 1, 2002, this violation is being treated as a noncited violation in accordance with Section VI.A.1 of the NRC Enforcement Policy (Section 3R21).",34,1428,1750,call_2002008.txt,0
useless,,,B. Licensee Identified Findings A violation of very low safety significance which was identified by the licensee has been reviewed by the inspectors.,34,1750,1899,call_2002008.txt,0
useless,,,Corrective actions taken or planned by the licensee appear reasonable.,34,1899,1969,call_2002008.txt,0
useless,,,This violation is listed in Section 4OA7.,34,1969,2010,call_2002008.txt,0
useless,,,"Report Details 01 Inspection Scope This supplemental inspection was performed by the NRC, in accordance with Inspection Procedure 95002, ""Inspection for One Degraded Cornerstone or Any Three White Inputs in a Strategic Performance Area,"" and the attached charter to assess the licensee's evaluation associated with one train of essential service water (ESW) that had been rendered inoperable for approximately 132 hours.",36,0,421,call_2002008.txt,0
useless,,,"If a loss of offsite power had occurred while the train of ESW was inoperable, the safety systems supported by ESW would not have been available to perform their safety function.",36,421,599,call_2002008.txt,0
useless,,,"A white finding, related to the mitigating systems cornerstone in the reactor safety strategic performance area, was identified and documented in NRC Inspection Report 50-483/01-09.",36,599,780,call_2002008.txt,0
useless,,,02 Evaluation of Inspection Requirements,36,780,820,call_2002008.txt,0
useless,,,02.01 Problem Identification a.,38,0,31,call_2002008.txt,0
useless,,,"Determine that the licensee's evaluation identifies who, and under what conditions, the issue was identified.",38,31,140,call_2002008.txt,0
useless,,,"The evaluation determined that the licensee found, during a routine operational surveillance, that the Train B ESW pump would not run and was declared inoperable.",40,0,162,call_2002008.txt,0
useless,,,Inspection of the pump revealed that a 20-foot section of reinforced tygon hose had dropped from a leakage collection device and become entwined around the pump.,40,162,323,call_2002008.txt,0
useless,,,The licensee initiated Callaway Action Request (CAR) 200100515 to document the findings and track corrective actions associated with the event.,40,323,466,call_2002008.txt,0
useless,,,b.,40,466,468,call_2002008.txt,0
useless,,,Determine that the licensee's evaluation documents how long the issue existed and prior opportunities for identification.,40,468,589,call_2002008.txt,0
useless,,,"The evaluation identified that a leakage collection device was installed on the ESW Train B prelube tank at 2:15 p.m. on February 9, 2001.",42,0,138,call_2002008.txt,0
useless,,,"At 4:35 p.m. a nonlicensed operator performing rounds noticed the leakage collection funnel installed, but without a drain hose attached.",42,138,275,call_2002008.txt,0
useless,,,At this time the licensee had an opportunity to identify the loss of the tygon drain hose and to look for the missing hose.,42,275,398,call_2002008.txt,0
useless,,,"No questions were asked about any previously installed drain hose, and another hose was attached to the leakage collection funnel.",42,398,528,call_2002008.txt,0
useless,,,"The ESW pump failed to start, was declared inoperable at 8:51a.m.",42,528,593,call_2002008.txt,0
useless,,,"on February 14, 2001, and was not put back into service until 2:31 a.m. on February 15.",42,593,680,call_2002008.txt,0
useless,,,"The licensee concluded that the pump had been inoperable for a total of 132 hours, which exceeded the Technical Specification (TS) allowed outage time of 72 hours.",42,680,843,call_2002008.txt,0
useless,,,c. Determine that the licensee's evaluation documents the plant specific risk consequences and compliance concerns associated with the issue(s) both individually and collectively.,42,843,1022,call_2002008.txt,0
useless,,,A plant specific probabilistic risk assessment was performed independent of the NRC's assessment.,44,0,97,call_2002008.txt,0
useless,,,"The licensee's risk assessment, PARER No.",44,97,138,call_2002008.txt,0
useless,,,"01-139, determined that the incremental conditional core damage probability for this incident was 2.32E-6.",44,138,244,call_2002008.txt,0
useless,,,"-2Callaway letter ULNRC-04545, ""Reply to Notice of Violation,"" dated August 20, 2001, specifically addressed the compliance concerns associated with the event.",46,0,160,call_2002008.txt,0
useless,,,"The corrective actions taken and results achieved, corrective actions to avoid further violations, and dates when full compliance or the corrective actions performed were identified.",46,160,342,call_2002008.txt,0
useless,,,The team's review of the Callaway letter found the licensee's identification of compliance issues and corrective actions for the event thorough.,46,342,486,call_2002008.txt,0
useless,,,02.02 Root Cause and Extent of Condition Evaluation a.,46,486,540,call_2002008.txt,0
useless,,,Determine that the problem was evaluated using systematic methods to identify root causes and contributing causes.,46,540,654,call_2002008.txt,0
useless,,,The inspectors concluded that the root cause analysis was performed in a systematic manner which correctly and completely determined the root causes and contributing factors.,48,0,174,call_2002008.txt,0
useless,,,"The evaluation team performed the root cause analysis using an industry accepted methodology which employed the following techniques: records review, personnel interviews, events and causal factor charting, barrier analysis, and change analysis.",48,174,419,call_2002008.txt,0
useless,,,b.,48,419,421,call_2002008.txt,0
useless,,,Determine that the root cause evaluation was conducted to a level of detail commensurate with the significance of the problem.,48,421,547,call_2002008.txt,0
useless,,,The inspectors concluded that the licensee's analysis was performed to a level of detail commensurate with the safety significance of the ESW pump.,50,0,147,call_2002008.txt,0
useless,,,CAR 200100515 was identified as a Level 1 CAR which is the licensee's highest level designation for corrective action documents.,50,147,275,call_2002008.txt,0
useless,,,The licensee's evaluation identified seven root causes.,50,275,330,call_2002008.txt,0
team,procedural,organizational-training,"The licensee identified the primary root causes of the performance issues to be: (1) personnel did not know that they needed to secure the drain hose because corrective action from a previous event did not preclude foreign material from entering the suction bay for the ESW pump, (2) the drain hose was not adequately secured because there was no procedure for the job, (3) the drain hose was not adequately secured because important information that should have been covered during the prejob brief was omitted, (4) personnel did not know that they needed to secure the drain hose because safety precautions and warnings were not included in the work package, (5) personnel that saw or were informed of the presence of a funnel without a drain hose did not have a questioning attitude, (6) the control room took over one hour to enter TS 3.0.3 after declaring Train B of the ESW system inoperable because personnel found the procedure difficult to use, and (7) the control room took over one hour to enter TS 3.0.3 after declaring Train B of the ESW system inoperable because training was not repeated enough for information to be learned and skills practiced.",50,330,1491,call_2002008.txt,0
team ,organizational,,c. Determine that the root cause evaluation included a consideration of prior occurrences of the problem and knowledge of prior operating experience.,50,1491,1640,call_2002008.txt,0
useless,,,The inspectors concluded that the root cause analysis adequately considered historical information associated with the problem of foreign material exclusion (FME).,52,0,163,call_2002008.txt,0
useless,,,The licensee had identified a previous occurrence of foreign material intrusion into the ESW pump bay and thoroughly reviewed the actions taken from that event.,52,163,323,call_2002008.txt,0
useless,,,CAR 199800301,52,323,336,call_2002008.txt,0
useless,,,"-3and two Requests For Resolution (RFR), 18874A and 19044A, were written when a drive shaft retainer pin was dropped into an ESW pump suction bay.",54,0,147,call_2002008.txt,0
useless,,,The pin dropped straight down into the bay and had not moved nor was it sucked into the ESW pump during pump operation.,54,147,266,call_2002008.txt,0
useless,,,The licensee's assessment of the CAR and RFR concluded that the FME controls in place were adequate and that permanent FME covers were not required.,54,266,414,call_2002008.txt,0
useless,,,"This was based on the administrative controls in place, namely that work control procedures would require an FME cover for a given job.",54,414,549,call_2002008.txt,0
useless,,,"Also, material that could possibly pass through the floor penetration would not seriously threaten the ability of the ESW pump to perform its function.",54,549,700,call_2002008.txt,0
organizational,,,"The licensee concluded that, although they had instituted additional FME controls in 1998 when a problem was previously identified, the controls would not have been detailed or comprehensive enough to preclude entry of the tygon hose into the drain.",54,700,949,call_2002008.txt,0
organizational,,,"The NRC's inspection team concluded that had the licensee been more rigorous in their review and justification of the previous FME occurrence, the recent ESW pump inoperability event may not have occurred.",54,949,1154,call_2002008.txt,0
useless,,,d. Determine that the root cause evaluation included consideration of potential common causes and extent of condition of the problem.,54,1154,1287,call_2002008.txt,0
useless,,,The licensee's evaluation considered the potential for common causes.,56,0,69,call_2002008.txt,0
useless,,,"A common cause comparison was performed with CAR 200000377 (which addressed three White findings in the radiation protection area), in which there were six common causes identified.",56,69,250,call_2002008.txt,0
team,organizational-training,procedural,"These include: (1) the work or situation was significant or complicated enough to warrant some type of standards, policies, or administrative controls, (2) corrective action for a known deficiency was not recommended or disregarded, (3) standards, directives, or policies were not communicated from management down through the organization, (4) safety precautions and warnings were not included in the work package, (5) important information that should have been covered during the prejob brief was omitted, and (6) continuing training or retraining of personnel was infrequent, insufficient in depth, or otherwise inadequate.",56,250,877,call_2002008.txt,0
useless,,,"In bounding the extent of condition, the licensee found that the first five root causes, pertaining to FME controls and leakage collection devices, extended throughout the plant.",56,877,1055,call_2002008.txt,0
organizational-documentation,,,The requirements to document or log leakage collection device installation was weak and incomplete.,56,1055,1154,call_2002008.txt,0
useless,,,"The licensee completed an assessment of leakage collection device controls, which resulted in several recommendations which the licensee has implemented.",56,1154,1307,call_2002008.txt,0
useless,,,"A review of the FME control program was also performed, citing similar recommendations (i.e., revise the procedure, strengthen prejob briefings, install placards).",56,1307,1470,call_2002008.txt,0
useless,,,02.03 Corrective Actions a.,56,1470,1497,call_2002008.txt,0
useless,,,Determine that appropriate corrective actions are specified for each root/contributing cause or that there is an evaluation that no actions are necessary.,56,1497,1651,call_2002008.txt,0
useless,,,The inspectors concluded that the corrective actions appropriately addressed the root causes.,58,0,93,call_2002008.txt,0
useless,,,The inspectors found that licensee representatives had identified specific corrective actions to address each of the documented root causes.,58,93,233,call_2002008.txt,0
useless,,,The inspectors,58,233,247,call_2002008.txt,0
useless,,,"-4discussed the proposed corrective actions with licensee representatives and verified that each of the recommended corrective actions identified through the root cause analysis was tracked in the facility's corrective action program in accordance with Administrative Procedure APA-Z.-00500, ""Corrective Action Program.""",60,0,321,call_2002008.txt,0
team,,,"The NRC inspection team noted that, although FME controls were discussed within the root causes identified, FME as a specific root cause to the ESW pump inoperability event was not discussed.",60,321,512,call_2002008.txt,0
useless,,,This observation is discussed in Section 02.04. b.,60,512,562,call_2002008.txt,0
useless,,,Determine that the corrective actions have been prioritized with consideration of the risk significance and regulatory compliance.,60,562,692,call_2002008.txt,0
useless,,,The inspectors concluded that the corrective actions were properly prioritized.,62,0,79,call_2002008.txt,0
useless,,,The licensee prioritized the corrective actions so that the primary root causes were addressed first.,62,79,180,call_2002008.txt,0
useless,,,A completion date and responsible person were assigned for each corrective action.,62,180,262,call_2002008.txt,0
useless,,,c. Determine that a schedule has been established for implementing and completing the corrective actions.,62,262,367,call_2002008.txt,0
useless,,,"The licensee established due dates for the corrective actions, but had difficulty completing the action items by the established dates.",64,0,135,call_2002008.txt,0
useless,,,The due dates established by the licensee were sufficient to prevent recurrence of a similar event of foreign material intrusion disabling the ESW pumps.,64,135,288,call_2002008.txt,0
useless,,,The inspectors noted that there were numerous changes as the status of the root cause responses changed.,64,288,392,call_2002008.txt,0
useless,,,"These included due date changes, changes in persons assigned as leads for completing the different root cause responses, department assignee changes, and action assignee changes.",64,392,570,call_2002008.txt,0
useless,,,"The original estimated date of completion of CAR 200100515, including the assessments, was October 2001.",64,570,674,call_2002008.txt,0
useless,,,"As of February 2002 the major activities had been completed, with only a few minor items left for closure.",64,674,780,call_2002008.txt,0
useless,,,The inspectors noted that many of the corrective actions that were of a more generic or administrative nature or covered other areas of the plant were still in varying stages of completeness.,64,780,971,call_2002008.txt,0
useless,,,Examples included: · The ESW prelube tanks are scheduled to be changed out during Refuel 12.,64,971,1063,call_2002008.txt,0
useless,,,This was evaluated as an acceptable time frame for replacement.,64,1063,1126,call_2002008.txt,0
useless,,,"The self-assessment of the ESW system material condition was tracked under separate CARs with the recommendations contained in Self-Assessment SA01NE-014, ""ESW Equipment Performance and Material Condition,"" dated November 16, 2001.",64,1126,1357,call_2002008.txt,0
useless,,,"Other areas in the plant being evaluated for additional FME, particularly near pump sumps, was still being evaluated.",64,1357,1474,call_2002008.txt,0
useless,,,·,66,0,1,call_2002008.txt,1
useless,,,·,68,0,1,call_2002008.txt,1
useless,,,"-5· Training of plant personnel, particularly radiation and decontamination personnel regarding installation of leakage collection devices, is still being developed and taught.",70,0,177,call_2002008.txt,0
useless,,,Determine that quantitative or qualitative measures of success have been developed for determining the effectiveness of the corrective actions to prevent recurrence.,70,177,342,call_2002008.txt,0
useless,,,d.,72,0,2,call_2002008.txt,0
useless,,,The licensee's routine and nonroutine maintenance and Technical Specification surveillances were quantitative measures of success.,74,0,130,call_2002008.txt,0
useless,,,"The implementation of drain covers, drain hose attachments, placards, prejob briefs and walkdowns have aided and prevented recurrence of ESW pump inoperability due to foreign material.",74,130,314,call_2002008.txt,0
useless,,,Several multitask maintenance activities have taken place on the ESW system within the ESW pump houses with no problems or concerns with leakage control devices or with FME.,74,314,487,call_2002008.txt,0
useless,,,General Employee Training continues to reinforce the need for their FME program and emphasizes the identification and instructions of posted placards and information disseminated during prejob briefings.,74,487,690,call_2002008.txt,0
useless,,,These actions were all the result of the licensee's corrective actions.,74,690,761,call_2002008.txt,0
useless,,,"Qualitative measures taken by the licensee included performance of Self-Assessment SA01-OP-006, ""Leak Collection Devices Self-Assessment,"" dated November 16, 2001.",74,761,924,call_2002008.txt,0
useless,,,"Most of the recommendations were implemented in site-wide Procedure OTS-Z.-06032, ""Leak Collection Devices,"" Revision 000, dated December 3, 2001.",74,924,1070,call_2002008.txt,0
useless,,,All leak collection devices were logged and inspected periodically.,74,1070,1137,call_2002008.txt,0
useless,,,"The team inspected 5 of the 13 leak collection devices on the list of February 24, 2002, and found the installations to be adequate.",74,1137,1269,call_2002008.txt,0
useless,,,"Also, training had been conducted to promote leak awareness.",74,1269,1329,call_2002008.txt,0
useless,,,02.04 Independent Assessment of the Extent of Condition Five of the seven root causes discussed in the licensee's root cause evaluation for this event referred to various aspects of installation and control of the leak collection device which failed and caused ESW Pump B to become inoperable.,74,1329,1622,call_2002008.txt,0
team,,,"Although FME control was discussed in several of the identified root causes and in the associated corrective actions, it was not specifically discussed as a primary root cause.",74,1622,1798,call_2002008.txt,0
team,organizational,,The NRC inspection team considered inadequate FME control a root cause for this event and evaluated the extent of this condition as well as the extent of the control of leak collection devices.,74,1798,1991,call_2002008.txt,0
useless,,,The team inspected the pump intake areas for the ESW pumps and noted that adequate provisions had been made to secure leak collection devices and prevent foreign material from entering the pumps.,74,1991,2186,call_2002008.txt,0
useless,,,"The team also walked down the intakes for the river, service water, and circulating water pumps and noted some potential for entry of foreign materials.",74,2186,2338,call_2002008.txt,0
useless,,,"However, no events had occurred in recent years and the licensee was continuing to evaluate potential preventive measures.",74,2338,2460,call_2002008.txt,0
useless,,,"Some preventive measures were already in place, such as securing hard hats in the intake areas for the circulating and service water pumps.",74,2460,2599,call_2002008.txt,0
useless,,,The team did not note any vulnerabilities that had not been previously identified by the licensee.,74,2599,2697,call_2002008.txt,0
useless,,,"-6As previously stated, the licensee had performed Self-Assessment SA01-OP-006, ""Leak Collection Devices Self-Assessment,"" dated November 16, 2001, and implemented most recommendations in site-wide Procedure OTS-Z.-06032, ""Leak Collection Devices,"" Revision 000, dated December 3, 2001.",76,0,287,call_2002008.txt,0
useless,,,All leak collection devices were logged and inspected periodically.,76,287,354,call_2002008.txt,0
useless,,,"The team inspected 5 of the 13 leak collection devices on the list of February 24, 2002, and found the installations to be adequate.",76,354,486,call_2002008.txt,0
useless,,,"Also, training had been conducted to promote leak awareness.",76,486,546,call_2002008.txt,0
useless,,,"The NRC inspection team reviewed Procedure APA-Z.-0081, ""Foreign Material Exclusion,"" Revision 16, Temporary Change Notice 01-0229, issued June 8, 2001.",76,546,698,call_2002008.txt,0
useless,,,"The team noted that the only change made since the ESW pump inoperability event was the statement, ""Where accessible, a thorough vacuum of FME area should be performed.""",76,698,867,call_2002008.txt,0
useless,,,No changes were made pursuant to this event.,76,867,911,call_2002008.txt,0
useless,,,Procedure APA-Z.-0081 covered administrative controls for FME adequately.,76,911,984,call_2002008.txt,0
useless,,,"However, the team noted that, except in special areas, there was little guidance for selecting FME covers.",76,984,1090,call_2002008.txt,0
useless,,,"Typically, the checklists stated that cover devices should be made of an adequate material deemed acceptable by the supervisor for the location and size of the opening to be covered.",76,1090,1272,call_2002008.txt,0
useless,,,No suggested material and configuration list for covers was included.,76,1272,1341,call_2002008.txt,0
useless,,,"The NRC inspection team reviewed a list of 40 CARS involving FME considerations which were initiated since February 2, 2001.",76,1341,1465,call_2002008.txt,0
useless,,,"From that list the team selected CAR 200103181, ""Foreign Material Entered Main Feedwater Piping During AEHV0034 Valve Stroke,"" for further review.",76,1465,1611,call_2002008.txt,0
useless,,,"This CAR was initiated May 15, 2001, and classified at Significance Level 2.",76,1611,1687,call_2002008.txt,0
useless,,,"This event occurred when an FME cover consisting of four strips of red duct tape, each about 8 to 9 inches long, was drawn into the system when a vacuum was inadvertently created in the system during operation of Valve AEHV0034 for troubleshooting.",76,1687,1935,call_2002008.txt,0
useless,,,"The version which the NRC inspection team initially reviewed was updated on January 27, 2002, to change the due date from January 18 to March 8, 2002.",76,1935,2085,call_2002008.txt,0
useless,,,"This version largely discussed searches for the tape, which was never found.",76,2085,2161,call_2002008.txt,0
useless,,,Suitability of the tape as an FME cover was not discussed.,76,2161,2219,call_2002008.txt,0
useless,,,Several due date extensions discussed allowing time to consider departmental responses and the need for additional corrective actions.,76,2219,2353,call_2002008.txt,0
useless,,,"However, the only corrective action discussed was the attempt to locate the tape.",76,2353,2434,call_2002008.txt,0
useless,,,"The NRC inspection team concluded that the tape would have been captured by the strainer at the inlet to the condensate pumps if it made its way through the condenser and, therefore, was not a significant safety concern.",76,2434,2654,call_2002008.txt,0
