category,sub category 1,sub category 2,text,line,start_pos,end_pos,file,class,prob,predict
useless,,,"These activities constituted completion of three post-maintenance testing inspection samples, as defined in Inspection Procedure 71111.19. b.",77,0,142,ML17135A406.txt,,0.851700008,Procedural&Team
false positive,,,Findings No findings were identified.,77,142,179,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,1R22 Surveillance Testing (71111.22) a.,77,179,218,ML17135A406.txt,,0.909399986,Planning
useless,,,"Inspection Scope The inspectors observed two risk-significant surveillance tests and reviewed test results to verify that these tests adequately demonstrated that the SSCs were capable of performing their safety functions: In-service tests: åá February 13, 2017, standby service water pump A quarterly surveillance test",77,218,536,ML17135A406.txt,,0.586799979,Procedural&Team
useless,,,"Other surveillance tests: åá January 29, 2017, intermediate-range monitor E surveillance test",79,0,92,ML17135A406.txt,,0.412499994,Information
useless,,,"The inspectors verified that these tests met technical specification requirements, that the licensee performed the tests in accordance with their procedures, and that the results of the test satisfied appropriate acceptance criteria.",81,0,233,ML17135A406.txt,,0.494700015,Control
useless,,,The inspectors verified that the licensee restored the operability of the affected SSCs following testing.,81,233,339,ML17135A406.txt,,0.489899993,Control
useless,,,"These activities constituted completion of two surveillance testing inspection samples, as defined in Inspection Procedure 71111.22. b.",81,339,474,ML17135A406.txt,,0.460099995,Performance
false positive,,,Findings No findings were identified.,81,474,511,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,Cornerstone: Emergency Preparedness 1EP3 Emergency Response Organization Staffing and Augmentation System (71114.03) a.,81,511,630,ML17135A406.txt,,0.71420002,Team & Organization
useless,,,Inspection Scope The inspectors verified that the licensee's emergency response organization on-shift and augmentation staffing levels were in accordance with the licensee's emergency plan commitments.,81,630,831,ML17135A406.txt,,0.488900006,Control
useless,,,"The inspectors reviewed documentation and discussed with licensee staff the operability of primary and backup systems for augmenting the on-shift emergency response staff to verify the adequacy of the licensee's methods for staffing emergency response facilities, including the licensee's ability to staff pre-planned alternate facilities.",81,831,1170,ML17135A406.txt,,0.783200026,Planning
useless,,,The inspectors also reviewed records of emergency response organization augmentation tests and events to determine whether the licensee had maintained a capability to staff emergency response facilities within emergency plan timeliness commitments.,81,1170,1418,ML17135A406.txt,,0.48300001,Team & Organization
useless,,,"These activities constituted completion of one emergency response organization staffing and augmentation testing sample, as defined in Inspection Procedure 71114.03. b.",85,0,169,ML17135A406.txt,,0.992399991,Team & Organization
false positive,,,Findings No findings were identified.,85,169,206,ML17135A406.txt,,0.842800021,Procedural&Team
useless,,,1EP5 Maintenance of Emergency Preparedness (71114.05) a.,85,206,262,ML17135A406.txt,,0.932699978,Planning
organizational,,,Inspection Scope The inspectors reviewed the following documents for the period November 2014 through December 2016: åá åá åá åá åá åá åá åá åá After-action reports for emergency classifications and events After-action evaluation reports for licensee drills and exercises Independent audits and surveillances of the licensee's emergency preparedness program Self-assessments of the emergency preparedness program conducted by the licensee Licensee evaluations of changes made to the emergency plan and emergency plan implementing procedures Drill and exercise performance issues entered into the licensee's corrective action program Emergency preparedness program issues entered into the licensee's corrective action program Maintenance records for equipment supporting the emergency preparedness program Emergency response organization and emergency planner training records,85,262,1128,ML17135A406.txt,,0.439799994,Performance
detail of incident,,,"The inspectors reviewed summaries of 161 corrective action program reports associated with emergency preparedness, and selected 30 to review against program requirements to determine the licensee's ability to identify, evaluate, and correct problems in accordance with planning standard 10 CFR 50.47(b)(14) and 10 CFR Part 50, Appendix E, IV.F.",87,0,344,ML17135A406.txt,,0.474999994,Team & Organization
good performance,,,The inspectors verified that the licensee accurately and appropriately identified and corrected emergency preparedness weaknesses during critiques and assessments.,87,344,507,ML17135A406.txt,,0.303900003,Procedural&Team
detail of incident,,,"The inspectors reviewed summaries of 91 licensee evaluations of the impact of changes to the emergency plan and implementing procedures, and selected 14 to review against program requirements to determine the licensee's ability to identify reductions in the effectiveness of the emergency plan in accordance with the requirements of 10 CFR 50.54(q)(3) and 50.54(q)(4).",87,507,875,ML17135A406.txt,,0.476399988,Procedural&Team
detail of incident,,,The inspectors verified that evaluations of  proposed changes to the licensee emergency plan appropriately identified the impact of the changes prior to being implemented.,87,875,918,ML17135A406.txt,,0.414600015,Control
useless,,,"The inspectors reviewed summaries of records pertaining to the maintenance of equipment and facilities used to implement the emergency plan to determine the licensee's ability to maintain equipment in accordance with the requirements of 10 CFR 50.47(b)(8) and 10 CFR Part 50, Appendix E, IV.E.",91,127,420,ML17135A406.txt,,0.371300012,Information
useless,,,The inspectors verified that equipment and facilities were maintained in accordance with the commitments of the licensee's emergency plan.,91,420,558,ML17135A406.txt,,0.6153,Control
useless,,,"These activities constituted completion of one sample of the maintenance of the licensee's emergency preparedness program, as defined in Inspection Procedure 71114.05. b.",91,558,728,ML17135A406.txt,,0.404399991,Performance
useless,,,Findings Introduction.,91,728,750,ML17135A406.txt,,0.388999999,Planning
useless,,,"The inspectors identified a Green, non-cited violation of 10 CFR 50.54(q)(2) associated with the licensee's failure to follow their emergency plan.",91,750,897,ML17135A406.txt,,0.513000011,Management
organizational,performance,performance-not conducted a required drill,"Specifically, the licensee failed to follow Emergency Plan, Revision 72, Section 8.3.2(d), which requires that a drill involving the first-aid team and local support hospital(s) be conducted on an annual basis.",91,897,1107,ML17135A406.txt,,0.76880002,Resources
organizational,performance,performance-not conducted a required drill,The licensee failed to conduct a drill involving the first-aid team and local support hospitals during 2014.,91,1107,1215,ML17135A406.txt,,0.878499985,Planning
detail of incident,,,"The inspectors reviewed drills and exercises conducted by the licensee between July 2014 and December 2016, and compared the drill and exercise evaluation reports to the requirements of the licensee Emergency Plan.",91,1227,1441,ML17135A406.txt,,0.520399988,Control
detail of incident,,,"The inspectors determined that Emergency Plan, Revisions 70 through 72, Section 8.3.2(d), required that a drill involving the first-aid team and local support hospital(s) be conducted on an annual basis.",91,1441,1644,ML17135A406.txt,,0.370499998,Control
detail of incident,,,"The inspectors identified that an on-site drill involving the site first-aid team was conducted in August 2014 and that a Medical Service å_ 1 (MS-1) drill simulating a contaminated and injured person was conducted on April 16, 2014, involving Northeast Louisiana Ambulance Service and Riverland Medical Center, Ferriday, Louisiana.",91,1644,1975,ML17135A406.txt,,0.966000021,Cognition
organizational,performance,resource,The inspectors reviewed the post drill evaluation report(s) for the Riverland Medical Center and determined that licensee staff did not materially participate in this drill.,91,1975,2148,ML17135A406.txt,,0.6523,Management
detail of incident,,,"Specifically, licensee staff were only present as observers.",91,2148,2208,ML17135A406.txt,,0.442799985,Control
detail of incident,,,"The inspectors determined, from a review of letters of agreement between the licensee and offsite hospitals, that the hospitals relied upon by the licensee to treat contaminated and injured individuals originating at the licensee's site were Claiborne County Hospital, River Region Medical Center, and Ochsner Clinic.",91,2208,2525,ML17135A406.txt,,0.938899994,Procedural&Team
organizational,performance,,The inspectors determined that the April 2014 drill was not conducted at a hospital credited in the site emergency plan as being relied upon to treat contaminated and injured employees from the licensee's site.,91,2525,2735,ML17135A406.txt,,0.898500025,Procedural&Team
organizational,performance,documentation-false information,"The inspectors found that licensee Document 2014/00183, ""2014 Annual Site Medical Drill,"" dated September 2, 2014, reported that although hospital response was not observed, hospital response, ""was demonstrated during the FEMA-evaluated MS-1 drill earlier this year.""",91,2735,3002,ML17135A406.txt,,0.957799971,Team & Organization
detail of incident,,,"However, the inspectors concluded the licensee was required to drill with a hospital relied upon to treat contaminated and injured employees from the licensee's site to ensure that proficiency was maintained for rarely-performed tasks that directly affect the radiological protection of site employees.",91,3002,3304,ML17135A406.txt,,0.851700008,Planning
,,,The inspectors reviewed site implementation procedures and conducted licensee staff interviews.,93,0,96,ML17135A406.txt,,0.602900028,Control
organizational,performance,team cognition ,"Emergency preparedness staff explained that they believed they were in compliance with the emergency plan because, although the site first-aid team and local hospitals were not evaluated at the same time, the direction of the site drill and exercise procedure was met.",93,96,364,ML17135A406.txt,,0.358500004,Information
useless,,,"Procedure EN-EP-306, ""Drills and Exercises,"" Revisions 5 through 8, Attachment 9.1, stated for drill/exercise, Type 6, that the annual Medical Emergency Drill, ""contains provisions for participation by the local medical support service agencies.""",93,364,610,ML17135A406.txt,,0.446999997,Information
useless,,,"While the site procedure stated this, the procedure also contained a site-specific emergency plan commitment list (Section 8.0).",93,610,738,ML17135A406.txt,,0.8829,Management
