,,,text,line,start_pos,end_pos,file,predict
useless,,,Unit 2 entered the period with power reduced to approximately 64 percent for condenser cleaning and repairs.,48,295,403,ML070380584.txt,0
useless,,,"On October 1, 2006, Unit 2 was returned to full power where it operated until the unit was shut down for a refueling outage on November 15, 2006.",48,403,548,ML070380584.txt,0
useless,,,"Unit 2 was made critical on December 14, 2006, and the generator was placed on-line on December 15, 2006.",48,548,653,ML070380584.txt,0
useless,,,"The unit was returned to full power on December 17, 2006, and operated at or near full power for the remainder of the inspection period.",48,653,789,ML070380584.txt,0
useless,,,1,48,789,791,ML070380584.txt,0
useless,,,"REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity, and Emergency Preparedness 1R01 Adverse Weather Protection (71111.01) a.",48,791,950,ML070380584.txt,0
useless,,,"Inspection Scope On November 8, 2006, the inspectors performed an adverse weather inspection completing three annual system-related adverse weather inspection samples.",48,950,1117,ML070380584.txt,0
useless,,,The inspectors assessed the licensee's preparation of risk-significant plant systems for the seasonal onset of cold weather.,48,1117,1241,ML070380584.txt,0
useless,,,"The inspectors selected the Unit 1 and Unit 2 condensate storage tank freeze protection systems, cooling water system components located outside the turbine and auxiliary buildings, and the Unit 2 diesel generator jacket water cooling systems.",48,1241,1484,ML070380584.txt,0
useless,,,"The inspectors completed in-plant system walkdowns, conducted in-office reviews of applicable procedures and associated records, and interviewed plant operators and chemists to verify that the risk-significant systems were adequately protected against impending cold weather.",48,1484,1759,ML070380584.txt,0
useless,,,The inspectors used the licensee checklists and procedures to verify that the systems were aligned as required.,48,1759,1870,ML070380584.txt,0
useless,,,"In addition, the inspectors reviewed the corrective action program action requests (CAPs) and work orders (WOs) to verify that the licensee had entered problems identified with cold weather operations into the corrective action system and were taking the appropriate corrective and compensatory actions.",48,1870,2173,ML070380584.txt,0
useless,,,The documents reviewed by the inspectors are listed in the Attachment.,48,2173,2243,ML070380584.txt,0
useless,,,b.,48,2243,2245,ML070380584.txt,0
useless,,,Findings No findings of significance were identified.,48,2245,2298,ML070380584.txt,0
useless,,,2,50,0,1,ML070380584.txt,0
useless,,,Enclosure,52,0,9,ML070380584.txt,0
useless,,,1R04 Partial System Equipment Alignment (71111.04) a.,54,0,54,ML070380584.txt,0
useless,,,Inspection Scope The inspectors performed four partial system equipment alignment inspection samples comprised of in-plant walkdowns of accessible portions of trains of risk-significant equipment associated with the mitigating systems and barrier integrity cornerstones.,54,54,324,ML070380584.txt,0
useless,,,The inspectors conducted the inspections during times when the trains were of increased importance due to the redundant trains or other related equipment being unavailable.,54,324,496,ML070380584.txt,0
useless,,,The inspectors also reviewed documents entering deficient conditions associated with equipment alignment issues into the corrective action program verifying that the licensee was identifying issues at an appropriate threshold and entering those issues into their corrective action program in accordance with the licensee's corrective action procedures.,54,496,848,ML070380584.txt,0
useless,,,"The inspectors utilized the valve and electric breaker checklists, where applicable, to verify that the components were properly positioned and that support systems were lined up as needed.",54,848,1037,ML070380584.txt,0
useless,,,The inspectors also examined the material condition of the components and observed operating parameters of equipment to verify that there were no obvious performance deficiencies.,54,1037,1216,ML070380584.txt,0
organizational,documentation,,The inspectors reviewed outstanding WOs and CAPs associated with the operable trains to verify that those documents did not reveal issues that could affect the completion of the available train's safety functions.,54,1216,1429,ML070380584.txt,0
useless,,,The inspectors used the information in the appropriate sections of the Updated Safety Analysis Report (USAR) to determine the functional requirements of the systems.,54,1429,1594,ML070380584.txt,0
useless,,,"The inspectors verified the alignment of the following trains: · · · · 121 cooling water pump with the 22 diesel-driven cooling water pump unavailable for planned maintenance on October 10, 2006; 12 residual heat removal pump during the unavailability of the 11 residual heat removal pump for planned maintenance on October 26, 2006; 22 component cooling water heat exchanger while the 21 component cooling water heat exchanger was isolated for maintenance on October 31, 2006; and D1 diesel generator while the D2 diesel generator was unavailable during testing on November 13, 2006.",54,1594,2178,ML070380584.txt,0
useless,,,Key documents used by the inspectors in conducting this inspection are listed in the Attachment to this report.,56,0,111,ML070380584.txt,0
useless,,,b.,56,111,113,ML070380584.txt,0
useless,,,Findings No findings of significance were identified.,56,113,166,ML070380584.txt,0
useless,,,3,58,0,1,ML070380584.txt,0
useless,,,Enclosure,60,0,9,ML070380584.txt,0
useless,,,1R05 Quarterly Fire Protection Area Walkdowns (71111.05) a.,62,0,60,ML070380584.txt,0
useless,,,Inspection Scope The inspectors conducted in-office and in-plant reviews of portions of the licensee's Fire Hazards Analysis and Fire Strategies to verify consistency between these documents and the as-found configuration of the installed fire protection equipment and features in the fire protection areas listed below.,62,60,380,ML070380584.txt,0
useless,,,"The inspectors selected fire areas for inspection based on their overall contribution to internal fire risk as documented in the Individual Plant Examination of External Events, their potential to impact equipment which could initiate a plant transient, or their impact on the plant's ability to respond to operational or security events.",62,380,718,ML070380584.txt,0
useless,,,"The inspectors assessed the control of transient combustibles and ignition sources, the material and operational condition of fire protection systems and equipment, and the status of fire barriers.",62,718,915,ML070380584.txt,0
useless,,,"In addition, the inspectors reviewed CAPs associated with fire protection issues to verify that the licensee was identifying issues at an appropriate threshold and entering them into their corrective action program in accordance with licensee's corrective action procedures.",62,915,1189,ML070380584.txt,0
useless,,,The following nine fire areas were inspected by in-plant walkdowns supporting the completion of nine fire protection zone walkdown samples: · · · · · · · · · b.,62,1189,1349,ML070380584.txt,0
useless,,,"Fire Area 3, Unit 1 water chiller room on October 11, 2006; Fire Area 13, control room on October 11, 2006; Fire Area 26, diesel generator D2 room on October 11,2006; Fire Area 33, battery room 11 on October 11, 2006; Fire Area 35, battery room 21 on October 11, 2006; Fire Area 92, Unit 2 water chiller room on October 11, 2006; Fire Area 127, 480 volt 211/212 bus room on October 11, 2006; Fire Area 71, Unit 2 containment, during the refueling outage on November 28, 2006; and Fire Area 72, Unit 2 shield building annulus, during the refueling outage on November 30, 2006.",62,1349,1924,ML070380584.txt,0
useless,,,Findings No findings of significance were identified.,64,0,53,ML070380584.txt,0
useless,,,1R06 Flood Protection Measures (71111.06) a.,66,0,44,ML070380584.txt,0
useless,,,"Inspection Scope On October 17, 2006, the inspectors performed an in-plant walkdown of the Unit 1 and 2 auxiliary feedwater pump rooms completing one internal flood protection inspection sample.",66,44,238,ML070380584.txt,0
useless,,,"These areas of Unit 1 and 2 contain safety-related and risk significant equipment including both trains of the auxiliary feedwater pumps, instrument air compressors, and the hot shutdown panels.",66,238,432,ML070380584.txt,0
useless,,,"The inspectors reviewed the applicable sections of the USAR, Individual Plant Examination, and plant procedures associated with internal flooding of the auxiliary feedwater pump rooms and adjacent areas.",66,432,635,ML070380584.txt,0
useless,,,The inspectors verified by physical inspection that the licensee maintained the material 4 Enclosure,66,635,735,ML070380584.txt,0
useless,,,condition of piping systems in these areas.,68,0,44,ML070380584.txt,0
useless,,,The inspectors also verified that drain paths from these areas had been maintained and that there was no accumulation of loose materials that could plug drain paths.,68,44,209,ML070380584.txt,0
useless,,,"The inspectors reviewed applicable CAPs to verify that problems associated with plant equipment relied upon to prevent or minimize flooding were identified at an appropriate threshold, and that corrective actions commensurate with the significance of the issue were identified and implemented.",68,209,502,ML070380584.txt,0
useless,,,The documents reviewed by the inspectors are listed in the Attachment.,68,502,572,ML070380584.txt,0
useless,,,b.,68,572,574,ML070380584.txt,0
useless,,,Findings No findings of significance were identified.,68,574,627,ML070380584.txt,0
useless,,,1R08 Inservice Inspection (ISI) Activities (71111.08) .1 a.,68,627,686,ML070380584.txt,0
useless,,,"Piping systems ISI Inspection Scope From November 20, 2006, through December 1, 2006, the inspectors conducted a review of the implementation of the licensee's ISI program for monitoring degradation of the reactor coolant system (RCS) boundary and the risk significant piping system boundaries.",68,686,980,ML070380584.txt,0
useless,,,"The inspectors selected the American Society of Mechanical Engineers (ASME) Boiler and Pressure Vessel Code Section XI required examinations and Code components in order of risk priority as identified in Section 71111.08-03 of NRC Inspection Procedure 71111.08, ""ISI Activities,"" based upon the ISI activities available for review during the onsite inspection period.",68,980,1347,ML070380584.txt,0
useless,,,"The following nondestructive examination (NDE) activities were observed by the inspectors to evaluate compliance with the ASME Code Section XI and Section V requirements, and to verify that indications and defects (if present) were dispositioned in accordance with the ASME Code Section XI requirements.",68,1347,1650,ML070380584.txt,0
useless,,,"Specifically, the inspector observed the following examinations: · · · Magnetic Particle Examination (MT) of 22 SG feedwater nozzle N-1; Dye Penetrant Examination (PT) of an RCS integral attachment (restraint and support) H-4/IA; and Visual Examination (VT) of RCS restraint and support H-4.",68,1650,1941,ML070380584.txt,0
useless,,,The inspectors reviewed examinations completed during the previous outage with relevant/recordable conditions/indications that were accepted for continued service to observe that the licensee's acceptances were in accordance with Section XI of the ASME Code.,70,0,258,ML070380584.txt,0
useless,,,"Specifically, the inspectors reviewed the following records: · Visual Examination of a 22 SG vault spring can H-5.",70,258,372,ML070380584.txt,0
useless,,,"Several recordable indications were evaluated against ASME Section XI, 1998 Edition, 2000 Addenda, IWF-3410 (b)(4) and were found to be acceptable; and 5 Enclosure",70,372,535,ML070380584.txt,0
useless,,,·,72,0,2,ML070380584.txt,0
useless,,,Visual Examination of 21 accumulator to RCS loop A cold leg check valve 2SI-6-3.,74,0,80,ML070380584.txt,0
useless,,,"Several recordable indications were evaluated against ASME B31.1, paragraph 108.5.1, and were found to be acceptable.",74,80,197,ML070380584.txt,0
useless,,,"The inspectors reviewed pressure boundary welds for Class 1 and 2 systems which were completed since the beginning of the previous refueling outage to determine if the welding acceptance and preservice examinations (e.g., VT, PT, and weld procedure qualification tensile tests) were performed in accordance with ASME Code Sections III, V, IX, and XI requirements.",76,0,363,ML070380584.txt,0
useless,,,"Specifically, the inspectors reviewed welds associated with the following work activity: · · Replace (WCR No.046803-01; welds 1-2) ISI Class 1, pressurizer power operated relief valve (PORV), valve MV-32197 for the RC system; and Replace (WCR No.0406633-01; welds 1-3) ISI Class 1, reactor vessel level indication system piping.",76,363,691,ML070380584.txt,0
useless,,,The reviews as discussed above counted as one inspection sample.,78,0,64,ML070380584.txt,0
useless,,,b.,78,64,66,ML070380584.txt,0
useless,,,Findings Failure to Perform an MT on the Full Exam Surface Introduction: The inspectors identified a green finding and associated Non-Cited Violation (NCV) of 10 CFR 50.55(a)(g)(4) for failure to perform an MT of the full exam surface on 22 SG feedwater nozzle weld N-1 in accordance with ASME Code Section XI.,78,66,376,ML070380584.txt,0
useless,,,"Description: On November 22, 2006, the inspectors identified through direct observation that a licensee contract NDE examiner was not performing an MT of the full required surface area of weld N-1.",78,376,573,ML070380584.txt,0
useless,,,"Specifically, the required MT exam surface of the 22 SG feedwater nozzle to shell weld (N-1, Code class 2) should have included the area from the toe of the weld to the tangent of the adjacent radius, but was instead limited to the surface area ½-inch adjacent to either side of the weld toe.",78,573,865,ML070380584.txt,0
useless,,,"A review of the Code drawing provided to the examiner by the NDE Level III during the pre-job brief indicated that the exam surface to be examined extended from the toe of the weld to the tangent of the radius, a distance and resulting area several times that which was being examined.",78,865,1150,ML070380584.txt,0
useless,,,"The requirement to address an exam area different than the ""standard"" ½-inch due to the associated radius was also discussed with the examiner by the NDE Level III during the pre-job briefing.",78,1150,1342,ML070380584.txt,0
useless,,,The Code required examination surface was subsequently examined as a part of the licensee's corrective actions.,78,1342,1453,ML070380584.txt,0
useless,,,The licensee documented this concern in CAP 01064041.,78,1453,1506,ML070380584.txt,0
useless,,,6,80,0,1,ML070380584.txt,0
useless,,,Enclosure,82,0,9,ML070380584.txt,0
useless,,,Analysis: The inspector determined that the failure to perform the MT of the full exam surface was a performance deficiency warranting a significance determination evaluation.,84,0,176,ML070380584.txt,0
useless,,,"The inspector reviewed this finding against the guidance contained in Appendix B, ""Issue Dispositioning Screening,"" of Inspection Manual Chapter (IMC) 0612, ""Power Reactor Inspection Reports.""",84,176,368,ML070380584.txt,0
useless,,,"In particular, the inspector compared this finding to the findings identified in Appendix E, ""Examples of Minor Issues,"" of IMC 0612 to determine whether the finding was minor and concluded that none of the examples listed in Appendix E accurately represented this example.",84,368,641,ML070380584.txt,0
useless,,,"As a result, the inspector compared this performance deficiency to the minor questions contained in Section 3, ""Minor Questions,"" to Appendix B of IMC 0612.",84,641,797,ML070380584.txt,0
useless,,,"The inspector concluded that the finding was greater than minor in accordance with IMC 0612, ""Power Reactor Inspection Reports,"" Appendix B, ""Issue Disposition Screening,"" because the finding was associated with the initiating events cornerstone attribute of equipment performance, and affected the cornerstone objective to limit those events, which upset plant safety and challenge safety systems.",84,797,1195,ML070380584.txt,0
useless,,,"Absent NRC intervention, the licensee would not have performed the Code-required examination of weld N-1 for an indefinite period of service which would have increased risk for undetected cracking, leakage, or component failure and it would have become a more significant safety concern.",84,1195,1482,ML070380584.txt,0
organizational,performance,,The inspector was concerned that the failure to perform an examination of the complete examination surface could have allowed undetected cracks to remain in service.,84,1482,1647,ML070380584.txt,0
useless,,,"Because the inspectors answered ""No"" to each of the phase 1 screening questions for ""Determining the Significance of Reactor Inspection Findings for At-Power Situations"" and specifically because a qualified re-examination was subsequently performed with no relevant indications detected, this finding was of very low safety significance.",84,1647,1984,ML070380584.txt,0
useless,,,"Specifically, there was no evidence of actual flaws.",84,1984,2036,ML070380584.txt,0
useless,,,"Enforcement: Title 10 CFR 50.55a(g)4 requires, in part, that throughout the service life of a pressurized water-cooled nuclear power facility, components must meet the requirements set forth in the ASME Code Section XI.",84,2036,2255,ML070380584.txt,0
useless,,,"ASME Code Section XI, Table IWC-2500-1, ""Examination Categories,"" requires that surface examinations for Item No.",84,2255,2368,ML070380584.txt,0
useless,,,"C2.21, ""Nozzle-to-Shell Weld,"" be examined in accordance with Figure IWC-2500-4(a).",84,2368,2451,ML070380584.txt,0
useless,,,"Figure IWC-2500-4(a) indicates an exam surface ""A - B,"" which extends around the circumference/weld from a point on the tangent of the radius beyond the toe of the weld (point ""A"") to a point ½-inch from the toe of the weld on the other side of the weld (point ""B"").",84,2451,2717,ML070380584.txt,0
useless,,,"Contrary to the above, on November 22, 2006, while performing an MT using procedure SWI NDE-MT-1, Dry Powder MT, Revision 1, on 22 SG feedwater nozzle N-1, the licensee examiner failed to perform the MT of the full Code required surface in accordance with ASME Code Section XI, Figure IWC-2500-4(a), in violation of 10 CFR 50.55(a)(g)(4).",84,2717,3055,ML070380584.txt,0
useless,,,"Because of the very low safety significance of this finding and because the issue was entered into the licensee's corrective action program (CAP 01064041), it is being treated as an NCV consistent with Section VI.A.1 of the NRC Enforcement Policy (NCV 05000306/2006005-01).",84,3055,3328,ML070380584.txt,0
useless,,,7,86,0,1,ML070380584.txt,0
useless,,,Enclosure,88,0,9,ML070380584.txt,0
useless,,,.2 a.,90,0,6,ML070380584.txt,0
useless,,,"Pressurized Water Reactor Vessel Upper Head Penetration Inspection Activities Inspection Scope The inspectors did not perform Section 02.02, ""Pressurized Water Reactor Vessel Upper Head Penetration Inspection Activities,"" of IP 71111.08 because the licensee replaced the Unit 2 vessel head during the previous outage and therefore no vessel head penetration examinations were required or conducted by the licensee this outage.",92,0,426,ML070380584.txt,0
team,,,The inspectors concluded that this did not count as an inspection sample.,92,426,499,ML070380584.txt,0
useless,,,b.,94,0,2,ML070380584.txt,0
useless,,,Findings No findings of significance were identified.,96,0,53,ML070380584.txt,0
useless,,,.3 a.,98,0,5,ML070380584.txt,0
useless,,,"Boric Acid Corrosion Control (BACC) ISI Inspection Scope Following shutdown, the inspectors reviewed a sample of BACC walkdown visual examination activities through direct observation.",100,0,184,ML070380584.txt,0
useless,,,This walkdown was completed with Unit 2 in Mode 3 and included all levels of containment.,100,184,273,ML070380584.txt,0
useless,,,The inspectors verified that the visual inspections emphasized locations where boric acid leaks can cause degradation of safety significant components.,100,273,424,ML070380584.txt,0
useless,,,"The inspectors reviewed a number of boric acid leak corrective actions to confirm that they were consistent with the requirements of the ASME Code and 10 CFR Part 50, Appendix B, Criterion XVI.",100,424,617,ML070380584.txt,0
useless,,,"The inspectors also reviewed the engineering evaluations performed for the following three corrective action documents: · · · Corrective Action Program 042105; ""ASME Relevant Boric Acid Leak on 2SM-17-1""; Corrective Action Program 043805; ""Results of Surveillance Procedure (SP) 2201D, Three New Relevant Boric Acid Leaks""; and Corrective Action Program 042103; ""ASME Relevant Boric Acid Leak on 2FE-459 (Unit 2 RTD Bypass Flow Orifice Flange).""",100,617,1062,ML070380584.txt,0
useless,,,"The evaluations were verified, as applicable, to ensure that ASME Code wall thickness requirements were maintained.",102,0,115,ML070380584.txt,0
useless,,,The balance of the documents reviewed during this inspection are listed in the Attachment to this report.,102,115,220,ML070380584.txt,0
useless,,,The reviews as discussed above counted as one inspection sample.,102,220,284,ML070380584.txt,0
useless,,,b.,102,284,286,ML070380584.txt,0
useless,,,Findings No findings of significance were identified.,102,286,339,ML070380584.txt,0
useless,,,8,104,0,1,ML070380584.txt,0
useless,,,Enclosure,106,0,9,ML070380584.txt,0
useless,,,.4 a.,108,0,6,ML070380584.txt,0
useless,,,"Steam Generator Tube ISI Inspection Scope From November 20, 2006, through November 30, 2006, the inspectors performed an on-site review of SG tube examination activities conducted pursuant to Technical Specifications (TS) and the ASME Code Section XI requirements.",110,0,264,ML070380584.txt,0
