,,,text,line,start_pos,end_pos,file,predict
useless,,,FirstEnergy Nuclear Operating Company,50,0,37,bv_2002012.txt,0
useless,,,Facility:,52,0,9,bv_2002012.txt,0
useless,,,"Beaver Valley Power Station, Units 1 and 2",54,0,42,bv_2002012.txt,0
useless,,,Dates:,56,0,6,bv_2002012.txt,0
useless,,,"September 16 - 19, 2002",58,0,23,bv_2002012.txt,0
useless,,,Inspectors:,60,0,11,bv_2002012.txt,0
useless,,,"S. Pindale, Senior Reactor Engineer, DRS, Team Leader K. Mangan, Reactor Engineer, DRS E. Cobey, Senior Reactor Analyst, DRS (in-office)",62,0,136,bv_2002012.txt,0
useless,,,Approved by:,64,0,12,bv_2002012.txt,0
useless,,,"Lawrence T. Doerflein, Chief Systems Branch Division of Reactor Safety",66,0,70,bv_2002012.txt,0
useless,,,"SUMMARY OF FINDINGS IR 05000334/02-012, IR 05000412/02-012; on September 16 - 19, 2002; Beaver Valley Power Station, Units 1 and 2; Special Inspection of the August 24, 2002, identification of a gas void in the high head safety injection charging pump suction piping.",68,0,268,bv_2002012.txt,0
useless,,,Two violations were identified in the area of design control.,68,268,329,bv_2002012.txt,0
useless,,,The inspection was conducted by two regional inspectors with support from a regional senior reactor analyst.,68,329,437,bv_2002012.txt,0
useless,,,Two green findings of very low significance were identified during this inspection and were classified as non-cited violations.,68,437,564,bv_2002012.txt,0
useless,,,"The significance of issues is indicated by their color (green, white, yellow, red) using IMC 0609 ""Significance Determination Process"" (SDP).",68,564,705,bv_2002012.txt,0
useless,,,"Findings for which the SDP does not apply may be ""green"" or be assigned a severity level after NRC management review.",68,705,822,bv_2002012.txt,0
useless,,,"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" Revision 3, dated July 2000.",68,822,996,bv_2002012.txt,0
useless,,,Inspector Identified Findings Cornerstone: Mitigating Systems GREEN.,68,996,1064,bv_2002012.txt,0
useless,,,The licensee failed to assure that appropriate quality standards were specified for the high head safety injection (HHSI) system.,68,1064,1193,bv_2002012.txt,0
useless,,,"Engineers assumed an upper limit of 30% void fraction in their 1997 design calculation for gas entrained fluid entering the suction of the HHSI charging pumps, and this limit was based on the point at which gas entrained in liquid transitions from homogeneous to slug flow.",68,1193,1466,bv_2002012.txt,0
useless,,,"However, this limit was non-conservative and exceeded the pump service vendor limits.",68,1466,1551,bv_2002012.txt,0
useless,,,This issue was considered to be of very low significance (Green) based on a Phase 1 evaluation of the At-Power Reactor Safety Significance Determination Process (SDP) because the gas void found in the piping would not have resulted in a void fraction at the pump suction exceeding the limits recommended by the pump service vendor.,68,1551,1882,bv_2002012.txt,0
useless,,,"Therefore, there was not a loss of the safety system function.",68,1882,1944,bv_2002012.txt,0
useless,,,"The finding was determined to be a non-cited violation (NCV) of 10 CFR Part 50, Appendix B, Criterion III, Design Control.",68,1944,2066,bv_2002012.txt,0
useless,,,(Section 40A3.b) GREEN.,68,2066,2089,bv_2002012.txt,0
organizational,performance,team,The licensee failed to use drawings that reflected the as-installed piping elevations while implementing a design change to install a high point vent in the recirculation spray/low head safety injection to HHSI cross-over piping.,68,2089,2318,bv_2002012.txt,0
useless,,,"As a result, the vent was installed at an elevation that was not the high point.",68,2318,2398,bv_2002012.txt,0
organizational,performance,,"The modification package also failed to adequately test the installed vent and, therefore, did not identify the ineffective venting configuration.",68,2398,2544,bv_2002012.txt,0
useless,,,This issue was considered to be of very low safety significance (Green) based on a Phase 1 evaluation of the At-Power Reactor Safety Significance Determination Process (SDP) because the design deficiency did not result in a loss of safety system function.,68,2544,2799,bv_2002012.txt,0
useless,,,"The finding was determined to be a non-cited violation (NCV) of 10 CFR Part 50, Appendix B, Criterion III, Design Control.",68,2799,2921,bv_2002012.txt,0
useless,,,(Section 40A3.b) Report Details Summary of Plant Status,68,2921,2976,bv_2002012.txt,0
useless,,,"3 On August 19, 2002, Beaver Valley Units 1 and 2 were operating at 100% power.",70,0,80,bv_2002012.txt,0
useless,,,Workers conducted a scheduled monthly test to monitor for the presence of gas voids in several sections of emergency core cooling system (ECCS) piping.,70,80,231,bv_2002012.txt,0
useless,,,"Due to performance problems encountered during the measurement, communication and assessment of the data, several days passed until the licensee determined that the results indicated that both Unit 2 high head safety injection charging pumps may have been inoperable due to the presence of a gas void in a specific piping section.",70,231,561,bv_2002012.txt,0
useless,,,Both Beaver Valley units remained at 100% during the test and subsequent follow-up.,70,561,644,bv_2002012.txt,0
useless,,,"Background In response to industry events and industry communications during the early 1990s, several licensees conducted reviews of safety-related piping systems that were vulnerable to gas voiding issues, and made procedure and hardware modifications, as appropriate.",70,644,913,bv_2002012.txt,0
useless,,,"In October 2000, Beaver Valley Unit 2 installed several vent valves in ECCS piping via modification DCP 2360, ""Vent Valve Addition on Suction Piping for Unit 2 ECCS Pumps.""",70,913,1085,bv_2002012.txt,0
useless,,,Included in this modification was ECCS vent valve 2SIS-904 (low head safety injection `B' header to high head safety injection vent isolation).,70,1085,1228,bv_2002012.txt,0
useless,,,The purpose of the modification was to install high point vent manual valves to remove potentially trapped gas so that the gas could not enter the suction of the high head safety injection (HHSI) charging pumps.,70,1228,1439,bv_2002012.txt,0
useless,,,Beaver Valley had previously experienced gas accumulation concerns in the Unit 2 HHSI system piping in late 1997.,70,1439,1552,bv_2002012.txt,0
useless,,,Periodic pump testing led the licensee to identify that the `C' HHSI charging pump shaft had cracked due to abnormal impact loading attributed to the ingestion of gas voids during pump starts.,70,1552,1744,bv_2002012.txt,0
useless,,,"Following this failure, in December 1997, the licensee developed gas void fraction limits for the Unit 1 and Unit 2 HHSI charging pump suction piping.",70,1744,1894,bv_2002012.txt,0
useless,,,Beaver Valley implemented a monthly test (3BVT 2.11.1) in June 1998 to measure and monitor the development or growth of gas voids in the HHSI suction piping.,70,1894,2051,bv_2002012.txt,0
useless,,,This was done to ensure that the ECCS piping was free of gas that could challenge the HHSI system availability.,70,2051,2162,bv_2002012.txt,0
useless,,,"This procedure was instituted as a corrective action following an event in March 1998, where gas voids were discovered in the low head safety injection (LHSI) discharge piping to the suction of the high head safety injection charging pumps (at Unit 1).",70,2162,2414,bv_2002012.txt,0
useless,,,The procedure determines whether voiding exists in several Unit 1 and Unit 2 susceptible system high points by utilizing ultrasonic testing (UT) methodology.,70,2414,2571,bv_2002012.txt,0
useless,,,"If the technician identifies voiding, then data is communicated to the appropriate system engineer, who calculates an associated void volume from the UT results.",70,2571,2732,bv_2002012.txt,0
useless,,,These results are then compared against void limits established by the licensee and specified in 3BVT 2.11.1.,70,2732,2841,bv_2002012.txt,0
useless,,,"Chronology and Details As described in the testing chronology (attached), the licensee identified a gas void during a routine performance of 3BVT 2.11.1 that commenced on August 19, 2002.",70,2841,3028,bv_2002012.txt,0
useless,,,"The piping section that was affected was located in the `B' train piping, which would be used to support the transfer to recirculation phase following a postulated accident.",70,3028,3201,bv_2002012.txt,0
useless,,,"Specifically, following receipt of a low RWST level condition and containment isolation phase B signal, two of the four recirculation spray system (RSS) pumps are automatically realigned to provide flow to the reactor via recirculation spray/LHSI cross-over piping to the suction of the HHSI charging pumps.",70,3201,3508,bv_2002012.txt,0
useless,,,This recirculation flow is provided to the suction of the HHSI charging pumps via two supply lines (`A',70,3508,3611,bv_2002012.txt,0
useless,,,"4 and `B' headers, with isolation valves 2SIS-MOV863A and B, respectively).",72,0,76,bv_2002012.txt,0
useless,,,"These lines combine into a common header to the two HHSI charging pumps (there is a third swing, or spare, HHSI pump not normally aligned).",72,76,215,bv_2002012.txt,0
useless,,,The void was found in a horizontal pipe section of the `B' header that was located about 200 feet from the HHSI charging pump suction header.,72,215,356,bv_2002012.txt,0
useless,,,"On August 19, 2002, the licensee believed the results of the test to show that the void volume was acceptable.",72,356,466,bv_2002012.txt,0
useless,,,"However, after taking additional UT measurements on a daily basis, the licensee identified several problems that caused them to re-evaluate the test results and their associated operability conclusions on August 24.",72,466,681,bv_2002012.txt,0
useless,,,These problems included: · Pipe areas previously thought to be inaccessible near the UT test point in question (point No.,72,681,802,bv_2002012.txt,0
useless,,,12) were actually accessible (with some physical space challenges).,72,802,869,bv_2002012.txt,0
team,communication,,"Consequently, the length of the gas void was not accurately determined due to verbal communication problems between personnel obtaining the UT measurements and the engineers evaluating the data.",72,869,1063,bv_2002012.txt,0
useless,,,"After additional UT measurements were taken in areas previously thought to be inaccessible, the licensee identified that the pipe was actually slightly sloped upward (about 1 7/16 inch) upstream of both the UT test point and the installed vent valve (2SIS-904).",72,1063,1324,bv_2002012.txt,0
procedural,organizational,,The technical justification for the void limit in the procedure was inadequate.,72,1324,1403,bv_2002012.txt,0
useless,,,"Previously, on January 15, 2001, the licensee performed an evaluation to assess a specific void that they had identified in HHSI piping.",72,1403,1539,bv_2002012.txt,0
useless,,,"This value, 0.872 ft3, was incorrectly used as the acceptance criterion for all pipe locations in 3BVT 2.11.1.",72,1539,1649,bv_2002012.txt,0
useless,,,"In August 2002, the licensee re-evaluated the acceptance criteria, and the previously calculated value of 0.319 ft3 was used to assess operability.",72,1649,1796,bv_2002012.txt,0
useless,,,·,74,0,1,bv_2002012.txt,0
useless,,,·,76,0,1,bv_2002012.txt,0
useless,,,"On August 24, 2002, the licensee's void measurement and associated calculation yielded a total void volume of 1.994 ft3, in an affected horizontal piping section of about 51 linear feet.",78,0,186,bv_2002012.txt,0
useless,,,"After this discovery, at 4:25 a.m. on August 24, operators entered Technical Specification (TS) 3.5.2.a and 3.5.2.d for `B' ECCS train being inoperable.",78,186,338,bv_2002012.txt,0
useless,,,"Subsequently, operators de-energized the closed `B' header isolation valve 2SIS-MOV863B, which would prevent the void from traveling to the common HHSI suction header in the event of a design basis accident (recirculation phase of accident mitigation).",78,338,590,bv_2002012.txt,0
useless,,,"After the licensee recognized that 0.319 ft3 was the proper acceptance criterion on August 24, they concluded that both HHSI pumps had been vulnerable to degraded operation due to the single gas void.",78,590,790,bv_2002012.txt,0
useless,,,"Upon this discovery, the licensee made an associated 10 CFR 50.72 notification (EN No.",78,790,876,bv_2002012.txt,0
useless,,,39152) to the NRC Operations Center.,78,876,912,bv_2002012.txt,0
useless,,,"On August 25, 2002, the gas void was evacuated from the pipe using a vacuum pump, controlled via a temporary operating procedure (2TOP-02-09, ""Train B Safety Injection Void Removal Using Vacuum Fill"").",78,912,1113,bv_2002012.txt,0
useless,,,"The licensee analyzed the gas that was collected, and it was found to be air.",78,1113,1190,bv_2002012.txt,0
useless,,,The licensee's evaluation determined that the void was introduced when the safety injection system was filled and vented (that piping section had been drained for maintenance) during the most recent refueling outage (February 2002).,78,1190,1422,bv_2002012.txt,0
useless,,,"During that activity, the licensee used a safety injection pump to fill the piping, however, the pipe slope and vent configuration apparently prevented the activity from adequately filling the associated `B' header piping.",78,1422,1644,bv_2002012.txt,0
useless,,,"5 After the piping was vacuum filled, additional UT readings were obtained in the area of the previous void and additional areas along horizontal recirculation/LHSI cross-over piping to HHSI section (about 64 linear feet) to redefine the void size.",80,0,249,bv_2002012.txt,0
useless,,,"The void size was calculated to be about 0.1 ft3, and that void size has remained constant following additional daily readings.",80,249,376,bv_2002012.txt,0
useless,,,This smaller void remained in the pipe section largely due to the small area of piping located upstream of vent valve 2SIS-904 that contains the slight upward slope.,80,376,541,bv_2002012.txt,0
useless,,,"Following the performance of 2TOP-02-09 and verification of void size, the licensee re-energized the `B' header isolation valve 2SIS-MOV863B (valve remained closed), exited the associated TS Action Requirements, and declared both HHSI charging trains operable at 9:04 p.m. on August 25.",80,541,827,bv_2002012.txt,0
useless,,,"On September 19, 2002, the licensee performed a final calculation of the void size that had been present on August 19, and determined that the void was 1.8 ft3 in a section of piping that was approximately 200 feet from the suction of the HHSI charging pumps.",80,827,1086,bv_2002012.txt,0
useless,,,The licensee employed a technical vendor (Westinghouse) to analyze the as-found condition.,80,1086,1176,bv_2002012.txt,0
useless,,,"For the analysis, the vendor assumed the size of the gas void was 3 ft3.",80,1176,1248,bv_2002012.txt,0
useless,,,The vendor utilized existing scale model data from a 1997 evaluation to support their analysis.,80,1248,1343,bv_2002012.txt,0
useless,,,This analysis determined that a void fraction of 17% (which equates to the assumed 3 ft3 gas void at system pressure) at its identified location correlates to a void fraction at the pump suction of approximately 5%.,80,1343,1558,bv_2002012.txt,0
useless,,,Westinghouse also contacted the pump service vendor to establish the gas entrainment limits specific to the installed HHSI charging pumps.,80,1558,1696,bv_2002012.txt,0
useless,,,"The resulting analysis determined that the pump could withstand a 5% continuous (homogeneous) void fraction, and a 15% transient (slug) void fraction for several seconds.",80,1696,1866,bv_2002012.txt,0
useless,,,"Therefore, the licensee concluded that the pumps would have remained operable during an assumed design basis accident.",80,1866,1984,bv_2002012.txt,0
useless,,,"Following the completion of the Westinghouse analysis, the licensee retracted event notification No.",80,1984,2084,bv_2002012.txt,0
useless,,,"39152 on September 18, 2002, because it was concluded that the operability of the HHSI charging pumps had been maintained.",80,2084,2206,bv_2002012.txt,0
useless,,,"In reviewing both the 1997 technical analysis (test and calculation), as well as the recently completed Westinghouse analysis, the team found that the 1997 scale test and associated data provided appropriate and realistic information that could be used for detailed analysis.",80,2206,2481,bv_2002012.txt,0
useless,,,4,80,2481,2483,bv_2002012.txt,0
useless,,,OTHER ACTIVITIES [OA],80,2483,2504,bv_2002012.txt,0
useless,,,4OA3 Event Follow-up .1 a.,82,0,26,bv_2002012.txt,0
useless,,,"Gas Void Found in Emergency Core Cooling System Piping Inspection Scope This inspection was conducted in accordance with NRC IP 93812, ""Special Inspection,"" to assess the licensee's actions associated with the August 24, 2002, discovery of a gas void in the Unit 2 `B' recirculation spray/LHSI cross-over piping to the HHSI system.",82,26,357,bv_2002012.txt,0
useless,,,"The licensee conducted a root cause investigation which, in part, requested Westinghouse Electric Company to evaluate whether the gas void would have caused one or both of the aligned HHSI charging pumps to become inoperable due to gas binding.",82,357,601,bv_2002012.txt,0
useless,,,"The team reviewed the associated design basis documents, Westinghouse evaluation, test data",82,601,692,bv_2002012.txt,0
useless,,,6 and other related documents for accuracy and reasonableness.,84,0,63,bv_2002012.txt,0
useless,,,A list of the documents reviewed by the team is provided as Attachment 1 to this report.,84,63,151,bv_2002012.txt,0
useless,,,The team reviewed aspects of the gas monitoring history of the ECCS to determine if there were previous instances of voiding at either Unit 1 or Unit 2.,84,151,303,bv_2002012.txt,0
useless,,,The team also walked down the system and interviewed licensee personnel.,84,303,375,bv_2002012.txt,0
useless,,,The team reviewed the results of testing that was conducted in 1997 following a discovery of gas accumulation in the suction of the HHSI charging pumps (due to gas stripping at the minimum flow line restricting orifice).,84,375,595,bv_2002012.txt,0
useless,,,Scale models had been developed by contractor personnel based on the actual Unit 1 and Unit 2 HHSI system suction piping configuration.,84,595,730,bv_2002012.txt,0
useless,,,The purpose of the testing was to measure and correlate the void fraction at the pump suction based on varied size air voids at various locations in the suction piping.,84,730,898,bv_2002012.txt,0
useless,,,The team also reviewed associated calculations performed in conjunction with the 1997 testing activities.,84,898,1003,bv_2002012.txt,0
useless,,,b.,84,1003,1005,bv_2002012.txt,0
organizational,performance,,Findings Design Control - Failure to Establish Suitable Acceptance Limits for Gas Voids (1) Introduction The licensee failed to specify an acceptable limit for gas void fraction for liquid entering the HHSI charging pumps.,84,1005,1227,bv_2002012.txt,0
useless,,,This finding was considered to be of very low safety significance (Green) because the void found in the piping would not have resulted in a void fraction at the pump suction exceeding the limits established by the pump service vendor.,84,1227,1461,bv_2002012.txt,0
useless,,,"The finding was determined to be a non-cited violation of 10 CFR Part 50, Appendix B, Criterion III (Design Control).",84,1461,1578,bv_2002012.txt,0
useless,,,"(2) Description In 1997, the licensee commissioned a study to determine the relationship between voids in suction piping and the resulting void fraction that would exist at the suction of the HHSI charging pumps.",84,1578,1790,bv_2002012.txt,0
useless,,,"The study, which included scale model flow tests and engineering calculations, was initiated following the 1997 discovery of gas accumulation in the suction of the HHSI charging pumps.",84,1790,1974,bv_2002012.txt,0
useless,,,The results determined that the largest void fraction at the pump suction would occur from a given gas void in the first section of horizontal piping (closest to the pump suction).,84,1974,2154,bv_2002012.txt,0
useless,,,"In calculating an acceptable void size in the suction piping, licensee engineering established a 30% void limit at the pump suction.",84,2154,2286,bv_2002012.txt,0
useless,,,This limit was based on published data which determined that gas-liquid mixture flow characteristics transfer from a mixed (homogenous) flow to slug flow at that point.,84,2286,2454,bv_2002012.txt,0
useless,,,"The licensee deduced that if a slug of gas entered the pump, then it would gas bind the pump.",84,2454,2547,bv_2002012.txt,0
,,,"However, they did not establish that the pumps were able to operate with homogenous void fractions of less than 30%.",84,2547,2663,bv_2002012.txt,0
organizational,performance,,"In establishing the void acceptance limits, the licensee analyzed the section of horizontal piping closest to the pump suction and established that a void fraction of approximately 12% in the piping would equate to less than a 30% void fraction entering the pump",84,2663,2925,bv_2002012.txt,0
useless,,,7 suction.,86,0,11,bv_2002012.txt,0
useless,,,"This relationship was based upon scale model and test results, which determined that the 12% void fraction would be compressed and transported to the pump suction, resulting in a higher void fraction at the pump.",86,11,223,bv_2002012.txt,0
useless,,,"This was a conservative model in that it utilized relatively short pipe lengths, and assumed the entire void would be compressed and transported.",86,223,368,bv_2002012.txt,0
useless,,,"Further, subsequent testing and analysis demonstrated that voids existing in piping farther from the pump suction would tend to break up and result in lower (vs. higher) void fractions at the pump suction.",86,368,573,bv_2002012.txt,0
useless,,,"Therefore, the piping section closest to the pump suction was a bounding condition.",86,573,656,bv_2002012.txt,0
useless,,,"The licensee applied the 12% void fraction limit to all horizontal pipe sections, which was translated to a void volume acceptance criterion of 0.319 ft3.",86,656,810,bv_2002012.txt,0
useless,,,This criterion was then incorporated in the monthly UT test procedure (3BVT 2.11.1).,86,810,894,bv_2002012.txt,0
useless,,,"Additionally, revision 3 of procedure 3BVT 2.11.1 stated that the operability maximum void limit for Unit 2 was 0.872 ft3 (Step VI.E.2).",86,894,1030,bv_2002012.txt,0
useless,,,The prior version (Rev.,86,1030,1053,bv_2002012.txt,0
useless,,,2) had correctly stated that the Unit 2 limit was 0.319 ft3.,86,1053,1113,bv_2002012.txt,0
procedural,,,"The licensee's investigation team found that the procedure was incorrectly modified on January 15, 2001, when Rev.",86,1113,1227,bv_2002012.txt,0
useless,,,3 became effective.,86,1227,1246,bv_2002012.txt,0
useless,,,"Specifically, after evaluating a specific void size in January 2001, the licensee mis-interpreted the results in that engineering evaluation to apply to all data points measured in 3BVT 2.11.1.",86,1246,1439,bv_2002012.txt,0
useless,,,"Accordingly, the operability maximum limit was changed in the BVT to apply to all Unit 2 voids.",86,1439,1534,bv_2002012.txt,0
useless,,,"As a result of this non-conservative criterion, the BVT failed to demonstrate that the HHSI system would perform satisfactorily in service and in accordance with design basis acceptance limits.",86,1534,1727,bv_2002012.txt,0
procedural,team,communication,The testing chronology (Attachment 2) illustrates how the incorrect void limit in the test procedure (as well as communication deficiencies) contributed to the delay in recognizing that the identified gas void exceeded the design basis limit of 0.319 ft3.,86,1727,1982,bv_2002012.txt,0
team,cognition,,"Specifically, the licensee had sufficient information on August 21 to know that even the non-conservative acceptance limit of 0.872 ft3 had been exceeded, but was not recognized until August 24.",86,1982,2176,bv_2002012.txt,0
useless,,,"Recent correspondence with the pump service vendor indicated that the pump could withstand a 5% continuous (homogeneous) void fraction, and a 15% transient (slug) void fraction for several seconds.",86,2176,2373,bv_2002012.txt,0
useless,,,"While this information was used to demonstrate that the as-found condition on August 19 - 24, 2002, did not render the HHSI system incapable of performing its intended function, it represented noteworthy insights regarding the licensee's 1997 void volume acceptance criterion (which was based upon 30% void fraction) and subsequent void limit evaluations.",86,2373,2728,bv_2002012.txt,0
useless,,,"In particular, it revealed that the licensee's previously selected 30% void fraction at the pump was non-conservative when compared to those prescribed by the pump service vendor.",86,2728,2907,bv_2002012.txt,0
useless,,,"The team determined that the recent Westinghouse analysis provided a reasonable basis for concluding that the void fraction at the HHSI charging pump suction would have been less than the limits established by the pump manufacturer and, therefore, the HHSI system would have been able to perform its intended safety function.",86,2907,3232,bv_2002012.txt,0
organizational,performance,,"However, the team found that the licensee's 1997 evaluation that established the gas void acceptance limit was non-conservative because it failed to recognize that homogenous flow (less than 30% void fraction) could gas bind the pump.",86,3232,3466,bv_2002012.txt,0
useless,,,The licensee intends to recalculate the void limits for the suction piping based on the limits established by the pump service vendor (15% - transient; 5% - continuous).,86,3466,3635,bv_2002012.txt,0
useless,,,It appears that only the pipe locations closest to the HHSI pump suction may require more conservative acceptance,86,3635,3748,bv_2002012.txt,0
useless,,,8 limits.,88,0,10,bv_2002012.txt,0
useless,,,"For the interim, the licensee has established more restrictive criteria for these pipe locations.",88,10,107,bv_2002012.txt,0
useless,,,"(3) Analysis This was a performance issue since this oversight could have been reasonably within the licensee's ability to foresee and correct, and which should have been prevented.",88,107,288,bv_2002012.txt,0
useless,,,This issue was more than minor because applying a non-conservative acceptance design limit for void fraction (30%) at the pump suction did not assure the availability of the HHSI system.,88,288,474,bv_2002012.txt,0
organizational,performance,,"Specifically, the licensee did not establish an appropriate void fraction limit from the vendor when establishing void volume acceptance criteria.",88,474,620,bv_2002012.txt,0
useless,,,"This issue was applicable to the mitigating system cornerstone because the HHSI system is a risksignificant, safety-related system and is required during design basis accidents.",88,620,797,bv_2002012.txt,0
useless,,,The finding was determined to be of very low safety significance (Green) because the licensee's subsequent evaluation determined that the void found in the piping on August 19 would not have resulted in a void fraction at the pump suction exceeding the limits established by the manufacturer.,88,797,1089,bv_2002012.txt,0
