text,line,start_pos,end_pos,file,label_struck
: NPF-38 Enclosure: NRC Inspection Report No.,9,99,144,wat_2000010.txt,U
"50-382/00-10 cc w/enclosures: Executive Vice President and Chief Operating Officer Entergy Operations, Inc. P.O.",9,144,256,wat_2000010.txt,U
"Box 31995 Jackson, Mississippi 39286-1995 Vice President, Operations Support Entergy Operations, Inc. P.O.",9,256,362,wat_2000010.txt,U
"Box 31995 Jackson, Mississippi 39286-1995 Wise, Carter, Child & Caraway P.O.",9,362,438,wat_2000010.txt,U
"Box 651 Jackson, Mississippi 39205 General Manager, Plant Operations Waterford 3 SES Entergy Operations, Inc. 17265 River Road Killona, Louisiana 70066-0751 Manager - Licensing Manager Waterford 3 SES Entergy Operations, Inc. 17265 River Road Killona, Louisiana 70066-0751",9,438,710,wat_2000010.txt,U
"Entergy Operations, Inc. Chairman Louisiana Public Service Commission One American Place, Suite 1630 Baton Rouge, Louisiana 70825-1697 Director, Nuclear Safety & Regulatory Affairs Waterford 3 SES Entergy Operations, Inc. 17265 River Road Killona, Louisiana 70066-0751",11,0,269,wat_2000010.txt,U
-3-,13,0,3,wat_2000010.txt,U
"Ronald Wascom, Administrator and State Liaison Officer Louisiana Department of Environmental Quality P.O.",15,0,105,wat_2000010.txt,U
"Box 82215 Baton Rouge, Louisiana 70884-2215 Parish President St. Charles Parish P.O.",15,105,189,wat_2000010.txt,U
"Box 302 Hahnville, Louisiana 70057 Winston & Strawn 1400 L Street, N.W.",15,189,260,wat_2000010.txt,U
"Washington, D.C. 20005-3502",15,260,287,wat_2000010.txt,U
"Entergy Operations, Inc. Electronic distribution from ADAMS by RIV: Regional Administrator (EWM) DRP Director (KEB) DRS Director (ATH) Senior Resident Inspector (TRF) Branch Chief, DRP/E (LJS) Senior Project Engineer, DRP/E (GAP) Branch Chief, DRP/TSS (PHH) RITS Coordinator (NBH) Only inspection reports to the following: David Diec (DTD) NRR Event Tracking System (IPAS) WAT Site Secretary (AHY) Dale Thatcher (DFT)",17,0,418,wat_2000010.txt,U
-4-,19,0,3,wat_2000010.txt,U
DOCUMENT NAME: R:\_WAT\2000\WT2000-10RP-TRF.wpd RIV:RI:DRP/E SRI:DRP/E RI:DRS/PSB AC:DRP/PBE C:DRS/PSB JMKeeton TRFarnholtz ABEarnest LJSmith GMGood E-GAP E-GAP /RA /RA E-GAP 10/ 13 /00 10/12/00 10/16/00 10/13/00 10/ 08/00 OFFICIAL RECORD COPY T=Telephone E=E-mail F=Fax,21,0,270,wat_2000010.txt,U
U.S. NUCLEAR REGULATORY COMMISSION REGION IV Docket No.,23,0,56,wat_2000010.txt,U
: License No.,23,56,69,wat_2000010.txt,U
: Report No.,23,69,81,wat_2000010.txt,U
": Licensee: Facility: Location: 50-382 NPF-38 50-382/2000-010 Entergy Operations, Inc. Waterford Steam Electric Station, Unit 3 Hwy.",23,81,213,wat_2000010.txt,U
"18 Killona, Louisiana August 20 through September 30, 2000 T. Farnholtz, Senior Resident Inspector J. Keeton, Resident Inspector A.",23,213,344,wat_2000010.txt,U
"Earnest, Physical Security Inspector R. Albert, Reactor Safeguards Specialist, NRR L. Smith, Chief, Project Branch E",23,344,460,wat_2000010.txt,U
Dates: Inspectors:,25,0,18,wat_2000010.txt,U
Accompanied By: Approved By: ATTACHMENTS: Attachment 1: Attachment 2:,27,0,69,wat_2000010.txt,U
Supplemental Information NRC's Revised Reactor Oversight Process,29,0,64,wat_2000010.txt,U
"SUMMARY OF FINDINGS IR05000382-00-10; on 08/02-09/30/00; Entergy Operations, Inc.; Waterford Steam Electric Station; Unit 3; Integrated Resident & Regional Report; Operability Evaluations, Event Follow-Up.",31,0,206,wat_2000010.txt,U
"The report covers a 6-week period of inspection by resident inspectors, a regional physical security inspector, and an NRR reactor safeguards specialist.",31,206,359,wat_2000010.txt,U
"These inspections identified two green findings, both of which were noncited violations.",31,359,447,wat_2000010.txt,U
"The significance of issues is indicated by their color (green, white, yellow, or red) and was determined by the significance determination process in Inspection Manual Chapter 0609.",31,447,628,wat_2000010.txt,U
Cornerstone: Mitigating Systems Â· Green.,31,628,668,wat_2000010.txt,U
The licensee removed Component Cooling Water System Radiation Monitor AB from service to perform maintenance and calibration.,31,668,793,wat_2000010.txt,U
"With this equipment out of service, Technical Specification 3.3.3.1 requires that samples be taken every 8 hours to detect a potential reactor coolant system to component cooling water system leak at the reactor coolant pump seal water heat exchangers.",31,793,1045,wat_2000010.txt,U
The licensee entered the technical specification but did not adequately take samples once per 8 hours as required by Action 28.,31,1045,1172,wat_2000010.txt,O
"The chosen sample point, allowed by procedure, was located on a dead leg and did not adequately compensate for the inoperable radiation monitor.",31,1172,1316,wat_2000010.txt,O
"This violation is being treated as a noncited violation, consistent with Section VI.A of the NRC Enforcement Policy and is in the licensee's corrective action program as Condition Report 2000-0988.",31,1316,1513,wat_2000010.txt,U
This issue was assessed using the reactor safety significance determination process.,31,1513,1597,wat_2000010.txt,U
The inspectors found that the issue had very low safety significance because a subsequent sample showed no abnormal conditions in the component cooling water system and other radiation monitoring instruments in that system were available to detect an abnormal condition although on a delayed basis (Section 1R15).,31,1597,1910,wat_2000010.txt,U
Cornerstone: Physical Protection Â· Green.,31,1910,1951,wat_2000010.txt,U
Licensee Event Report 00-S02-00 documented a failure to protect safeguards information.,31,1951,2038,wat_2000010.txt,U
The licensee identified that significant safeguards information had been left on the site local area network for over 3 years.,31,2038,2164,wat_2000010.txt,U
"Procedure W5.503, ""Handling of Safeguard Information,"" Revision 7, Section 5.15, requires that safeguards information not be processed, produced, or stored on an automatic data processing system that is connected to a local area or wide area network.",31,2164,2414,wat_2000010.txt,U
This failure was identified as a noncited violation consistent with Section VI.A of the NRC Enforcement Policy and is in the licensee's corrective action program as Condition Report 2000-0524.,31,2414,2606,wat_2000010.txt,U
This issue was assessed using the physical protection significance determination process.,31,2606,2695,wat_2000010.txt,U
The inspectors found that the issue had very low risk significance because there were no similar findings in the last 4 quarters (Section 4OA3).,31,2695,2839,wat_2000010.txt,U
Report Details Summary of Plant Status: The plant was operating at 100 percent power at the beginning of this inspection period and remained at that level for the entire inspection period.,33,0,189,wat_2000010.txt,U
"1 REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity",33,189,276,wat_2000010.txt,U
1R04 Equipment Alignments (71111.04) a.,35,0,39,wat_2000010.txt,U
"Inspection Scope The inspectors reviewed the mechanical and electrical alignment of Emergency Feedwater Systems A and B, which were lined up in standby while Emergency Feedwater Pump A/B was taken out of service for a routine surveillance.",35,39,278,wat_2000010.txt,U
"The alignment of critical portions of the systems were verified using Procedures OP-903-045, ""Emergency Feedwater Flow Path Lineup Verification,"" Revision 5, and OP-009-003, ""Emergency Feedwater,"" Revision 11. b.",35,278,490,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,35,490,567,wat_2000010.txt,U
1R05 Fire Protection (71111.05) .1 a. Tours and Assessments Inspection Scope The inspectors conducted tours and assessed the material condition of the active and manual fire suppression systems in the following areas: Â· Â· Turbine generator building.,35,567,816,wat_2000010.txt,U
Fuel handling building +46-foot elevation.,35,816,858,wat_2000010.txt,U
New fuel receipt inspection activities were in progress in this area.,35,858,927,wat_2000010.txt,U
Reactor auxiliary building and wing.,35,927,963,wat_2000010.txt,U
Â· b.,37,0,4,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,39,0,77,wat_2000010.txt,U
.2 a.,41,0,5,wat_2000010.txt,U
"Fire Brigade Readiness Inspection Scope The inspectors observed a planned, announced fire drill to assess the readiness of the fire brigade.",43,0,140,wat_2000010.txt,U
The simulated fire was on the +46-foot level of the reactor auxiliary building.,43,140,219,wat_2000010.txt,U
The fire brigade members assembled at the designated fire locker on the,43,219,290,wat_2000010.txt,U
#NAME?,45,0,52,wat_2000010.txt,U
The inspectors observed the fire brigade members dressing out and assembling their equipment.,45,52,145,wat_2000010.txt,U
The members then went to the scene of the fire.,45,145,192,wat_2000010.txt,U
b.,45,192,194,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,45,194,271,wat_2000010.txt,U
1R06 Flood Protection Measures (71111.06) a.,45,271,315,wat_2000010.txt,U
Inspection Scope The inspectors reviewed the status of the external flood protection measures for the nuclear plant island structure.,45,315,448,wat_2000010.txt,U
"The inspectors reviewed the Final Safety Analysis Report, toured the areas susceptible to flooding with the responsible engineers, and interviewed the engineers to determine the extent of any concerns for health of the flood protection measures and their understanding of the risk associated with external flooding.",45,448,763,wat_2000010.txt,U
"The inspectors reviewed the inspection and preventive maintenance instructions contained in Procedure MM-006-106, ""Plant Door Maintenance,"" Revision 4, along with the most recent surveillance procedures performed for the flood doors.",45,763,996,wat_2000010.txt,U
The inspectors also verified that flood protective actions required by operators could reasonably be achieved.,45,996,1106,wat_2000010.txt,U
b.,45,1106,1108,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,45,1108,1185,wat_2000010.txt,U
1R12 Maintenance Rule Implementation (71111.12) a.,45,1185,1235,wat_2000010.txt,U
"Inspection Scope The inspectors reviewed the maintenance rule data for the following to determine if the maintenance rule scope for these systems had been appropriate: Â· Control Room Ventilation - The review considered the status of the control room heating, ventilation, and air conditioning envelope.",45,1235,1537,wat_2000010.txt,U
The inspectors reviewed the maintenance history and verified that the (a)(1) category was appropriate based on maintenance preventable functional failures.,45,1537,1692,wat_2000010.txt,U
The inspectors also assessed the recovery plan goals for this system.,45,1692,1761,wat_2000010.txt,U
"Startup Transformers - Maintenance was performed on the Train B 4 kV and 6.9 kV supply breakers, which made the startup transformer unavailable.",45,1761,1905,wat_2000010.txt,U
"The inspectors reviewed the maintenance rule scope, unavailability criteria, and reliability criteria for these components.",45,1905,2028,wat_2000010.txt,U
"Also, the maintenance rule functions for this system were assessed.",45,2028,2095,wat_2000010.txt,U
Auxiliary Component Cooling Water Header A Component Cooling Water Heat Exchanger Outlet Temperature Control Valve ACC-126A - This valve failed to operate correctly during this inspection period and required corrective,45,2095,2313,wat_2000010.txt,U
Â·,47,0,1,wat_2000010.txt,U
Â·,49,0,1,wat_2000010.txt,U
-3maintenance.,51,0,15,wat_2000010.txt,U
The inspectors interviewed the responsible engineer to assess the adequacy of the repair efforts and the determination of the cause of failure.,51,15,158,wat_2000010.txt,U
b.,51,158,160,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,51,160,237,wat_2000010.txt,U
1R13 Maintenance Risk Assessment and Emergent Work Evaluation (71111.13) a.,51,237,312,wat_2000010.txt,U
"Inspection Scope The inspectors reviewed: Â· Work Control Package MAI 419591 for maintenance on Charging Pump B to determine the extent of work planned and that appropriate risk assessments had been considered in accordance with Procedures UNT-005-040, ""Control of Work,"" Revision 1, and PLG-009-007, ""Routine Scheduling of Station Activities,"" Revision 7.",51,312,667,wat_2000010.txt,U
The inspectors also reviewed the technical specifications to verify that the licensee had complied with these requirements throughout the duration of the maintenance activity.,51,667,842,wat_2000010.txt,U
"Maintenance Action Item 420978, which was generated to perform corrective maintenance on the Auxiliary Component Cooling Water Header A Component Cooling Water Heat Exchanger Outlet Temperature Control Valve ACC-126A.",51,842,1059,wat_2000010.txt,U
This valve failed during the inspection period.,51,1059,1106,wat_2000010.txt,U
Â·,53,0,1,wat_2000010.txt,U
b.,55,0,2,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,57,0,77,wat_2000010.txt,U
1R15 Operability Evaluations (71111.15) .1 a.,59,0,45,wat_2000010.txt,U
"Wet Cooling Tower Basin Temperature Inspection Scope The inspectors reviewed the Engineering Evaluation (EC-193-037, Revision 4, Change Number 2) that increased the administrative limit for maximum wet cooling tower basin temperature from 86.4-F to the technical specification limit of 89-F.",59,45,336,wat_2000010.txt,U
"This became necessary because of an excessively high wet bulb temperature condition that was experienced on site on August 31, 2000.",59,336,468,wat_2000010.txt,U
The inspectors interviewed the responsible engineering personnel to assess the methodology and reasoning for this effort.,59,468,589,wat_2000010.txt,U
b.,59,589,591,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,59,591,668,wat_2000010.txt,U
-4.2 a.,61,0,8,wat_2000010.txt,U
Component Cooling Water System Samples Inspection Scope The inspectors reviewed the actions implemented to take technical specification required samples of the component cooling water system at a time when Component Cooling Water System Radiation Monitor AB was out of service for maintenance and calibration.,61,8,317,wat_2000010.txt,U
b.,61,317,319,wat_2000010.txt,U
"Issues and Findings On August 20, 2000, the licensee removed Component Cooling Water System Radiation Monitor AB from service for maintenance and calibration.",61,319,477,wat_2000010.txt,U
"In this condition, Technical Specification 3.3.3.1 requires that samples be taken every 8 hours to compensate for this inoperable instrument.",61,477,618,wat_2000010.txt,U
The samples were normally taken from Component Cooling Water System Radiation Monitor AB itself since sample flow was still present.,61,618,750,wat_2000010.txt,U
The Component Cooling Water System Radiation Monitor AB samples water in the AB return header of the component cooling water system downstream of the reactor coolant pump seal water heat exchangers.,61,750,948,wat_2000010.txt,U
The instrument detects possible leakage from the reactor coolant system into the component cooling water system at the reactor coolant pump seal water heat exchangers.,61,948,1115,wat_2000010.txt,U
"Sometime between declaring the radiation monitor inoperable on August 20 and day shift on August 23, the licensee isolated the flow to the radiation monitor because of the maintenance being performed.",61,1115,1315,wat_2000010.txt,U
The exact time of this action could not be determined.,61,1315,1369,wat_2000010.txt,U
"With no flow to the monitor, the samples required by Technical Specification 3.3.3.1 were obtained from the Component Cooling Water Pump AB discharge.",61,1369,1519,wat_2000010.txt,U
"Procedure CE-003-510, ""Technical Specification Action Statement Compliance,"" Revision 0, identified this alternate sample point.",61,1519,1647,wat_2000010.txt,U
"At approximately 5 p.m. on August 24, a technician collecting the sample questioned the validity of the sample because of the location of the alternate sample point.",61,1647,1812,wat_2000010.txt,U
"Also, Component Cooling Water Pump AB was not operating at the time of the sample.",61,1812,1894,wat_2000010.txt,U
"The licensee investigated these concerns and determined that this alternate sample point was not adequate in that it did not meet the intent of Technical Specification 3.3.3.1, Action 28, which required that grab samples be taken every 8 hours.",61,1894,2138,wat_2000010.txt,O
"Specifically, with Component Cooling Water Pump AB secured, the sample was obtained from a dead leg.",61,2138,2238,wat_2000010.txt,U
The inspectors assessed this issue using the reactor safety significance determination process.,61,2238,2333,wat_2000010.txt,U
The inspectors found that the issue had very low safety significance because a subsequent sample showed no abnormal conditions in the component cooling water system and other radiation monitoring instruments in that system were available to detect an abnormal condition although on a delayed basis.,61,2333,2631,wat_2000010.txt,U
"This violation is being treated as a noncited violation, consistent with Section VI.A of the NRC Enforcement Policy and is in the licensee's corrective action program as Condition Report 2000-0988 (NCV 50-382/0010-01).",61,2631,2849,wat_2000010.txt,U
-51R19 Postmaintenance Testing (71111.19) a.,63,0,45,wat_2000010.txt,U
Inspection Scope The inspectors reviewed the postmaintenance testing activities conducted on: Â· Auxiliary Component Cooling Water Header A Component Cooling Water Heat Exchanger Outlet Temperature Control Valve ACC-126A - The postmaintenance testing was performed following completion of Maintenance Action Item 420978.,63,45,364,wat_2000010.txt,U
"Spent Fuel Pool Heat Exchanger Temperature Control Valve CC-620 - This valve failed during this inspection period, which required corrective maintenance to be performed.",63,364,533,wat_2000010.txt,U
"The postmaintenance testing included the performance of Operations Procedure OP-903-118, ""Primary Auxiliaries Quarterly In Service Test (IST) Valve Tests,"" Revision 6.",63,533,700,wat_2000010.txt,U
Â·,65,0,1,wat_2000010.txt,U
b.,67,0,2,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,69,0,77,wat_2000010.txt,U
1R22 Surveillance Testing (71111.22) a.,71,0,39,wat_2000010.txt,U
Inspection Scope The inspectors observed: Â· Setup for and portions of a scheduled surveillance test of Component Cooling Water Makeup Pump A.,71,39,180,wat_2000010.txt,U
"The test was conducted in accordance with Operating Procedure OP-903-129, ""Component Cooling Water Makeup Pump Operability Check,"" Revision 1.",71,180,322,wat_2000010.txt,U
"The inspectors also reviewed Attachment 10.1, ""Component Cooling Water Makeup Pump A IST Data,"" and verified that the surveillance acceptance criteria had been met.",71,322,486,wat_2000010.txt,U
Portions of the scheduled surveillance testing of the control element assemblies.,71,486,567,wat_2000010.txt,U
"The testing was conducted in accordance with Procedures OP-903-005, ""Control Element Assembly Operability Check,"" Revision 9, and OP-004-004, ""Control Element Drive,"" Revision 8.",71,567,745,wat_2000010.txt,U
"Portions of the new fuel receipt inspection activities conducted in accordance with Procedure RF-002-001, ""Fuel Receipt,"" Revision 7.",71,745,878,wat_2000010.txt,U
"The inspectors observed removal of the new fuel assemblies from the shipping containers, inspection of the new fuel, and placement of the new fuel assemblies into the spent fuel pool for storage until the refueling outage.",71,878,1100,wat_2000010.txt,U
Â·,73,0,1,wat_2000010.txt,U
Â·,75,0,1,wat_2000010.txt,U
b.,77,0,2,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,79,0,77,wat_2000010.txt,U
-63 SAFEGUARDS Cornerstone: Physical Protection (PP) 3PP1 Access Authorization (71130.01) a.,81,0,93,wat_2000010.txt,U
Inspection Scope The inspectors: Â· Reviewed licensee event reports and safeguards event logs to identify problems in the access authorization program.,81,93,243,wat_2000010.txt,U
"Reviewed procedures, audits, and self assessments of the following programs/areas: behavior observation, access authorization, fitness-for-duty, supervisor and escort training, and requalification training.",81,243,449,wat_2000010.txt,U
Interviewed five supervisors/managers and four individuals who had escorted visitors into the protected and/or vital areas to determine their knowledge and understanding of their responsibilities in the behavior observation program.,81,449,681,wat_2000010.txt,U
"Reviewed condition reports, licensee event reports, safeguards event logs, audits, selected security event reports, and self-assessments for the licensee's access authorization program to determine the licensee's ability to identify and resolve problems.",81,681,935,wat_2000010.txt,U
Â·,83,0,1,wat_2000010.txt,U
Â·,85,0,1,wat_2000010.txt,U
Â·,87,0,1,wat_2000010.txt,U
b.,89,0,2,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,91,0,77,wat_2000010.txt,U
3PP2 Access Control (71130.02) a.,93,0,33,wat_2000010.txt,U
Inspection Scope The inspectors: Â· Reviewed licensee event reports and safeguards event logs to identify problems with access control equipment.,93,33,177,wat_2000010.txt,U
Reviewed procedures and audits for testing and maintenance of access control equipment and for granting and revoking unescorted access to protected and vital areas.,93,177,341,wat_2000010.txt,U
"Interviewed security personnel concerning the proper operation of the explosive and metal detectors, x-ray devices, and key card readers.",93,341,478,wat_2000010.txt,U
Â·,95,0,1,wat_2000010.txt,U
Â·,97,0,1,wat_2000010.txt,U
"-7Â· Observed licensee testing of access control equipment and the ability of security personnel to control personnel, packages, and vehicles entering the protected area.",99,0,170,wat_2000010.txt,U
Reviewed procedures to verify that a program was in place for controlling and accounting for hard keys to vital areas.,99,170,288,wat_2000010.txt,U
Reviewed the licensee's process for granting access to vital equipment and vital areas to authorized personnel having an identified need for that access.,99,288,441,wat_2000010.txt,U
"Reviewed condition reports, licensee event reports, safeguards event logs, audits, selected security event reports, and self-assessments for the licensee's access control program in order to identify the licensee's ability to identify and resolve problems with the access control program.",99,441,729,wat_2000010.txt,U
Interviewed key security department and plant support personnel to determine their knowledge and use of the corrective action reports and resolution of problems regarding repair of security equipment.,99,729,929,wat_2000010.txt,U
Â·,101,0,1,wat_2000010.txt,U
Â·,103,0,1,wat_2000010.txt,U
Â·,105,0,1,wat_2000010.txt,U
Â·,107,0,1,wat_2000010.txt,U
b.,109,0,2,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,111,0,77,wat_2000010.txt,U
3PP3 Response to Contingency Events (71130.03) a.,113,0,49,wat_2000010.txt,U
"Inspection Scope The inspectors reviewed the following documents: Â· Waterford 3 ""Physical Security Plan,"" Revision 19, Changes 2 and 3, Waterford 3 ""Training and Qualification Plan,"" Revision 6, Changes 2, 3, and 4, and Waterford 3 ""Safeguards Contingency Plan,"" Revision 2, Changes 3 and 4, to determine if requirements of 10 CFR 50.54(p) had been met.",113,49,402,wat_2000010.txt,U
Safeguards event logs and interviewed security personnel to determine their knowledge and use of the corrective action program and resolution of problems as it relates to making changes to the licensing documents.,113,402,615,wat_2000010.txt,U
Â·,115,0,1,wat_2000010.txt,U
b.,117,0,2,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,119,0,77,wat_2000010.txt,U
4,121,0,1,wat_2000010.txt,U
OTHER ACTIVITIES (OA),123,0,21,wat_2000010.txt,U
4OA1 Performance Indicator Verification (71151) .1 Safety System Unavailability - High Pressure Injection System,125,0,112,wat_2000010.txt,U
-8a.,127,0,5,wat_2000010.txt,U
Inspection Scope The inspectors reviewed the performance indicator data for Safety System Unavailability -High Pressure Injection System.,127,5,142,wat_2000010.txt,U
This performance indicator is included in the mitigating systems cornerstone.,127,142,219,wat_2000010.txt,U
b.,127,219,221,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,127,221,298,wat_2000010.txt,U
.2 a.,127,298,303,wat_2000010.txt,U
Collection and Submittal of Performance Indicator Data Inspection Scope The inspectors reviewed the program for collection and submittal of performance indicator data.,127,303,470,wat_2000010.txt,U
"Specifically, a random sampling of security event logs and corrective action reports were reviewed for the following program areas: Â· Â· Â· Â· b. Fitness-for-duty program performance Access authorization program performance Perimeter detection system performance Assessment aids system performance",127,470,764,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,129,0,77,wat_2000010.txt,U
"4OA3 Event Follow-up (71153) .1 (Closed) Licensee Event Report 00-S02-00: Loss of Control of Safeguards Information On May 24, 2000, the licensee discovered that a document containing significant safeguards information was on the site's local area network system.",131,0,263,wat_2000010.txt,U
"The information had been on the system since February 4, 1997.",131,263,325,wat_2000010.txt,U
"Procedure W5.503, ""Handling of Safeguard Information,"" Revision 7, Section 5.15, states that safeguards information may not be processed, produced, or stored on an automatic data processing system that is connected to a local area network or a wide area network.",131,325,587,wat_2000010.txt,U
"The licensee's corrective action included training all personnel with access to safeguards information, searching and ensuring that there was no further safeguards information on the local area network, and issuing a memorandum to all personnel with access to safeguards information to enforce the procedural requirement.",131,587,908,wat_2000010.txt,U
"This violation was processed through the physical protection significance determination process, which indicated that the violation had very low risk significance because it was a human error that had not been repeated during the previous four quarters.",131,908,1161,wat_2000010.txt,H
This violation is being treated as a noncited violation consistent with Section VI.A of the NRC Enforcement Policy and is in,131,1161,1285,wat_2000010.txt,U
-9the licensee's corrective action program as Condition Report 2000-0524 (NCV 50-382/0010-02).,133,0,95,wat_2000010.txt,U
".2 (Closed) Licensee Event Report 00-S01-00: Safeguards System Vulnerability On March 15, 2000, severe and dangerous weather forced the licensee to suspend response to perimeter alarms for 24 minutes.",133,95,295,wat_2000010.txt,U
The licensee established compensatory measures at all doors leading into vital areas for that time frame.,133,295,400,wat_2000010.txt,U
The protected area was searched after the 24 minute period.,133,400,459,wat_2000010.txt,U
The camera system remained operable and indicated that all alarms that were received were weather related.,133,459,565,wat_2000010.txt,U
".3 (Closed) Licensee Event Report 00-S03-00: Safeguards Computer Vulnerability On June 8, 2000, the licensee discovered that a security computer emergency mode software flag was incorrectly enabled in the security system database.",133,565,795,wat_2000010.txt,U
The flag allowed unfettered access to vital areas during emergencies and exercises and was enabled by giving the command to initiate accountability card readers.,133,795,956,wat_2000010.txt,U
"Upon giving the command to turn off the accountability card readers, the security computer should have returned all exercise personnel to their normal pre-exercise access levels.",133,956,1134,wat_2000010.txt,U
The access was not returned to normal.,133,1134,1172,wat_2000010.txt,U
The licensee corrected the software problem and ensured that no personnel had entered any vital areas for which they did not have normal access.,133,1172,1316,wat_2000010.txt,U
This issue was entered into the licensee's corrective action program as Condition Report 2000-0595.,133,1316,1415,wat_2000010.txt,U
4OA5 Other a.,133,1415,1428,wat_2000010.txt,U
Inspection Scope The inspectors completed the following inspection elements in order to determine if the licensee was meeting regulatory and physical security plan requirements: Â· Reviewed the compensatory measures employed as a result of findings in Inspection Report 50-382/00-03.,133,1428,1710,wat_2000010.txt,U
"Reviewed the progress of defensive strategy corrective actions implemented as a result of Confirmatory Order EA-00-093 dated August 4, 2000.",133,1710,1850,wat_2000010.txt,U
Â·,135,0,1,wat_2000010.txt,U
b.,137,0,2,wat_2000010.txt,U
Issues and Findings There were no findings identified during this inspection.,139,0,77,wat_2000010.txt,U
"4OA6 Meetings Exit Meeting Summaries .1 The inspectors presented the inspection results to Mr. C. M. Dugger, Vice President, Operations, and other members of licensee management at the conclusion of the inspection on August 25, 2000.",141,0,233,wat_2000010.txt,U
The licensee acknowledged the findings presented.,141,233,282,wat_2000010.txt,U
-10The inspector asked the licensee whether any materials examined during the inspection should be considered proprietary.,143,0,123,wat_2000010.txt,U
No proprietary information was identified.,143,123,165,wat_2000010.txt,U
".2 The resident inspectors presented the inspection results to Mr. E. Ewing, General Manager, Plant Operations, and other members of licensee management at the conclusion of the inspection on October 3, 2000.",143,165,373,wat_2000010.txt,U
The licensee acknowledged the findings presented.,143,373,422,wat_2000010.txt,U
The inspectors asked the licensee whether any materials examined during the inspection should be considered proprietary.,143,422,542,wat_2000010.txt,U
No proprietary information was identified.,143,542,584,wat_2000010.txt,U
