,text,line,start_pos,end_pos,file,class,label_Frenard,label_SALLY,label_struck
10,"The inspection reviewed compliance with the requirements specified in the Technical Specifications associated with Holtec Certificate of Compliance 1014, the Holtec Final Safety Analysis Report (FSAR), and Title 10 of the Code of Federal Regulations (CFR) Part 72, Part 50, and Part 20.",7.0,873.0,1159.0,ML13298A103.txt,1.0,U,U,U
11,"Within these areas, the inspection included a review of radiation safety, cask thermal monitoring, quality assurance, corrective action program, safety evaluations, observations of cask loading activities, and how you addressed industry issues that affected your facility's programs.",7.0,1159.0,1442.0,ML13298A103.txt,0.0,U,U,U
12,Also reviewed were changes made to your ISFSI program since the last routine ISFSI inspection was conducted by the U.S. Nuclear Regulatory Commission (NRC).,7.0,1442.0,1598.0,ML13298A103.txt,0.0,U,U,U
13,No violations of NRC regulations were identified.,7.0,1598.0,1647.0,ML13298A103.txt,0.0,U,U,U
14,"In accordance with 10 CFR 2.390 of the NRC's ""Rules of Practice,"" a copy of this letter, its enclosure, and your response, if you choose to provide one, will be made available electronically for public inspection in the NRC Public Document Room or from the NRC's Agencywide Document Access Management System (ADAMS), accessible from the NRC Web site at http://www.nrc.gov/reading-rm/adams.html.",7.0,1647.0,2041.0,ML13298A103.txt,1.0,U,U,U
15,"To the extent possible, your response should",7.0,2041.0,2085.0,ML13298A103.txt,0.0,U,U,U
16,R. Flores,9.0,0.0,10.0,ML13298A103.txt,0.0,U,U,U
17,-2-,11.0,0.0,3.0,ML13298A103.txt,0.0,U,U,U
18,"not include any personal, privacy, or proprietary information so that it can be made available to the Public without redaction.",13.0,0.0,127.0,ML13298A103.txt,0.0,U,U,U
19,"Should you have any questions concerning this inspection, please contact the undersigned at 817-200-1191 or Mr. Lee Brookhart at 817-200-1549.",13.0,127.0,269.0,ML13298A103.txt,0.0,U,U,U
20,"Sincerely, /RA/ D. Blair Spitzberg, Ph.D., Chief Repository & Spent Fuel Safety Branch Division of Nuclear Materials Safety Dockets: 50-445, 50-446, 72-74 Licenses: NPF-87; NPF-89 Enclosure: Inspection Report 05000445/2013009, 05000446/2013009 and 07200074/2013001 w/attachments: 1.",13.0,269.0,551.0,ML13298A103.txt,1.0,U,U,U
21,Supplemental Information 2.,13.0,551.0,578.0,ML13298A103.txt,0.0,U,U,U
22,Loaded Casks at the Comanche Peak ISFSI cc w/attachments: ListservÂ®,13.0,578.0,645.0,ML13298A103.txt,0.0,U,U,U
23,R. Flores,15.0,0.0,10.0,ML13298A103.txt,0.0,U,U,U
24,-2-,17.0,0.0,3.0,ML13298A103.txt,0.0,U,U,U
25,"not include any personal, privacy, or proprietary information so that it can be made available to the Public without redaction.",19.0,0.0,127.0,ML13298A103.txt,0.0,U,U,U
26,"Should you have any questions concerning this inspection, please contact the undersigned at 817-200-1191 or Mr. Lee Brookhart at 817-200-1549.",19.0,127.0,269.0,ML13298A103.txt,0.0,U,U,U
27,"Sincerely, /RA/ D. Blair Spitzberg, Ph.D., Chief Repository & Spent Fuel Safety Branch Division of Nuclear Materials Safety Dockets: 50-445, 50-446, 72-74 Licenses: NPF-87; NPF-89 Enclosure: Inspection Report 05000445/2013009, 05000446/2013009 and 07200074/2013001 w/attachments: 1.",19.0,269.0,551.0,ML13298A103.txt,1.0,U,U,U
28,Supplemental Information 2.,19.0,551.0,578.0,ML13298A103.txt,0.0,U,U,U
29,Loaded Casks at the Comanche Peak ISFSI cc w/attachments: ListservÂ®,19.0,578.0,645.0,ML13298A103.txt,0.0,U,U,U
30,DISTRIBUTION w/encls: See next page,21.0,0.0,35.0,ML13298A103.txt,0.0,U,U,U
31,DRAFT: S:\DNMS\!RSFS\brookhart\Comanche Peak 2013\ CP 2013009-ISFSI-LEB.docx FINAL: R:\_Reactors\_CPSES\2013\CP 2013009-ISFSI-LEB.docx X Yes  No LEB SUNSI Rev Compl.,23.0,0.0,165.0,ML13298A103.txt,0.0,U,U,U
32,X Yes  No ADAMS Reviewer Initials X Yes  No Publicly Available Sensitive  Yes X No Sens.,23.0,165.0,253.0,ML13298A103.txt,0.0,U,U,U
33,Type Initials RIV:DNMS/FSDB RIV:DNMS/FSDB R-IV/C:FSDB LEBrookhart EJSimpson DBSpitzberg /RA/ /RA/ /RA/ 10/24/2013 10/24/2013 10/24/2013 OFFICIAL RECORD COPY T=Telephone E=E-mail F=Fax,23.0,253.0,436.0,ML13298A103.txt,0.0,U,U,U
34,"Letter to Rafael Flores from D. Blair Spitzberg, dated October 24, 2013.",25.0,0.0,73.0,ML13298A103.txt,0.0,U,U,U
35,"SUBJECT: COMANCHE PEAK NUCLEAR POWER PLANT, UNITS 1, 2 AND INDEPENDENT SPENT FUEL STORAGE INSTALLATION (ISFSI) INSPECTION REPORT 05000445/2013009, 05000446/2013009, AND 07200074/2013001",25.0,73.0,258.0,ML13298A103.txt,1.0,U,U,U
36,"DISTRIBUTION w/encls: Acting Regional Administrator (Steven.Reynolds@nrc.gov) Acting Deputy Regional Administrator (Thomas.Bergman@nrc.gov) DNMS Director (Anton.Vegel@nrc.gov) DNMS Deputy Director (Vivian.Campbell@nrc.gov) DRP Director (Kriss.Kennedy@nrc.gov) DRP Deputy Director (Troy.Pruett@nrc.gov) RSFS Branch Chief (Blair.Spitzberg@nrc.gov) Acting DRP/A Branch Chief (Wayne.Walker@nrc.gov) Senior Resident Inspector (John.Kramer@nrc.gov) Resident Inspector (Rayomand.Kumana@nrc.gov) Senior Project Engineer, DRP/A (David.Proulx@nrc.gov) Project Engineer, DRP/A (Jason.Dykert@nrc.gov) CP Administrative Assistant (Phyllis.Holder@nrc.gov) RSFS Inspector (Lee.Brookhart@nrc.gov) RSFS Inspector (Eric.Simpson@nrc.gov) Project Manager, SFST (William.Allen@nrc.gov) Public Affairs Officer (Victor.Dricks@nrc.gov) Public Affairs Officer (Lara.Uselding@nrc.gov) RITS Coordinator (Marisa.Herrera@nrc.gov) TSB Technical Assistant (Loretta.Williams@nrc.gov) Regional Counsel (Karla.Fuller@nrc.gov) Congressional Affairs Officer (Jenny.Weil@nrc.gov) RIV/ETA: OEDO (Daniel.Rich@nrc.gov) OEMail_Resources@nrc.gov ROPreports",27.0,0.0,1114.0,ML13298A103.txt,1.0,U,U,U
37,U.S. NUCLEAR REGULATORY COMMISSION REGION IV Dockets: Licenses: Report Nos.,29.0,0.0,76.0,ML13298A103.txt,1.0,U,U,U
38,": Licensee: Facility: Location: Dates: Inspector: Accompanying Personnel: 050-00445; 050-00446; 072-00074 NPF-87; NPF-89 05000445/2013009; 05000446/2013009; 07200074/2013001 Luminant Generation Company LLC Comanche Peak Nuclear Power Plant, Units 1, 2, and Independent Spent Fuel Storage Installation (ISFSI) P.O.",29.0,76.0,389.0,ML13298A103.txt,0.0,U,U,U
39,"Box 1002 Glen Rose, TX 76043 September 16 - 20, 2013 Lee Brookhart, Senior ISFSI Inspector Repository & Spent Fuel Safety Branch Eric Simpson, Health Physicist, Inspector-in-Training, Repository & Spent Fuel Safety Branch D. Blair Spitzberg, Ph.D., Chief Repository & Spent Fuel Safety Branch Division of Nuclear Materials Safety",29.0,389.0,718.0,ML13298A103.txt,1.0,U,U,U
40,Approved By:,31.0,0.0,12.0,ML13298A103.txt,0.0,U,U,U
41,Enclosure,33.0,0.0,9.0,ML13298A103.txt,0.0,U,U,U
42,"SUMMARY OF FINDINGS IR 05000445/2013009; 05000446/2013009; and 07200074/2013001; 09/16 - 09/20/2013; Comanche Peak Nuclear Power Plant, Units 1, 2, and Independent Spent Fuel Storage Installation; Routine ISFSI Inspection Report The report covers an announced inspection by one regional inspector and one inspector-intraining.",35.0,0.0,327.0,ML13298A103.txt,1.0,U,U,U
43,No findings or violations associated with NRC regulations were identified.,35.0,327.0,401.0,ML13298A103.txt,0.0,U,U,U
44,"The significance of any Part 50 findings are indicated by their color (Green, White, Yellow, or Red) using Inspection Manual Chapter (IMC) 0609, ""Significance Determination Process"".",35.0,401.0,583.0,ML13298A103.txt,1.0,U,U,U
45,"The crosscutting aspect is determined using IMC 0310, ""Components Within the Cross-Cutting Areas"".",35.0,583.0,681.0,ML13298A103.txt,0.0,U,U,U
46,Findings for which the significance determination process does not apply may be Green or be assigned a severity level after the NRC management review.,35.0,681.0,831.0,ML13298A103.txt,0.0,U,U,U
47,"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" Revision 4, dated December 2006.",35.0,831.0,1009.0,ML13298A103.txt,1.0,U,U,U
48,"In accordance with IMC 0612 ""Power Reactor Inspection Reports"", all of the Part 72 ISFSI inspection findings follow the traditional enforcement process and are not dispositioned through the Reactor Oversight Process or the Significance Determination Process.",35.0,1009.0,1267.0,ML13298A103.txt,1.0,U,U,U
49,A. NRC-Identified Findings and Self-Revealing Findings No findings were identified.,35.0,1267.0,1350.0,ML13298A103.txt,0.0,U,U,U
50,B. Licensee-Identified Violations None.,35.0,1350.0,1389.0,ML13298A103.txt,0.0,U,U,U
51,-2-,37.0,0.0,3.0,ML13298A103.txt,0.0,U,,U
52,PLANT AND ISFSI STATUS Comanche Peak Nuclear Power Plant's Independent Spent Fuel Storage Installation (ISFSI) stored eleven loaded Holtec HI-STORM 100 casks at the time of the routine inspection.,39.0,0.0,197.0,ML13298A103.txt,0.0,U,U,U
53,Comanche Peak was in the middle of a nine cask loading campaign and were performing the loading operations associated with cask number twelve at the time of the routine inspection.,39.0,197.0,377.0,ML13298A103.txt,0.0,U,U,U
54,Comanche Peak had loaded the first nine canisters during their first loading campaign from February 2012 through June 2012.,39.0,377.0,500.0,ML13298A103.txt,0.0,U,U,U
55,"Comanche Peak utilized a general Part 72 license in accordance with the Holtec HI-STORM 100 System, approved under Certificate of Compliance 1014 License Amendment 7 and Final Safety Analysis Report (FSAR) Revision 9.",39.0,500.0,717.0,ML13298A103.txt,1.0,U,U,U
56,"The version of the Holtec systems used at the Comanche Peak Power Plant included the MPC-32, a 32 fuel bundle multi-purpose canister, and the HI-STORM 100S Version B overpack.",39.0,717.0,892.0,ML13298A103.txt,0.0,U,,U
57,The ISFSI pad was approximately 262 feet long by 102 feet wide and was designed to accommodate 84 storage casks.,39.0,892.0,1004.0,ML13298A103.txt,1.0,U,U,U
58,The storage casks were located outside the Part 50 facilities protected area within its own protected area.,39.0,1004.0,1111.0,ML13298A103.txt,0.0,U,U,U
59,A tour of the ISFSI pad and adjacent area found the loaded storage casks to be in good physical condition.,39.0,1111.0,1217.0,ML13298A103.txt,0.0,U,U,U
60,A review of the environmental monitoring program demonstrated that radiological exposures to offsite locations due to the ISFSI were low and within regulatory limits.,39.0,1217.0,1383.0,ML13298A103.txt,1.0,U,U,U
61,REPORT DETAILS 4.,39.0,1383.0,1400.0,ML13298A103.txt,0.0,U,U,U
62,OTHER ACTIVITIES,39.0,1400.0,1416.0,ML13298A103.txt,0.0,U,U,U
63,4OA5 Other Activities .1 a.,41.0,0.0,27.0,ML13298A103.txt,0.0,U,U,U
64,Operations of an Independent Spent Fuel Storage Installation at Operating Plants (60855.1) Inspection Scope (1) Quality Assurance Audits and Surveillances An onsite review of Quality Assurance (QA) audit reports and surveillances related to dry cask storage activities at Comanche Peak Nuclear Power Plant (CPNPP) was performed.,41.0,27.0,355.0,ML13298A103.txt,0.0,U,U,U
65,"Since the last inspection in June 2012, Luminant (parent company of CPNPP) had issued several vendor surveillance reports, a Quality Control (QC) audit of HI-STORM 100 concrete pour activities, and a reactor engineering audit.",41.0,355.0,581.0,ML13298A103.txt,0.0,U,U,U
66,"The aforementioned documents, as well as a preliminary surveillance of the ongoing cask loading campaign (UFO2), in-progress at the time of the inspection, were made available for review as part of the inspection.",41.0,581.0,794.0,ML13298A103.txt,0.0,U,U,U
67,The audit reports and surveillances were reviewed to see what kinds of issues were being identified by the licensee.,41.0,794.0,910.0,ML13298A103.txt,0.0,U,U,U
68,Audit findings and recommendations were placed in the licensee's corrective action program (CAP) as condition reports (CRs).,41.0,910.0,1034.0,ML13298A103.txt,0.0,U,U,U
69,Copies of those CRs were requested to see how the issues were addressed and subsequently resolved.,41.0,1034.0,1132.0,ML13298A103.txt,0.0,U,U,U
70,The QA documents reviewed for this inspection pointed to eight CRs which were reviewed by the inspectors.,41.0,1132.0,1237.0,ML13298A103.txt,0.0,U,U,U
71,"In each situation, the reviewed CRs were assigned to the appropriate licensee staff for review.",41.0,1237.0,1332.0,ML13298A103.txt,0.0,U,U,U
72,All CRs reviewed were found to be properly addressed and subsequently closed out.,41.0,1332.0,1413.0,ML13298A103.txt,0.0,U,U,U
73,Overall the QA program appeared to be well focused with a suitably low threshold for uncovering issues and issuing CRs to address any identified issues.,41.0,1413.0,1565.0,ML13298A103.txt,0.0,U,U,U
74,-3-,43.0,0.0,3.0,ML13298A103.txt,0.0,U,U,U
75,(2) Radiological Conditions Related to Stored Casks Radiological conditions at the Comanche Peak Nuclear Power Plant ISFSI were determined from on-site ISFSI pad inspection activities and a paperwork review of ISFSI surveys and quarterly General Area Monitoring (GAM) dosimeter results.,45.0,0.0,287.0,ML13298A103.txt,0.0,U,U,U
76,A recent radiological survey was provided to NRC inspectors prior to their arrival onsite.,45.0,287.0,377.0,ML13298A103.txt,0.0,U,U,U
77,"For the inspection of the ISFSI, a radiation protection (RP) technician accompanied the NRC inspectors into the protected area (PA) to perform a walkdown of the ISFSI pad.",45.0,377.0,548.0,ML13298A103.txt,0.0,U,U,U
78,The RP technician provided NRC with a wide-range energy-compensated Geiger-Mueller (GM) instrument to measure gamma radiation.,45.0,548.0,674.0,ML13298A103.txt,0.0,U,U,U
79,Neutron monitoring equipment was not provided at the time of the ISFSI pad walkdown.,45.0,674.0,758.0,ML13298A103.txt,0.0,U,U,U
80,The inspectors found the 11 loaded HI-STORM 100 casks to be in excellent physical condition.,45.0,758.0,850.0,ML13298A103.txt,0.0,U,U,U
81,No flammable or combustible materials were observed inside the ISFSI protected area.,45.0,850.0,934.0,ML13298A103.txt,0.0,U,U,U
82,An NRC inspector took general area radiological measurements to confirm the levels reported on the most recent site survey.,45.0,934.0,1057.0,ML13298A103.txt,0.0,U,U,U
83,"Survey measurements were taken around the perimeter of the ISFSI pad, at selected cask lower vent locations, and at environmental dosimeter monitoring locations on the ISFSI outer (nuisance) fencing.",45.0,1057.0,1256.0,ML13298A103.txt,0.0,U,U,U
84,General area background readings before reaching the ISFSI were 7 ÂµR/hr.,45.0,1256.0,1328.0,ML13298A103.txt,0.0,U,U,U
85,"Approaching the ISFSI pad from the west, the exposure rate reached 11 ÂµR/hr at the outer fence entrance.",45.0,1328.0,1432.0,ML13298A103.txt,0.0,U,U,U
86,"Proceeding further eastward to the PA fence, the levels rose to 14 ÂµR/hr.",45.0,1432.0,1505.0,ML13298A103.txt,0.0,U,U,U
87,"On the western edge of the ISFSI pad, levels trended slightly upwards to 16 ÂµR/hr and halfway across the pad, a roped-off ISFSI radiation area boundary measured 41 ÂµR/hr.",45.0,1505.0,1675.0,ML13298A103.txt,0.0,U,U,U
88,The 11 loaded HI-STROM 100 casks were all located in the northeastern corner of the ISFSI pad.,45.0,1675.0,1769.0,ML13298A103.txt,0.0,U,U,U
89,"On the other side of the casks, the northeast and southeast corners of the ISFSI pad measured 300 and 500 ÂµR/hr, respectively.",45.0,1769.0,1895.0,ML13298A103.txt,0.0,U,U,U
90,Areas alongside and in-between the casks measured from 890 ÂµR/hr to 1.3 mR/hr.,45.0,1895.0,1973.0,ML13298A103.txt,0.0,U,U,U
91,"The highest readings on the ISFSI pad were measured at the lower cask vent locations, which read as high as 1.46 mR/hr.",45.0,1973.0,2092.0,ML13298A103.txt,0.0,U,U,U
92,The ISFSI inspection confirmed the previously performed site survey records.,45.0,2092.0,2168.0,ML13298A103.txt,0.0,U,U,U
93,Environmental monitoring data from 2011 thru 2013 for the ISFSI pad was provided for review.,45.0,2168.0,2260.0,ML13298A103.txt,0.0,U,U,U
94,The data for 2011 and 2012 was from four monitoring locations that contained an optically stimulated luminescent (OSL) dosimeter which were deployed as part of CPNPP General Area Monitoring (GAM) Program for measuring site-wide ambient radiation levels.,45.0,2260.0,2513.0,ML13298A103.txt,0.0,U,U,U
95,The four OSLs were responsible for measuring the direct radiological impacts of the loaded casks to locations in close proximity to the ISFSI pad.,45.0,2513.0,2659.0,ML13298A103.txt,0.0,U,U,U
96,During 2013 the OSLs were replaced by thermoluminescent dosimeters (TLDs) that performed the same dose measurement function.,45.0,2659.0,2783.0,ML13298A103.txt,0.0,U,U,U
97,"Those monitoring locations were identified in documents provided to NRC as location numbers 101 through 104 (see Table 1, below).",45.0,2783.0,2912.0,ML13298A103.txt,0.0,U,U,U
98,-4-,47.0,0.0,3.0,ML13298A103.txt,0.0,U,U,U
99,"Table 1, Estimated Monitoring Results for Comanche Peak ISFSI in mrem/yr 1 Monitoring Period #/Location 2011 2 2012 20132 101 Dry Cask Storage - North 108 210 177 102 Dry Cask Storage - East 104 332 538 103 Dry Cask Storage - South 108 412 168 104 Dry Cask Storage - West 95 321 101 For the period beginning on October 22, 2011 and ending on June 26, 2013, the OSL/TLD gamma exposure data at the four ISFSI monitoring locations ranged from 19 to 225 mrem per monitoring period (quarterly, roughly).",49.0,0.0,499.0,ML13298A103.txt,0.0,U,U,U
100,Those values converted to dose rates of 10 to 104 Âµrem/hr.,49.0,499.0,557.0,ML13298A103.txt,0.0,U,U,U
101,The lowest aggregate dose rates occurred in 2011 prior to any spent fuel being stored on the ISFSI pad.,49.0,557.0,660.0,ML13298A103.txt,0.0,U,U,U
102,"The highest quarterly dose rates were measured between April and October 2012, when the final five casks of the first nine-cask loading campaign were loaded and placed on the pad.",49.0,660.0,839.0,ML13298A103.txt,0.0,U,U,U
103,"The monitoring location with the highest dose rates varied, moving periodically between locations 102, 103, and 104.",49.0,839.0,955.0,ML13298A103.txt,0.0,U,U,U
104,"At the time of the inspection, CPNPP was in the midst of its second ISFSI loading campaign.",49.0,955.0,1046.0,ML13298A103.txt,0.0,U,U,U
105,"Three additional casks had been loaded and two had been placed on the pad, bringing the total number on the pad to 11 with one remaining to be placed.",49.0,1046.0,1196.0,ML13298A103.txt,1.0,U,U,U
106,"Three empty HI-STORM 100s were also stored on the pad at the southeast corner, parallel to the pad's southern boundary.",49.0,1196.0,1315.0,ML13298A103.txt,0.0,U,U,U
107,Offsite monitoring data from the CPNPP Radiological Environmental Monitoring Program (REMP) Annual Reports from 2011 and 2012 did not include any of the direct ISFSI monitoring data from the GAM network.,49.0,1315.0,1518.0,ML13298A103.txt,0.0,U,U,U
108,"Instead, the REMP Reports focused on airborne (gaseous and particulate), liquid effluent, and direct radiation monitoring at site boundary and offsite locations.",49.0,1518.0,1679.0,ML13298A103.txt,0.0,U,U,U
109,"By design, there were no airborne or liquid effluent releases from the ISFSI, which is located in the site's ESE sector, approximately 0.75 mile from the nuclear plant.",49.0,1679.0,1847.0,ML13298A103.txt,1.0,U,U,U
110,"The closest REMP direct radiation monitoring locations to the ISFSI were at site boundary locations identified as R11, R15, R17, and R20.",49.0,1847.0,1984.0,ML13298A103.txt,0.0,U,U,U
111,"Those locations are in the E, ESE, SE, and SSE sectors, at distances of 0.5, 1.4, 1.3, and 1.3 miles, respectively, from the plant.",49.0,1984.0,2115.0,ML13298A103.txt,0.0,U,U,U
112,Casks 1 through 9 were all placed on the ISFSI pad in calendar year (CY) 2012 during the first loading campaign.,49.0,2115.0,2227.0,ML13298A103.txt,0.0,U,U,U
113,There were no loaded casks on the ISFSI pad during CY 2011.,49.0,2227.0,2286.0,ML13298A103.txt,0.0,U,U,U
114,"As can be seen below in Table 2, there was an increase in gross radiation readings at the REMP locations in closest proximity to the ISFSI pad in 2012.",49.0,2286.0,2437.0,ML13298A103.txt,0.0,U,U,U
115,"Table 2, Dose for REMP Locations Close to CPNPP ISFSI in mrem/yr Monitoring Location, Sector and Distance (miles) 2011 2012 R11, E Â­ 0.5 83 106 R15, ESE Â­ 1.4 85 96 R17, SE Â­ 1.3 94 103 R20, SSE Â­ 1.3 84 3 95",49.0,2437.0,2645.0,ML13298A103.txt,0.0,U,U,U
116,1,50.0,0.0,1.0,ML13298A103.txt,0.0,U,U,U
117,Yearly monitoring estimates are based on actual monitoring data that overlapped calendar years.,52.0,0.0,95.0,ML13298A103.txt,0.0,U,U,U
118,The results have been normalized to produce a yearly estimate based on 8760 hours of exposure per year.,52.0,95.0,198.0,ML13298A103.txt,0.0,U,U,U
119,2 Partial year data.,52.0,198.0,218.0,ML13298A103.txt,0.0,U,U,U
120,3 Estimated value based on three quarters of monitoring data.,52.0,218.0,279.0,ML13298A103.txt,0.0,U,U,U
121,-5-,54.0,0.0,3.0,ML13298A103.txt,0.0,U,U,U
122,"Average background (control) dose measurements for 2011 and 2012 were 85 and 103 mrem/yr, respectively.",56.0,0.0,104.0,ML13298A103.txt,1.0,U,U,U
123,"Correcting for background shows only a slight increase in ambient radioactivity at the closest boundary monitoring location, R11, of 3 mrem/yr.",56.0,104.0,247.0,ML13298A103.txt,0.0,U,U,U
124,"This value was well below the 10 CFR 72.104 (a) dose standard, which limits total radiation from plant activities to less than 25 mrem per year at the owner controlled boundary.",56.0,247.0,424.0,ML13298A103.txt,1.0,U,U,U
125,Offsite doses due to the ISFSI were well below regulatory limits.,56.0,424.0,489.0,ML13298A103.txt,0.0,U,U,U
126,"(3) Records Related to Fuel Stored in the Casks Site records, as required by 10 CFR 72.212(b)(12), which described the spent fuel in dry fuel storage at Comanche Peak Nuclear were reviewed by inspectors.",56.0,489.0,692.0,ML13298A103.txt,0.0,U,U,U
127,The review of the CPNPP ISFSI records was performed to determine if an adequate description of the spent fuel loaded in the Holtec HI-STORM 100 casks was documented as a permanent record.,56.0,692.0,879.0,ML13298A103.txt,0.0,U,U,U
128,"The spent fuel contents of each canister loaded into a HI-STORM 100 cask at CPNPP was documented in a package that included a NUC-212-4, Cask Acceptability Report, Revision 4 and a NUC-212-5, Comprehensive Assembly Specifications Supplement, Revision 1.",56.0,879.0,1132.0,ML13298A103.txt,0.0,U,U,U
129,"Those forms contained information about each fuel assembly placed into dry cask storage and included fuel identification, assembly heat (kw), cooling time (years), initial U-235 enrichment (%), and burnup values (MWd/MTU).",56.0,1132.0,1354.0,ML13298A103.txt,0.0,U,U,U
130,A complete set of forms was reviewed for all 12 loaded casks at the time of the inspection.,56.0,1354.0,1445.0,ML13298A103.txt,0.0,U,U,U
131,CPNPP was found to be in compliance with the criteria of 10 CFR 72.212(b)(12).,56.0,1445.0,1523.0,ML13298A103.txt,1.0,U,U,U
132,(4) Cask Loading Observations Various loading activities were observed by NRC inspectors during the course of the routine inspection.,56.0,1523.0,1656.0,ML13298A103.txt,0.0,U,U,U
133,Placement of Cask #11 on the ISFSI pad by use of the wheeled vertical cask transporter was observed on Monday September 16th.,56.0,1656.0,1781.0,ML13298A103.txt,0.0,U,U,U
134,The remaining days of the inspection week the licensee was in the process of loading Cask #12.,56.0,1781.0,1875.0,ML13298A103.txt,0.0,U,U,U
135,The NRC inspectors observed the fuel movement activities to place spent fuel assemblies into canister #12.,56.0,1875.0,1981.0,ML13298A103.txt,0.0,U,U,U
136,"The licensee's staff was experienced in moving the spent fuel assemblies and was proficient in locating the correct assembly, verifying the assembly, moving the assembly from the rack to the canister, and inserting the assembly into the assigned canister slot.",56.0,1981.0,2241.0,ML13298A103.txt,0.0,U,U,U
137,"The time from grappling the assembly, placing the assembly into the assigned canister slot, and returning to the next assigned spent fuel assembly was 20 - 25 minutes.",56.0,2241.0,2408.0,ML13298A103.txt,0.0,U,U,U
138,"For the canister, which holds 32 assemblies, the entire loading process took approximately 11 hours.",56.0,2408.0,2508.0,ML13298A103.txt,0.0,U,U,U
139,Selected welding and non-destructive examination activities were observed during the activities associated with Cask #12.,56.0,2508.0,2629.0,ML13298A103.txt,0.0,U,U,U
140,An automatic welding process was used to weld the canister lid.,56.0,2629.0,2692.0,ML13298A103.txt,0.0,U,U,U
141,The welders operated the equipment remotely in a low dose rate area.,56.0,2692.0,2760.0,ML13298A103.txt,0.0,U,U,U
142,Hydrogen monitoring was performed during the welding of the root weld and subsequent passes.,56.0,2760.0,2852.0,ML13298A103.txt,0.0,U,U,U
143,The licensee utilized a RKI instruments Eagle 1 Type 101 for monitoring of explosive gas during the root pass welding and then used the RKI Eagle 1 Type 201-11 for monitoring during subsequent passes for lid to shell welding.,56.0,2852.0,3077.0,ML13298A103.txt,0.0,U,U,U
144,"Both instruments had been calibrated on August 21, 2013.",56.0,3077.0,3133.0,ML13298A103.txt,0.0,U,U,U
145,"Other activities that were observed by NRC inspectors of the loading of Cask #12 included: lifting the HI-TRAC transfer cask fully loaded out of the spent fuel pool, -6-",56.0,3133.0,3302.0,ML13298A103.txt,0.0,U,U,U
146,"forced helium dehydration drying of the canister, helium backfill of the canister, welding of the vent and drain port covers, and transfer of the canister from the HI-TRAC to the HI-STORM.",58.0,0.0,189.0,ML13298A103.txt,0.0,U,U,U
147,(5) Combustible Gas Monitoring Comanche Peak utilized Holtec as the welding contractor for performing all welding operations associated with the current and previous dry cask storage loading campaigns.,58.0,189.0,390.0,ML13298A103.txt,0.0,U,U,U
148,Holtec welding group provided the hydrogen monitoring equipment for use during those welding operations.,58.0,390.0,494.0,ML13298A103.txt,0.0,U,U,U
149,Holtec welding group had changed the hydrogen monitoring equipment and setup during this second campaign from that which was utilized by Comanche Peak during their dry run inspections and first loading campaign.,58.0,494.0,705.0,ML13298A103.txt,0.0,U,U,U
150,This new equipment had not been previously inspected by Region IV NRC inspectors.,58.0,705.0,786.0,ML13298A103.txt,0.0,U,U,U
151,"During the welding operations associated with Cask #12, the NRC inspector provided a Transnuclear (TN) Bulletin to Comanche Peak that described issues that resulted in a hydrogen deflagration event that occurred at Nine Mile Point (NMP) Nuclear Plant on August 14, 2013 during cask loading operations.",58.0,786.0,1087.0,ML13298A103.txt,0.0,U,U,U
