,text,line,start_pos,end_pos,file,class,label_Frenard,label_SALLY,label_struck
47,"Vogtle Electric Generating Plant Electronic Mail Distribution M. J. Ajluni Nuclear Licensing Director Southern Nuclear Operating Company, Inc. Electronic Mail Distribution Sandra Threatt, Manager Nuclear Response and Emergency Environmental Surveillance Bureau of Land and Waste Management Department of Health and Environmental Control Electronic Mail Distribution T. D. Honeycutt Regulatory Response Supervisor Southern Nuclear Operating Company, Inc. Electronic Mail Distribution Danny G. Bost Chief Nuclear Officer Southern Nuclear Operating Company, Inc. Electronic Mail Distribution Bradley J. Adams Vice President Fleet Operations Support Southern Nuclear Operating Company, Inc. Electronic Mail Distribution R. D. Baker Licensing Supervisor Southern Nuclear Operating Company, Inc. Electronic Mail Distribution E. G. Anners Licensing Engineer Southern Nuclear Operating Company, Inc. Electronic Mail Distribution N. J. Stringfellow Licensing Manager Southern Nuclear Operating Company, Inc. Electronic Mail Distribution Paula Marino Vice President Engineering Southern Nuclear Operating Company, Inc. Electronic Mail Distribution Bob Masse Resident Manager Vogtle Electric Generating Plant Oglethorpe Power Corporation Electronic Mail Distribution Moanica Caston Vice President and General Counsel Southern Nuclear Operating Company, Inc. Electronic Mail Distribution S. C. Swanson Site Support Manager Vogtle Electric Generating Plant Electronic Mail Distribution Chris Clark Commissioner Georgia Department of Natural Resources Electronic Mail Distribution Lee Foley Manager of Contracts Generation Oglethorpe Power Corporation Electronic Mail Distribution (cc w/encl cont'd next page)",49.0,260.0,1955.0,ML12027A131.txt,1.0,U,U,U
48,"4 (cc w/encl cont'd) F. Allen Barnes Director Environmental Protection Division Georgia Department of Natural Resources Electronic Mail Distribution Cynthia A. Sanders Radioactive Materials Program Manager Environmental Protection Division Georgia Department of Natural Resources Electronic Mail Distribution James A. Sommerville Program Coordination Branch Chief Environmental Protection Division Georgia Department of Natural Resources Electronic Mail Distribution James C. Hardeman Environmental Radiation Program Manager Environmental Protection Division Georgia Department of Natural Resources Electronic Mail Distribution Ted V. Jackson Emergency Response and Radiation Program Manager Environmental Protection Division Georgia Department of Natural Resources Electronic Mail Distribution Mr. Steven M. Jackson Senior Engineer - Power Supply Municipal Electric Authority of Georgia Electronic Mail Distribution Mr. Reece McAlister Executive Secretary Georgia Public Service Commission Electronic Mail Distribution Office of the Attorney General 40 Capitol Square, SW Atlanta, GA 30334 Office of the County Commissioner Burke County Commission Electronic Mail Distribution",51.0,0.0,1178.0,ML12027A131.txt,1.0,U,U,U
49,"Arthur H. Domby, Esq.",53.0,0.0,21.0,ML12027A131.txt,0.0,U,U,U
50,"Troutman Sanders Electronic Mail Distribution Director Consumers' Utility Counsel Division Govenor's Office of Consumer Affairs 2 M. L. King, Jr. Drive Plaza Level East; Suite 356 Atlanta, GA 30334-4600 Richard Haynes Director, Division of Waste Management Bureau of Land and Waste Management S.C. Department of Health and Environmental Control Electronic Mail Distribution",53.0,21.0,394.0,ML12027A131.txt,1.0,U,U,U
51,"5 Letter to Tom E. Tynan from James A. Hickey dated January 27, 2012 SUBJECT: VOGTLE - NRC INTEGRATED INSPECTION REPORT 05000424/2011005 AND 05000425/2011005",55.0,0.0,158.0,ML12027A131.txt,1.0,U,U,U
52,"Distribution w/encl: C. Evans, RII EICS (Part 72 Only) L. Douglas, RII EICS (Linda Douglas) OE Mail (email address if applicable) RIDSNRRDIRS PUBLIC RidsNrrPMVogtle Resource",57.0,0.0,173.0,ML12027A131.txt,0.0,U,U,U
53,U. S. NUCLEAR REGULATORY COMMISSION REGION II,59.0,0.0,46.0,ML12027A131.txt,0.0,U,U,U
54,Docket Nos.,61.0,0.0,11.0,ML12027A131.txt,0.0,U,U,U
55,:,61.0,11.0,12.0,ML12027A131.txt,0.0,U,U,U
56,"50-424, 50-425",63.0,0.0,14.0,ML12027A131.txt,0.0,U,U,U
57,License Nos.,65.0,0.0,12.0,ML12027A131.txt,1.0,U,U,U
58,:,65.0,12.0,13.0,ML12027A131.txt,0.0,U,U,U
59,"NPF-68, NPF-81",67.0,0.0,14.0,ML12027A131.txt,0.0,U,U,U
60,Report Nos.,69.0,0.0,11.0,ML12027A131.txt,0.0,U,U,U
61,:,69.0,11.0,12.0,ML12027A131.txt,0.0,U,U,U
62,05000424/2011005 and 05000425/2011005,71.0,0.0,37.0,ML12027A131.txt,0.0,U,U,U
63,Licensee:,73.0,0.0,9.0,ML12027A131.txt,0.0,U,U,U
64,"Southern Nuclear Operating Company, Inc. (SNC)",75.0,0.0,46.0,ML12027A131.txt,0.0,U,U,U
65,Facility:,77.0,0.0,9.0,ML12027A131.txt,0.0,U,U,U
66,"Vogtle Electric Generating Plant, Units 1 and 2",79.0,0.0,47.0,ML12027A131.txt,0.0,U,U,U
67,Location:,81.0,0.0,9.0,ML12027A131.txt,0.0,U,U,U
68,"Waynesboro, GA 30830",83.0,0.0,20.0,ML12027A131.txt,0.0,U,U,U
69,Dates:,85.0,0.0,6.0,ML12027A131.txt,0.0,U,U,U
70,"October 1, 2011 through December 31, 2011",87.0,0.0,41.0,ML12027A131.txt,0.0,U,U,U
71,Inspectors:,89.0,0.0,11.0,ML12027A131.txt,0.0,U,U,U
72,"M. Cain, senior resident inspector T. Chandler, resident inspector T. Lighty, project engineer B. Caballero, senior operations engineer (1R11.2) M. Bates, senior operations engineer (1R11.3, 4OA2.4) R. Baldwin, senior operations engineer (1R11.3, 4OA2.4) F. Ehrhardt, senior reactor inspector (4OA5.2)",91.0,0.0,301.0,ML12027A131.txt,0.0,U,U,U
73,Approved by:,93.0,0.0,12.0,ML12027A131.txt,0.0,U,U,U
74,"Jim Hickey, Branch Chief Reactor Projects Branch 2 Division of Reactor Projects",95.0,0.0,79.0,ML12027A131.txt,0.0,U,U,U
75,Enclosure,97.0,0.0,9.0,ML12027A131.txt,0.0,U,U,U
76,"SUMMARY OF FINDINGS IR 05000424/2011-005, 05000425/2011-005; 10/01/2011 - 12/31/2011; Vogtle Electric Generating Plant, Units 1 and 2; Surveillance Testing, and Other Activities.",99.0,0.0,179.0,ML12027A131.txt,0.0,U,U,U
77,"The report covered a three-month period of inspection by the resident inspectors, three senior operations engineers, a senior reactor engineer, and a project engineer.",99.0,179.0,346.0,ML12027A131.txt,0.0,U,U,U
78,Two non-cited violations (NCV) with very low safety significance (Green) were identified.,99.0,346.0,435.0,ML12027A131.txt,0.0,U,U,U
79,"The significance of most findings is indicated by their color (great than Green, or Green, White, Yellow, Red); the significance was determined using Inspection Manual Chapter (IMC) 0609, ""Significance Determination Process"" (SDP); the cross-cutting aspect was determined using IMC 0310, ""Components Within The Cross-Cutting Areas;"" and that findings for which the SDP does not apply may be Green or be assigned a severity level after NRC management review.",99.0,435.0,892.0,ML12027A131.txt,1.0,U,U,U
80,"Cornerstone: Mitigating Systems Â· Green: A Green self-revealing non-cited violation (NCV) of 10 CFR 50, Appendix B, Criterion V, ""Instructions, Procedures, and Drawings,"" was identified.",99.0,892.0,1078.0,ML12027A131.txt,0.0,P,U,P
81,"Specifically, the licensee inadvertently operated the Unit 2 turbine driven auxiliary feedwater (TDAFW) pump with the suction source isolated.",99.0,1078.0,1220.0,ML12027A131.txt,0.0,U,U,U
82,"As a result, the TDAFW pump operated with no suction source for a period of 1 minute 20 seconds and was rendered inoperable for a period of approximately 22 hours.",99.0,1220.0,1383.0,ML12027A131.txt,0.0,T,U,U
83,The licensee immediately secured the pump when suction and discharge pressures became erratic and unstable.,99.0,1383.0,1490.0,ML12027A131.txt,0.0,U,U,U
84,The licensee performed an engineering evaluation and assessment to ensure the pump was not damaged as a result of running the pump with the suction valves closed.,99.0,1490.0,1652.0,ML12027A131.txt,0.0,U,U,U
85,The licensee entered this issue into their corrective action program (CAP) as CR 358773.,99.0,1652.0,1740.0,ML12027A131.txt,1.0,U,U,U
86,This issue was more than minor because it adversely affected an objective of the Mitigating Systems cornerstone.,99.0,1740.0,1852.0,ML12027A131.txt,0.0,U,U,U
87,"Specifically, the performance deficiency affected the availability, reliability, and capability of the Unit 2 TDAFW pump to provide secondary decay heat removal.",99.0,1852.0,2013.0,ML12027A131.txt,0.0,U,O,U
88,The finding was determined to be Green because the event did not represent an actual loss of safety function of a single train for greater than its technical specification (TS) allowed outage time.,99.0,2013.0,2210.0,ML12027A131.txt,0.0,U,U,U
89,The inspectors determined that the cause of this finding was related to the Work Practices component of the Human Performance crosscutting area due to less-than-adequate human error prevention techniques [H.4(a)].,99.0,2210.0,2423.0,ML12027A131.txt,0.0,H,T,T
90,"Specifically, procedural place keeping techniques were less than adequate.",99.0,2423.0,2497.0,ML12027A131.txt,0.0,"P, T",P,P
91,(Section 1R22) Â· Green: A Green NRC identified NCV of Unit 1 Operating License Condition 2.G and Unit 2 Operating License Condition 2.G for failure to implement and maintain in effect all provisions of the approved Fire Protection Program (FPP) as described in the FSAR for the facility.,99.0,2497.0,2784.0,ML12027A131.txt,1.0,O,U,O
92,"Specifically, the licensee failed to ensure that, during post-fire safe shutdown, Unit 1 and Unit 2 reactor coolant process variables would be maintained within those predicted for a loss of normal ac power.",99.0,2784.0,2991.0,ML12027A131.txt,0.0,O,O,O
93,The licensee entered this issue into their corrective action program (CAP) as Condition Report (CR) 2010112114.,99.0,2991.0,3102.0,ML12027A131.txt,1.0,U,U,U
94,3 The finding was determined to be more than minor because it was associated with the Reactor Safety Mitigating Systems cornerstone attribute of protection against external factors (i.e.,101.0,0.0,187.0,ML12027A131.txt,0.0,U,U,U
95,"fire) and it affected the cornerstone objective of ensuring the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",101.0,187.0,374.0,ML12027A131.txt,0.0,U,U,U
96,The inspectors determined that this performance deficiency did not have a cross-cutting aspect because it did not represent current licensee performance.,101.0,374.0,527.0,ML12027A131.txt,0.0,U,U,U
97,(Section 4OA5.2) Violations of very low safety significance that were identified by the licensee have been reviewed by the inspectors.,101.0,527.0,661.0,ML12027A131.txt,0.0,U,U,U
98,Corrective actions taken or planned by the licensee have been entered into the licensee's corrective action program.,101.0,661.0,777.0,ML12027A131.txt,0.0,U,U,U
99,These violations and the corrective action tracking numbers are listed in Section 4OA7 of this report.,101.0,777.0,879.0,ML12027A131.txt,0.0,U,U,U
100,REPORT DETAILS Summary of Plant Status Unit 1 operated at essentially full rated thermal power (RTP) for the entire inspection period.,103.0,0.0,135.0,ML12027A131.txt,0.0,U,U,U
101,Unit 2 started the report period shutdown for a planned refueling outage.,103.0,135.0,208.0,ML12027A131.txt,0.0,U,U,U
102,The unit was restarted on October 12 and attained full RTP power on October 16.,103.0,208.0,287.0,ML12027A131.txt,0.0,U,U,U
103,Unit 2 operated at essentially full RTP for the remainder of the inspection period.,103.0,287.0,370.0,ML12027A131.txt,0.0,U,U,U
104,1,103.0,370.0,372.0,ML12027A131.txt,0.0,U,U,U
105,"REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity 1R01 Adverse Weather Protection a.",103.0,372.0,492.0,ML12027A131.txt,0.0,U,U,U
106,Inspection Scope Seasonal Readiness Review: The inspectors performed a walkdown of the following two systems to verify they would remain functional during low temperature conditions.,103.0,492.0,674.0,ML12027A131.txt,1.0,U,U,U
107,The inspectors reviewed preventive maintenance activities associated with heat tracing and freeze protection systems to verify they were appropriately scheduled and completed prior to the onset of cold weather.,103.0,674.0,884.0,ML12027A131.txt,0.0,U,U,U
108,The inspectors reviewed compensatory actions to verify they were implemented for degraded or inoperable heat trace and freeze protection equipment.,103.0,884.0,1031.0,ML12027A131.txt,0.0,U,U,U
109,"Additionally, the inspectors reviewed the condition report (CR) database to verify that adverse weather related items were being identified and appropriately resolved.",103.0,1031.0,1198.0,ML12027A131.txt,0.0,U,U,U
110,Documents reviewed are listed in the Attachment.,103.0,1198.0,1246.0,ML12027A131.txt,0.0,U,U,U
111,C C Unit 1 turbine driven auxiliary feedwater (TDAFW) system Unit 2 TDAFW system,103.0,1246.0,1326.0,ML12027A131.txt,0.0,U,U,U
112,"Impending Adverse Weather Condition Review: On November 7 the inspectors reviewed licensee Procedure 11877-1 and 11877-2, Cold Weather Checklist, to verify the licensee had implemented actions to prepare the plant site for predicted severe weather conditions of sub-freezing temperatures.",105.0,0.0,288.0,ML12027A131.txt,0.0,U,U,U
113,The inspectors walked down various safety-significant areas of the plant to verify the licensee's ability to respond to the predicted adverse weather conditions.,105.0,288.0,449.0,ML12027A131.txt,0.0,U,U,U
114,b.,105.0,449.0,451.0,ML12027A131.txt,0.0,U,U,U
115,Findings No findings were identified.,105.0,451.0,488.0,ML12027A131.txt,0.0,U,U,U
116,5 1R04 Equipment Alignment a.,107.0,0.0,30.0,ML12027A131.txt,0.0,U,U,U
117,Inspection Scope Partial System Walkdown: The inspectors performed partial walkdowns of the following three systems to verify correct system alignment.,107.0,30.0,181.0,ML12027A131.txt,0.0,U,U,U
118,"The inspectors checked for correct valve and electrical power alignments by comparing positions of valves, switches, and breakers to the documents listed in the Attachment.",107.0,181.0,353.0,ML12027A131.txt,0.0,U,U,U
119,"Additionally, the inspectors reviewed the condition report database to verify that equipment alignment problems were being identified and appropriately resolved.",107.0,353.0,514.0,ML12027A131.txt,0.0,U,U,U
120,C C C Unit 2 Train A emergency diesel generator (EDG) and fuel oil transfer system while Train B EDG was out of service for monthly slow-start surveillance operability test Unit 2 Train B nuclear service cooling water (NSCW) system while the train A NSCW system was out of service for a cooling tower fan #2 gear box replacement Unit 1 Train A containment spray (CS) system while the train B CS system was out of service due to a planned maintenance outage,107.0,514.0,970.0,ML12027A131.txt,0.0,U,U,U
121,Complete System Walkdown: The inspectors performed a complete walkdown of the accessible portions of the Unit 1 125 VDC 1E electrical distribution system.,109.0,0.0,154.0,ML12027A131.txt,0.0,U,U,U
122,"The inspectors verified switch and breaker alignment, electrical power availability, labeling, and material condition of the distribution system.",109.0,154.0,299.0,ML12027A131.txt,0.0,U,U,U
123,"The inspectors also reviewed system health reports, maintenance rule monthly reports, condition reports, and outstanding maintenance work orders to verify that equipment discrepancies were being identified and properly resolved.",109.0,299.0,527.0,ML12027A131.txt,0.0,U,U,U
124,The documents reviewed are listed in the Attachment.,109.0,527.0,579.0,ML12027A131.txt,0.0,U,U,U
125,b.,109.0,579.0,581.0,ML12027A131.txt,0.0,U,U,U
126,Findings No findings were identified.,109.0,581.0,618.0,ML12027A131.txt,0.0,U,U,U
127,1R05 Fire Protection a.,109.0,618.0,641.0,ML12027A131.txt,0.0,U,U,U
128,"Inspection Scope Fire Area Tours: The inspectors walked down the following five plant areas to verify the licensee was controlling combustible materials and ignition sources as required by Procedures 92015-C, ""Use, Control, and Storage of Flammable/Combustible Materials,"" and 92020-C, ""Control of Ignition Sources.""",109.0,641.0,957.0,ML12027A131.txt,1.0,U,U,U
129,"The inspectors assessed the observable condition of fire detection, suppression, and protection systems and reviewed the licensee's fire protection limiting condition for operation log and condition report (CR) database to verify that the corrective actions for degraded equipment were identified and appropriately prioritized.",109.0,957.0,1284.0,ML12027A131.txt,0.0,U,U,U
130,"The inspectors also reviewed the licensee's fire protection program to verify the requirements of Updated Final Safety Analysis Report Section 9.5.1, ""Fire Protection Program,"" and Appendix 9A, ""Fire Hazards Analysis,"" were met.",109.0,1284.0,1512.0,ML12027A131.txt,1.0,U,U,U
131,Documents reviewed are listed in the Attachment.,109.0,1512.0,1560.0,ML12027A131.txt,0.0,U,U,U
132,"6 C C C Unit 1 centrifugal charging pump rooms and the level C pipe penetration area in the Unit 1 auxiliary building Unit 1 control building level A east and west penetration rooms Unit 1 auxiliary component cooling water (ACCW) pump rooms, the safety injection (SI) pump rooms and the Unit 1 auxiliary building level B penetration area rooms Unit 2 train A and B nuclear service cooling water (NSCW) pump rooms Unit 2 north and south main steam valve houses",111.0,0.0,460.0,ML12027A131.txt,0.0,U,U,U
133,C,113.0,0.0,1.0,ML12027A131.txt,0.0,U,U,U
134,b.,114.0,0.0,2.0,ML12027A131.txt,0.0,U,U,U
135,C,116.0,0.0,1.0,ML12027A131.txt,0.0,U,U,U
136,Findings No findings were identified.,118.0,0.0,37.0,ML12027A131.txt,0.0,U,U,U
137,1R06 Flood Protection Measures a.,120.0,0.0,33.0,ML12027A131.txt,0.0,U,U,U
138,"Inspection Scope Internal Flood Review: The inspectors walked down the following area which contained risk-significant structures, systems and components below flood level to verify flood barriers were in place.",120.0,33.0,244.0,ML12027A131.txt,0.0,U,U,U
139,Motor controllers and terminal boxes that could become potentially submerged were inspected to ensure that the sealing gasket material was intact and undamaged.,120.0,244.0,404.0,ML12027A131.txt,0.0,U,U,U
140,"The inspectors reviewed selected licensee alarm response procedures to verify alarm setpoints and setpoints for sump pump operation were consistent with the UFSAR, the setpoint index, and Technical Specifications (TSs).",120.0,404.0,623.0,ML12027A131.txt,0.0,U,U,U
141,C Unit 2 centrifugal charging pump rooms,120.0,623.0,663.0,ML12027A131.txt,0.0,U,U,U
142,Underground Bunker/Manhole Cable Review: The inspectors verified the following four underground cable bunkers/manholes installed cables were not submerged in water or qualified for existing environmental conditions.,122.0,0.0,215.0,ML12027A131.txt,0.0,U,U,U
143,Inspectors also verified splices and cable support systems were intact.,122.0,215.0,286.0,ML12027A131.txt,0.0,U,U,U
144,Inspectors verified installed dewatering devices were operational and level alarm circuits set appropriately.,122.0,286.0,395.0,ML12027A131.txt,0.0,U,U,U
145,"In cases where no dewatering device was installed, inspectors determined if drainage was provided and functional.",122.0,395.0,508.0,ML12027A131.txt,0.0,U,U,U
146,"Â· Pull boxes 1NE9KAKAM48, 1NE9KAKAM49, 1NE9KAKAM50, 1NE9HAKEM07",122.0,508.0,571.0,ML12027A131.txt,0.0,U,U,U
147,b.,124.0,0.0,2.0,ML12027A131.txt,0.0,U,U,U
148,Findings No findings were identified.,124.0,2.0,39.0,ML12027A131.txt,0.0,U,U,U
149,1R07 Heat Sink Performance a.,124.0,39.0,68.0,ML12027A131.txt,0.0,U,U,U
150,"Inspection Scope Annual Review: The inspectors reviewed the licensee's records of the performance tests conducted on the Unit 2 B train component cooling water (CCW) heat exchanger, the Unit 2 B train ESF chiller condenser, and Unit 2 containment coolers #3, #4, #7, and #8.",124.0,68.0,342.0,ML12027A131.txt,0.0,U,U,U
151,"The inspectors reviewed EPRI NP-7552, ""Heat Exchanger Performance Monitoring Guidelines"" to ensure that the licensee's testing procedures were appropriate.",124.0,342.0,497.0,ML12027A131.txt,0.0,U,U,U
152,"7 Additionally, the inspectors reviewed the licensee's corrective action program (CAP) for heat exchanger performance issues to ensure that discrepancies were being identified and appropriately resolved.",126.0,0.0,204.0,ML12027A131.txt,1.0,U,U,U
153,Documents reviewed are listed in the Attachment.,126.0,204.0,252.0,ML12027A131.txt,0.0,U,U,U
154,b.,126.0,252.0,254.0,ML12027A131.txt,0.0,U,U,U
155,Findings No findings were identified.,126.0,254.0,291.0,ML12027A131.txt,0.0,U,U,U
156,"1R11 Licensed Operator Requalification .1 a. Resident Quarterly Observation Inspection Scope The inspectors observed operator performance during the week of October 31, during licensed operator simulator training described in Simulator Scenario V-RQ-SE-11501.",126.0,291.0,550.0,ML12027A131.txt,0.0,U,U,U
157,"The scenario begins at 75% RTP, a solid state protection system (SSPS) processor failed, followed by a seismic event which caused a circulating water pump to trip, a turbine plant cooling water pump to trip and subsequent loss of condenser vacuum.",126.0,550.0,797.0,ML12027A131.txt,0.0,U,U,U
158,"While responding to the loss of condenser vacuum, a large aftershock (6.7 in magnitude) caused a main turbine to trip with a failure of the reactor to trip followed by a loss of all AC.",126.0,797.0,982.0,ML12027A131.txt,0.0,U,U,U
159,Documents reviewed are listed in the Attachment.,126.0,982.0,1030.0,ML12027A131.txt,0.0,U,U,U
160,The inspectors specifically assessed the following areas: C C C C C C b.,126.0,1030.0,1102.0,ML12027A131.txt,0.0,U,U,U
161,"Correct use of the abnormal and emergency operating procedures Ability to identify and implement appropriate actions in accordance with the requirements of the TSs Clarity and formality of communications in accordance with procedure 10000-C, Conduct of Operations Proper control board manipulations including critical operator actions Quality of supervisory command and control Effectiveness of the post-evaluation critique",126.0,1102.0,1525.0,ML12027A131.txt,1.0,U,U,U
162,Findings No findings were identified.,128.0,0.0,37.0,ML12027A131.txt,0.0,U,U,U
