label_SALLY,text,line,start_pos,end_pos,file
U,"Box 851 Glen Rose, TX 76043 Richard A. Ratliff, Chief Bureau of Radiation Control Texas Department of Health 1100 West 49th Street Austin, TX 78756-3189 Environmental and Natural Resources Policy Director Office of the Governor P.O.",8,487,719,cp_2004002.txt
U,"Box 12428 Austin, TX 78711-3189",8,719,750,cp_2004002.txt
U,TXU Electric Brian Almon Public Utility Commission William B. Travis Building P.O.,10,0,83,cp_2004002.txt
U,"Box 13326 1701 North Congress Avenue Austin, TX 78711-3326",10,83,141,cp_2004002.txt
U,-3-,12,0,3,cp_2004002.txt
U,"Susan M. Jablonski Office of Permitting, Remediation and Registration Texas Commission on Environmental Quality MC-122 P.O.",14,0,123,cp_2004002.txt
U,"Box 13087 Austin, TX 78711-3087 Technological Services Branch Chief FEMA Region VI 800 North Loop 288 Federal Regional Center Denton, TX 76209-3698",14,123,270,cp_2004002.txt
U,TXU Electric,16,0,13,cp_2004002.txt
U,-4-,18,0,3,cp_2004002.txt
U,"Electronic distribution by RIV: Regional Administrator (BSM1) DRP Director (ATH) DRS Director (DDC) Senior Resident Inspector (DBA) Branch Chief, DRP/A (WDJ) Senior Project Engineer, DRP/A (TRF) Staff Chief, DRP/TSS (PHH) RITS Coordinator (KEG) Rebecca Tadesse, OEDO RIV Coordinator (RXT) CP Site Secretary (ESS) Dale Thatcher (DFT) W. A. Maier, RSLO (WAM) NRR/DIPM/EPB/EPHP (EWW) NRR/DIPM/EPB/EPHP (REM2) E-mail Section 4OA5 (1.)",20,0,430,cp_2004002.txt
U,of IR to NRR/DE/EMCB (ALH1 and MXM2),20,430,466,cp_2004002.txt
U,ADAMS: W Yes * No Initials: _WDJ___ W Publicly Available * Non-Publicly Available * Sensitive W Non-Sensitive R:\_CPSES\2004\CP2004-02RP-DBA.wpd RIV:RI:DRP/A SRI:DRP/A SRI:DRP/A AASanchez JCruz DBAllen T-WDJ E-WDJ T-WDJ 4/12/04 4/12/04 4/12/04 C:DRS/PSB C:DRP/A MPShannon WDJohnson /RA/ /RA/ 4/21/04 4/21/04 OFFICIAL RECORD COPY,22,0,328,cp_2004002.txt
U,C:DRS/PEB LJSmith /ra/ 4/20/04,24,0,30,cp_2004002.txt
U,C:DRS/EB CSMarschall JITapia For 4/20/04,26,0,40,cp_2004002.txt
U,C:DRS/OB ATGody /RA/ 4/21/04,28,0,28,cp_2004002.txt
U,T=Telephone,30,0,11,cp_2004002.txt
U,E=E-mail,32,0,8,cp_2004002.txt
U,F=Fax,34,0,5,cp_2004002.txt
U,"ENCLOSURE U.S. NUCLEAR REGULATORY COMMISSION REGION IV Dockets: Licenses: Report: Licensee: Facility: Location: Dates: Inspectors: 50-445, 50-446 NPF-87, NPF-89 05000445/2004002 and 05000446/2004002 TXU Generation Company LP Comanche Peak Steam Electric Station, Units 1 and 2 FM-56, Glen Rose, Texas January 1 through March 24, 2004 D. B. Allen, Senior Resident Inspector A.",36,0,376,cp_2004002.txt
U,"A. Sanchez, Resident Inspector J. Cruz, Senior Resident Inspector P. A. Goldberg, Reactor Inspector, Plant Engineering Branch Gerald Waig, Nuclear Systems Engineer Division of Incident Response Operations Office of Nuclear Security and Incident Response Veronica Klein, Nuclear Safety Intern Office of Nuclear Reactor Regulation Approved by: Attachment: W. D. Johnson, Chief, Project Branch A Division of Reactor Projects Supplemental Information",36,376,822,cp_2004002.txt
U,Accompanying Personnel:,38,0,23,cp_2004002.txt
U,Enclosure,40,0,9,cp_2004002.txt
U,"SUMMARY OF FINDINGS Comanche Peak Steam Electric Station, Units 1 and 2 NRC Inspection Report 05000445/2004002, 05000446/2004002 IR 05000445/2004002, 05000446/2004002; 01/01/2004-03/24/2004; Comanche Peak Steam Electric Station, Units 1 & 2; Integrated Resident Report.",42,0,270,cp_2004002.txt
U,This report covered a 3-month period of inspection by resident inspectors and a Regional inspector.,42,270,369,cp_2004002.txt
U,No findings of significance were identified.,42,369,413,cp_2004002.txt
U,"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" Revision 3, dated July 2000.",42,413,587,cp_2004002.txt
U,A. NRC-Identified and Self-Revealing Findings None B. Licensee Identified Violations None,42,587,676,cp_2004002.txt
U,Enclosure,44,0,9,cp_2004002.txt
U,REPORT DETAILS Summary of Plant Status Comanche Peak Steam Electric Station (CPSES) Unit 1 began the period at essentially 100 percent power.,46,0,142,cp_2004002.txt
U,"On February 11, power was reduced to approximately 85 percent to repair the turbine control system.",46,142,241,cp_2004002.txt
U,The unit returned to full power and operated at essentially full power for the remainder of the report period.,46,241,351,cp_2004002.txt
U,Comanche Peak Steam Electric Station Unit 2 operated at essentially 100 percent power for the entire report period.,46,351,466,cp_2004002.txt
U,1,46,466,468,cp_2004002.txt
U,"REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, and Barrier Integrity 1R01 Adverse Weather Protection (71111.01) a.",46,468,603,cp_2004002.txt
U,"Inspection Scope The inspectors reviewed Station Administrative Procedure (STA) STA-634, ""Extreme Temperature Equipment Protection Program,"" Revision 3, and Abnormal Conditions Procedure (ABN) ABN-912, ""Cold Weather Preparations/Heat Tracing and Freeze Protection System Malfunction,"" Revision 6, to determine if these procedures were adequate to ensure that safety-related equipment would remain operable during freezing weather.",46,603,1033,cp_2004002.txt
U,"On January 29, 2004, the inspectors reviewed the control room log of activities associated with the ABN-912 preparations.",46,1033,1154,cp_2004002.txt
U,The inspectors performed partial walkdowns of the following two systems and areas in each unit to verify that the freeze protection measures in ABN-912 had been implemented prior to the onset of freezing conditions.,46,1154,1369,cp_2004002.txt
U,åá åá b.,46,1369,1375,cp_2004002.txt
U,"Units 1 and 2 electrical area supply fans, exhaust fans, and interlocked dampers Units 1 and 2 emergency diesel generator rooms",46,1375,1502,cp_2004002.txt
U,Findings No findings of significance were identified.,48,0,53,cp_2004002.txt
U,1R04 Equipment Alignment (71111.04) .1 a.,50,0,41,cp_2004002.txt
U,Partial System Walkdown Inspection Scope The inspectors conducted partial walkdowns of the following three risk-significant systems to verify that they were in their proper standby alignment as defined by system operating procedures and system drawings.,50,41,294,cp_2004002.txt
U,"During the walkdowns, inspectors Enclosure",50,294,336,cp_2004002.txt
U,-2examined system components for materiel conditions that could degrade system performance.,52,0,92,cp_2004002.txt
U,"In addition, the inspectors evaluated the effectiveness of the licensee's problem identification and resolution program in resolving issues which could increase event initiation frequency or impact mitigating system availability.",52,92,321,cp_2004002.txt
U,"åá Unit 2 Train B motor-driven auxiliary feedwater system in accordance with System Operating Procedure (SOP) SOP-304B, ""Auxiliary Feedwater System,"" Revision 9, while the Train A motor-driven auxiliary feedwater pump was inoperable due to scheduled surveillance testing on January 15, 2004 Unit 1 Train A containment spray system in accordance with SOP-204A, ""Containment Spray System,"" Revision 13, and Operations Testing Procedure (OPT) OPT-205A, ""Containment Spray System,"" Revision 13, while the Train B containment spray system was inoperable due to scheduled maintenance on January 28, 2004 Unit 1 Train B residual heat removal system in accordance with OPT-203A, ""Residual Heat Removal System,"" Revision 14, prior to commencing surveillance testing of Train A residual heat removal system on March 11, 2004",52,321,1134,cp_2004002.txt
U,åá,54,0,1,cp_2004002.txt
U,åá,56,0,1,cp_2004002.txt
U,b.,58,0,2,cp_2004002.txt
U,Findings No findings of significance were identified.,60,0,53,cp_2004002.txt
U,.2 a.,62,0,5,cp_2004002.txt
U,"Detailed Semiannual Walkdown Inspection Scope The inspectors conducted a detailed semiannual inspection of the Unit 1 Train B emergency diesel generator using SOP-609A, ""Diesel Generator System,"" Revision 15, and system drawings to ascertain if the system and its operating procedures were in accordance with the design and licensing bases of the system.",64,0,354,cp_2004002.txt
U,"Outstanding maintenance work requests, and design issues were reviewed to determine if any impacted the system's ability to operate as designed.",64,354,498,cp_2004002.txt
U,"The system engineer was interviewed concerning the diesel generator's maintenance history, current and long range plans to modify and update all diesel generator control systems, and system health reports.",64,498,703,cp_2004002.txt
U,"A walkdown of the mechanical and electrical subsystems was performed independently as well as with the system engineer on March 2-4, 2004. b.",64,703,844,cp_2004002.txt
U,Findings No findings of significance were identified.,64,844,897,cp_2004002.txt
U,Enclosure,66,0,9,cp_2004002.txt
U,-31R05 Fire Protection (71111.05) .1 a.,68,0,40,cp_2004002.txt
U,"Fire Area Tours Inspection Scope The inspectors assessed the licensee's control of transient combustible materials, the materiel condition and lineup of fire detection and suppression systems, and the materiel condition of manual fire equipment and passive fire barriers during tours of the following six risk-significant areas.",68,40,368,cp_2004002.txt
U,"The licensee's fire preplans and Fire Hazards Analysis Report were used to identify important plant equipment, fire loading, detection and suppression equipment locations, and planned actions to respond to a fire in each of the plant areas selected.",68,368,617,cp_2004002.txt
U,Compensatory measures for degraded equipment were evaluated for effectiveness.,68,617,695,cp_2004002.txt
U,"åá Fire Zone 1SB004 - Unit 1 safeguards building corridor 790 foot elevation on February 3, 2004 Fire Zone 1SK017A,B,C - Unit 1 main steam and feedwater penetration areas on February 18, 2004 Fire Zone 2SK017A,B,C - Unit 2 main steam and feedwater penetration areas on February 24, 2004 Fire Zone 1SB015 - Unit 1 safeguards building main corridor and containment access corridor 831 foot elevation on February 26, 2004 Fire Zone AA21F - Auxiliary building 852 foot elevation on February 27, 2004 Fire Zone 2SB015 - Unit 2 safeguards building main corridor and containment access corridor 831 foot elevation on March 5, 2004",68,695,1317,cp_2004002.txt
U,åá,70,0,1,cp_2004002.txt
U,åá,72,0,1,cp_2004002.txt
U,åá,74,0,1,cp_2004002.txt
U,åá åá,76,0,3,cp_2004002.txt
U,b.,78,0,2,cp_2004002.txt
U,Findings No findings of significance were identified.,80,0,53,cp_2004002.txt
U,.2 a.,82,0,5,cp_2004002.txt
U,"Annual Fire Drill Inspection Scope The inspectors observed the plant fire brigade during a fire drill on February 2, 2004, to assess its ability to fight fires.",84,0,160,cp_2004002.txt
U,"The fire drill consisted of a fire in the Unit 2 nonsafetyrelated switchgear area, which is also the primary staging area for the fire brigade's equipment.",84,160,315,cp_2004002.txt
U,The drill tested the firefighters' ability to use the equipment stored in the secondary equipment staging area.,84,315,426,cp_2004002.txt
U,Observations focused on the following aspects of the drill:,84,426,485,cp_2004002.txt
U,Enclosure,86,0,9,cp_2004002.txt
U,"-4åá åá åá Protective clothing/turnout gear is properly donned Self-contained breather apparatus equipment is properly worn and used Fire hose lines are capable of reaching all necessary fire hazard locations, the hose lines are laid out without flow constrictions, the hose is simulated being charged with water, and the nozzle is pattern (flow stream) tested prior to entering the fire area of concern.",88,0,402,cp_2004002.txt
U,"The fire area of concern is entered in a controlled manner (e.g., fire brigade members stay low to the floor and feel the door for heat prior to entry into the fire area of concern).",88,402,584,cp_2004002.txt
U,Sufficient firefighting equipment is brought to the scene by the fire brigade to properly perform their firefighting duties.,88,584,708,cp_2004002.txt
U,"The fire brigade leader's firefighting directions are thorough, clear, and effective.",88,708,793,cp_2004002.txt
U,Radio communications with the plant operators and between fire brigade members are efficient and effective.,88,793,900,cp_2004002.txt
U,Members of the fire brigade check for fire victims and propagation into other plant areas.,88,900,990,cp_2004002.txt
U,Effective smoke removal operations were simulated.,88,990,1040,cp_2004002.txt
U,The firefighting pre-plan strategies were utilized.,88,1040,1091,cp_2004002.txt
U,The licensee pre-planned drill scenario was followed and the drill objectives acceptance criteria were met.,88,1091,1198,cp_2004002.txt
U,åá,90,0,1,cp_2004002.txt
U,åá,92,0,1,cp_2004002.txt
U,åá åá,94,0,3,cp_2004002.txt
U,åá,96,0,1,cp_2004002.txt
U,åá åá åá,98,0,5,cp_2004002.txt
U,b.,100,0,2,cp_2004002.txt
U,Findings No findings of significance were identified.,102,0,53,cp_2004002.txt
U,1R06 Flood Protection Measures (71111.06) a.,104,0,44,cp_2004002.txt
U,Inspection Scope The inspectors conducted an inspection of flood protection measures at Comanche Peak.,104,44,146,cp_2004002.txt
U,This included a review of flood analysis documentation and calculations to determine areas in the plant susceptible to flooding from internal sources.,104,146,296,cp_2004002.txt
U,"Based on that review and a review of the probabilistic risk assessment, a walkdown of the Units 1 and 2 turbine buildings, 778' elevation, was performed on February 24, 2004, to assess the adequacy of flood protection measures regarding the postulated failure of a main condenser circulating water expansion joint.",104,296,610,cp_2004002.txt
U,The walkdown included determining whether mitigating systems defined in the flood analysis were in place and functional.,104,610,730,cp_2004002.txt
U,Enclosure,104,730,739,cp_2004002.txt
U,"-5A walkdown of the electrical control building, 778' elevation, Rooms X-113, X-115C, and X-115D, was performed on March 16, 2004, to assess the adequacy of flood protection measures regarding the postulated high energy line break in Room X-113 and associated sprinkler system actuation.",106,0,288,cp_2004002.txt
U,The walkdown included determining whether mitigating systems defined in the flood analysis were in place and functional.,106,288,408,cp_2004002.txt
U,b.,106,408,410,cp_2004002.txt
U,Findings No findings of significance were identified.,106,410,463,cp_2004002.txt
U,1R11 Licensed Operator Requalification (71111.11) a.,106,463,515,cp_2004002.txt
U,"Inspection Scope The inspectors observed a licensed operator evaluation session in the control room simulator and attended the critique on February 5, 2004.",106,515,671,cp_2004002.txt
U,"The scenario included: a failure of a steam generator level transmitter, a trip of one train of station service water, the closure of a main steam isolation valve, a loss of offsite power, and a failure of one of the emergency diesel generators upon the loss of offsite power.",106,671,947,cp_2004002.txt
U,"Simulator observations included formality and clarity of communications, group dynamics, the conduct of operations, procedure usage, command and control, and activities associated with the emergency plan.",106,947,1151,cp_2004002.txt
U,"The inspectors also attended and reviewed a classroom session concerning the emergency diesel generator system on February 4, 2004. b.",106,1151,1285,cp_2004002.txt
U,Findings No findings of significance were identified.,106,1285,1338,cp_2004002.txt
U,1R12 Maintenance Rule Implementation (71111.12) .1 a.,106,1338,1391,cp_2004002.txt
U,"Routine Maintenance Effectiveness Inspection Inspection Scope The inspectors independently verified that CPSES personnel properly implemented 10 CFR 50.65, ""Requirements for Monitoring the Effectiveness of Maintenance at Nuclear Power Plants,"" for two equipment performance problems: åá The 345 kV East bus exceeded the unavailable performance criteria and was placed into the a(1) category of 10 CFR 50.65.",106,1391,1797,cp_2004002.txt
U,This was placed into the corrective action program as Smart Form (SMF) SMF-2003-000105-00.,106,1797,1887,cp_2004002.txt
U,"The emergent replacement of the hydraulic pressure switch and the limit switch for Unit 2 Feedwater Isolation Valve 2-HV-2134, in which the unavailable",106,1887,2038,cp_2004002.txt
U,åá,108,0,1,cp_2004002.txt
U,Enclosure,110,0,9,cp_2004002.txt
U,-6performance criterion was exceeded.,112,0,38,cp_2004002.txt
U,The Unit 2 feedwater system was placed into the a(1) category of 10 CFR 50.65.,112,38,116,cp_2004002.txt
U,This was placed into the corrective action program as SMF-2003-003529-00.,112,116,189,cp_2004002.txt
U,The inspectors also independently verified that the corrective actions and responses were appropriate and adequate.,112,189,304,cp_2004002.txt
U,"The inspectors reviewed whether the structures, systems, or components (SSCs) were properly characterized in the scope of the Maintenance Rule Program and whether the SSC failure or performance problem was properly characterized.",112,304,533,cp_2004002.txt
U,The inspectors assessed the appropriateness of the performance criteria established for the SSCs where applicable.,112,533,647,cp_2004002.txt
U,b.,112,647,649,cp_2004002.txt
U,Findings No findings of significance were identified.,112,649,702,cp_2004002.txt
U,.2 a.,112,702,707,cp_2004002.txt
U,Periodic Evaluation Reviews Inspection Scope The inspectors reviewed the Comanche Peak report documenting the performance of the last maintenance rule periodic effectiveness evaluation to confirm that it was performed in accordance with 10 CFR 50.65(a)(3).,112,707,963,cp_2004002.txt
U,"The licensee's periodic evaluation covered the period from June 16, 2001, through March 21, 2003.",112,963,1060,cp_2004002.txt
U,The inspectors reviewed the handling of risk significant SSCs with degraded performance or degraded condition to assess the effectiveness of the licensee's evaluation and the resulting corrective actions.,112,1060,1264,cp_2004002.txt
U,"Inspection Procedure 71111.12, ""Maintenance Effectiveness,"" requires 3-5 risk significant examples.",112,1264,1363,cp_2004002.txt
U,"The inspectors reviewed 6 examples: emergency diesel generators, emergency diesel generator fuel oil system, emergency diesel generator room heating, ventilation, and air conditioning (HVAC) system, auxiliary feedwater system, service water system, and 6.9kV Class 1E AC power system.",112,1363,1647,cp_2004002.txt
U,"Additionally, the performance of nonrisk-significant functions were monitored using plant level criteria.",112,1647,1752,cp_2004002.txt
U,"The inspectors evaluated the use of performance history and industry experience to adjust the preventive maintenance requirements, to adjust (a)(1) goals and to adjust the (a)(2) performance criteria.",112,1752,1952,cp_2004002.txt
U,"The inspectors assessed the licensee's adjustment of the scope of the maintenance rule, the licensee's adjustment of the definition of maintenance rule functional failures, the licensee's adjustment of definitions of available/unavailable hours and required hours, and the licensee's review and adjustment of condition-monitoring parameters and action levels.",112,1952,2311,cp_2004002.txt
U,Enclosure,114,0,9,cp_2004002.txt
U,-7The inspectors also reviewed the conclusions reached by licensee personnel with regard to the balance of reliability and unavailability for specific maintenance rule functions.,116,0,179,cp_2004002.txt
U,This review was conducted by examining the licensee's evaluation of all risk significant functions that had exceeded performance criteria during the evaluation period.,116,179,346,cp_2004002.txt
U,b.,116,346,348,cp_2004002.txt
U,Findings No findings of significance were identified.,116,348,401,cp_2004002.txt
U,.3 a.,116,401,406,cp_2004002.txt
U,Identification and Resolution of Problems Inspection Scope The inspectors evaluated the use of the corrective action system within the maintenance rule program for issues associated with risk significant systems.,116,406,618,cp_2004002.txt
U,"The review was accomplished by the examination of a sample of corrective action documents, maintenance work items, and other documents listed in the attachment.",116,618,778,cp_2004002.txt
U,"The purpose of the review was to establish that the corrective action program was entered at the appropriate threshold for the purpose of: åá Implementation of the corrective action process when a performance criterion was exceeded Correction of performance-related issues or conditions identified during the periodic evaluation Correction of generic issues or conditions identified during programmatic assessments, audits, or surveillances",116,778,1217,cp_2004002.txt
U,åá,118,0,1,cp_2004002.txt
U,åá,120,0,1,cp_2004002.txt
U,The purpose of the review was to determine that the identification of problems and implementation of corrective actions were acceptable.,122,0,136,cp_2004002.txt
U,b.,122,136,138,cp_2004002.txt
U,Findings No findings of significance were identified.,122,138,191,cp_2004002.txt
U,1R13 Maintenance Risk Assessments and Emergent Work Evaluation (71111.13) a.,122,191,267,cp_2004002.txt
U,Inspection Scope The inspectors reviewed five selected activities regarding risk evaluations and overall plant configuration control.,122,267,400,cp_2004002.txt
U,"The inspectors discussed emergent work issues with work control personnel and reviewed the potential risk impact of these activities to verify that the work was adequately planned, controlled, and executed.",122,400,606,cp_2004002.txt
U,The activities reviewed were associated with:,122,606,651,cp_2004002.txt
U,Enclosure,124,0,9,cp_2004002.txt
U,"-8åá Emergent work on the Emergency Diesel Generator 2-01 keep warm pump during the Train B workweek of January 19, 2004 Emergent work to adjust limit switch on a Train A valve, Centrifugal Charging Pump 1-01 Alternate Miniflow Isolation Valve 1-8511A, during the Train B workweek of February 2, 2004, to correct a lack of permissive input to open Residual Heat Removal Pump 1-02 to Safety Injection Pumps Suction Valve 1-8804B Emergent expansion of work in the 345 kV switchyard on Breaker 7980 concurrent with scheduled work and testing of Emergency Diesel Generator 1-01 on February 4-7, 2004 Emergent work to repair jacket water leaks on Emergency Diesel Generator 1-01 concurrent with scheduled work in the switchyard and scheduled testing of Motor-Driven Auxiliary Feedwater Pump 1-01 on February 5, 2004 Emergent Emergency Diesel Generator 1-02 inoperability due to unexpected quantity of water found in the crankcase vacuum blower vent line on February 19, 2004",126,0,969,cp_2004002.txt
U,åá,128,0,1,cp_2004002.txt
U,åá,130,0,1,cp_2004002.txt
U,åá,132,0,1,cp_2004002.txt
U,åá,134,0,1,cp_2004002.txt
U,b.,136,0,2,cp_2004002.txt
U,Findings No findings of significance were identified.,138,0,53,cp_2004002.txt
U,1R15 Operability Evaluations (71111.15) a.,140,0,42,cp_2004002.txt
U,Inspection Scope The inspectors selected six operability evaluations conducted by CPSES personnel involving risk-significant systems or components.,140,42,189,cp_2004002.txt
U,"The inspectors evaluated the technical adequacy of the licensee's operability determination, determined whether appropriate compensatory measures were implemented, and determined whether or not other pre-existing conditions were considered, as applicable.",140,189,444,cp_2004002.txt
U,"Additionally, the inspectors evaluated the adequacy of the CPSES problem identification and resolution program as it applied to operability evaluations.",140,444,596,cp_2004002.txt
U,"Specific operability evaluations reviewed are listed below: åá Evaluation EVAL-2002-002859-01, evaluate operability of pumps cooled by station service water (centrifugal charging pumps, safety injection pumps, and containment spray pumps) with increased postaccident safe shutdown impoundment temperature following the 1.4 percent power uprate, reviewed on March 8, 2004 Quick Technical Evaluation QTE-2003-003159-01-01, evaluate operability of solid state protection system and containment spray function supplied by",140,596,1112,cp_2004002.txt
U,åá,142,0,1,cp_2004002.txt
U,Enclosure,144,0,9,cp_2004002.txt
U,"-9Containment Pressure Channel 1-P-0934 with Contact 2-10 of test Relay K456 found open during restoration from surveillance test OPT-447A, reviewed on March 9, 2004 åá Evaluation EVAL-2004-000243-01-00, evaluate operability of Emergency Diesel Generator 2-01 with exhaust manifold assembly support bracket bottom bolt found broken, reviewed on March 10, 2004 Quick Technical Evaluation QTE-2004-000268-01-01, evaluate operability of Safety Injection Accumulator 2-04 Sample Valve 2-HV-4174 as a containment isolation valve with known leakage of 120 drops per minute, reviewed on March 10, 2004 Evaluation EVAL-2004-000310-01-00, evaluate operability of Train B sequencer while performing undervoltage relay calibration check with the unit at power, reviewed on March 10, 2004 Evaluation EVAL-2004-000621-01-00, evaluate operability of Emergency Diesel Generator 1-02 with approximately 2 gallons of water found in the crankcase vent line drain, reviewed on March 10, 2004",146,0,972,cp_2004002.txt
U,åá,148,0,1,cp_2004002.txt
U,åá,150,0,1,cp_2004002.txt
U,åá,152,0,1,cp_2004002.txt
U,b.,154,0,2,cp_2004002.txt
U,Findings No findings of significance were identified.,156,0,53,cp_2004002.txt
U,1R16 Operator Workarounds (71111.16) a.,158,0,39,cp_2004002.txt
U,"Inspection Scope During the week of March 15, 2004, the inspectors reviewed the cumulative effects of identified operator workarounds for potential of system misoperation, reliability, and availability.",158,39,241,cp_2004002.txt
U,The inspectors evaluated the cumulative effects on multiple mitigating systems and the ability of the operators to respond in a correct and timely manner to plant transients and events.,158,241,426,cp_2004002.txt
U,"In addition, compensatory actions for equipment problems, shift orders, and caution tags were reviewed to determine that CPSES personnel were identifying operator workarounds at an appropriate threshold and that the equipment problems were identified in the corrective action program.",158,426,710,cp_2004002.txt
U,b.,158,710,712,cp_2004002.txt
U,Findings No findings of significance were identified.,158,712,765,cp_2004002.txt
U,Enclosure,160,0,9,cp_2004002.txt
U,-101R19 Postmaintenance Testing (71111.19) a.,162,0,46,cp_2004002.txt
U,"Inspection Scope The inspectors witnessed or reviewed the results of the postmaintenance tests for the following four maintenance activities: åá Unit 1 Residual Heat Removal Pump 1-01 motor and valve inspection and maintenance in accordance with OPT 203A, ""Residual Heat Removal System,"" Revision 14, on January 15, 2004 Unit 2 Emergency Diesel Generators 2-01 and 2-02 following starting air receiver check valve disassembly and inspection in accordance with OPT-517B, ""DG Starting Air Receiver Check Valve Test,"" Revision 6, on January 21, 2004 Preventive maintenance on Unit 1 containment personnel airlock and Operability Test OPT-802A, ""Appendix J Leak Rate Test of Personnel Airlock Door Seals,"" Revision 3, on January 22, 2004 Unit 2 Train B containment spray pump surveillance in accordance with OPT-205B, ""Containment Spray System,"" Revision 11, following replacement of the inboard mechanical seal of Containment Spray Pump 2-04, performed on March 16, 2004",162,46,1012,cp_2004002.txt
U,åá,164,0,1,cp_2004002.txt
U,åá,166,0,1,cp_2004002.txt
U,åá,168,0,1,cp_2004002.txt
U,"In each case, the associated work orders and test procedures were reviewed in accordance with the inspection procedure to determine the scope of the maintenance activity and determine if the testing was adequate to verify equipment operability.",170,0,244,cp_2004002.txt
U,b.,170,244,246,cp_2004002.txt
U,Findings No findings of significance were identified.,170,246,299,cp_2004002.txt
U,1R22 Surveillance Testing (71111.22) a.,170,299,338,cp_2004002.txt
U,"Inspection Scope The inspectors evaluated the adequacy of periodic testing of important nuclear plant equipment, including aspects such as preconditioning, the impact of testing during plant operations, and the adequacy of acceptance criteria.",170,338,581,cp_2004002.txt
U,"Other aspects evaluated included test frequency and test equipment accuracy, range, and calibration; procedure adherence; record keeping; the restoration of standby equipment; test failure evaluations; and the effectiveness of the licensee's problem identification and correction program.",170,581,869,cp_2004002.txt
U,"The following six surveillance test activities were observed and reviewed by the inspectors: åá Unit 2 Motor-Driven Auxiliary Feedwater Pump 2-01, in accordance with OPT-206B, ""AFW System,"" Revision 15, on January 15, 2004 Enclosure",170,869,1100,cp_2004002.txt
U,"-11åá Unit 1 Centrifugal Charging Pump 1-02, in accordance with OPT-201A, ""Charging System,"" Revision 13, on January 19, 2004 Unit 2 Residual Heat Removal Pump 2-02, in accordance with OPT-203B, ""Residual Heat Removal System,"" Revision 10, on February 19, 2004 Unit 1 Train B solid state protection system, in accordance with OPT-448A, ""Mode 1,3 and 4 Train B SSPS Actuation Logic Test,"" Revision 6, on February 23, 2004 Unit 2 Train A containment spray system, in accordance with OPT-205B, ""Containment Spray System,"" Revision 11, on March 2, 2003 Testing of Unit 1 Main Steam Safety Valves 1MS-0022, 1MS-0025, 1MS-0058, 1MS-0061, 1MS-0062, 1MS-0096, 1MS-00131, and 1MS-00133 in accordance with Maintenance Section - Mechanical procedure MSM-S0-8702, ""Main Steam Safety Valve Testing,"" Revision 3, on March 24, 2003",172,0,816,cp_2004002.txt
U,åá,174,0,1,cp_2004002.txt
U,åá,176,0,1,cp_2004002.txt
