text,line,start_pos,end_pos,file,label_struck
ML17179A282,23,0,11,ML17179A282.txt,U
Non-Publicly Available  Publicly Available BC:DRP/C JKozal /RA/ 6/27/17 OFFICIAL RECORD COPY  Non-Sensitive  Sensitive,24,0,119,ML17179A282.txt,U
"U.S. NUCLEAR REGULATORY COMMISSION REGION IV Docket: License: Report: Licensee: Facility: Location: Dates: Team Leader: 05000298 DPR-46 05000298/2017009 Nebraska Public Power District Cooper Nuclear Station 72676 648A Ave Brownville, NE March 13 through May 17, 2017 Richard Smith Nuclear System Engineer Response Coordination Branch Nicholas Hernandez Resident Inspector, South Texas Project Jason Kozal Chief, Project Branch C Division of Reactor Projects",26,0,458,ML17179A282.txt,U
Inspector: Approved By:,28,0,23,ML17179A282.txt,U
Enclosure,30,0,9,ML17179A282.txt,U
"SUMMARY IR 05000298/2017009; 03/13/2017 - 05/17/2017, Cooper Nuclear Station; Followup of Events and Notices of Enforcement Discretion.",32,0,136,ML17179A282.txt,U
"The inspection activities described in this report were performed between March 13 and May 17, 2017, by the resident inspector at South Texas Project and one inspector from the NRC's Region IV office.",32,136,336,ML17179A282.txt,U
Two findings of very low safety significance (Green) are documented in this report.,32,336,419,ML17179A282.txt,U
These findings involved violations of NRC requirements.,32,419,474,ML17179A282.txt,U
"The significance of inspection findings is indicated by their color (i.e., Green, greater than Green, White, Yellow, or Red), which is determined using Inspection Manual Chapter 0609, ""Significance Determination Process,"" dated April 29, 2015.",32,474,717,ML17179A282.txt,U
"Their cross-cutting aspects are determined using Inspection Manual Chapter 0310, ""Aspects within the Cross-Cutting Areas,"" dated December 4, 2014.",32,717,863,ML17179A282.txt,U
Violations of NRC requirements are dispositioned in accordance with the NRC Enforcement Policy.,32,863,958,ML17179A282.txt,U
"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" dated July 2016.",32,958,1120,ML17179A282.txt,U
Cornerstone: Mitigating Systems Â· Green.,32,1120,1160,ML17179A282.txt,U
"The team reviewed a self-revealed, non-cited violation of Technical Specification 3.5.1, ""Emergency Core Cooling Systems Â­ Operating,"" for the licensee's failure to restore the Division I residual heat removal system (RHR) during clearance restoration, which resulted in exceeding the applicable technical specification action completion time.",32,1160,1503,ML17179A282.txt,U
"Specifically, from October 7, 2016, to February 5, 2017, the licensee failed to restore Division I RHR minimum flow isolation valves for RHR pumps A and C to the open position prior to reinstalling the valve sealing devices following maintenance performed during Refueling Outage 29.",32,1503,1786,ML17179A282.txt,U
The licensee's immediate corrective action was to restore the Division I RHR subsystem to operable status by sealing open the minimum flow isolation valves for RHR pumps A and C. The licensee entered this issue into their corrective action program as Condition Report CR-CNS-2017-00553.,32,1786,2072,ML17179A282.txt,U
"The licensee's failure to properly restore the Division I RHR system during clearance restoration resulted in exceeding the applicable technical specification action completion time, in violation of Technical Specification 3.5.1, which was a performance deficiency.",32,2072,2337,ML17179A282.txt,P
"The performance deficiency was more than minor, and therefore a finding, because it was associated with the human performance attribute of the Mitigating Systems Cornerstone and affected the cornerstone objective to ensure the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",32,2337,2687,ML17179A282.txt,H
"Specifically, the failure to follow technical specification requirements to ensure the availability, reliability, and capability of the Division I RHR subsystem directly affected the cornerstone objective.",32,2687,2892,ML17179A282.txt,P
"Using Inspection Manual Chapter 0609, Appendix A, ""The Significance Determination Process (SDP) for Findings At-Power,"" dated June 19, 2012, the inspectors determined that the finding required a detailed risk evaluation because it involved an actual loss of function of at least a single train for greater than its technical specification allowed outage time.",32,2892,3251,ML17179A282.txt,U
"A detailed risk evaluation (Attachment 2) calculated an increase in core damage frequency of 4.7E-7 for the 89 days, 12 hours, and 49 minutes exposure period.",32,3251,3409,ML17179A282.txt,U
"Therefore, this violation was of very low safety significance (Green).",32,3409,3479,ML17179A282.txt,U
"The team determined the finding had a crosscutting aspect within the human performance area, challenge the unknown, because individuals failed to perform adequate job-site reviews to identify and resolve unexpected conditions.",32,3479,3705,ML17179A282.txt,H
"Specifically, operations personnel restoring the Division I RHR subsystem did",32,3705,3782,ML17179A282.txt,T
2,34,0,1,ML17179A282.txt,U
not ensure that the minimum flow isolation valves were repositioned to the correct position of sealed open [H.11].,36,0,115,ML17179A282.txt,T
(Section 4OA3) Â· Green.,36,115,138,ML17179A282.txt,U
"The team reviewed a self-revealed, non-cited violation of Technical Specification 5.4.1.a, ""Procedures,"" for the licensee's failure to maintain Station Procedure 2.0.2, ""Conduct of Operations Procedure, Operator Logs and Reports,"" Revision 106, for conducting sealed valve audits.",36,138,418,ML17179A282.txt,P
"Specifically, this procedure only checked that the seals were installed, and did not check that the valves were in the correct position.",36,418,554,ML17179A282.txt,P
This resulted in an extended period of time that the Division I residual heat removal (RHR) system was unknowingly inoperable.,36,554,680,ML17179A282.txt,U
The licensee's immediate corrective action was to revise Station Procedure 2.0.2 to include directions to check the position of sealed valves in addition to checking that the valve sealing devices were installed.,36,680,892,ML17179A282.txt,P
The licensee entered this issue into their corrective action program as Condition Report CR-CNS-2017-00553.,36,892,999,ML17179A282.txt,U
"Failure to maintain Station Procedure 2.0.2 for conducting sealed valve audits, in violation of Technical Specification 5.4.1.a, was a performance deficiency.",36,999,1157,ML17179A282.txt,P
"This performance deficiency is more than minor, and therefore a finding, because it affected the configuration control attribute of the Mitigating Systems Cornerstone and adversely impacted the cornerstone objective to ensure the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",36,1157,1510,ML17179A282.txt,U
"Specifically, the failure to correctly identify and correct out of position Division I RHR minimum flow isolation valves resulted in unnecessarily and unknowingly extending the inoperability time of the Division I RHR subsystem by 39-45 days.",36,1510,1752,ML17179A282.txt,T
"Using Inspection Manual Chapter 0609, Attachment 04, ""Initial Characterization of Findings,"" and Inspection Manual Chapter 0609, Appendix A, ""The Significance Determination Process for Findings At-Power,"" the inspectors determined that the violation required a detailed risk evaluation because the finding represented a loss of safety function for greater than its technical specification allowed outage time.",36,1752,2161,ML17179A282.txt,U
A senior reactor analyst performed the risk evaluation and determined that the violation was of very low safety significance (Green).,36,2161,2294,ML17179A282.txt,U
"The team determined the finding had a cross-cutting aspect within the human performance area, resources, because leaders did not ensure that personnel, equipment, procedures, and other resources were available and adequate to support nuclear safety.",36,2294,2543,ML17179A282.txt,O
"Specifically, the licensee had approved Station Procedure 2.0.2, ""Conduct of Operations Procedure, Operator Logs and Reports,"" Revision 106, for conducting sealed valve audits without including the fundamental direction to ensure that the sealed valves were in the correct position [H.1].",36,2543,2831,ML17179A282.txt,P
(Section 4O3A),36,2831,2845,ML17179A282.txt,U
3,38,0,1,ML17179A282.txt,U
REPORT DETAILS 4.,40,0,18,ML17179A282.txt,U
OTHER ACTIVITIES,40,18,34,ML17179A282.txt,U
"4OA3 Followup of Events and Notices of Enforcement Discretion (71153) Review of Events Surrounding the Isolation of RHR, Division I, Minimum Flow Piping at Cooper Nuclear Station On October 7, 2016, when lifting a clearance order during an outage, operations personnel failed to reposition the Division I residual heat removal (RHR) minimum flow isolation valves (RHR-V-58 and RHR-V-60) for RHR pumps A and C to the open position prior to reinstalling the valve sealing devices.",42,0,478,ML17179A282.txt,U
"As a result, these minimum flow paths remained isolated until this condition was discovered on February 5, 2017.",42,478,590,ML17179A282.txt,U
"From November 23 to November 29, 2016, operations personnel conducted a sealed valve audit, which failed to identify that these valves were in the incorrect position.",42,590,756,ML17179A282.txt,T
"During a subsequent sealed valve audit, conducted on February 5, 2017, operations personnel identified that these valves were in the incorrect position.",42,756,908,ML17179A282.txt,U
The affected RHR pumps were operated approximately 10 times during the 4-month time period with the minimum flow paths isolated.,42,908,1036,ML17179A282.txt,U
"Management Directive (MD) 8.3, ""NRC Incident Investigation Program,"" was used to evaluate the level of NRC response for this event.",42,1036,1167,ML17179A282.txt,U
"In evaluating the criteria of MD 8.3, it was determined that the event met two of the deterministic criteria.",42,1167,1276,ML17179A282.txt,U
This event potentially led to the loss of a safety function used to mitigate an actual event.,42,1276,1369,ML17179A282.txt,U
"Specifically, it was determined that the Division II RHR was out of service for a total of approximately 71.5 hours during the time period that Division I RHR minimum flow paths were isolated.",42,1369,1561,ML17179A282.txt,U
The condition of having the minimum flow isolation valves closed may have rendered one or more of the RHR system safety functions inoperable for Division I RHR when Division II RHR was unavailable.,42,1561,1758,ML17179A282.txt,U
"Additionally, this event involved questions or concerns pertaining to licensee operational performance.",42,1758,1861,ML17179A282.txt,U
"Specifically, this event raised questions regarding how operations personnel completed the system alignment and how they failed to identify the improperly positioned valves during a subsequent sealed valve audit.",42,1861,2073,ML17179A282.txt,T
The preliminary estimated conditional core damage probability was determined to be 3.5 x 10-6.,42,2073,2167,ML17179A282.txt,U
"Based on the deterministic criteria and risk insights related to the inadvertent isolation of the Division I RHR minimum flow paths, Region IV management determined that the appropriate level of NRC response was to conduct a special inspection.",42,2167,2411,ML17179A282.txt,U
This special inspection was chartered to identify the circumstances surrounding this event and assess the adequacy of the licensee's actions to address the causes of the event.,42,2411,2587,ML17179A282.txt,U
a.,42,2587,2589,ML17179A282.txt,U
Inspection Scope The special inspection team performed data gathering and fact-finding to address the following items from the inspection charter (Attachment 3):,42,2589,2750,ML17179A282.txt,U
4,44,0,1,ML17179A282.txt,U
1,46,0,3,ML17179A282.txt,U
Provide a recommendation to Region IV management as to whether the inspection should be upgraded to an augmented inspection team response.,46,3,141,ML17179A282.txt,U
This recommendation should be provided by the end of the first day on site.,46,141,216,ML17179A282.txt,U
An augmented inspection team was not warranted.,46,216,263,ML17179A282.txt,U
The scope of expertise utilized in the special inspection was adequate to review this event.,46,263,355,ML17179A282.txt,U
2,46,355,357,ML17179A282.txt,U
"Develop a complete sequence of events related to the isolation of the Division I RHR minimum flow paths that was discovered on February 5, 2017.",46,357,501,ML17179A282.txt,U
"The chronology should include plant mode changes; status of emergency core cooling systems (ECCS), as well as RHR shutdown cooling, RHR suppression pool cooling, and RHR containment spray systems; and operation of the affected Division I RHR pumps during the time period that the minimum flow isolation valve misalignment existed.",46,501,831,ML17179A282.txt,U
The following is a chronology of events just prior to the incorrect positioning of the Division I RHR minimum flow manual isolation valves and correction of the errors by the licensee.,46,831,1015,ML17179A282.txt,U
The technical specification aspects of this event will be covered in Item 7 below.,46,1015,1097,ML17179A282.txt,U
"September 28, 2016, 6:20 p.m. Â­ Reactor vessel level was greater than 21 feet above vessel flange and fuel pool gates are removed.",46,1097,1227,ML17179A282.txt,U
"Technical Specification (TS) 3.5.2, ""ECCS Â­ Shutdown,"" is not applicable while in Mode 5 (refueling) with these conditions; therefore, no low pressure emergency core cooling systems are required to be operable (the plant was in this condition from September 28, 2016, at 6:20 p.m. until October 20, 2016, at 7:13 a.m.).",46,1227,1546,ML17179A282.txt,U
"September 29, 2016, at approximately 5:38 p.m. Â­ The Division I RHR subsystem was placed out of service to perform planned maintenance.",46,1546,1681,ML17179A282.txt,U
This required that RHR minimum flow isolation valves RHR-58 and RHR-60 be danger tagged in the closed position.,46,1681,1792,ML17179A282.txt,U
"September 30, 2016, 2:20 p.m. Â­ All four fuel pool cooling (FPC) pumps were in service with three heat exchangers, and the alternate decay heat removal (ADHR) system is in service (the ADHR system adds FPC C and D pumps and an additional heat exchanger).",46,1792,2046,ML17179A282.txt,U
"October 7, 2016, 3:06 p.m. Â­ Reactor vessel was defueled (reactor is in a ""nomode"" condition).",46,2046,2140,ML17179A282.txt,U
All reactor fuel was in the spent fuel pool.,46,2140,2184,ML17179A282.txt,U
"October 7, 2016 Â­ The Division I RHR minimum flow isolation valves (RHR-58 and RHR-60) were authorized to have danger tags removed and sealed open.",46,2184,2331,ML17179A282.txt,U
Danger tags were removed but valves were not opened but seals were installed on the valves.,46,2331,2422,ML17179A282.txt,U
"Additionally, RHR maintenance work was still ongoing, therefore Division I RHR limiting condition for operation (LCO) was not exited until October 20, 2016.",46,2422,2578,ML17179A282.txt,U
"October 17, 2016 Â­ RHR pumps A and C were started for Surveillance Procedure 6.1.RHR.101, ""RHR Test Mode Surveillance Operation,"" Revision 35.",46,2578,2720,ML17179A282.txt,U
This surveillance was performed to support restoring the Division I RHR subsystem to an operable condition.,46,2720,2827,ML17179A282.txt,U
The duration that each pump was run at less,46,2827,2870,ML17179A282.txt,U
5,48,0,1,ML17179A282.txt,U
"than the minimum flow, which is the smallest amount of flow required for pump protection (2731 gallons per minute (gpm)), was:   RHR pump A: 1 minute 50 seconds RHR pump C: 2 minutes 18 seconds.",50,0,195,ML17179A282.txt,U
"October 18, 2016 Â­ RHR pump A was started during Surveillance Procedure 6.1DG.302, ""Undervoltage Logic Functional, Load Shedding, and Sequential Loading Test,"" Revision 86.",52,0,172,ML17179A282.txt,U
RHR pump A ran at less than the minimum required flow for 53 seconds.,52,172,241,ML17179A282.txt,U
"October 19, 2016, 2:35 p.m. Â­ The licensee entered Mode 5, Refueling Mode, and commenced fuel loading to the reactor vessel.",52,241,365,ML17179A282.txt,U
"October 20, 2016, 3:19 a.m. Â­ The licensee declared Division I RHR operable for all modes.",52,365,455,ML17179A282.txt,U
At that time the system was in the low pressure coolant injection (LPCI) lineup.,52,455,535,ML17179A282.txt,U
"Due to the minimum flow valves remaining closed, which prevents a minimum flow path from being available, Division I RHR was actually inoperable.",52,535,680,ML17179A282.txt,U
TS 3.5.2 was not applicable when in Mode 5 with cavity water level greater than 21 feet above the vessel flange and fuel pool gates removed.,52,680,820,ML17179A282.txt,U
TS 3.9.7 is met due to the ADHR system being in operation.,52,820,878,ML17179A282.txt,U
"October 20, 2016 Â­ RHR pump C was started during Surveillance Procedure 6.2DG.302.",52,878,960,ML17179A282.txt,U
RHR pump C ran at less than minimum flow for 13 seconds.,52,960,1016,ML17179A282.txt,U
"October 21, 2016, 1:14 a.m. Â­ The licensee declared Division II RHR inoperable for planned maintenance (core spray (CS) A, CS B operable).",52,1016,1154,ML17179A282.txt,U
TS 3.5.2 was not applicable when in Mode 5 with cavity water level greater than 21 feet above the vessel flange and fuel pool gates removed.,52,1154,1294,ML17179A282.txt,U
TS 3.9.7 was met due to the ADHR system being in operation.,52,1294,1353,ML17179A282.txt,U
"October 21, 2016 Â­ RHR pumps A and C were started for Surveillance Procedure 6.RHR.308, ""RHR Pump and Valve Control Logic Reactor Vessel Pressure Less Than or Equal to 72 psig Functional Test,"" Revision 15.",52,1353,1559,ML17179A282.txt,U
The duration of each pump run at less than the minimum flow was:   RHR pump A: 1 minute 52 seconds RHR pump C: 54 seconds.,52,1559,1681,ML17179A282.txt,U
"October 27, 2016 Â­ RHR pumps A and C were started for Surveillance Procedure 6.RHR.301, ""RHR Initiation and Containment Spray Logic System Functional Test.""",54,0,156,ML17179A282.txt,U
The duration of each pump run at less than the minimum flow was:   RHR pump A: 31 seconds RHR pump C: 34 seconds,54,156,268,ML17179A282.txt,U
"October 28, 2016, 2:58 a.m. Â­ Licensee operations personnel aligned Division I RHR for shutdown cooling (SDC):",56,0,110,ML17179A282.txt,U
6,58,0,1,ML17179A282.txt,U
Â·,60,0,2,ML17179A282.txt,U
"Minimum flow valve RHR-MO-16A (Division I minimum flow motor operated isolation valve) was danger tagged closed and deactivated from October 28, 2016, until November 6, 2016, with exception of one period from November 1, 2016, at 5:30 p.m. until November 2, 2016, at 11:44 p.m.",62,0,277,ML17179A282.txt,U
This was to support a reactor vessel pressure test.,62,277,328,ML17179A282.txt,U
The valve is closed and deactivated per station procedures to prevent a drain down event from the reactor vessel to the suppression pool.,62,328,465,ML17179A282.txt,U
TS 3.5.2 was not applicable when in Mode 5 with reactor cavity water level greater than 21 feet above the vessel flange and fuel pool gates removed.,62,465,613,ML17179A282.txt,U
"Per the TS Bases for TS 3.5.2, LPCI subsystem may be considered operable during alignment and operation for decay heat removal (i.e.",62,613,745,ML17179A282.txt,U
"SDC), if capable of being manually realigned.",62,745,790,ML17179A282.txt,U
Alignment and operation for decay heat removal includes when the required RHR pump is not operating or when the system is realigned from or to the RHR SDC mode.,62,790,950,ML17179A282.txt,U
"If Division I RHR is required for LPCI mode, station procedures allow operations personnel to realign the subsystem from SDC mode to LPCI mode without opening or removing the danger tag from the RHR-MO-16A (Division I minimum flow motor operated isolation valve).",62,950,1213,ML17179A282.txt,U
TS 3.9.7 was met due to the ADHR system in service.,62,1213,1264,ML17179A282.txt,U
Â· Â·,64,0,3,ML17179A282.txt,U
Â·,66,0,1,ML17179A282.txt,U
"October 28, 2016, 8:51 a.m. Â­ Started Division I RHR in SDC mode.",68,0,65,ML17179A282.txt,U
"October 28, 2016, 9:24 a.m. Â­ Secured Division I RHR from SDC.",68,65,127,ML17179A282.txt,U
"October 29, 2016, 2:25 p.m. Â­ Started Division I RHR in SDC mode.",68,127,192,ML17179A282.txt,U
"October 29, 2016, 9:40 p.m. Â­ Secured fuel pool cooling (FPC) pump C (one of two ADHR pumps).",68,192,285,ML17179A282.txt,U
"October 29, 2016, 11:05 p.m. Â­ Secured FPC pump D (second ADHR pump secured, ADHR no longer in service).",68,285,389,ML17179A282.txt,U
Normal FPC system remained in service.,68,389,427,ML17179A282.txt,U
"October 30, 2016, 7:13 a.m. Â­ The licensee installed the fuel pool gates.",68,427,500,ML17179A282.txt,U
"The status of ECCS pumps was as follows: the CS A subsystem was operable, Division I RHR subsystem was operable for the SDC mode of operation, and manual realignment to the LPCI mode was available per station procedures and TS bases for TS 3.5.2.",68,500,746,ML17179A282.txt,U
TS 3.9.7 was met with Division I RHR in SDC operation.,68,746,800,ML17179A282.txt,U
"October 30, 2016, 4:15 p.m. Â­ The licensee secured RHR pump A from SDC mode of operation.",68,800,889,ML17179A282.txt,U
"October 30, 2016, 4:23 p.m. Â­ Operations personnel commenced reactor cavity drain down.",68,889,976,ML17179A282.txt,U
"When reactor cavity level was below 21 ft above the reactor vessel flange, TS 3.9.8, ""RHR Â­ Low Water Level,"" was applicable and met due to having two operable RHR pumps in Division I for SDC and meeting the required actions for TS 3.9.8 Condition C by having a reactor recirculation water pump in operation and monitoring coolant temperature every hour.",68,976,1330,ML17179A282.txt,U
7,70,0,1,ML17179A282.txt,U
"October 30, 2016, 9:10 p.m. Â­ Reactor pressure vessel (RPV) level was lowered by operations personnel to at the flange of the vessel.",72,0,134,ML17179A282.txt,U
"October 30, 2016, 9:40 p.m. Â­ The licensee started Division I RHR in SDC mode.",72,134,212,ML17179A282.txt,U
"October 31, 2016, 6:30 a.m. Â­ RPV head was set in place.",72,212,268,ML17179A282.txt,U
"The vessel head was installed, not tightened, with a breathable foreign material exclusion (FME) barrier on the head vent flange.",72,268,397,ML17179A282.txt,U
"October 31, 2016, 10:23 p.m. Â­ The licensee declared Division II RHR operable.",72,397,475,ML17179A282.txt,U
The current status of ECCS systems is as follows: CS A and Division II RHR are operable.,72,475,563,ML17179A282.txt,U
"The Division I RHR minimum flow valves continue to be closed for SDC operations, and the Division I RHR subsystem remains available for LPCI mode with a manual realignment from SDC mode.",72,563,749,ML17179A282.txt,U
TS 3.9.8 is met due to having two operable RHR pumps in Loop A and B for SDC.,72,749,826,ML17179A282.txt,U
"November 1, 2016, 4:46 a.m. Â­ The RPV head is tensioned and the licensee entered Mode 4, Cold Shutdown.",72,826,929,ML17179A282.txt,U
"TS 3.5.2 is now met with the following two operable low pressure ECCS subsystems available: Division II RHR and CS A. November 1, 2016, 11:36 a.m. Â­ The RPV head vent piping is installed piping installed with the RPV head vent valves open prior to installation, per procedure.",72,929,1205,ML17179A282.txt,U
The RPV head vent path maintained during entire evolution.,72,1205,1263,ML17179A282.txt,U
"November 1, 2016, 5:12 p.m. Â­ The licensee secured Division I RHR from the SDC mode of operation.",72,1263,1360,ML17179A282.txt,U
"November 1, 2016, 5:30 p.m. Â­ The clearance on the RHR motor operated minimum flow valve, RHR-MO-16A, is temporarily removed to place RHR in the LPCI lineup for RPV pressure test.",72,1360,1539,ML17179A282.txt,U
TS 3.5.2 is met with the following two operable low pressure ECCS subsystems available: CS A and Division II RHR subsystems.,72,1539,1663,ML17179A282.txt,U
"November 1, 2016, 10:41 p.m. Â­ RPV head vent valves are closed for the RPV pressure test.",72,1663,1752,ML17179A282.txt,U
"November 2, 2016, 11:44 p.m. Â­ The motor operated minimum flow valve, RHR-MO-16A, is closed and deactivated to return Division I RHR to a SDC lineup.",72,1752,1901,ML17179A282.txt,U
TS 3.5.2 is met with CS A and Division II RHR subsystems operable.,72,1901,1967,ML17179A282.txt,U
Division I RHR is available for manual realignment to LPCI mode.,72,1967,2031,ML17179A282.txt,U
"November 3, 2016, 3:15 a.m. Â­ The licensee started Division I RHR in the SDC mode of operation.",72,2031,2126,ML17179A282.txt,U
"November 3, 2016, 6:20 a.m. Â­ Reactor coolant temperature is less than 212 degrees Fahrenheit and RPV head vents are opened, restoring the plant to Mode 4 from the RPV pressure test.",72,2126,2308,ML17179A282.txt,U
"November 3, 2016, 9:40 p.m. Â­ Operations staff declared CS B subsystem operable.",72,2308,2388,ML17179A282.txt,U
"TS 3.5.2 is met with CS A, CS B, and RHR Loop B operable.",72,2388,2445,ML17179A282.txt,U
Division I RHR is available for manual realignment to LPCI mode.,72,2445,2509,ML17179A282.txt,U
8,74,0,1,ML17179A282.txt,U
"November 5, 2016, 3:24 p.m. Â­ The licensee secured Division I RHR from SDC.",76,0,76,ML17179A282.txt,U
"November 5, 2016, 5:22 p.m. Â­ The licensee started Division I RHR in SDC mode.",76,76,154,ML17179A282.txt,U
"November 5, 2016, 9:53 p.m. Â­ Operations staff declared the service water system and RHR service water B operable in order to support RHR TS requirements for Modes 1, 2, 3.",76,154,326,ML17179A282.txt,U
"November 6, 2016, 4:56 p.m. Â­ The licensee secured Division I RHR from SDC for reactor startup.",76,326,421,ML17179A282.txt,U
"Division I RHR is now inoperable due to the closed minimum flow valves, RHR-58 and RHR-60, for TS 3.5.1, ""ECCS Â­ Operating"".",76,421,545,ML17179A282.txt,U
"This condition will last until February 5, 2017, at 8:02 a.m. November 6, 2016, 7:13 p.m. Â­ Licensee enters Mode 2, Reactor Startup.",76,545,677,ML17179A282.txt,U
"November 7, 2016 Â­ RHR pump A was started in suppression pool cooling (SPC) mode for 150 psig startup testing of high pressure coolant injection (HPCI) and reactor core isolation cooling (RCIC) systems.",76,677,879,ML17179A282.txt,U
The duration that the pump ran at less than the minimum flow was 1 minute and 58 seconds.,76,879,968,ML17179A282.txt,U
"November 8, 2016 Â­ RHR pump A was started in SPC mode for 1000 psig startup testing of the RCIC system.",76,968,1071,ML17179A282.txt,U
The duration that the pump ran at less than the minimum flow was 1 minute and 4 seconds.,76,1071,1159,ML17179A282.txt,U
"November 8, 2016 Â­ RHR pump A was started in SPC mode for 1000 psig startup testing of the HPCI system, the automatic depressurization system (ADS), and the RCIC system.",76,1159,1328,ML17179A282.txt,U
The duration that the pump ran at less than the minimum flow was 1 minute and 7 seconds.,76,1328,1416,ML17179A282.txt,U
"November 26, 2016 Â­ RHR pump A was started in SPC mode for torus water transfer.",76,1416,1496,ML17179A282.txt,U
The duration that the pump ran at less than the minimum flow was 1 minute and 6 seconds.,76,1496,1584,ML17179A282.txt,U
"December 1, 2016 Â­ RHR pumps A and C were started for Surveillance Procedure 6.1.RHR.101, ""RHR Test Mode Surveillance Operation,"" Revision 35.",76,1584,1726,ML17179A282.txt,U
The duration that each pump ran at less than the minimum flow was: Â· Â· RHR pump A: 1 minute 36 seconds RHR pump C: 1 minute 38 seconds.,76,1726,1861,ML17179A282.txt,U
"December 10, 2016 Â­ RHR pump A was started in SPC mode for torus water transfer.",78,0,80,ML17179A282.txt,U
