label_SALLY,text,line,start_pos,end_pos,file
U,"In accordance with 10 CFR 2.390 of the NRC's ""Rules of Practice,"" a copy of this letter, its enclosure, and your response (if any) will be available electronically for public inspection in the NRC Public Document Room or from the Publicly Available Records (PARS) component of NRC's document system (ADAMS).",13,716,1023,ML072260460.txt
U,ADAMS is accessible from the NRC Web site at http://www.nrc.gov/reading-rm/adams.html (the Public Electronic Reading Room).,13,1023,1146,ML072260460.txt
U,"Sincerely, /RA/ Arthur L. Burritt, Chief Projects Branch 3 Division of Reactor Projects Docket Nos: 50-272; 50-311 License Nos: DPR-70; DPR-75 Enclosures: 1.",13,1146,1303,ML072260460.txt
U,Notice of Violation 2.,13,1303,1325,ML072260460.txt
U,"Inspection Report 05000272/2007003 and 05000311/2007003 w/attachment: Supplemental Information cc w/encl: T. Joyce, Senior Vice President - Salem and Hope Creek R. Braun, Site Vice President - Salem G. Gellrich, Salem Plant Manager B. Clark, Director of Finance K. Chamblis, Director of Nuclear Oversight J. Keenan, General Solicitor, PSEG M. Wetterhahn, Esquire, Winston and Strawn, LLP L. Peterson, Chief of Police and Emergency Management Coordinator P. Mulligan, Acting-Manager, NJ Bureau of Nuclear Engineering P. Baldauf, Assistant Director, NJ Radiation Protection Programs H. Otto, Ph.D., Administrator, DE Interagency Programs, DNREC Div of Water Resources, Consumer Advocate, Office of Consumer Advocate, Commonwealth of Pennsylvania N. Cohen, Coordinator - Unplug Salem Campaign E. Zobian, Coordinator - Jersey Shore Anti Nuclear Alliance",13,1325,2174,ML072260460.txt
U,"W. Levis Distribution w/encl: S. Collins, RA M. Dapas, DRA D. Lew, DRP J. Clifford, DRP A. Burritt, DRP C. Khan, DRP L. Cline, DRP D. Schroeder, DRP, Senior Resident Inspector H. Balian, DRP, Resident Inspector K. Venuto, DRP, Resident OA R. Laufer, RI OEDO J. Lubinski, NRR H. Chernoff, NRR R. Ennis, NRR, PM J. Shea, NRR, Backup D. Collins, NRR S. Bailey, NRR T. Valentine, NRR ROPreports@nrc.gov Region I Docket Room (with concurrences)",15,0,440,ML072260460.txt
U,3,17,0,1,ML072260460.txt
U,"DOCUMENT NAME: C:\FileNet\ML072260460.wpd ML072260460 SUNSI Review Complete: LMC (Reviewer's Initials) After declaring this document ""An Official Agency Record"" it will be released to the Public.",19,0,195,ML072260460.txt
U,"To receive a copy of this document, indicate in the box: ""C"" = Copy without attachment/enclosure ""E"" = Copy with attachment/enclosure ""N"" = No copy",20,0,147,ML072260460.txt
U,OFFICE RI/DRP NAME Dschroeder/LC for DATE 08/13/07,22,0,50,ML072260460.txt
U,RI/DRP LCline/LC 08/13/07,24,0,25,ML072260460.txt
U,RI/DRP ABurritt/ALB 08/13/07,26,0,28,ML072260460.txt
U,RI/ORA RSummers/RS 08/14/07,28,0,27,ML072260460.txt
U,OFFICIAL RECORD COPY,30,0,20,ML072260460.txt
U,"NOTICE OF VIOLATION PSEG Nuclear LLC Salem Nuclear Generating Station, Unit No.",32,0,80,ML072260460.txt
U,2 Docket No.,32,80,92,ML072260460.txt
U,50-311 License No.,32,92,110,ML072260460.txt
U,DPR-75 EA-07-149,32,110,126,ML072260460.txt
U,"During an NRC inspection conducted between April 2, 2007, and April 27, 2007, a violation of NRC requirements was identified.",34,0,125,ML072260460.txt
O,"In accordance with the NRC Enforcement Policy, the violation is listed below: 10 CFR 50.55a(g)(5)(iv) states in part that where an examination requirement by the code or addenda is determined to be impractical by the licensee and is not included in the revised inservice inspection (ISI) program as permitted by paragraph (g)(4) of this section, the basis for this determination must be demonstrated to the satisfaction of the Commission not later than 12 months after the expiration of the initial 120-month period of operation from start of facility commercial operation and each subsequent 120-month period of operation during which the examination is determined to be impractical.",34,125,809,ML072260460.txt
U,"10 CFR 50.55a(g)(5)(iii) states in part that if the licensee has determined that conformance with certain code requirements is impractical for its facility, the licensee shall notify the Commission and submit, as specified in Section 50.4, information to support the determinations.",34,809,1091,ML072260460.txt
O,"Contrary to the above, PSEG Nuclear LLC determined that conformance with the code requirement for 100% inspection of 69 Class 1 welds and 29 Class 2 welds at Salem Nuclear Generating Station, Unit 2, during ISI interval 2 (May 10, 1992 - November 23, 2003), was impractical, however, (1) the basis for the termination was not demonstrated to the satisfaction of the Commission within 12 months after the expiration of ISI interval 2; and, (2) while PSEG notified the Commission of its determination on March 21, 2006, 28 months after the end of ISI interval 2, it did not submit the information necessary to support the determinations.",34,1091,1726,ML072260460.txt
U,This is a Severity Level IV violation (Supplement I).,34,1726,1779,ML072260460.txt
U,"Pursuant to the provisions of 10 CFR 2.201, PSEG Nuclear LLC is hereby required to submit a written statement or explanation to the U.S. Nuclear Regulatory Commission, ATTN: Document Control Desk, Washington, DC 20555-0001 with a copy to the Regional Administrator, Region I, and a copy to the NRC Resident Inspector at the facility that is the subject of this Notice, within 30 days of the date of the letter transmitting this Notice of Violation (Notice).",34,1779,2236,ML072260460.txt
U,"This reply should be clearly marked as a ""Reply to a Notice of Violation EA-07-149"" and should include: (1) the reason for the violation, or, if contested, the basis for disputing the violation or severity level; (2) the corrective steps that have been taken and the results achieved; (3) the corrective steps that will be taken to avoid further violations; and (4) the date when full compliance will be achieved.",34,2236,2649,ML072260460.txt
U,Enclosure 1,36,0,11,ML072260460.txt
U,5,38,0,2,ML072260460.txt
U,"Your response may reference or include previous docketed correspondence, if the correspondence adequately addresses the required response.",39,0,138,ML072260460.txt
U,"If an adequate reply is not received within the time specified in this Notice, an order or a Demand for Information may be issued as to why the license should not be modified, suspended, or revoked, or why such other action as may be proper should not be taken.",39,138,399,ML072260460.txt
U,"Where good cause is shown, consideration will be given to extending the response time.",39,399,485,ML072260460.txt
U,"If you contest this enforcement action, you should also provide a copy of your response, with the basis for your denial, to the Director, Office of Enforcement, United States Nuclear Regulatory Commission, Washington, DC 20555-0001.",39,485,717,ML072260460.txt
U,"Because your response will be made available electronically for public inspection in the NRC Public Document Room or from the NRC's document system (ADAMS), accessible from the NRC Web site at http://www.nrc.gov/reading-rm/adams.html, to the extent possible, it should not include any personal privacy, proprietary, or safeguards information so that it can be made available to the public without redaction.",39,717,1124,ML072260460.txt
U,"If personal privacy or proprietary information is necessary to provide an acceptable response, then please provide a bracketed copy of your response that identifies the information that should be protected and a redacted copy of your response that deletes such information.",39,1124,1397,ML072260460.txt
U,"If you request withholding of such material, you must specifically identify the portions of your response that you seek to have withheld and provide in detail the bases for your claim of withholding (e.g., explain why the disclosure of information will create an unwarranted invasion of personal privacy or provide the information required by 10 CFR 2.390(b) to support a request for withholding confidential commercial or financial information).",39,1397,1843,ML072260460.txt
U,"If safeguards information is necessary to provide an acceptable response, please provide the level of protection described in 10 CFR 73.21.",39,1843,1982,ML072260460.txt
U,"In accordance with 10 CFR 19.11, you may be required to post this Notice within two working days.",39,1982,2079,ML072260460.txt
U,Dated this 14TH day of August 2007,41,0,34,ML072260460.txt
U,Enclosure 1,43,0,11,ML072260460.txt
U,"U.S. NUCLEAR REGULATORY COMMISSION REGION I Docket Nos: License Nos: Report No: Licensee: Facility: Location: 50-272, 50-311 DPR-70, DPR-75 05000272/2007003 and 05000311/2007003 PSEG Nuclear LLC (PSEG) Salem Nuclear Generating Station, Unit Nos.",45,0,246,ML072260460.txt
U,1 and 2 P.O.,45,246,258,ML072260460.txt
U,"Box 236 Hancocks Bridge, NJ 08038 April 1, 2007 through June 30, 2007 D. L. Schroeder, Senior Resident Inspector H. Balian, Resident Inspector J. G. Schoppy, Jr., Senior Reactor Inspector J. T. Furia, Senior Health Physicist M. Patel, Reactor Engineer A. Patel, Reactor Engineer A. Ziedonis, Reactor Inspector T. L. O'Hara, Reactor Inspector M. Snell, Reactor Inspector G. Ottenberg, Reactor Inspector Arthur L. Burritt, Chief Projects Branch 3 Division of Reactor Projects",45,258,731,ML072260460.txt
U,Dates: Inspectors:,47,0,18,ML072260460.txt
U,Approved By:,49,0,12,ML072260460.txt
U,TABLE OF CONTENTS SUMMARY OF FINDINGS .,51,0,40,ML072260460.txt
U,.,51,40,41,ML072260460.txt
U,.,51,41,42,ML072260460.txt
U,.,51,42,43,ML072260460.txt
U,.,51,43,44,ML072260460.txt
U,.,51,44,45,ML072260460.txt
U,.,51,45,46,ML072260460.txt
U,.,51,46,47,ML072260460.txt
U,.,51,47,48,ML072260460.txt
U,.,51,48,49,ML072260460.txt
U,.,51,49,50,ML072260460.txt
U,.,51,50,51,ML072260460.txt
U,.,51,51,52,ML072260460.txt
U,.,51,52,53,ML072260460.txt
U,.,51,53,54,ML072260460.txt
U,.,51,54,55,ML072260460.txt
U,.,51,55,56,ML072260460.txt
U,.,51,56,57,ML072260460.txt
U,.,51,57,58,ML072260460.txt
U,.,51,58,59,ML072260460.txt
U,.,51,59,60,ML072260460.txt
U,.,51,60,61,ML072260460.txt
U,.,51,61,62,ML072260460.txt
U,.,51,62,63,ML072260460.txt
U,.,51,63,64,ML072260460.txt
U,.,51,64,65,ML072260460.txt
U,.,51,65,66,ML072260460.txt
U,.,51,66,67,ML072260460.txt
U,.,51,67,68,ML072260460.txt
U,.,51,68,69,ML072260460.txt
U,.,51,69,70,ML072260460.txt
U,.,51,70,71,ML072260460.txt
U,.,51,71,72,ML072260460.txt
U,.,51,72,73,ML072260460.txt
U,.,51,73,74,ML072260460.txt
U,.,51,74,75,ML072260460.txt
U,.,51,75,76,ML072260460.txt
U,.,51,76,77,ML072260460.txt
U,.,51,77,78,ML072260460.txt
U,.,51,78,79,ML072260460.txt
U,.,51,79,80,ML072260460.txt
U,.,51,80,81,ML072260460.txt
U,.,51,81,82,ML072260460.txt
U,.,51,82,83,ML072260460.txt
U,.,51,83,84,ML072260460.txt
U,.,51,84,85,ML072260460.txt
U,.,51,85,86,ML072260460.txt
U,.,51,86,87,ML072260460.txt
U,.,51,87,88,ML072260460.txt
U,.,51,88,89,ML072260460.txt
U,.,51,89,90,ML072260460.txt
U,iii REPORT DETAILS .,51,90,110,ML072260460.txt
U,.,51,110,111,ML072260460.txt
U,.,51,111,112,ML072260460.txt
U,.,51,112,113,ML072260460.txt
U,.,51,113,114,ML072260460.txt
U,.,51,114,115,ML072260460.txt
U,.,51,115,116,ML072260460.txt
U,.,51,116,117,ML072260460.txt
U,.,51,117,118,ML072260460.txt
U,.,51,118,119,ML072260460.txt
U,.,51,119,120,ML072260460.txt
U,.,51,120,121,ML072260460.txt
U,.,51,121,122,ML072260460.txt
U,.,51,122,123,ML072260460.txt
U,.,51,123,124,ML072260460.txt
U,.,51,124,125,ML072260460.txt
U,.,51,125,126,ML072260460.txt
U,.,51,126,127,ML072260460.txt
U,.,51,127,128,ML072260460.txt
U,.,51,128,129,ML072260460.txt
U,.,51,129,130,ML072260460.txt
U,.,51,130,131,ML072260460.txt
U,.,51,131,132,ML072260460.txt
U,.,51,132,133,ML072260460.txt
U,.,51,133,134,ML072260460.txt
U,.,51,134,135,ML072260460.txt
U,.,51,135,136,ML072260460.txt
U,.,51,136,137,ML072260460.txt
U,.,51,137,138,ML072260460.txt
U,.,51,138,139,ML072260460.txt
U,.,51,139,140,ML072260460.txt
U,.,51,140,141,ML072260460.txt
U,.,51,141,142,ML072260460.txt
U,.,51,142,143,ML072260460.txt
U,.,51,143,144,ML072260460.txt
U,.,51,144,145,ML072260460.txt
U,.,51,145,146,ML072260460.txt
U,.,51,146,147,ML072260460.txt
U,.,51,147,148,ML072260460.txt
U,.,51,148,149,ML072260460.txt
U,.,51,149,150,ML072260460.txt
U,.,51,150,151,ML072260460.txt
U,.,51,151,152,ML072260460.txt
U,.,51,152,153,ML072260460.txt
U,.,51,153,154,ML072260460.txt
U,.,51,154,155,ML072260460.txt
U,.,51,155,156,ML072260460.txt
U,.,51,156,157,ML072260460.txt
U,.,51,157,158,ML072260460.txt
U,.,51,158,159,ML072260460.txt
U,.,51,159,160,ML072260460.txt
U,.,51,160,161,ML072260460.txt
U,.,51,161,162,ML072260460.txt
U,.,51,162,163,ML072260460.txt
U,.,51,163,164,ML072260460.txt
U,.,51,164,165,ML072260460.txt
U,.,51,165,166,ML072260460.txt
U,.,51,166,167,ML072260460.txt
U,1 REACTOR SAFETY .,51,167,185,ML072260460.txt
U,.,51,185,186,ML072260460.txt
U,.,51,186,187,ML072260460.txt
U,.,51,187,188,ML072260460.txt
U,.,51,188,189,ML072260460.txt
U,.,51,189,190,ML072260460.txt
U,.,51,190,191,ML072260460.txt
U,.,51,191,192,ML072260460.txt
U,.,51,192,193,ML072260460.txt
U,.,51,193,194,ML072260460.txt
U,.,51,194,195,ML072260460.txt
U,.,51,195,196,ML072260460.txt
U,.,51,196,197,ML072260460.txt
U,.,51,197,198,ML072260460.txt
U,.,51,198,199,ML072260460.txt
U,.,51,199,200,ML072260460.txt
U,.,51,200,201,ML072260460.txt
U,.,51,201,202,ML072260460.txt
U,.,51,202,203,ML072260460.txt
U,.,51,203,204,ML072260460.txt
U,.,51,204,205,ML072260460.txt
U,.,51,205,206,ML072260460.txt
U,.,51,206,207,ML072260460.txt
U,.,51,207,208,ML072260460.txt
U,.,51,208,209,ML072260460.txt
U,.,51,209,210,ML072260460.txt
U,.,51,210,211,ML072260460.txt
U,.,51,211,212,ML072260460.txt
U,.,51,212,213,ML072260460.txt
U,.,51,213,214,ML072260460.txt
U,.,51,214,215,ML072260460.txt
U,.,51,215,216,ML072260460.txt
U,.,51,216,217,ML072260460.txt
U,.,51,217,218,ML072260460.txt
U,.,51,218,219,ML072260460.txt
U,.,51,219,220,ML072260460.txt
U,.,51,220,221,ML072260460.txt
U,.,51,221,222,ML072260460.txt
U,.,51,222,223,ML072260460.txt
U,.,51,223,224,ML072260460.txt
U,.,51,224,225,ML072260460.txt
U,.,51,225,226,ML072260460.txt
U,.,51,226,227,ML072260460.txt
U,.,51,227,228,ML072260460.txt
U,.,51,228,229,ML072260460.txt
U,.,51,229,230,ML072260460.txt
U,.,51,230,231,ML072260460.txt
U,.,51,231,232,ML072260460.txt
U,.,51,232,233,ML072260460.txt
U,.,51,233,234,ML072260460.txt
U,.,51,234,235,ML072260460.txt
U,.,51,235,236,ML072260460.txt
U,.,51,236,237,ML072260460.txt
U,.,51,237,238,ML072260460.txt
U,.,51,238,239,ML072260460.txt
U,.,51,239,240,ML072260460.txt
U,.,51,240,241,ML072260460.txt
U,1 1R01 Adverse Weather Protection .,51,241,276,ML072260460.txt
U,.,51,276,277,ML072260460.txt
U,.,51,277,278,ML072260460.txt
U,.,51,278,279,ML072260460.txt
U,.,51,279,280,ML072260460.txt
U,.,51,280,281,ML072260460.txt
U,.,51,281,282,ML072260460.txt
U,.,51,282,283,ML072260460.txt
U,.,51,283,284,ML072260460.txt
U,.,51,284,285,ML072260460.txt
U,.,51,285,286,ML072260460.txt
U,.,51,286,287,ML072260460.txt
U,.,51,287,288,ML072260460.txt
U,.,51,288,289,ML072260460.txt
U,.,51,289,290,ML072260460.txt
U,.,51,290,291,ML072260460.txt
U,.,51,291,292,ML072260460.txt
U,.,51,292,293,ML072260460.txt
U,.,51,293,294,ML072260460.txt
U,.,51,294,295,ML072260460.txt
U,.,51,295,296,ML072260460.txt
U,.,51,296,297,ML072260460.txt
U,.,51,297,298,ML072260460.txt
U,.,51,298,299,ML072260460.txt
U,.,51,299,300,ML072260460.txt
U,.,51,300,301,ML072260460.txt
U,.,51,301,302,ML072260460.txt
U,.,51,302,303,ML072260460.txt
U,.,51,303,304,ML072260460.txt
U,.,51,304,305,ML072260460.txt
U,.,51,305,306,ML072260460.txt
U,.,51,306,307,ML072260460.txt
U,.,51,307,308,ML072260460.txt
U,.,51,308,309,ML072260460.txt
U,.,51,309,310,ML072260460.txt
U,.,51,310,311,ML072260460.txt
U,.,51,311,312,ML072260460.txt
U,.,51,312,313,ML072260460.txt
U,.,51,313,314,ML072260460.txt
U,1 1R04 Equipment Alignment .,51,314,342,ML072260460.txt
U,.,51,342,343,ML072260460.txt
U,.,51,343,344,ML072260460.txt
U,.,51,344,345,ML072260460.txt
U,.,51,345,346,ML072260460.txt
U,.,51,346,347,ML072260460.txt
U,.,51,347,348,ML072260460.txt
U,.,51,348,349,ML072260460.txt
U,.,51,349,350,ML072260460.txt
U,.,51,350,351,ML072260460.txt
U,.,51,351,352,ML072260460.txt
U,.,51,352,353,ML072260460.txt
U,.,51,353,354,ML072260460.txt
U,.,51,354,355,ML072260460.txt
U,.,51,355,356,ML072260460.txt
U,.,51,356,357,ML072260460.txt
U,.,51,357,358,ML072260460.txt
U,.,51,358,359,ML072260460.txt
U,.,51,359,360,ML072260460.txt
U,.,51,360,361,ML072260460.txt
U,.,51,361,362,ML072260460.txt
U,.,51,362,363,ML072260460.txt
U,.,51,363,364,ML072260460.txt
U,.,51,364,365,ML072260460.txt
U,.,51,365,366,ML072260460.txt
U,.,51,366,367,ML072260460.txt
U,.,51,367,368,ML072260460.txt
U,.,51,368,369,ML072260460.txt
U,.,51,369,370,ML072260460.txt
U,.,51,370,371,ML072260460.txt
U,.,51,371,372,ML072260460.txt
U,.,51,372,373,ML072260460.txt
U,.,51,373,374,ML072260460.txt
U,.,51,374,375,ML072260460.txt
U,.,51,375,376,ML072260460.txt
U,.,51,376,377,ML072260460.txt
U,.,51,377,378,ML072260460.txt
U,.,51,378,379,ML072260460.txt
U,.,51,379,380,ML072260460.txt
U,.,51,380,381,ML072260460.txt
U,.,51,381,382,ML072260460.txt
U,.,51,382,383,ML072260460.txt
U,.,51,383,384,ML072260460.txt
U,.,51,384,385,ML072260460.txt
U,.,51,385,386,ML072260460.txt
U,1 1R05 Fire Protection .,51,386,410,ML072260460.txt
U,.,51,410,411,ML072260460.txt
U,.,51,411,412,ML072260460.txt
U,.,51,412,413,ML072260460.txt
U,.,51,413,414,ML072260460.txt
U,.,51,414,415,ML072260460.txt
U,.,51,415,416,ML072260460.txt
U,.,51,416,417,ML072260460.txt
U,.,51,417,418,ML072260460.txt
U,.,51,418,419,ML072260460.txt
U,.,51,419,420,ML072260460.txt
U,.,51,420,421,ML072260460.txt
U,.,51,421,422,ML072260460.txt
U,.,51,422,423,ML072260460.txt
U,.,51,423,424,ML072260460.txt
U,.,51,424,425,ML072260460.txt
U,.,51,425,426,ML072260460.txt
U,.,51,426,427,ML072260460.txt
U,.,51,427,428,ML072260460.txt
U,.,51,428,429,ML072260460.txt
U,.,51,429,430,ML072260460.txt
U,.,51,430,431,ML072260460.txt
U,.,51,431,432,ML072260460.txt
U,.,51,432,433,ML072260460.txt
U,.,51,433,434,ML072260460.txt
U,.,51,434,435,ML072260460.txt
U,.,51,435,436,ML072260460.txt
U,.,51,436,437,ML072260460.txt
U,.,51,437,438,ML072260460.txt
U,.,51,438,439,ML072260460.txt
U,.,51,439,440,ML072260460.txt
U,.,51,440,441,ML072260460.txt
U,.,51,441,442,ML072260460.txt
U,.,51,442,443,ML072260460.txt
U,.,51,443,444,ML072260460.txt
U,.,51,444,445,ML072260460.txt
U,.,51,445,446,ML072260460.txt
U,.,51,446,447,ML072260460.txt
U,.,51,447,448,ML072260460.txt
U,.,51,448,449,ML072260460.txt
U,.,51,449,450,ML072260460.txt
U,.,51,450,451,ML072260460.txt
U,.,51,451,452,ML072260460.txt
U,.,51,452,453,ML072260460.txt
U,.,51,453,454,ML072260460.txt
U,.,51,454,455,ML072260460.txt
U,.,51,455,456,ML072260460.txt
U,.,51,456,457,ML072260460.txt
U,.,51,457,458,ML072260460.txt
U,2 1R06 Flood Protection Measures .,51,458,492,ML072260460.txt
U,.,51,492,493,ML072260460.txt
U,.,51,493,494,ML072260460.txt
U,.,51,494,495,ML072260460.txt
U,.,51,495,496,ML072260460.txt
U,.,51,496,497,ML072260460.txt
U,.,51,497,498,ML072260460.txt
U,.,51,498,499,ML072260460.txt
U,.,51,499,500,ML072260460.txt
U,.,51,500,501,ML072260460.txt
U,.,51,501,502,ML072260460.txt
U,.,51,502,503,ML072260460.txt
U,.,51,503,504,ML072260460.txt
U,.,51,504,505,ML072260460.txt
U,.,51,505,506,ML072260460.txt
U,.,51,506,507,ML072260460.txt
U,.,51,507,508,ML072260460.txt
U,.,51,508,509,ML072260460.txt
U,.,51,509,510,ML072260460.txt
U,.,51,510,511,ML072260460.txt
U,.,51,511,512,ML072260460.txt
U,.,51,512,513,ML072260460.txt
U,.,51,513,514,ML072260460.txt
U,.,51,514,515,ML072260460.txt
U,.,51,515,516,ML072260460.txt
U,.,51,516,517,ML072260460.txt
U,.,51,517,518,ML072260460.txt
U,.,51,518,519,ML072260460.txt
U,.,51,519,520,ML072260460.txt
U,.,51,520,521,ML072260460.txt
U,.,51,521,522,ML072260460.txt
U,.,51,522,523,ML072260460.txt
U,.,51,523,524,ML072260460.txt
U,.,51,524,525,ML072260460.txt
U,.,51,525,526,ML072260460.txt
U,.,51,526,527,ML072260460.txt
U,.,51,527,528,ML072260460.txt
U,.,51,528,529,ML072260460.txt
U,.,51,529,530,ML072260460.txt
U,.,51,530,531,ML072260460.txt
U,3 1R07 Heat Sink Performance .,51,531,561,ML072260460.txt
U,.,51,561,562,ML072260460.txt
U,.,51,562,563,ML072260460.txt
U,.,51,563,564,ML072260460.txt
U,.,51,564,565,ML072260460.txt
U,.,51,565,566,ML072260460.txt
U,.,51,566,567,ML072260460.txt
U,.,51,567,568,ML072260460.txt
U,.,51,568,569,ML072260460.txt
U,.,51,569,570,ML072260460.txt
U,.,51,570,571,ML072260460.txt
U,.,51,571,572,ML072260460.txt
U,.,51,572,573,ML072260460.txt
U,.,51,573,574,ML072260460.txt
U,.,51,574,575,ML072260460.txt
U,.,51,575,576,ML072260460.txt
U,.,51,576,577,ML072260460.txt
U,.,51,577,578,ML072260460.txt
U,.,51,578,579,ML072260460.txt
U,.,51,579,580,ML072260460.txt
U,.,51,580,581,ML072260460.txt
U,.,51,581,582,ML072260460.txt
U,.,51,582,583,ML072260460.txt
U,.,51,583,584,ML072260460.txt
U,.,51,584,585,ML072260460.txt
U,.,51,585,586,ML072260460.txt
U,.,51,586,587,ML072260460.txt
U,.,51,587,588,ML072260460.txt
U,.,51,588,589,ML072260460.txt
U,.,51,589,590,ML072260460.txt
U,.,51,590,591,ML072260460.txt
U,.,51,591,592,ML072260460.txt
U,.,51,592,593,ML072260460.txt
U,.,51,593,594,ML072260460.txt
U,.,51,594,595,ML072260460.txt
U,.,51,595,596,ML072260460.txt
U,.,51,596,597,ML072260460.txt
U,.,51,597,598,ML072260460.txt
U,.,51,598,599,ML072260460.txt
U,.,51,599,600,ML072260460.txt
U,.,51,600,601,ML072260460.txt
U,.,51,601,602,ML072260460.txt
U,.,51,602,603,ML072260460.txt
U,3 1R08 Inservice Inspection Activities .,51,603,643,ML072260460.txt
U,.,51,643,644,ML072260460.txt
U,.,51,644,645,ML072260460.txt
U,.,51,645,646,ML072260460.txt
U,.,51,646,647,ML072260460.txt
U,.,51,647,648,ML072260460.txt
U,.,51,648,649,ML072260460.txt
U,.,51,649,650,ML072260460.txt
U,.,51,650,651,ML072260460.txt
U,.,51,651,652,ML072260460.txt
U,.,51,652,653,ML072260460.txt
U,.,51,653,654,ML072260460.txt
U,.,51,654,655,ML072260460.txt
U,.,51,655,656,ML072260460.txt
U,.,51,656,657,ML072260460.txt
U,.,51,657,658,ML072260460.txt
U,.,51,658,659,ML072260460.txt
U,.,51,659,660,ML072260460.txt
U,.,51,660,661,ML072260460.txt
U,.,51,661,662,ML072260460.txt
U,.,51,662,663,ML072260460.txt
U,.,51,663,664,ML072260460.txt
U,.,51,664,665,ML072260460.txt
U,.,51,665,666,ML072260460.txt
U,.,51,666,667,ML072260460.txt
U,.,51,667,668,ML072260460.txt
U,.,51,668,669,ML072260460.txt
U,.,51,669,670,ML072260460.txt
U,.,51,670,671,ML072260460.txt
U,.,51,671,672,ML072260460.txt
U,.,51,672,673,ML072260460.txt
U,.,51,673,674,ML072260460.txt
U,.,51,674,675,ML072260460.txt
U,.,51,675,676,ML072260460.txt
U,.,51,676,677,ML072260460.txt
U,.,51,677,678,ML072260460.txt
U,.,51,678,679,ML072260460.txt
U,.,51,679,680,ML072260460.txt
U,4 1R11 Licensed Operator Requalification Program .,51,680,730,ML072260460.txt
U,.,51,730,731,ML072260460.txt
U,.,51,731,732,ML072260460.txt
U,.,51,732,733,ML072260460.txt
U,.,51,733,734,ML072260460.txt
U,.,51,734,735,ML072260460.txt
U,.,51,735,736,ML072260460.txt
U,.,51,736,737,ML072260460.txt
