,text,line,start_pos,end_pos,file,Y,Predicted_Values
1041,"['the', 'licensee', 'did', 'not', 'properly', 'evaluate', 'and', 'manage', 'uncertain', 'conditions', 'associated', 'with', 'the', 'ventilation', 'system', 'and', 'impacts', 'on', 'ts', 'ssc', 'operability', 'prior', 'to', 'proceeding', 'with', 'declaration', 'of', 'full']",25,3355,3572,ML15313A275.txt,O,O
1182,"['failure', 'to', 'determine', 'compensatory', 'measures', 'the', 'inspectors', 'identified', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'with', 'two', 'and', 'an', 'associated', 'ncv', 'of', 'cfr', 'appendix', 'criterion', 'and', 'for', 'the', 'failure', 'to', 'accomplish', 'the', 'requirements', 'of', 'procedure']",107,0,388,ML15313A275.txt,P,O
1215,"['the', 'use', 'of', 'engineering', 'judgment', 'in', 'pods', 'there', 'were', 'inconsistencies', 'in', 'the', 'level', 'of', 'documented', 'bases', 'for', 'the', 'use', 'of', 'engineering']",111,2621,2775,ML15313A275.txt,T,O
1220,"['the', 'inspectors', 'determined', 'that', 'the', 'failure', 'to', 'accomplish', 'the', 'requirements', 'of', 'procedure', 'revision', 'to', 'properly', 'determine', 'compensatory', 'measures', 'for', 'operable', 'but', 'degraded', 'and', 'operable', 'but', 'conditions', 'was', 'performance']",119,0,319,ML15313A275.txt,P,P
1226,"['the', 'inspectors', 'determined', 'that', 'the', 'performance', 'characteristic', 'of', 'the', 'finding', 'that', 'was', 'the', 'most', 'significant', 'causal', 'factor', 'for', 'the', 'performance', 'deficiency', 'was', 'associated', 'with', 'the', 'aspect', 'of', 'consistent', 'process', 'in', 'the', 'human', 'performance', 'and', 'involved', 'individuals', 'using', 'systematic', 'approach', 'to', 'make']",119,1524,1871,ML15313A275.txt,T,O
1241,"['the', 'licensee', 'continued', 'with', 'troubleshooting', 'and', 'investigation', 'to', 'determine', 'the', 'cause', 'of', 'the', 'damper', 'at', 'hours', 'on', 'august', 'although', 'the', 'cause', 'and', 'corrective', 'action', 'was', 'not', 'determined', 'for', 'the', 'decision', 'was', 'made', 'that', 'the', 'building', 'ventilation', 'system', 'could', 'be', 'considered', 'functional', 'and', 'that', 'the', 'alignment', 'was', 'the', 'alignment', 'since', 'the', 'system', 'would', 'permit', 'full']",123,2187,2613,ML15313A275.txt,O,P
1267,"['the', 'inspectors', 'determined', 'that', 'the', 'performance', 'characteristic', 'of', 'the', 'finding', 'that', 'was', 'the', 'most', 'significant', 'causal', 'factor', 'for', 'the', 'performance', 'deficiency', 'was', 'associated', 'with', 'the', 'aspect', 'of', 'challenge', 'the', 'unknown', 'in', 'the', 'human', 'performance', 'and', 'involved', 'individuals', 'stopping', 'when', 'faced', 'with', 'uncertain', 'conditions', 'and', 'evaluating', 'and', 'managing', 'risk', 'prior', 'to']",127,317,708,ML15313A275.txt,T,O
1437,"['the', 'vpi', 'is', 'manufacturing', 'process', 'or', 'motor', 'winding', 'technique', 'that', 'had', 'been', 'performed', 'in', 'by']",195,1968,2074,ML15313A275.txt,D,O
1475,"['the', 'licensee', 'also', 'identified', 'three', 'instances', 'december', 'september', 'and', 'september', 'of', 'failure', 'to', 'report', 'the', 'major', 'loss', 'of', 'emergency', 'assessment', 'capability', 'when', 'the', 'seismic', 'monitoring', 'panel', 'was', 'for', 'planned', 'events', 'for', 'greater', 'than']",209,1054,1336,ML15313A275.txt,P,O
1483,"['example', 'specifically', 'licensee', 'fails', 'to', 'make', 'report', 'requirement', 'by', 'cfr', 'or', 'cfr']",211,1042,1155,ML15313A275.txt,P,O
1574,"['the', 'licensee', 'failed', 'to', 'perform', 'subsequent', 'visual', 'inspection', 'of', 'concrete', 'cracks', 'that', 'exceeded', 'acceptable', 'criteria', 'in', 'the', 'previous', 'inspection', 'as', 'specified', 'in', 'procedure', 'and', 'detailed', 'visual', 'examinations', 'of', 'concrete', 'revision']",40,1375,1659,ML14087A338.txt,P,P
1581,"['the', 'licensee', 'did', 'not', 'implement', 'process', 'of', 'and', 'executing', 'work', 'activities', 'such', 'that', 'nuclear', 'safety', 'was', 'the', 'overriding', 'priority']",40,2997,3175,ML14087A338.txt,O,O
1720,"['based', 'on', 'review', 'of', 'the', 'actions', 'implemented', 'related', 'to', 'the', 'reactor', 'vessel', 'internals', 'program', 'aging', 'management', 'the', 'team', 'could', 'not', 'conclude', 'that', 'the', 'licensee', 'implemented', 'actions', 'that', 'would', 'effectively', 'manage', 'the', 'effects', 'of', 'aging', 'during', 'the', 'period', 'of', 'extended']",82,1791,2065,ML14087A338.txt,O,O
1751,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'to', 'develop', 'wall', 'thinning', 'inspection', 'program', 'aging', 'management', 'program', 'as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit']",86,512,739,ML14087A338.txt,P,O
1815,"['failure', 'to', 'reassess', 'the', 'effects', 'of', 'aging']",96,2276,2330,ML14087A338.txt,T,O
1816,"['the', 'team', 'identified', 'green', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'and', 'for', 'failure', 'to', 'follow', 'procedures', 'related', 'to', 'review', 'of', 'indications', 'that', 'could', 'affect', 'the', 'structural', 'integrity', 'of', 'the', 'unit', 'reactor']",96,2330,2604,ML14087A338.txt,P,P
1817,"['the', 'licensee', 'failed', 'to', 'perform', 'subsequent', 'visual', 'inspection', 'of', 'concrete', 'cracks', 'that', 'exceeded', 'acceptable', 'criteria', 'in', 'the', 'previous', 'inspection', 'as', 'specified', 'in', 'procedure', 'and', 'detailed', 'visual', 'examinations', 'of', 'concrete', 'revision']",96,2604,2888,ML14087A338.txt,T,P
1825,"['report', 'documented', 'that', 'the', 'reactor', 'building', 'inspection', 'found', 'two', 'cracks', 'exceeding', 'inches', 'in', 'maximum', 'width', 'on', 'the', 'bearing', 'plates', 'of', 'tendons', 'and']",100,659,835,ML14087A338.txt,O,O
1835,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'did', 'not', 'follow', 'the', 'requirements', 'in', 'procedure', 'to', 'evaluate', 'these', 'cracks', 'during', 'subsequent', 'inspection', 'in', 'order', 'to', 'characterize', 'any', 'changes', 'or', 'determine', 'the', 'cracks', 'had', 'not']",100,2067,2304,ML14087A338.txt,O,T
1848,"['the', 'team', 'identified', 'green', 'violation', 'of', 'cfr', 'part', 'appendix', 'criterion', 'which', 'in', 'that', 'affecting', 'quality', 'shall', 'be', 'accomplished', 'in', 'accordance', 'with']",102,597,800,ML14087A338.txt,P,O
1879,"['licensee', 'initiated', 'commitment', 'to', 'track', 'the', 'required', 'flaw', 'evaluations', 'for', 'the', 'reactor', 'coolant', 'pump', 'consequently', 'the', 'team', 'considered', 'commitment']",106,0,169,ML14087A338.txt,D,O
2142,"['this', 'misunderstanding', 'was', 'called', 'to', 'the', 'attention', 'of', 'site', 'and', 'may', 'require', 'additional', 'clarification', 'for', 'staff', 'on', 'roles', 'and', 'responsibilities', 'for', 'executing', 'the', 'program']",142,1842,2031,ML14087A338.txt,O,O
2150,"['although', 'personnel', 'review', 'the', 'results', 'from', 'previous', 'year', 'inspection', 'the', 'team', 'determined', 'the', 'present', 'methods', 'for', 'tracking', 'deficiencies', 'could', 'limit', 'effectiveness', 'and', 'ability', 'of', 'engineering', 'personnel', 'to', 'readily', 'retrieve', 'all', 'available', 'history', 'and', 'trends', 'and', 'to', 'monitor', 'issues', 'identified', 'by', 'other']",142,2960,3269,ML14087A338.txt,P,O
2154,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'not', 'evaluated', 'whether', 'the', 'groundwater', 'had', 'become', 'aggressive', 'to', 'below', 'grade', 'and', 'buried', 'portions', 'of', 'concrete', 'structures', 'since', 'approval', 'of', 'the', 'license', 'renewal']",144,290,500,ML14087A338.txt,O,O
2673,"['mitigating', 'systems', 'green', 'violation', 'of', 'cfr', 'appendix', 'criterion', 'and', 'was']",99,892,1078,ML12027A131.txt,P,P
2856,"['operation', 'of', 'the', 'unit', 'tdafw', 'pump', 'with', 'the', 'pump', 'suction', 'valves', 'closed', 'is', 'performance', 'deficiency', 'because', 'the', 'operator', 'did', 'not', 'follow', 'the', 'written', 'instructions', 'in', 'the']",162,1232,1419,ML12027A131.txt,H,T
3124,"['the', 'failure', 'to', 'follow', 'technical', 'specification', 'requirements', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'the', 'division', 'rhr', 'subsystem', 'directly', 'affected', 'the', 'cornerstone']",32,2687,2892,ML17179A282.txt,P,O
3144,"['the', 'licensee', 'had', 'approved', 'station', 'procedure', 'of', 'operations', 'operator', 'logs', 'and', 'revision', 'for', 'conducting', 'sealed', 'valve', 'audits', 'without', 'including', 'the', 'fundamental', 'direction', 'to', 'ensure', 'that', 'the', 'sealed', 'valves', 'were', 'in', 'the', 'correct', 'position']",36,2543,2831,ML17179A282.txt,P,T
3310,"['the', 'unfinished', 'rce', 'for', 'the', 'isolation', 'of', 'division', 'rhr', 'minimum', 'flow', 'piping', 'concluded', 'that', 'the', 'direct', 'cause', 'of', 'the', 'event', 'was', 'that', 'the', 'first', 'nonlicensed', 'operator', 'performing', 'the', 'clearance', 'restoration', 'on', 'october', 'failed', 'to', 'open', 'the', 'shut', 'valves', 'and', 'prior', 'to', 'applying', 'the', 'sealing', 'devices', 'to', 'the', 'and', 'then', 'the', 'independent', 'verifier', 'failed', 'to', 'identify', 'that', 'the', 'valves', 'were', 'sealed', 'vice', 'sealed']",90,690,1135,ML17179A282.txt,H,T
3315,"['because', 'of', 'this', 'the', 'licensee', 'revised', 'the', 'sealed', 'valve', 'audit', 'procedure', 'not', 'only', 'to', 'check', 'that', 'the', 'sealing', 'devices', 'are', 'but', 'to', 'check', 'valve', 'positions', 'as']",90,1913,2078,ML17179A282.txt,P,T
3400,"['during', 'the', 'interview', 'with', 'same', 'nonlicensed', 'the', 'team', 'questioned', 'whether', 'the', 'operator', 'had', 'initiated', 'condition', 'report', 'for', 'this', 'identified', 'adverse', 'and', 'he', 'stated', 'that', 'he', 'had']",126,0,211,ML17179A282.txt,H,O
3413,"['not', 'initiating', 'condition', 'report', 'for', 'service', 'water', 'valves', 'that', 'were', 'improperly', 'sealed', 'could', 'have', 'prevented', 'the', 'discovery', 'of', 'other', 'possible', 'configuration', 'problems', 'associated', 'with', 'the', 'such', 'as', 'being', 'placed', 'in', 'the', 'incorrect']",126,2645,2883,ML17179A282.txt,H,P
3458,"['the', 'failure', 'to', 'follow', 'technical', 'specification', 'requirements', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'the', 'division', 'rhr', 'system', 'directly', 'affected', 'the', 'cornerstone']",136,3469,3671,ML17179A282.txt,P,O
3470,"['division', 'rhr', 'minimum', 'flow', 'isolation', 'valves', 'and', 'for', 'pumps', 'and', 'were', 'not', 'restored', 'to', 'the', 'correct', 'position', 'of', 'open', 'prior', 'to', 'reinstalling', 'the', 'valve', 'sealing', 'causing', 'the', 'system', 'to', 'be']",138,1598,1834,ML17179A282.txt,O,T
3474,"['this', 'procedure', 'only', 'checked', 'that', 'the', 'seals', 'were', 'and', 'did', 'not', 'check', 'that', 'the', 'valves', 'where', 'in', 'the', 'correct']",138,2827,2964,ML17179A282.txt,P,T
3481,"['from', 'november', 'to', 'november', 'the', 'licensee', 'conducted', 'this', 'sealed', 'valve', 'audit', 'in', 'accordance', 'with', 'step', 'of', 'procedure', 'and', 'failed', 'to', 'identify', 'the', 'division', 'rhr', 'minimum', 'flow', 'isolation', 'valves', 'were', 'in', 'the', 'incorrect']",142,277,521,ML17179A282.txt,P,T
3495,"['the', 'licensee', 'had', 'approved', 'procedure', 'of', 'operations', 'operator', 'logs', 'and', 'revision', 'for', 'conducting', 'sealed', 'valve', 'audits', 'without', 'including', 'the', 'fundamental', 'direction', 'to', 'ensure', 'that', 'the', 'sealed', 'valves', 'were', 'sealed', 'in', 'the', 'correct', 'position']",142,3279,3566,ML17179A282.txt,O,T
3824,"['the', 'type', 'monitor', 'did', 'not', 'contain', 'the', 'diffuser', 'fitting', 'and', 'as', 'such', 'required', 'the', 'sample', 'gas', 'to', 'contain', 'at', 'least', 'oxygen', 'by', 'volume', 'for', 'the', 'catalytic', 'combustion', 'sensor', 'to', 'function']",62,1279,1481,ML13298A103.txt,D,O
3991,"['adverse', 'trends', 'in', 'reject', 'rates', 'for', 'apparent', 'cause', 'evaluations', 'and', 'with', 'equipment', 'problems', 'associated', 'with', 'radiation', 'monitors', 'and', 'services', 'water', 'valves', 'were', 'not', 'identified', 'by', 'the', 'respective', 'trend']",29,1403,1607,ML11244A041.txt,O,T
4042,"['procedure', 'coding', 'and', 'was', 'used', 'for', 'human', 'performance', 'trends', 'and', 'defined', 'potential', 'trend', 'as', 'change', 'in', 'frequency', 'of', 'occurrence', 'of', 'given', 'parameter', 'or', 'change', 'in', 'the', 'level', 'of', 'performance', 'of', 'particular', 'or']",45,322,594,ML11244A041.txt,O,O
4043,"['it', 'also', 'defined', 'an', 'adverse', 'trend', 'as', 'negative', 'change', 'in', 'performance', 'that', 'and', 'judgment', 'indicated', 'an', 'adverse', 'impact', 'on', 'safety', 'or', 'or', 'because', 'relative', 'large', 'number', 'of', 'performance', 'problems', 'pointed', 'to', 'more', 'significant', 'future']",45,594,861,ML11244A041.txt,O,O
4075,"['integrated', 'inspection', 'report', 'included', 'an', 'ncv', 'for', 'failure', 'to', 'perform', 'an', 'operability', 'determination', 'in', 'accordance', 'with', 'procedure', 'when', 'leak', 'on', 'the', 'secondary', 'side', 'of', 'the', 'steam', 'generator', 'was', 'identified', 'in', 'late']",53,1822,2045,ML11244A041.txt,O,O
4102,"['the', 'basis', 'of', 'the', 'technical', 'assessment', 'for', 'reportability', 'contradicted', 'the', 'final', 'safety', 'analysis', 'report']",65,516,631,ML11244A041.txt,O,O
4105,"['the', 'inspectors', 'also', 'noted', 'that', 'in', 'some', 'instances', 'reportability', 'evaluations', 'were', 'not', 'conducted', 'until', 'the', 'nrc', 'raised']",65,892,1017,ML11244A041.txt,O,O
4110,"['inspection', 'report', 'issued', 'august', 'discussed', 'an', 'ncv', 'associated', 'with', 'the', 'failure', 'to', 'perform', 'an', 'immediate', 'operability', 'assessment', 'for', 'unit', 'secondary', 'side', 'leak', 'in']",65,1524,1718,ML11244A041.txt,O,O
4138,"['for', 'licensee', 'individual', 'initiated', 'ar', 'when', 'the', 'small', 'article', 'monitor', 'was', 'found', 'due', 'to', 'high']",67,2713,2856,ML11244A041.txt,O,O
4140,"['the', 'smears', 'were', 'there', 'because', 'they', 'had', 'been', 'used', 'in', 'the', 'isolo', 'which', 'was', 'considered', 'by', 'the', 'individual', 'inappropriate', 'for', 'this', 'high', 'level', 'of']",67,2979,3147,ML11244A041.txt,O,O
4172,"['nos', 'assessments', 'and', 'observations', 'were', 'found', 'to', 'be', 'thorough', 'and', 'challenging', 'as', 'evidenced', 'by', 'conclusions', 'and', 'insights', 'related', 'to', 'reviews', 'performed', 'on', 'bechtel', 'work', 'practices', 'and', 'programs', 'discussed', 'in', 'other', 'sections', 'of', 'this']",71,1089,1316,ML11244A041.txt,O,O
4194,"['the', 'inspectors', 'noted', 'that', 'one', 'of', 'the', 'weaknesses', 'identified', 'in', 'the', 'above', 'assessments', 'was', 'communications', 'around', 'processes', 'and', 'more', 'effectively', 'sharing', 'information', 'with', 'the']",73,1927,2123,ML11244A041.txt,O,O
4643,"['this', 'finding', 'was', 'considered', 'more', 'than', 'minor', 'because', 'it', 'was', 'associated', 'with', 'the', 'equipment', 'performance', 'attribute', 'of', 'the', 'initiating', 'events', 'cornerstone', 'and', 'adversely', 'affected', 'the', 'cornerstone', 'objective', 'of', 'limiting', 'the', 'likelihood', 'of', 'events', 'that', 'upset', 'plant']",59,1652,1913,ML082060602.txt,O,O
4934,"['normal', 'operating', 'procedure', 'action', 'revision', 'stated', 'in', 'step', 'that', 'cr', 'shall', 'be', 'initiated', 'upon', 'discovery', 'of', 'any', 'degraded', 'conditions', 'that', 'affect', 'usar', 'described', 'or']",191,1148,1386,ML082060602.txt,P,O
4971,"['the', 'pump', 'fast', 'speed', 'breaker', 'rapidly', 'cycled', 'causing', 'several', 'starts', 'of', 'the', 'pump', 'in', 'fast']",211,167,259,ML082060602.txt,O,O
4974,"['an', 'auxiliary', 'contact', 'failed', 'to', 'open', 'due', 'to', 'inadequate', 'installation', 'and', 'testing', 'of', 'the', 'relay', 'when', 'it', 'was', 'installed', 'during', 'the', 'april', 'refueling']",211,560,713,ML082060602.txt,O,O
5076,"['contrary', 'to', 'this', 'on', 'february', 'the', 'plant', 'remained', 'in', 'mode', 'at', 'when', 'ts', 'limiting', 'condition', 'for', 'operation', 'requirements', 'were', 'not']",237,1637,1810,ML082060602.txt,O,O
5185,"['of', 'the', 'limerick', 'generating', 'station', 'operating', 'in', 'that', 'exelon', 'did', 'not', 'provide', 'adequate', 'procedural', 'guidance', 'for', 'transporting', 'the', 'fire', 'brigade', 'and', 'equipment', 'to', 'the', 'spray', 'pond', 'pump']",42,1128,1323,ML13182A476.txt,P,O
5275,"['the', 'team', 'also', 'noted', 'that', 'the', 'phone', 'extensions', 'that', 'were', 'provided', 'would', 'not', 'be', 'helpful', 'in', 'acquiring']",56,2401,2515,ML13182A476.txt,O,O
5282,"['the', 'team', 'determined', 'that', 'based', 'on', 'the', 'location', 'of', 'the', 'spray', 'pond', 'pump', 'transportation', 'would', 'be', 'required', 'for', 'the', 'fire', 'brigade', 'and', 'that', 'reliable', 'means', 'of', 'transportation', 'had', 'not', 'been']",58,0,200,ML13182A476.txt,O,P
5343,"['as', 'exelon', 'failed', 'to', 'ensure', 'that', 'the', 'local', 'control', 'circuits', 'for', 'several', 'breakers', 'would', 'be', 'isolated', 'from', 'the', 'effects', 'of', 'fire']",78,732,876,ML13182A476.txt,O,O
5353,"['the', 'inspectors', 'also', 'verified', 'that', 'this', 'switch', 'was', 'not', 'operated', 'or', 'tested', 'as', 'part', 'of', 'routine', 'breaker']",80,25,137,ML13182A476.txt,T,P
5364,"['exelon', 'failed', 'to', 'meet', 'the', 'requirements', 'of', 'its', 'preventive', 'maintenance', 'program', 'as', 'documented', 'in', 'procedure']",80,1983,2110,ML13182A476.txt,O,P
5818,"['the', 'inspectors', 'identified', 'finding', 'of', 'very', 'low', 'safety', 'significance', 'for', 'failure', 'to', 'assure', 'that', 'the', 'design', 'basis', 'for', 'the', 'dry', 'cooling', 'tower', 'sump', 'pumps', 'was', 'properly']",39,6,194,ML071350662.txt,D,O
6207,"['dominion', 'failed', 'to', 'perform', 'adequate', 'surveys', 'to', 'identify', 'hose', 'fitting', 'having', 'contact', 'dose', 'rate', 'measurement', 'of', 'mrem', 'per', 'hour', 'as', 'required', 'by', 'cfr']",72,1124,1299,ML092050743.txt,O,O
6388,"['the', 'inspectors', 'determined', 'the', 'licensee', 'failed', 'to', 'assess', 'the', 'potential', 'for', 'workers', 'to', 'receive', 'an', 'unplanned', 'exposure', 'from', 'the', 'contaminated', 'hose']",162,1714,1878,ML092050743.txt,O,O
6394,"['by', 'not', 'surveying', 'and', 'labeling', 'the', 'hose', 'workers', 'could', 'have', 'received', 'unplanned', 'exposure', 'when', 'not', 'informed', 'of', 'the', 'radiological', 'hazard']",164,1121,1269,ML092050743.txt,O,O
6399,"['the', 'matter', 'was', 'determined', 'to', 'have', 'cross', 'cutting', 'aspect', 'in', 'the', 'area', 'of', 'work', 'because', 'the', 'licensee', 'did', 'not', 'assure', 'that', 'personnel', 'followed', 'procedures']",164,1870,2038,ML092050743.txt,O,O
6470,"['level', 'crs', 'that', 'had', 'all', 'their', 'corrective', 'actions', 'completed', 'did', 'not', 'have', 'the', 'action', 'request', 'set', 'to']",188,460,595,ML092050743.txt,T,O
6561,"['this', 'finding', 'is', 'more', 'than', 'minor', 'because', 'it', 'is', 'associated', 'with', 'the', 'external', 'factors', 'attribute', 'of', 'the', 'initiating', 'events', 'cornerstone', 'objective', 'to', 'limit', 'the', 'likelihood', 'of', 'those', 'events', 'that', 'upset', 'plant', 'stability', 'and', 'challenge', 'critical', 'safety', 'functions', 'during', 'shutdown', 'as', 'well', 'as', 'power']",214,2108,2406,ML092050743.txt,O,O
