,text,line,start_pos,end_pos,file,Y,Predicted_Values
91,"['october', 'high', 'pressure', 'coolant', 'injection', 'train', 'during', 'centrifugal', 'charging', 'pump', 'planned', 'maintenance', 'outage', 'october', 'residual', 'heat', 'removal', 'train', 'during', 'residual', 'heat', 'removal', 'pump', 'planned', 'maintenance', 'outage', 'november', 'emergency', 'diesel', 'generator', 'during', 'emergency', 'diesel', 'generator', 'and', 'essential', 'service', 'water', 'planned', 'maintenance', 'outage']",49,0,369,ML14041A484.txt,U,U
97,"['quarterly', 'inspection', 'inspection', 'scope', 'the', 'inspectors', 'evaluated', 'the', 'fire', 'protection', 'program', 'for', 'operational', 'status', 'and', 'material']",51,438,586,ML14041A484.txt,U,N
98,"['the', 'inspectors', 'focused', 'their', 'inspection', 'on', 'four', 'plant', 'areas', 'important', 'to', 'åá', 'åá', 'åá', 'åá', 'october', 'main', 'control', 'control', 'fire', 'area', 'october', 'cable', 'chase', 'control', 'fire', 'area', 'november', 'switchgear', 'control', 'fire', 'area', 'november', 'power', 'transformers', 'and', 'switchyard']",51,586,957,ML14041A484.txt,U,N
99,"['for', 'each', 'the', 'inspectors', 'evaluated', 'the', 'fire', 'plan', 'against', 'defined', 'hazards', 'and', 'features', 'in', 'the', 'fire', 'protection']",53,0,150,ML14041A484.txt,U,N
101,"['these', 'activities', 'constituted', 'four', 'quarterly', 'inspection', 'as', 'defined', 'in', 'inspection', 'procedure']",53,401,512,ML14041A484.txt,U,U
103,[],55,0,3,ML14041A484.txt,U,U
119,[],65,0,3,ML14041A484.txt,U,U
125,"['these', 'activities', 'constitute', 'completion', 'of', 'one', 'quarterly', 'licensed', 'operator', 'requalification', 'program', 'as', 'defined', 'in', 'inspection', 'procedure']",71,378,531,ML14041A484.txt,U,N
130,"['the', 'inspectors', 'observed', 'the', 'performance', 'of', 'the', 'following', 'åá', 'åá', 'åá', 'åá', 'åá', 'standard', 'operating', 'procedure', 'transition', 'brief', 'shift', 'turnover', 'brief', 'reactor', 'startup', 'brief', 'control', 'rod', 'withdrawal', 'criticality', 'and', 'startup', 'rate', 'monitoring']",71,884,1125,ML14041A484.txt,U,N
134,[],75,0,3,ML14041A484.txt,U,U
136,"['annual', 'inspection', 'inspection', 'scope', 'the', 'inspector', 'reviewed', 'the', 'results', 'of', 'the', 'operating', 'tests', 'to', 'satisfy', 'the', 'annual', 'inspection']",79,0,139,ML14041A484.txt,U,N
137,"['on', 'december', 'the', 'licensee', 'informed', 'the', 'lead', 'inspector', 'of', 'the', 'following', 'åá', 'åá', 'åá', 'six', 'of', 'eight', 'crews', 'passed', 'the', 'simulator', 'portion', 'of', 'the', 'operating', 'test', 'of', 'licensed', 'operators', 'passed', 'the', 'simulator', 'portion', 'of', 'the', 'operating', 'test', 'of', 'licensed', 'operators', 'passed', 'the', 'job', 'performance', 'measure', 'portion', 'of', 'the', 'examination']",79,139,501,ML14041A484.txt,U,N
141,['findings'],81,240,262,ML14041A484.txt,U,U
144,[],81,645,657,ML14041A484.txt,U,U
147,"['the', 'licensee', 'remediated', 'and', 'retested', 'the', 'staff', 'prior', 'to', 'returning', 'them', 'to', 'licensed']",81,974,1064,ML14041A484.txt,U,U
150,"['using', 'the', 'inspection', 'manual', 'chapter', 'appendix', 'the', 'inspector', 'determined', 'that', 'the', 'finding', 'was', 'more', 'than', 'minor', 'because', 'the', 'performance', 'deficiency', 'was', 'associated', 'with', 'the', 'mitigating', 'systems', 'cornerstone', 'attribute', 'of', 'human', 'and', 'affected', 'the', 'cornerstone', 'objective', 'of', 'ensuring', 'the', 'and', 'capability', 'of', 'systems', 'that', 'respond', 'to', 'initiating', 'events', 'to', 'prevent', 'undesirable']",81,1390,1825,ML14041A484.txt,N,N
152,[],83,0,3,ML14041A484.txt,U,U
154,"['this', 'finding', 'was', 'of', 'very', 'low', 'safety', 'significance', 'because', 'the', 'finding', 'was', 'related', 'to', 'the', 'requalification', 'exam', 'did', 'not', 'result', 'in', 'failure', 'rate', 'of', 'greater', 'than', 'and', 'the', 'licensed', 'operators', 'were', 'remediated', 'prior', 'to', 'returning', 'to']",85,132,390,ML14041A484.txt,U,N
159,"['because', 'this', 'finding', 'does', 'not', 'involve', 'violation', 'and', 'has', 'very', 'low', 'safety', 'significance', 'it', 'is', 'identified', 'as', 'fin', 'rates', 'exceed', 'twenty', 'percent', 'for', 'annual', 'requalification', 'operating']",85,822,1055,ML14041A484.txt,U,N
161,"['inspection', 'scope', 'the', 'inspectors', 'reviewed', 'four', 'instances', 'of', 'degraded', 'performance', 'or', 'condition', 'of', 'safetyrelated', 'and', 'components', 'åá', 'june', 'fire', 'protection', 'functions', 'and', 'potential', 'sprinkler', 'dead', 'zebra', 'mussel', 'shells', 'found', 'in', 'fire', 'protection', 'condition', 'report', 'september', 'fire', 'protection', 'functions', 'and', 'fouling', 'of', 'fire', 'pump', 'suction', 'strainers', 'due', 'to', 'zebra', 'condition', 'report', 'october', 'circulating', 'water', 'function', 'effects', 'of', 'circulating', 'water', 'internal', 'flooding', 'on', 'auxiliary', 'feedwater', 'condition', 'report', 'october', 'plant', 'annunciator', 'function', 'cards', 'apparent', 'damage', 'by', 'maintenance', 'condition', 'report']",85,1099,1869,ML14041A484.txt,U,N
165,"['the', 'inspectors', 'assessed', 'the', 'characterization', 'of', 'the', 'degradation', 'in', 'accordance', 'with', 'cfr', 'maintenance', 'and', 'verified', 'that', 'the', 'licensee', 'was', 'appropriately', 'tracking', 'degraded', 'performance', 'and', 'conditions', 'in', 'accordance', 'with', 'the', 'maintenance']",89,284,549,ML14041A484.txt,U,N
167,[],91,0,6,ML14041A484.txt,U,U
169,"['findings', 'no', 'findings', 'were']",95,0,37,ML14041A484.txt,U,U
181,"['the', 'inspectors', 'noted', 'that', 'throughout', 'the', 'identification', 'and', 'repair', 'wolf', 'creek', 'did', 'not', 'perform', 'any', 'risk', 'assessment', 'to', 'determine', 'the', 'compatibility', 'of', 'current']",99,1314,1484,ML14041A484.txt,U,N
188,"['while', 'walking', 'down', 'the', 'task', 'with', 'qualified', 'the', 'inspectors', 'determined', 'that', 'it', 'was', 'possible', 'to', 'have', 'problems', 'during', 'the', 'task', 'that', 'could', 'lead', 'to', 'loss', 'of', 'pressure', 'and', 'automatic', 'tripping', 'of', 'the']",103,394,609,ML14041A484.txt,U,N
196,[],103,2008,2017,ML14041A484.txt,U,U
202,"['the', 'risk', 'can', 'then', 'be', 'calculated', 'as', 'icdpactual', 'duration']",103,3516,3617,ML14041A484.txt,U,U
215,"['the', 'licensee', 'allowed', 'switchyard', 'personnel', 'to', 'perform', 'troubleshooting', 'and', 'online', 'corrective', 'maintenance', 'to', 'address', 'an', 'emergent', 'condition', 'on', 'switchyard', 'breaker', 'which', 'was', 'part', 'of', 'the', 'train', 'offsite', 'power', 'without', 'assessing', 'the', 'impact', 'on', 'scheduled', 'maintenance', 'in', 'and', 'without', 'consideration', 'of', 'risk', 'management', 'actions', 'to', 'ensure', 'the', 'readiness', 'of', 'the', 'diesel', 'generator']",107,1786,2195,ML14041A484.txt,U,N
216,"['because', 'the', 'violation', 'was', 'of', 'very', 'low', 'safety', 'significance', 'and', 'was', 'entered', 'into', 'the', 'corrective', 'action', 'program', 'as', 'condition', 'report', 'it', 'is', 'being', 'treated', 'as', 'violation', 'in', 'accordance', 'with', 'section', 'of', 'the', 'enforcement', 'ncv', 'to', 'assess', 'risk', 'prior', 'to', 'performing', 'online', 'maintenance', 'to', 'an', 'offsite', 'power', 'circuit']",107,2195,2590,ML14041A484.txt,U,N
219,[],109,0,6,ML14041A484.txt,U,U
221,"['october', 'operability', 'determination', 'of', 'auxiliary', 'feedwater', 'pump', 'turbine', 'casing', 'steam', 'leak', 'november', 'class', 'and', 'control', 'room', 'unit', 'cleanliness', 'maintenance', 'practices', 'from', 'root', 'cause', 'analysis', 'november', 'main', 'feed', 'water', 'pump', 'turbine', 'vibration', 'probe', 'failure', 'december', 'westinghouse', 'process', 'control', 'group', 'power', 'supply', 'fuse', 'exceeds', 'thermography', 'acceptance', 'criteria', 'december', 'tubing', 'vibration', 'on', 'emergency', 'diesel', 'generator', 'fuel', 'leakoff', 'line']",113,0,494,ML14041A484.txt,U,N
226,"['findings', 'no', 'findings', 'were']",115,608,645,ML14041A484.txt,U,U
234,"['findings', 'no', 'findings', 'were']",121,129,166,ML14041A484.txt,U,U
235,['testing'],121,166,209,ML14041A484.txt,U,U
245,"['this', 'verification', 'included', 'the', 'åá', 'åá', 'åá', 'monitoring', 'of', 'and', 'activities', 'verification', 'that', 'the', 'licensee', 'maintained', 'during', 'outage', 'activities', 'monitoring', 'of', 'and', 'startup', 'activities']",127,411,636,ML14041A484.txt,U,N
273,"['the', 'nrc', 'review', 'was', 'not', 'documented', 'in', 'safety', 'evaluation', 'report', 'and', 'did', 'not', 'constitute', 'approval', 'of', 'this', 'revision', 'is', 'subject', 'to', 'future']",141,2097,2281,ML14041A484.txt,U,N
280,"['inspection', 'scope', 'the', 'inspectors', 'performed', 'an', 'and', 'review', 'of', 'the', 'response', 'to', 'condition', 'report', 'dated', 'january', 'which', 'documented', 'potential', 'inaccuracy', 'in', 'the', 'emergency', 'dose', 'assessment', 'program', 'identified', 'during', 'an', 'exercise', 'conducted', 'november']",145,85,379,ML14041A484.txt,U,N
282,"['the', 'inspectors', 'identified', 'an', 'unresolved', 'item', 'to', 'determine', 'the', 'adequacy', 'of', 'licensee', 'methods', 'and', 'systems', 'for', 'assessing', 'the', 'actual', 'or', 'potential', 'offsite', 'consequences', 'of', 'radiological', 'as', 'required', 'by', 'cfr']",145,401,626,ML14041A484.txt,U,N
287,"['the', 'main', 'vent', 'stack', 'radiation', 'monitor', 'reports', 'separate', 'release', 'rates', 'for', 'total', 'noble', 'radioactive', 'and', 'radioactive', 'particulates', 'when', 'operating', 'in', 'its', 'normal']",145,1418,1594,ML14041A484.txt,U,N
291,"['the', 'iodine', 'release', 'rate', 'is', 'set', 'to', 'of', 'the', 'measured', 'noble', 'gas', 'release']",145,2041,2119,ML14041A484.txt,U,U
292,"['users', 'identified', 'during', 'the', 'november', 'exercise', 'that', 'edcp', 'did', 'not', 'appear', 'to', 'apply', 'the', 'expected', 'noble', 'gas', 'to', 'iodine', 'ratio', 'with', 'the', 'vent', 'stack', 'radiation', 'monitor', 'in', 'accident']",145,2119,2303,ML14041A484.txt,U,N
299,"['exercise', 'evaluation']",149,230,268,ML14041A484.txt,U,U
305,"['other', 'activities', 'initiating', 'mitigating', 'barrier', 'emergency', 'public', 'radiation', 'occupational', 'radiation', 'and', 'security', 'performance', 'indicator', 'verification']",149,809,1044,ML14041A484.txt,U,U
312,"['mitigating', 'systems', 'performance', 'heat', 'removal', 'systems', 'inspection', 'scope', 'the', 'inspectors', 'reviewed', 'the', 'mitigating', 'system', 'performance', 'index', 'data', 'for', 'the', 'period', 'of', 'october', 'through', 'september', 'to', 'verify', 'the', 'accuracy', 'and', 'completeness', 'of', 'the', 'reported']",155,0,286,ML14041A484.txt,U,N
314,"['these', 'activities', 'constituted', 'verification', 'of', 'the', 'mitigating', 'system', 'performance', 'index', 'for', 'heat', 'removal', 'systems', 'for', 'wolf', 'as', 'defined', 'in', 'inspection', 'procedure']",155,501,670,ML14041A484.txt,U,N
321,[],161,0,5,ML14041A484.txt,U,U
325,[],165,0,6,ML14041A484.txt,U,U
329,"['these', 'activities', 'constitute', 'completion', 'of', 'the', 'performance', 'sample', 'as', 'defined', 'in', 'inspection', 'procedure']",167,468,595,ML14041A484.txt,U,U
333,"['the', 'definitions', 'and', 'guidance', 'of', 'nuclear', 'energy', 'institute', 'document', 'assessment', 'performance', 'indicator', 'revision', 'were', 'used', 'to', 'determine', 'the', 'accuracy', 'of', 'the', 'performance', 'indicator', 'data', 'reported', 'to', 'the']",167,886,1118,ML14041A484.txt,U,N
342,"['the', 'inspectors', 'reviewed', 'the', 'records', 'associated', 'with', 'the', 'performance', 'indicator', 'to', 'verify', 'that', 'the', 'licensee']",167,2332,2448,ML14041A484.txt,U,N
371,"['the', 'licensee', 'failed', 'to', 'determine', 'the', 'cause', 'of', 'the', 'train', 'class', 'air', 'conditioner', 'slug', 'flow', 'in', 'the', 'refrigerant', 'prior', 'to', 'experiencing', 'multiple', 'failures', 'and', 'plant', 'shutdowns', 'of', 'the', 'train', 'class', 'air', 'conditioner', 'slug', 'flow', 'in', 'the']",183,772,1027,ML14041A484.txt,N,N
411,"['failure', 'to', 'preclude', 'repetitive', 'failures', 'of', 'the', 'train', 'class', 'air', 'significant', 'condition', 'adverse', 'to', 'is', 'performance']",191,785,938,ML14041A484.txt,N,N
414,"['the', 'performance', 'deficiency', 'is', 'more', 'than', 'minor', 'because', 'it', 'affected', 'the', 'equipment', 'performance', 'attribute', 'of', 'the', 'mitigating', 'systems', 'cornerstone', 'objective', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'systems', 'that', 'respond', 'to', 'initiating', 'events', 'to', 'prevent', 'undesirable']",191,1100,1387,ML14041A484.txt,N,N
419,"['specifically', 'applicable', 'housekeeping', 'requirements', 'detailed', 'in', 'station', 'procedure', 'system', 'were', 'not', 'met', 'during', 'the', 'chemical', 'cleaning', 'of', 'system', 'piping', 'on', 'may']",191,2377,2590,ML14041A484.txt,N,N
791,"['the', 'licensee', 'had', 'developed', 'but', 'had', 'not', 'issued', 'procedure', 'vessel', 'internals', 'revision', 'that', 'described', 'the', 'implementation', 'of', 'the', 'reactor', 'vessel', 'internals', 'inspections', 'that', 'epri', 'described', 'as', 'or', 'across', 'the', 'entergy']",82,451,721,ML14087A338.txt,N,N
798,"['the', 'licensee', 'could', 'not', 'replace', 'the', 'bolts', 'because', 'of', 'interference', 'created', 'by', 'the', 'shock', 'pads', 'prevented']",82,1683,1791,ML14087A338.txt,N,U
799,"['based', 'on', 'review', 'of', 'the', 'actions', 'implemented', 'related', 'to', 'the', 'reactor', 'vessel', 'internals', 'program', 'aging', 'management', 'the', 'team', 'could', 'not', 'conclude', 'that', 'the', 'licensee', 'implemented', 'actions', 'that', 'would', 'effectively', 'manage', 'the', 'effects', 'of', 'aging', 'during', 'the', 'period', 'of', 'extended']",82,1791,2065,ML14087A338.txt,N,N
800,"['because', 'the', 'licensee', 'had', 'not', 'completed', 'all', 'their', 'planned', 'actions', 'related', 'to', 'this', 'aging', 'management', 'the', 'team', 'determined', 'that', 'they', 'could', 'not', 'close', 'commitment', 'during', 'this']",82,2065,2258,ML14087A338.txt,N,N
801,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'to', 'develop', 'reactor', 'vessel', 'internals', 'program', 'aging', 'management', 'program', 'as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit']",82,2258,2485,ML14087A338.txt,N,N
931,"['the', 'corrective', 'actions', 'included', 'verifying', 'that', 'the', 'indications', 'did', 'not', 'structurally', 'affect', 'the', 'reactor', 'building', 'in', 'these', 'initiating', 'condition', 'report', 'and', 'scheduling', 'the', 'affected', 'areas', 'for', 'review', 'during', 'the', 'upcoming']",102,1600,1857,ML14087A338.txt,N,N
1247,"['the', 'licensee', 'verified', 'that', 'years', 'of', 'oil', 'analysis', 'results', 'did', 'not', 'identify', 'the', 'total', 'acid', 'number', 'as', 'the', 'basis', 'for', 'an', 'oil']",144,2778,2908,ML14087A338.txt,N,N
1731,"['an', 'adverse', 'condition', 'would', 'have', 'been', 'masked', 'by', 'leakage', 'that', 'exceeded', 'both', 'administrative', 'and', 'operability', 'and', 'would', 'not', 'have', 'been', 'identified', 'under', 'testing', 'conditions', 'mandated', 'by', 'the', 'testing']",42,407,623,ML061290031.txt,N,N
1934,"['this', 'condition', 'was', 'caused', 'by', 'an', 'inadequate', 'test']",136,470,529,ML061290031.txt,N,U
2101,"['despite', 'this', 'the', 'licensee', 'did', 'not', 'fully', 'recognize', 'the', 'flaws', 'in', 'its', 'original', 'dose', 'nor', 'did', 'the', 'licensee', 'maintain', 'crew', 'size', 'on', 'the', 'refuel', 'floor', 'at', 'minimum', 'throughout', 'the']",204,1589,1790,ML061290031.txt,N,N
2199,"['the', 'two', 'most', 'common', 'organizational', 'weaknesses', 'identified', 'were', 'basic', 'work', 'practices', 'or', 'procedure', 'use', 'and', 'and', 'work', 'planning', 'and']",240,924,1066,ML061290031.txt,N,N
2212,"['inspector', 'the', 'inspectors', 'identified', 'two', 'areas', 'of', 'weakness', 'that', 'resulted', 'in', 'human', 'performance', 'errors', 'in']",242,633,754,ML061290031.txt,N,N
2221,"['the', 'majority', 'of', 'human', 'performance', 'errors', 'occurred', 'when', 'an', 'inadequate', 'briefing', 'was', 'performed', 'or', 'an', 'unexpected', 'condition', 'was', 'encountered', 'and', 'the', 'worker', 'did', 'not', 'seek', 'clarification', 'prior', 'to']",242,1851,2057,ML061290031.txt,N,N
2385,"['procedural', 'place', 'keeping', 'techniques', 'were', 'less', 'than']",99,2423,2497,ML12027A131.txt,N,U
2558,"['operation', 'of', 'the', 'unit', 'tdafw', 'pump', 'with', 'the', 'pump', 'suction', 'valves', 'closed', 'is', 'performance', 'deficiency', 'because', 'the', 'operator', 'did', 'not', 'follow', 'the', 'written', 'instructions', 'in', 'the']",162,1232,1419,ML12027A131.txt,N,N
2566,"['contrary', 'to', 'the', 'on', 'october', 'operations', 'personnel', 'failed', 'to', 'follow', 'written', 'procedure', 'tdafw', 'pump', 'response', 'time', 'and', 'check', 'valve']",162,2757,2918,ML12027A131.txt,N,N
3207,"['the', 'evolution', 'task', 'coordinator', 'had', 'not', 'communicated', 'the', 'red', 'tag', 'at', 'position', 'and', 'the', 'field', 'support', 'supervisor', 'did', 'not', 'perform', 'full', 'independent', 'review', 'when', 'reviewing', 'the', 'restoration']",208,985,1194,ML12220A342.txt,N,N
3853,"['after', 'mentioning', 'he', 'had', 'not', 'been', 'able', 'to', 'provide', 'feedback', 'to', 'the', 'other', 'members', 'and', 'the', 'originator', 'of', 'the', 'ace', 'prior', 'to', 'the', 'he', 'proceeded', 'to', 'provide', 'his']",200,1913,2081,ML13127A206.txt,N,N
4354,"['the', 'inspection', 'also', 'revealed', 'weakness', 'in', 'identifying', 'trends', 'in', 'human', 'performance', 'and', 'equipment']",45,218,322,ML11244A041.txt,N,U
4394,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'door', 'being', 'held', 'which', 'impacted', 'the', 'operability', 'of', 'the', 'door', 'as', 'helb', 'and', 'fire']",53,2867,3003,ML11244A041.txt,N,N
4408,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'operability', 'of', 'the', 'afw', 'pumps', 'due', 'to', 'internal', 'flooding', 'from', 'the', 'clogged']",61,588,709,ML11244A041.txt,N,N
4424,"['the', 'inspectors', 'also', 'noted', 'that', 'nuclear', 'oversight', 'had', 'identified', 'four', 'instances', 'where', 'operability', 'determinations', 'were', 'not', 'prompt', 'or', 'initial', 'determinations', 'did', 'not', 'invoke', 'more', 'timely', 'and', 'rigorous', 'documentation', 'of', 'the', 'conditions', 'and', 'concluded', 'that', 'the', 'quality', 'of', 'some', 'of', 'the', 'operability', 'notes', 'could', 'be', 'improved', 'and', 'that', 'training', 'was', 'being', 'performed', 'to', 'address', 'the']",65,1718,2085,ML11244A041.txt,N,N
4504,"['most', 'individuals', 'were', 'not', 'aware', 'of', 'the', 'actions', 'or', 'results', 'of', 'the']",73,1408,1508,ML11244A041.txt,N,U
4507,"['the', 'inspectors', 'noted', 'that', 'one', 'of', 'the', 'weaknesses', 'identified', 'in', 'the', 'above', 'assessments', 'was', 'communications', 'around', 'processes', 'and', 'more', 'effectively', 'sharing', 'information', 'with', 'the']",73,1927,2123,ML11244A041.txt,N,N
4664,"['in', 'accordance', 'with', 'the', 'nrc', 'enforcement', 'the', 'violation', 'is', 'listed', 'cfr', 'states', 'in', 'part', 'that', 'where', 'an', 'examination', 'requirement', 'by', 'the', 'code', 'or', 'addenda', 'is', 'determined', 'to', 'be', 'impractical', 'by', 'the', 'licensee', 'and', 'is', 'not', 'included', 'in', 'the', 'revised', 'inservice', 'inspection', 'program', 'as', 'permitted', 'by', 'paragraph', 'of', 'this', 'the', 'basis', 'for', 'this', 'determination', 'must', 'be', 'demonstrated', 'to', 'the', 'satisfaction', 'of', 'the', 'commission', 'not', 'later', 'than', 'months', 'after', 'the', 'expiration', 'of', 'the', 'initial', 'period', 'of', 'operation', 'from', 'start', 'of', 'facility', 'commercial', 'operation', 'and', 'each', 'subsequent', 'period', 'of', 'operation', 'during', 'which', 'the', 'examination', 'is', 'determined', 'to', 'be']",34,125,809,ML072260460.txt,N,N
6011,"['mitigating', 'systems', 'åá']",57,2552,2607,ML072260460.txt,N,U
6021,"['an', 'operator', 'did', 'not', 'identify', 'an', 'incorrect', 'switch', 'position', 'because', 'the', 'operator', 'did', 'not', 'verify', 'the', 'expected', 'system', 'response', 'when', 'placing', 'the', 'cac', 'switch', 'to']",59,981,1156,ML072260460.txt,N,N
6164,"['severity', 'level', 'iv', 'violation', 'of', 'cfr', 'and', 'cfr', 'was', 'identified', 'for', 'failure', 'to', 'submit', 'relief', 'in', 'timely', 'for', 'incomplete', 'inspections', 'during', 'isi', 'interval', 'for', 'unit', 'and', 'for', 'failing', 'to', 'provide', 'sufficient', 'information', 'to', 'demonstrate', 'impracticality', 'of']",87,465,787,ML072260460.txt,N,N
6171,"['pseg', 'did', 'not', 'respond', 'to', 'the', 'requests', 'for', 'additional', 'information', 'and', 'eventually', 'retracted', 'the', 'relief', 'requests', 'on', 'march']",87,1416,1543,ML072260460.txt,N,N
6177,"['pseg', 'has', 'not', 'performed', 'detailed', 'evaluation', 'on', 'the', 'operability', 'of', 'the', 'plant', 'with', 'numerous', 'incomplete', 'weld', 'examinations', 'and', 'the', 'noncompliance', 'with', 'the', 'asme', 'code']",87,2262,2444,ML072260460.txt,N,N
6179,"['failure', 'to', 'file', 'the', 'required', 'relief', 'requests', 'within', 'the', 'required', 'month', 'the', 'failure', 'to', 'respond', 'to', 'requests', 'for', 'additional', 'and', 'the', 'retraction', 'of', 'the', 'relief', 'have', 'impacted', 'the', 'ability', 'to', 'perform', 'its', 'regulatory']",87,2453,2717,ML072260460.txt,N,N
6195,"['after', 'pseg', 'submitted', 'the', 'basis', 'on', 'march', 'it', 'subsequently', 'withdrew', 'its', 'and', 'did', 'not', 'submit', 'the', 'information', 'necessary', 'to', 'support', 'the', 'basis', 'for', 'the']",91,2408,2601,ML072260460.txt,N,N
6245,"['corrective', 'actions', 'to', 'prevent', 'cac', 'tubing', 'failures', 'were', 'ineffective', 'because', 'the', 'visual', 'inspections', 'required', 'by', 'the', 'procedure', 'revision', 'incorporated', 'after', 'previous', 'cac', 'oil', 'tubing', 'may', 'not', 'have', 'identified', 'degraded', 'copper', 'tubing', 'in', 'time', 'to', 'prevent', 'tubing']",99,2924,3205,ML072260460.txt,N,N
6350,"['the', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'because', 'pseg', 'personnel', 'did', 'not', 'follow', 'plant', 'procedures']",117,2424,2559,ML072260460.txt,N,N
