text,line,start_pos,end_pos,file,label_Frenard
TABLE OF CONTENTS SUMMARY OF FINDINGS ........................................................................................................... 1 REPORT DETAILS ....................................................................................................................... 2 Summary of Plant Status........................................................................................................... 2 1.,51,0,421,ML082060602.txt,U
REACTOR SAFETY ....................................................................................................... 2 1R01 Adverse Weather Protection (71111.01) ............................................................. 2 1R04 Equipment Alignment (71111.04) ........................................................................ 4 1R05 Fire Protection (Annual/Quarterly) (71111.05AQ) ............................................... 5 1R06 Flood Protection Measures (71111.06) ............................................................... 6 1R07 Annual Heat Sink Performance (71111.07) ......................................................... 6 1R11 Licensed Operator Requalification Program (71111.11Q)................................... 7 1R12 Maintenance Effectiveness (71111.12) ............................................................... 7 1R13 Maintenance Risk Assessments and Emergent Work Control (71111.13).......... 8 1R15 Operability Evaluations (71111.15)...................................................................... 9 1R18 Plant Modifications (71111.18) ............................................................................ 9 1R19 Post-Maintenance Testing (71111.19)............................................................... 10 1R20 Outage Activities (71111.20) ............................................................................. 11 1R22 Surveillance Testing (71111.22) ........................................................................ 12 RADIATION SAFETY ................................................................................................... 14 2PS3 Radiological Environmental Monitoring Program And Radioactive Material Control Program (71122.03)................................................................................14 OTHER ACTIVITIES .................................................................................................... 17 4OA1 Performance Indicator Verification (71151) ....................................................... 17 4OA2 Identification and Resolution of Problems (71152) ............................................ 18 4OA3 Followup of Events and Notices of Enforcement Discretion (71153)................. 20 4OA6 Meetings ............................................................................................................ 25 4OA7 Licensee-Identified Violations ............................................................................ 25,51,421,2892,ML082060602.txt,U
2,53,0,2,ML082060602.txt,U
4,55,0,2,ML082060602.txt,U
"SUPPLEMENTAL INFORMATION ............................................................................................... 1 KEY POINTS OF CONTACT .................................................................................................... 1 LIST OF ITEMS OPENED, CLOSED, AND DISCUSSED ........................................................ 1 LIST OF DOCUMENTS REVIEWED ........................................................................................ 2 CR 07-23259; High Radiation Area Barricade May Not Have Met Expectations; July 10, 2007......................................................................................................................5 CR 07-24771; Relevant Information Identified Subsequent to CR 07-19784 Approval; August 06, 2007 .................................................................................................................5 CR 07-24852; Environmental Air Sample Pump Found Not Operating Properly; August 8, 2007 ...................................................................................................................5 CR 07-29979; Gross Alpha Activity Detected in WARF Air Sample; September 17, 2007 5 CR 08-33510; Radioactive Material Generating a Radiation Area Was Not Posted Appropriately; January 15, 2008 ........................................................................................5 LIST OF ACRONYMS USED .................................................................................................... 7 Enclosure",57,0,1510,ML082060602.txt,U
SUMMARY OF FINDINGS IR 05000440/2008003; 04/01/2008 Â­ 06/30/2008; Identification and Resolution of Problems The inspection was conducted by resident and regional inspectors.,59,0,174,ML082060602.txt,U
The report covers a three-month period of resident inspection.,59,174,236,ML082060602.txt,U
"The significance of most findings is indicated by their color (Green, White, Yellow, Red) using Inspection Manual Chapter (IMC) 0609 ""Significance Determination Process"" (SDP).",59,236,412,ML082060602.txt,U
"Findings for which the SDP does not apply may be ""Green,"" or be assigned a severity level after NRC management review.",59,412,530,ML082060602.txt,U
"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" Revision 4, dated July 2006.",59,530,704,ML082060602.txt,U
A. Inspector-Identified and Self-Revealed Findings Cornerstone: Initiating Event Â· Green The inspectors identified a finding of very low safety significance for the failure of licensee personnel to adhere to corrective action program procedures.,59,704,949,ML082060602.txt,U
"Specifically, during inspection of the linear velocity transducer connector for the 'A' flow control valve actuator, the connector was found in a degraded state, and personnel applied tape to the connector.",59,949,1155,ML082060602.txt,T
"Licensee personnel did not initiate a condition report to address this condition or to assess operability, and the connector later failed causing reactor flow and power oscillations.",59,1155,1337,ML082060602.txt,"O, T, P"
The licensee entered the issue of failure to adhere to corrective action program procedures into their corrective action program.,59,1337,1466,ML082060602.txt,U
This finding has a cross-cutting aspect in the area of Problem Identification and Resolution because the organization failed to properly identify issues related to nuclear safety P.1(a).,59,1466,1652,ML082060602.txt,O
This finding was considered more than minor because it was associated with the equipment performance attribute of the Initiating Events cornerstone and adversely affected the cornerstone objective of limiting the likelihood of events that upset plant stability.,59,1652,1913,ML082060602.txt,"O, P"
The finding was determined through a Significance Determination Process analysis to be of very low safety significance because no mitigation equipment or functions were affected.,59,1913,2091,ML082060602.txt,U
No violation of NRC requirements occurred.,59,2091,2133,ML082060602.txt,U
(Section 4OA2) B. Licensee-Identified Violations Three violations of very low safety significance that were identified by the licensee have been reviewed by the inspectors.,59,2133,2305,ML082060602.txt,U
"Additionally, one violation of very low safety significance, which was identified by the licensee and was the subject of an investigation by the NRC Office of Investigations (OI) was also reviewed.",59,2305,2502,ML082060602.txt,U
Corrective actions planned or taken by the licensee have been entered into the licensee's corrective action program.,59,2502,2618,ML082060602.txt,U
These violations and corrective action tracking numbers are listed in Section 4OA7 of this report.,59,2618,2716,ML082060602.txt,U
1,61,0,1,ML082060602.txt,U
Enclosure,63,0,9,ML082060602.txt,U
REPORT DETAILS Summary of Plant Status The plant began the inspection period at 100 percent power.,65,0,99,ML082060602.txt,U
"On April 3, 2008, operators reduced power in preparation for a planned outage to repair a hotwell pump discharge valve.",65,99,218,ML082060602.txt,U
"Shortly after midnight on April 4, 2008, operators removed the main generator from the grid and shutdown the reactor.",65,218,335,ML082060602.txt,U
"Following repair of the hotwell valve and other maintenance activities, operators placed the plant in Mode 2 on April 11, 2008.",65,335,462,ML082060602.txt,U
Operators then returned the plant to Mode 4 to replace a refueling bridge electrical switch that failed and prevented rod withdrawal.,65,462,595,ML082060602.txt,U
"Following repair of the switch, operators recommenced plant startup.",65,595,663,ML082060602.txt,U
"The plant returned to power operations on April 12, 2008.",65,663,720,ML082060602.txt,U
"The plant reached 100 percent power on April 18, 2008.",65,720,774,ML082060602.txt,U
"Between June 5 and June 10, 2008, operators maneuvered reactor power to as low as 93 percent to maintain condenser operations during a period of hot weather.",65,774,931,ML082060602.txt,U
"At the end of the inspection period, on June 30, 2008, the plant was at 100 percent power.",65,931,1021,ML082060602.txt,U
1,65,1021,1023,ML082060602.txt,U
"REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity, and Emergency Preparedness 1R01 Adverse Weather Protection (71111.01) .1 Readiness of Offsite and Alternate AC Power Systems a.",65,1023,1237,ML082060602.txt,U
"Inspection Scope During the week of May 19, 2008, the inspectors verified that plant features and procedures for operation and continued availability of offsite and alternate AC power systems during adverse weather were appropriate.",65,1237,1469,ML082060602.txt,U
The inspectors reviewed the licensee's procedures affecting these areas and the communications protocols between the transmission system operator (TSO) and the plant to verify that the appropriate information was being exchanged when issues arose that could impact the offsite power system.,65,1469,1759,ML082060602.txt,U
Examples of aspects considered in the inspectors' review included: Â· Â· Â· Â· coordination between the TSO and the plant during off-normal or emergency events; explanations for the events; estimates of when the offsite power system would be returned to a normal state; and notifications from the TSO to the plant when the offsite power system was returned to normal.,65,1759,2122,ML082060602.txt,U
The inspectors also verified that plant procedures addressed measures to monitor and maintain availability and reliability of both the offsite AC power system and the onsite alternate AC power system prior to or during adverse weather conditions.,67,0,246,ML082060602.txt,U
"Specifically, the inspectors verified that the procedures addressed the following:",67,246,328,ML082060602.txt,U
2,69,0,1,ML082060602.txt,U
Enclosure,71,0,9,ML082060602.txt,U
Â·,73,0,2,ML082060602.txt,U
Â· Â· Â·,75,0,5,ML082060602.txt,U
"actions to be taken when notified by the TSO that the post-trip voltage of the offsite power system at the plant would not be acceptable to assure the continued operation of the safety-related loads without transferring to the onsite power supply; compensatory actions identified to be performed if it would not be possible to predict the post-trip voltage at the plant for the current grid conditions; re-assessment of plant risk based on maintenance activities which could affect grid reliability, or the ability of the transmission system to provide offsite power; and communication between the plant and the TSO when changes at the plant could impact the transmission system, or when the capability of the transmission system to provide adequate offsite power was challenged.",77,0,779,ML082060602.txt,U
Documents reviewed are listed in the Attachment to this report.,79,0,63,ML082060602.txt,U
The inspectors also reviewed corrective action program (CAP) items to verify that the licensee was identifying adverse weather issues at an appropriate threshold and entering them into their CAP in accordance with station corrective action procedures.,79,63,314,ML082060602.txt,U
This inspection constitutes one readiness of offsite and alternate AC power systems sample as defined in Inspection Procedure (IP) 71111.01-05. b.,79,314,460,ML082060602.txt,U
Findings No findings of significance were identified.,79,460,513,ML082060602.txt,U
.2 Summer Seasonal Readiness Preparations a.,79,513,557,ML082060602.txt,U
"Inspection Scope During the week of June 2, 2008, the inspectors performed a review of the licensee's preparations for summer weather for selected systems, including conditions that could lead to an extended drought as a result of high temperatures.",79,557,806,ML082060602.txt,U
"During the inspection, the inspectors focused on plant-specific design features and the licensee's procedures used to mitigate or respond to adverse weather conditions.",79,806,974,ML082060602.txt,U
"Additionally, the inspectors reviewed the Updated Final Safety Analysis Report (UFSAR) and performance requirements for systems selected for inspection, and verified that operator actions were appropriate as specified by plant-specific procedures.",79,974,1221,ML082060602.txt,U
Specific documents reviewed during this inspection are listed in the Attachment.,79,1221,1301,ML082060602.txt,U
The inspectors also reviewed CAP items to verify that the licensee was identifying adverse weather issues at an appropriate threshold and entering them into their CAP in accordance with station corrective action procedures.,79,1301,1524,ML082060602.txt,U
"The inspectors' reviews focused specifically on the following plant systems: Â· Â· turbine building closed cooling (TBCC) system, and control complex chilled water (CCCW) system.",79,1524,1700,ML082060602.txt,U
This inspection constitutes one seasonal adverse weather sample as defined in IP 71111.01-05.,81,0,93,ML082060602.txt,U
3,83,0,1,ML082060602.txt,U
Enclosure,85,0,9,ML082060602.txt,U
b.,87,0,3,ML082060602.txt,U
Findings No findings of significance were identified.,87,3,56,ML082060602.txt,U
1R04 Equipment Alignment (71111.04) .1 Quarterly Partial System Walkdowns a.,87,56,132,ML082060602.txt,U
"Inspection Scope The inspectors performed partial system walkdowns of the following risk-significant systems: Â· Â· Â· emergency closed cooling water (ECCW) 'B' during a Division 1 work week on May 15, 2008; containment system during the week of May 15, 2008; and emergency service water (ESW) system following repair of the high pressure core spray (HPCS) ESW keep-fill system during the week of June 23, 2008.",87,132,540,ML082060602.txt,U
The inspectors selected these systems based on their risk significance relative to the reactor safety cornerstones at the time they were inspected.,89,0,147,ML082060602.txt,U
"The inspectors attempted to identify any discrepancies that could impact the function of the system, and, therefore, potentially increase risk.",89,147,290,ML082060602.txt,U
"The inspectors reviewed applicable operating procedures, system diagrams, UFSAR, Technical Specification (TS) requirements, outstanding work orders (WOs), condition reports (CRs), and the impact of ongoing work activities on redundant trains of equipment in order to identify conditions that could have rendered the systems incapable of performing their intended functions.",89,290,663,ML082060602.txt,U
The inspectors also walked down accessible portions of the systems to verify system components and support equipment were aligned correctly and operable.,89,663,816,ML082060602.txt,U
The inspectors examined the material condition of the components and observed operating parameters of equipment to verify that there were no obvious deficiencies.,89,816,978,ML082060602.txt,U
The inspectors also verified that the licensee had properly identified and resolved equipment alignment problems that could cause initiating events or impact the capability of mitigating systems or barriers and entered them into the CAP with the appropriate significance characterization.,89,978,1266,ML082060602.txt,U
Documents reviewed are listed in the Attachment.,89,1266,1314,ML082060602.txt,U
These activities constituted three partial system walkdown samples as defined in IP 71111.04-05. b.,89,1314,1413,ML082060602.txt,U
Findings No findings of significance were identified.,89,1413,1466,ML082060602.txt,U
.2 Semi-Annual Complete System Walkdown a.,89,1466,1508,ML082060602.txt,U
Inspection Scope During the month of April 2008 the inspectors performed a complete system alignment inspection of the Division 1 standby diesel generator system to verify the functional capability of the system.,89,1508,1720,ML082060602.txt,U
This system was selected because it was considered both safety-significant and risk-significant in the licensee's probabilistic risk assessment.,89,1720,1864,ML082060602.txt,U
The 4 Enclosure,89,1864,1879,ML082060602.txt,U
"inspectors walked down the system to review mechanical and electrical equipment lineups, electrical power availability, system pressure and temperature indications, as appropriate, component labeling, component lubrication, component and equipment cooling, hangers and supports, operability of support systems, and to ensure that ancillary equipment or debris did not interfere with equipment operation.",91,0,404,ML082060602.txt,U
A review of a sample of past and outstanding WOs was performed to determine whether any deficiencies significantly affected the system function.,91,404,548,ML082060602.txt,U
"In addition, the inspectors reviewed the CAP database to ensure that system equipment alignment problems were being identified and appropriately resolved.",91,548,702,ML082060602.txt,U
Documents reviewed are listed in the attachment.,91,702,750,ML082060602.txt,U
These activities constituted one complete system walkdown sample as defined in IP 71111.04-05. b.,91,750,847,ML082060602.txt,U
Findings No findings of significance were identified.,91,847,900,ML082060602.txt,U
1R05 Fire Protection (Annual/Quarterly) (71111.05AQ) a.,91,900,955,ML082060602.txt,U
"Inspection Scope The inspectors conducted fire protection walkdowns which were focused on availability, accessibility, and the condition of firefighting equipment in the following risk-significant plant areas: Â· Â· Â· Â· Â· Â· Fire Zone 1CC-3; Control Complex, elevation 620' 6""'; Fire Zone 1CC-4; Control Complex, elevation 638' 6""; Fire Zone 1CC-5; Control Complex, elevation 654' 6""; Fire Zone 0IB-4; Intermediate Building, elevation 654' 6"" and 665'; Fire Zone 1AB-1F; Unit 1 HPCS System; elevation 574' 10""; and Fire Zone 1AB-2; Auxiliary Building Unit 1, elevation 599"".",91,955,1526,ML082060602.txt,U
"The inspectors reviewed areas to assess if the licensee had implemented a fire protection program that adequately controlled combustibles and ignition sources within the plant, effectively maintained fire detection and suppression capability, maintained passive fire protection features in good material condition, and had implemented adequate compensatory measures for out of service, degraded or inoperable fire protection equipment, systems, or features in accordance with the licensee's fire plan.",93,0,501,ML082060602.txt,U
"The inspectors selected fire areas based on their overall contribution to internal fire risk as documented in the plant's Individual Plant Examination of External Events with later additional insights, their potential to impact equipment which could initiate or mitigate a plant transient, or their impact on the plant's ability to respond to a security event.",93,501,861,ML082060602.txt,U
"Using the documents listed in the Attachment, the inspectors verified that fire hoses and extinguishers were in their designated locations and available for immediate use; that fire detectors and sprinklers were unobstructed, that transient material loading was within the analyzed limits; and fire doors, dampers, and penetration seals appeared to be in satisfactory condition.",93,861,1239,ML082060602.txt,U
The inspectors also verified that minor issues identified during the inspection were entered into the licensee's CAP.,93,1239,1356,ML082060602.txt,U
Documents reviewed are listed in the Attachment to this report.,93,1356,1419,ML082060602.txt,U
5 Enclosure,93,1419,1430,ML082060602.txt,U
These activities constituted six quarterly fire protection inspection samples as defined in IP 71111.05-05. b.,95,0,111,ML082060602.txt,U
Findings No findings of significance were identified.,95,111,164,ML082060602.txt,U
1R06 Flood Protection Measures (71111.06) a.,95,164,208,ML082060602.txt,U
Inspection Scope The inspectors reviewed selected risk important plant design features and licensee procedures intended to protect the plant and its safety-related equipment from internal flooding events.,95,208,412,ML082060602.txt,U
"The inspectors reviewed flood analyses and design documents, including the UFSAR, engineering calculations, and abnormal operating procedures to identify licensee commitments.",95,412,587,ML082060602.txt,U
The specific documents reviewed are listed in the Attachment to this report.,95,587,663,ML082060602.txt,U
"In addition, the inspectors reviewed licensee drawings to identify areas and equipment that may be affected by internal flooding caused by the failure or misalignment of nearby sources of water, such as the fire suppression or the circulating water systems.",95,663,920,ML082060602.txt,U
The inspectors also reviewed the licensee's corrective action documents with respect to past flood-related items identified in the CAP to verify the adequacy of the corrective actions.,95,920,1104,ML082060602.txt,U
"The inspectors performed a walkdown of the alternate decay heat removal system between April 1 and April 5, 2008, to assess the adequacy of watertight doors and verify drains and sumps were clear of debris and were operable, and that the licensee complied with its commitments.",95,1104,1381,ML082060602.txt,U
This inspection constitutes one internal flooding sample as defined in IP 71111.06-05. b.,95,1381,1470,ML082060602.txt,U
Findings No findings of significance were identified.,95,1470,1523,ML082060602.txt,U
1R07 Annual Heat Sink Performance (71111.07) a.,95,1523,1570,ML082060602.txt,U
"Inspection Scope The inspectors reviewed the licensee's testing of residual heat removal (RHR) 'B' heat exchangers to verify that potential deficiencies did not mask the licensee's ability to detect degraded performance, to identify any common cause issues that had the potential to increase risk, and to ensure that the licensee was adequately addressing problems that could result in initiating events that would cause an increase in risk.",95,1570,2011,ML082060602.txt,U
"The inspectors reviewed the licensee's observations as compared against acceptance criteria, the correlation of scheduled testing and the frequency of testing, and the impact of instrument inaccuracies on test results.",95,2011,2229,ML082060602.txt,U
"Inspectors also verified that test acceptance criteria considered differences between test conditions, design conditions, and testing conditions.",95,2229,2374,ML082060602.txt,U
This inspection constitutes one sample as defined in IP 71111.07-05.,95,2374,2442,ML082060602.txt,U
6,97,0,1,ML082060602.txt,U
Enclosure,99,0,9,ML082060602.txt,U
b.,101,0,3,ML082060602.txt,U
Findings No findings of significance were identified.,101,3,56,ML082060602.txt,U
1R11 Licensed Operator Requalification Program (71111.11Q) a.,101,56,117,ML082060602.txt,U
"Inspection Scope On May 19, 2008, the inspectors observed a crew of licensed operators in the plant's simulator during licensed operator requalification examinations to verify that operator performance was adequate, evaluators were identifying and documenting crew performance problems, and training was being conducted in accordance with licensee procedures.",101,117,476,ML082060602.txt,U
"The inspectors evaluated the following areas: Â· Â· Â· Â· Â· Â· Â· Â· licensed operator performance; clarity and formality of communications; ability to take timely actions in the conservative direction; prioritization, interpretation, and verification of annunciator alarms; correct use and implementation of abnormal and emergency procedures; control board manipulations; oversight and direction from supervisors; and ability to identify and implement appropriate TS actions and Emergency Plan actions and notifications.",101,476,990,ML082060602.txt,U
The crew's performance in these areas was compared to pre-established operator action expectations and successful critical task completion requirements.,103,0,152,ML082060602.txt,U
Documents reviewed are listed in the Attachment to this report.,103,152,215,ML082060602.txt,U
This inspection constitutes one quarterly licensed operator requalification program sample as defined in IP 71111.11. b.,103,215,335,ML082060602.txt,U
Findings No findings of significance were identified.,103,335,388,ML082060602.txt,U
1R12 Maintenance Effectiveness (71111.12) .1 Routine Quarterly Evaluations (71111.12Q) a.,103,388,477,ML082060602.txt,U
Inspection Scope The inspectors evaluated degraded performance issues involving the following risk-significant systems: Â· Â· ECCW; and RHR system,103,477,621,ML082060602.txt,U
The inspectors reviewed events such as where ineffective equipment maintenance had resulted in valid or invalid automatic actuations of engineered safeguards systems and independently verified the licensee's actions to address system performance or condition problems in terms of the following: 7 Enclosure,105,0,306,ML082060602.txt,U
Â· Â· Â· Â· Â· Â· Â· Â·,107,0,16,ML082060602.txt,U
"implementing appropriate work practices; identifying and addressing common cause failures; scoping of systems in accordance with 10 CFR 50.65(b) of the maintenance rule; characterizing system reliability issues for performance; charging unavailability for performance; trending key parameters for condition monitoring; ensuring 10 CFR 50.65(a)(1) or (a)(2) classification or re-classification; and verifying appropriate performance criteria for structures, systems, and components/functions classified as (a)(2) or appropriate and adequate goals and corrective actions for systems classified as (a)(1).",109,0,602,ML082060602.txt,U
"The inspectors assessed performance issues with respect to the reliability, availability, and condition monitoring of the system.",111,0,129,ML082060602.txt,U
"In addition, the inspectors verified maintenance effectiveness issues were entered into the CAP with the appropriate significance characterization.",111,129,276,ML082060602.txt,U
Documents reviewed are listed in the Attachment to this report.,111,276,339,ML082060602.txt,U
This inspection constitutes two quarterly maintenance effectiveness samples as defined in IP 71111.12-05. b.,111,339,447,ML082060602.txt,U
Findings No findings of significance were identified.,111,447,500,ML082060602.txt,U
1R13 Maintenance Risk Assessments and Emergent Work Control (71111.13) a.,111,500,573,ML082060602.txt,U
"Inspection Scope The inspectors reviewed the licensee's evaluation and management of plant risk, for the maintenance and emergent work activities affecting risk-significant and safety-related equipment listed below to verify that the appropriate risk assessments were performed prior to removing equipment for work: Â· Â· Â· Â· reactor core isolation cooling (RCIC) controller emergent maintenance and design change activities during April 2008; ESW 'B' emergent maintenance activities during May 2008; ESW 'C' emergent maintenance activities during the week of May 26, 2008; and RCIC and RHR remote shutdown panel testing during the week of June 9, 2008.",111,573,1224,ML082060602.txt,U
These activities were selected based on their potential risk significance relative to the reactor safety cornerstone.,113,0,117,ML082060602.txt,U
"As applicable for each activity, the inspectors verified that risk assessments were performed as required by 10 CFR 50.56(a)(4) and were accurate and complete.",113,117,276,ML082060602.txt,U
"When emergent work was performed, the inspectors verified that the plant risk was promptly reassessed and managed.",113,276,390,ML082060602.txt,U
"The inspectors reviewed the scope of maintenance work, discussed the results of the assessment with the licensee's probabilistic risk analyst or shift technical advisor, and verified plant conditions were consistent with the risk assessment.",113,390,631,ML082060602.txt,U
"The inspectors also reviewed TS requirements and walked down portions of redundant safety systems, when applicable, to verify risk analysis assumptions were valid and applicable requirements were met.",113,631,831,ML082060602.txt,U
These activities constituted four samples as defined in IP 71111.13-05.,113,831,902,ML082060602.txt,U
8 Enclosure,113,902,913,ML082060602.txt,U
b.,115,0,3,ML082060602.txt,U
Findings No findings of significance were identified.,115,3,56,ML082060602.txt,U
1R15 Operability Evaluations (71111.15) a.,115,56,98,ML082060602.txt,U
