type,class,text,line,start_pos,end_pos,file,class
0,U,Partial Walkdowns (71111.04Q) Inspection Scope The inspectors verified equipment alignment to identify any discrepancies that impacted the function of system components.,89,207,376,davi_2004012.txt,0
0,U,The inspectors also verified that the licensee had properly identified and resolved any equipment alignment problems that would cause initiating events or impact the availability and functional capability of the mitigating system.,89,376,606,davi_2004012.txt,0
0,U,"Documentation reviewed as part of this inspection included reviewing plant procedures, drawings, and the Updated Safety Analysis Report (USAR), to determine the correct system lineup.",89,606,789,davi_2004012.txt,0
0,U,"During the walkdown, the inspectors also evaluated the material condition of the equipment to verify that there were no significant conditions not already in the licensee's corrective action system.",89,789,987,davi_2004012.txt,0
0,U,"The following four samples were selected: еб еб еб еб turbine plant cooling water system after partial system tagout and then restoration on July 12, 2004; high pressure injection pump 1 during a planned train 2 work outage on July 12, 2004; makeup pump 1 and injection lineup during a makeup pump 2 outage on July 27, 2004; and auxiliary feedwater train 2 during a train 1 planned work outage on August 10 and 11, 2004.",89,987,1403,davi_2004012.txt,0
0,U,b.,91,0,2,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,93,0,53,davi_2004012.txt,0
0,U,.2 a.,95,0,5,davi_2004012.txt,0
0,U,Complete Walkdowns (71111.04S) Inspection Scope The inspectors verified equipment alignment to identify any discrepancies that impacted the function of system components within the containment spray system.,97,0,206,davi_2004012.txt,0
0,U,The inspectors also verified that the licensee had properly identified and resolved any equipment alignment problems that would cause initiating events or impact the availability and functional capability of this mitigating system.,97,206,437,davi_2004012.txt,0
0,U,"Documentation reviewed as part of this inspection included reviewing plant procedures, drawings, and the 3 Enclosure",97,437,553,davi_2004012.txt,0
0,U,"Updated Safety Analysis Report (USAR), to determine the correct system lineup.",99,0,79,davi_2004012.txt,0
0,U,"Additionally, the inspectors evaluated outstanding maintenance work requests and condition reports on the system and any deficiencies that would affect the ability of the system to perform its function.",99,79,281,davi_2004012.txt,0
0,U,A majority of the inspectors' time was spent performing a walkdown inspection of the system.,99,281,373,davi_2004012.txt,0
0,U,"Key aspects of the walkdown inspection included verifying for this one sample of the containment spray system that: еб еб еб еб еб еб еб b. valves were correctly positioned and did not exhibit leakage that would impact their functionality; electrical power was available as required; major system components were correctly labeled, lubricated, cooled, and ventilated; hangers and supports were correctly installed and functional; essential support systems were operational; ancillary equipment or debris did not interfere with system performance; and valves were locked as required by the licensee's locked valve program.",99,373,987,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,101,0,53,davi_2004012.txt,0
0,U,1R05 Fire Protection (71111.05Q) a.,103,0,35,davi_2004012.txt,0
0,U,"Inspection Scope The inspectors conducted fire protection inspections focused on the availability, accessibility, and condition of fire fighting equipment, the control of transient combustibles, and the condition and status of installed fire barriers.",103,35,286,davi_2004012.txt,1
0,U,"The inspectors selected fire areas for inspection based on their overall contribution to internal fire risk, as documented in the Individual Plant Examination of External Events, and their potential to impact equipment which could initiate a plant transient.",103,286,544,davi_2004012.txt,0
0,U,"Inspectors verified that fire hoses and extinguishers were in their designated locations and available for immediate use, that fire detectors and sprinklers were unobstructed, that transient material loading was within the analyzed limits, and that fire doors, dampers, and penetration seals appeared to be in satisfactory condition.",103,544,877,davi_2004012.txt,0
0,U,The following six areas were inspected: еб еб еб еб еб еб fire area DG in the number 1 electrical penetration room; fire area II in the vicinity of the turbine driven main feedwater and feedwater booster pumps; fire area AB in the mechanical penetration room 3; fire area V in the corridor between penetration rooms 3 and 4; fire area AB in the makeup pump room and makeup pump room vestibule; and fire area E and F in the auxiliary feedwater pump 1 and 2 rooms.,103,877,1333,davi_2004012.txt,0
0,U,4,105,0,1,davi_2004012.txt,0
0,U,Enclosure,107,0,9,davi_2004012.txt,0
0,U,b.,109,0,3,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,111,0,53,davi_2004012.txt,0
0,U,1R11 Licensed Operator Requalification Program (71111.11Q) a.,113,0,61,davi_2004012.txt,0
0,U,"Inspection Scope On August 4, 2004, the inspectors observed operating crews during simulator annual requalification and attended the post-session licensee critique.",113,61,225,davi_2004012.txt,0
0,U,"The inspectors reviewed crew performance in the areas of: еб еб еб еб еб еб clarity and formality of communications; ability to take timely action in a safe direction ; ability to prioritize, interpret and verify alarms; procedure use; oversight and direction from supervisors; and group dynamics.",113,225,516,davi_2004012.txt,1
0,U,Crew performance in these areas was compared to licensee management expectations and guidelines as presented in Davis-Besse operational and administrative procedures.,115,0,166,davi_2004012.txt,0
0,U,The operational scenario included a dropped control rod and a large break loss of coolant accident.,115,166,265,davi_2004012.txt,0
0,U,b.,115,265,267,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,115,267,320,davi_2004012.txt,0
0,U,1R12 Maintenance Effectiveness (71111.12) a.,115,320,364,davi_2004012.txt,0
0,U,"Inspection Scope The inspectors verified the licensee's appropriate handling of performance issues associated with the main feedwater pumps and turbines, including the support systems for those components.",115,364,569,davi_2004012.txt,0
0,U,This inspection consisted of evaluating the following specific activities: еб еб еб licensee's work scheduling practices including consideration of risk of transient initiation while performing work on operating components; licensee's use of the condition report process and work order notification system in identifying deficiencies and issues with the equipment; problem solving and issue resolution associated with the failures and degradations of components associated with the main feedwater pumps and turbines; that maintenance activities on the components had been assigned appropriate risk classification; that observed deficiencies were captured in either the condition report system or the work order system; 5 Enclosure,115,569,1296,davi_2004012.txt,1
0,U,еб еб,117,0,3,davi_2004012.txt,0
0,U,еб еб еб,119,0,6,davi_2004012.txt,0
0,U,that goals and corrective actions for the long term reliability were appropriate; that short term corrective actions were appropriate for deficiencies with potential for significant operator workarounds or potential for pump and turbine trips; and that maintenance rule system status determination appeared appropriate for the equipment's recent history and current open work items.,121,0,382,davi_2004012.txt,0
0,U,The inspectors also attended the pre-job brief and observed in-process work for the replacement of a duplex strainer on main feedwater pump and turbine 1.,123,0,154,davi_2004012.txt,0
0,U,The evolution was conducted with the feedwater pump and turbine operating at normal full feedwater flow conditions.,123,154,269,davi_2004012.txt,0
0,U,"Additionally the inspectors walked down the components while operating and shutdown, to evaluate the effectiveness of pump repair activities.",123,269,410,davi_2004012.txt,0
0,U,b.,123,410,412,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,123,412,465,davi_2004012.txt,0
0,U,1R13 Maintenance Risk Assessment and Emergent Work Evaluation (71111.13) .1 a.,123,465,543,davi_2004012.txt,0
0,U,"Integrated Control System Rod Control System Inspection Scope On July 15, 2004 the licensee was in the process of restoring from reactor protection system breaker D testing.",123,543,716,davi_2004012.txt,0
0,U,"Power was approximately 100 percent, producing 923 MW, with Tavg about 582 degrees F, and regulating rod group 7 at 90.1 percent withdrawn.",123,716,855,davi_2004012.txt,0
0,U,The reactor diamond (rod control system) and the integrated control system (ICS) reactor demand station were in manual according to plant procedures.,123,855,1004,davi_2004012.txt,0
0,U,"When the reactor operator transferred the reactor diamond/rod control to automatic with the reactor demand station remaining in manual/hand, the indicated neutron error unexpectedly went to +10 percent and a signal was generated to drive in control rods.",123,1004,1258,davi_2004012.txt,0
0,U,"Upon recognition of this error, the operator returned rod control to manual.",123,1258,1334,davi_2004012.txt,1
0,U,"Plant conditions stabilized at approximately 99 percent power, producing about 914 MW with a Tave of 582 degrees F and regulating rod group 7 at about 89 percent withdrawn.",123,1334,1506,davi_2004012.txt,0
0,U,The licensee formed a problem solving team to investigate the problem and recommend corrective action.,123,1506,1608,davi_2004012.txt,0
0,U,"The inspectors reviewed the licensee's evaluation of the event, corrective actions, risk assessment of the abnormal condition, and post maintenance testing.",123,1608,1764,davi_2004012.txt,0
0,U,Additionally the inspectors periodically observed the activities of the problem solving team.,123,1764,1857,davi_2004012.txt,0
0,U,b.,123,1857,1859,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,123,1859,1912,davi_2004012.txt,0
0,U,6,125,0,1,davi_2004012.txt,0
0,U,Enclosure,127,0,9,davi_2004012.txt,0
0,U,.2 a.,129,0,6,davi_2004012.txt,0
0,U,"Borated Water Storage Tank Low Level Alarm Inspection Scope On July 9, 2004, the control room received annunciator 3-1-C (BWST [borated water storage tank] LVL LO).",131,0,164,davi_2004012.txt,0
0,U,"The low level set point is 39.83 feet however, all control room level indicators indicated a level greater than 40 feet with the highest indicator indicating 40.9 ft.",131,164,330,davi_2004012.txt,1
0,U,The licensee initiated Engineering Change Request 04-0089-00 to revise the tolerance for instrument LSL1525A1 and LSL1525B1 to 0.5 percent (3 inches) and the reset to 0.5 percent (3 inches).,131,330,520,davi_2004012.txt,0
0,U,"The inspectors reviewed the engineering change request and associated 10 CFR 50.59 screening against system requirements, including the USAR and Technical Specifications, to determine if there was any effect on system operability or impact on plant risk, and to verify the change was consistent with plant documentation and procedures.",131,520,855,davi_2004012.txt,0
0,U,b.,133,0,2,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,135,0,53,davi_2004012.txt,0
0,U,1R14 Personnel Performance During Non-Routine Plant Evolutions (71111.14) a.,137,0,76,davi_2004012.txt,0
0,U,"Inspection Scope On July 15, 2004, the inspectors attended the prejob brief and observed the maintenance activity which replaced the reactor coolant pump seal injection filter 2 and makeup filter 2.",137,76,274,davi_2004012.txt,0
0,U,Additionally the inspectors observed the placement of filters in the high integrity container in the auxiliary building crane bay.,137,274,404,davi_2004012.txt,0
0,U,"The makeup filter had not been replaced for a significant period of time and the inspectors verified that appropriate precautions were taken, that aspects of the job similar to more frequent evolutions were discussed during the pre-job brief, and that appropriate supervision and management were involved with monitoring the evolutions.",137,404,740,davi_2004012.txt,0
0,U,"The inspectors also verified that lessons learned from the July 1, 2004, event with the letdown filter (Section 4OA3.2) were considered in the planning of this activity.",137,740,909,davi_2004012.txt,0
0,U,b.,137,909,911,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,137,911,964,davi_2004012.txt,0
0,U,1R15 Operability Evaluations (71111.15) a.,137,964,1006,davi_2004012.txt,0
0,U,Inspection Scope The inspectors selected condition reports which discussed potential operability issues for risk significant components or systems.,137,1006,1153,davi_2004012.txt,0
0,U,These condition reports and applicable licensee operability evaluations were reviewed to determine whether the operability of the components or systems was justified.,137,1153,1319,davi_2004012.txt,0
0,U,The inspectors compared the operability and design criteria in the appropriate sections of the Technical Specifications and USAR to the licensee's evaluations of the issues to verify that the components or systems were 7 Enclosure,137,1319,1549,davi_2004012.txt,1
0,U,operable.,139,0,10,davi_2004012.txt,0
0,U,"Where compensatory measures were necessary to maintain operability, the inspectors verified that the measures were in place, would work as intended, and were properly controlled.",139,10,188,davi_2004012.txt,0
0,U,The two issues evaluated were: еб auxiliary feedwater and the potential requirement for operator action to restore auxiliary feedwater in the event of low suction pressure sufficient to trip the main steam to auxiliary feedwater turbine supply valves; and Operability Evaluation 04-0019 (CR 04-03857 - Unexpected High Pressure in #1 CTMT Spray Pump Discharge Piping); Revision 01.,139,188,567,davi_2004012.txt,0
0,U,еб,141,0,1,davi_2004012.txt,0
0,U,b.,143,0,2,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,145,0,53,davi_2004012.txt,0
0,U,"1R16 Operator Workarounds (71111.16) .1 Inability to Transfer Control Rods to the Auxiliary Power Supply From the Diamond Panel Inspection Scope On August 7, 2004, during the preparations to restart the reactor, the licensee discovered that the reactor operator did not have the capability to transfer any of the control rods to their auxiliary power supply from the control room rod control panel.",147,0,398,davi_2004012.txt,1
0,U,The capability to transfer the control rods to the auxiliary bus would be required to address several different rod control abnormal situations.,147,398,542,davi_2004012.txt,1
0,U,"Licensee management decided to continue with the reactor startup utilizing the ""Infrequent or Special Operations"" section of DB-OP-6402, ""CRD Operating Procedure,"" which provided guidance for the manual transfer of Safety Group control rods (groups 1, 2, 3, and 4) to the auxiliary power supply.",147,542,837,davi_2004012.txt,0
0,U,"The inspectors reviewed the impact that this workaround had on the normal operation of the regulating group control rods (groups 5, 6, and 7), the impact of the control room operators to respond to several different potential rod control malfunctions, the impact of this deficiency on the reactor protection system ability to automatically trip the reactor and the operator's ability to manually trip the reactor, and the compensatory actions put in place until the deficiency is corrected.",147,837,1327,davi_2004012.txt,0
0,U,b.,147,1327,1329,davi_2004012.txt,0
0,U,Findings No findings of significance were noted.,147,1329,1377,davi_2004012.txt,0
0,U,.2 a.,147,1377,1382,davi_2004012.txt,0
0,U,Containment Spray Pump Venting Inspection Scope The inspectors reviewed the existing operator workaround needed to compensate for pressure trapped between CS 10 [spray pump 1-1 discharge check valve] and CS 1530 [containment spray auto control valve 1-1].,147,1382,1637,davi_2004012.txt,0
0,U,There was no installed pressure relief system for this section of piping and the design pressure rating was 300 psig.,147,1637,1754,davi_2004012.txt,0
0,U,As a 8 Enclosure,147,1754,1770,davi_2004012.txt,0
0,U,a.,149,0,2,davi_2004012.txt,0
0,U,"compensatory action, periodic venting of the containment spray header was required after performing any evolution that would place BWST water into the containment spray discharge header in order to ensure that the header remained depressurized.",151,0,245,davi_2004012.txt,0
0,U,The review included the impact of the workaround on the functional capability of the containment spray system and if the workaround impacted the operators' ability to respond to other events.,151,245,436,davi_2004012.txt,0
0,U,"Additionally, the inspectors reviewed the rate of pressure increase seen in the containment spray system to determine if the workaround adversely impacted other required auxiliary operator duties.",151,436,632,davi_2004012.txt,0
0,U,b.,151,632,634,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,151,634,687,davi_2004012.txt,0
0,U,1R19 Post-Maintenance Testing (71111.19) a.,151,687,730,davi_2004012.txt,0
0,U,Inspection Scope The inspectors reviewed post-maintenance testing activities to ensure that the testing adequately verified system operability and functional capability with consideration of the actual maintenance performed.,151,730,954,davi_2004012.txt,0
0,U,"The inspectors used the appropriate sections of the Technical Specifications and the USAR, as well as the documents listed at the end of this report, to evaluate the scope of the maintenance and verify that the work control documents required sufficient post-maintenance testing to adequately demonstrate that the maintenance was successful and that operability was restored.",151,954,1329,davi_2004012.txt,1
0,U,"The inspectors observed and evaluated test activities associated with the following five samples: еб еб еб еб replacement of time delay relay in breaker BE1103 for valve motor HP2C [high pressure injection line 1-1 isolation] on July 13, 2004; cleaning and inspecting the motors for valve motor HP2D [high pressure injection line 1-2 isolation] on July 13, 2004; lubrication, preventive maintenance, and seal weld repair on threaded makeup water connections on makeup pump 2 on July 28, 2004; troubleshooting, repair, and retest of blown fuse in the reactor trip breaker A source interruption device which contributed to a reactor trip on August 4, 2004; and troubleshooting, repair, and retest of steam feedwater rupture control system channel 2 which involved replacement of a rectifier bridge on July 31, 2004",151,1329,2137,davi_2004012.txt,0
0,U,еб,153,0,1,davi_2004012.txt,0
0,U,b.,155,0,2,davi_2004012.txt,0
0,U,Findings No findings of significance were identified.,157,0,53,davi_2004012.txt,0
0,U,1R20 Refueling and Outage Activities (71111.20) a.,159,0,50,davi_2004012.txt,0
0,U,"Inspection Scope The inspectors observed licensee performance during the forced outage conducted between August 4 and August 8, 2004.",159,50,183,davi_2004012.txt,0
0,U,This outage was as a direct result of the reactor 9 Enclosure,159,183,244,davi_2004012.txt,0
0,U,trip that occurred during the testing of reactor trip breaker B.,161,0,65,davi_2004012.txt,0
0,U,These inspection activities represent one inspection sample.,161,65,125,davi_2004012.txt,0
0,U,The inspection consisted of a review of the licensee's forced outage schedule and administrative procedures governing outage activities.,161,125,261,davi_2004012.txt,0
0,U,"Specifically, the inspectors determined whether the licensee effectively managed elements of shutdown risk pertaining to reactivity control, decay heat removal, inventory control, electrical power control, and containment integrity.",161,261,493,davi_2004012.txt,1
0,U,"The inspectors performed the following activities daily, during the outage: еб attended control room operator and outage management turnover meetings to verify that the current shutdown risk status and planned work activities were fully understood and effectively communicated to licensee staff; performed walkdowns of the main control room to observe the alignment of systems important to shutdown risk; performed walkdowns of the auxiliary building and turbine building to observe ongoing work activities; and reviewed selected issues that the licensee entered into the corrective action program to verify that identified problems were being entered into the program with the appropriate characterization and significance.",161,493,1216,davi_2004012.txt,1
0,U,еб еб еб,163,0,5,davi_2004012.txt,0
0,U,"Additionally, the inspectors performed the following specific activities: еб еб еб еб еб еб еб еб еб еб b. observed the control room staff perform reactor trip response and supplemental actions; monitored licensee problem solving efforts to identify the cause of the reactor trip and post maintenance testing to verify the problem was resolved; monitored licensee problem solving efforts to resolve the improper operation of one of the steam generator safety relief valves; monitored maintenance activities to resolve minor operational issues with several turbine bypass valves; observed preparations and accompanied license personnel for containment inspection of selected equipment and locations; observed the local manual transfer to their auxiliary power supply, and subsequent withdrawal, of the four safety control rod groups; evaluated the estimated critical boron concentration and estimated critical rod position calculations; observed the control room operator performance during the approach to criticality; observed placing the main generator on the electric grid; and monitored escalation of power to 100 percent.",165,0,1116,davi_2004012.txt,1
0,U,Findings No findings of significance were identified.,167,0,53,davi_2004012.txt,0
0,U,10,169,0,2,davi_2004012.txt,0
0,U,Enclosure,171,0,9,davi_2004012.txt,0
0,U,1R22 Surveillance Testing (71111.22) a.,173,0,40,davi_2004012.txt,0
0,U,"Inspection Scope On July 1, 2004 during the performance of DB-SC-03077, [Emergency Diesel Generator 2 184 Day Test], emergency diesel generator (EDG) 2 exceeded the 10 second time requirement for reaching 900 RPM (60 Hz) during a fast start from the control room with air supplied via valve DA45 to one of two sets of air start motors.",173,40,375,davi_2004012.txt,1
0,U,"EDG 2 was started from the control room, with the Reactor Operator (RO) announcing a count down by gaitronics page, and two Equipment Operators (EO) timing the start in EDG room 2 with stop watches.",173,375,573,davi_2004012.txt,0
0,U,The licensee formed a problem solving team to investigate the problem and recommend corrective action.,173,573,675,davi_2004012.txt,0
0,U,The licensee determined that the probable cause of the failure was test methodology.,173,675,759,davi_2004012.txt,0
0,U,"As the RO was completing the countdown, an unrelated gaitronics page was made that partially obscured the countdown announcement.",173,759,888,davi_2004012.txt,0
0,U,The licensee's conclusion was primarily based on electronic data gathered during the second performance of the 184 day test during which EDG 2 met the 10 second time requirement in 8.8 seconds.,173,888,1081,davi_2004012.txt,0
0,U,The inspectors reviewed the licensee's problem solving plan and verified that sufficient time had elapsed between the tests to minimize the potential for pre-conditioning.,173,1081,1252,davi_2004012.txt,1
0,U,Additionally the inspectors periodically observed the activities of the problem solving team.,173,1252,1345,davi_2004012.txt,0
0,U,b.,173,1345,1347,davi_2004012.txt,0
0,U,Findings No findings of significance were identified 1R23 Temporary Plant Modifications (71111.23) a.,173,1347,1448,davi_2004012.txt,0
0,U,"Inspection Scope The inspectors reviewed temporary modification 04-0023, ""FW 58 Temporary Leak Seal [high pressure feedwater heater 2-4 outlet line drain valve].""",173,1448,1610,davi_2004012.txt,0
0,U,This temporary modification was put in place to address a body to bonnet joint steam leak.,173,1610,1700,davi_2004012.txt,0
