TYPE,CLASS,text,line,start_pos,end_pos,file,class
0,U,"K. Kolaczyk, Senior Resident Inspector C. Welch, Resident Inspector L. Cheung, Senior Reactor Inspector P. Frechette, Physical Security Inspector P. Kaufman, Senior Reactor Inspector T. Moslak, Health Physicist B. Norris, Senior Reactor Inspector D. Silk, Senior Emergency Preparedness Inspector",52,0,295,ginn_2002005.txt,0
0,U,Approved by:,54,0,12,ginn_2002005.txt,0
0,U,M.G.,56,0,4,ginn_2002005.txt,0
0,U,"Evans, Chief Projects Branch 1 Division of Reactor Projects",56,4,63,ginn_2002005.txt,0
0,U,"SUMMARY OF FINDINGS IR 05000244-02-05, Rochester Gas & Electric; 06/30-09/28/2002; R. E. Ginna Nuclear Power Plant.",58,0,116,ginn_2002005.txt,0
0,U,"Fire Protection, Surveillance Testing and Identification and Resolution of Problems.",58,116,200,ginn_2002005.txt,0
0,U,"The inspection was conducted by resident inspectors and regional specialists in radiation protection, security, engineering, and emergency planning.",58,200,348,ginn_2002005.txt,0
0,U,"This inspection identified four Green issues, two of which were non-cited violations.",58,348,433,ginn_2002005.txt,0
0,U,"The significance of most findings is indicated by their color (Green, White, Yellow, or Red) using Inspection Manual Chapter (IMC) 0609, ""Significance Determination Process (SDP).""",58,433,613,ginn_2002005.txt,1
0,U,"Findings for which the SDP does not apply are indicated by ""No Color"" or by the severity level of the applicable violation.",58,613,736,ginn_2002005.txt,0
0,U,"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" Revision 3, dated July 2000.",58,736,910,ginn_2002005.txt,1
0,U,A.,58,910,912,ginn_2002005.txt,0
0,U,Inspector Identified Findings Cornerstone: Mitigating Systems еб Green.,58,912,982,ginn_2002005.txt,0
0,U,The inspectors identified the natural gas supply isolation valve to the screenhouse had been covered by several inches of gravel and asphalt pavement.,58,982,1132,ginn_2002005.txt,0
0,U,Operators would be procedurally directed to close this valve in the event of a fire in the screenhouse.,58,1132,1235,ginn_2002005.txt,0
0,U,"The finding was determined to be of very low safety significance (Green) and a non-cited violation of technical specification 5.4.1.d; which requires, in part, that procedures for the fire protection program be established, implemented, and maintained.",58,1235,1487,ginn_2002005.txt,0
0,U,(Section 1RO5) еб Green.,58,1487,1510,ginn_2002005.txt,0
0,U,Two out of four reactor protection over-temperature delta-temperature channels were found to be improperly calibrated and outside technical specification requirements.,58,1510,1677,ginn_2002005.txt,0
0,U,Improper calibration of reactor protection circuitry could result in an unnecessary plant transient.,58,1677,1777,ginn_2002005.txt,0
0,U,"The calibration error was determined to be of very low safety significance (Green) and a non-cited violation of 10 CFR 50, Appendix B, Criterion V, ""Instructions, Procedures, and Drawings.",58,1777,1965,ginn_2002005.txt,0
0,U,(Section 1R22) еб Green.,58,1965,1988,ginn_2002005.txt,0
1,H,"Operator error during performance of surveillance test PT-12.2; ""Emergency Diesel Generator B,"" rendered the B diesel generator inoperable for approximately seven hours due to the resultant troubleshooting activities.",58,1988,2205,ginn_2002005.txt,0
0,U,The emergency diesel generator output breaker tripped due to an out of phase condition.,58,2205,2292,ginn_2002005.txt,0
0,U,The finding was determined to be of very low safety significance and did not constitute a violation of regulatory requirements.,58,2292,2419,ginn_2002005.txt,0
0,U,(Section 1R22),58,2419,2433,ginn_2002005.txt,0
0,U,ii,60,0,2,ginn_2002005.txt,0
0,U,Summary of Findings (cont'd) Cornerstone: OTHER еб Green.,62,0,57,ginn_2002005.txt,0
0,U,"The inspectors identified that RG&E's prior corrective action for inadequate operator response to primary plant computer system (PPCS) alarms, has not been fully effective.",62,57,229,ginn_2002005.txt,0
0,U,"This issue was considered greater than minor since inadequate or poor response to primary plant computer alarms could be reasonably viewed a precursor to a significant event or, if left uncorrected, could become a more significant safety concern.",62,229,475,ginn_2002005.txt,0
0,U,"The finding is not suitable for SDP evaluation, but was determined to be a green finding of very low safety significance however, not a violation of a regulatory requirement.",62,475,649,ginn_2002005.txt,0
0,U,(Section OA2),62,649,662,ginn_2002005.txt,0
0,U,еб,64,0,1,ginn_2002005.txt,0
0,U,B.,66,0,2,ginn_2002005.txt,0
0,U,"Licensee Identified Violation A violation of very low safety significance, which was identified by the licensee has been reviewed by the inspectors.",68,0,148,ginn_2002005.txt,0
0,U,Corrective actions taken or planned by the licensee have been entered into the licensee's corrective action program.,68,148,264,ginn_2002005.txt,0
0,U,This violation and corrective action tracking number is listed in Section 4OA7 of this report.,68,264,358,ginn_2002005.txt,0
0,U,iii,70,0,3,ginn_2002005.txt,0
0,U,Report Details SUMMARY OF PLANT STATUS Ginna operated at full reactor power throughout the inspection period.,72,0,110,ginn_2002005.txt,0
0,U,1,74,0,2,ginn_2002005.txt,0
0,U,"REACTOR SAFETY Initiating Events, Mitigating Systems, and Barrier Integrity [Reactor - R]",76,0,89,ginn_2002005.txt,0
0,U,R02 a.,78,0,6,ginn_2002005.txt,0
0,U,"Evaluation of Changes, Tests, or Experiments Inspection Scope The inspectors reviewed three selected safety evaluations associated with initiating event and mitigating systems cornerstones (no safety evaluations associated with the barrier integrity cornerstone were available for review) to verify those changes to the facility or procedures as described in the Updated Final Safety Analysis Report were reviewed and documented in accordance with 10 CFR 50.59, and that the safety issues pertinent to the changes were properly resolved or adequately addressed.",80,0,561,ginn_2002005.txt,1
0,U,"The safety evaluations were completed during the past two years, and were selected based on the safety significance of the changes and the risk to structures, systems and components.",80,561,743,ginn_2002005.txt,0
0,U,"The inspectors also reviewed 16 screen-out evaluations for changes, tests and experiments for which the licensee determined that safety evaluations were not required.",80,743,909,ginn_2002005.txt,0
0,U,This review was performed to verify that the licensee's threshold for performing safety evaluations was consistent with 10 CFR 50.59.,80,909,1042,ginn_2002005.txt,0
0,U,"In addition, the inspectors reviewed the administrative procedure that was used to control the screening, preparation, and issuance of the safety evaluations to ensure that the procedure adequately covered the requirements of 10 CFR 50.59.",80,1042,1281,ginn_2002005.txt,1
0,U,The listing of the safety evaluations and screen-out evaluations reviewed is provided in Attachment 1.,80,1281,1383,ginn_2002005.txt,0
0,U,b.,82,0,2,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified.,84,0,53,ginn_2002005.txt,0
0,U,R04 a.,86,0,6,ginn_2002005.txt,0
0,U,Equipment Alignment Inspection Scope The inspectors performed partial walkdowns of the following system trains while their redundant trains were out of service for maintenance.,88,0,176,ginn_2002005.txt,0
0,U,"еб еб 4160 and 480-volt electrical systems ""A and B"" trains of the Standby Auxiliary Feedwater System",88,176,275,ginn_2002005.txt,0
0,U,"2 еб ""A and B"" trains of the Residual Heat Removal system",90,0,57,ginn_2002005.txt,0
0,U,"These inspections verified that alignment of critical valves, and electrical breakers, was correct and as described in plant procedures, technical specifications, and drawings.",92,0,176,ginn_2002005.txt,0
0,U,Control room indications and controls were also verified to be appropriate for the standby or operating status of the system.,92,176,301,ginn_2002005.txt,0
0,U,"During the walkdowns, the inspectors evaluated the material condition and general housekeeping of the systems and adjacent spaces.",92,301,431,ginn_2002005.txt,0
0,U,A sample of outstanding maintenance work requests was reviewed to ensure system operability was not adversely affected.,92,431,550,ginn_2002005.txt,0
0,U,b.,92,550,552,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified.,92,552,605,ginn_2002005.txt,0
0,U,R05 a.,92,605,611,ginn_2002005.txt,0
0,U,"Fire Protection Inspection Scope The inspectors toured the following plant areas to assess RG&E's control of combustible materials and ignition sources, the physical condition of installed fire suppression and detection systems, and the adequacy of compensatory measures when required.",92,611,896,ginn_2002005.txt,0
0,U,еб еб еб еб еб еб еб еб Intermediate Building Basement Turbine Building Operating Floor Turbine Building Basement Air Handling Building Transformer Yard Cable Spreading Tunnel Auxiliary Building Intermediate Level Screenhouse,92,896,1113,ginn_2002005.txt,0
0,U,"Additionally, the inspectors reviewed procedures SC-3; ""Fire Emergency Plan,"" A-905; ""Open Flame Welding and Grinding Permit,"" SC-3.2.11; ""Immediate ActionScreenhouse Fire,"" and SC-3.1; ""Fire Emergency General Information,"" to verify that the fire protection program was being implemented in accordance with the conditions stated within the procedures.",94,0,352,ginn_2002005.txt,1
0,U,b.,94,352,354,ginn_2002005.txt,0
0,U,Findings Introduction Green.,94,354,382,ginn_2002005.txt,0
0,U,"The inspectors identified a non-cited violation of technical specification 5.4.1.d; which requires, in part, that procedures be established, implemented and maintained covering the fire protection program.",94,382,587,ginn_2002005.txt,0
0,U,"3 Description Ginna's screenhouse contains numerous items in one open area including the safetyrelated service water pumps, the diesel and electric fire main pumps, and the house heating boiler.",96,0,195,ginn_2002005.txt,0
0,U,Fuel for the station house heating boiler and several area heaters in the screenhouse is supplied by a four-inch natural gas line.,96,195,325,ginn_2002005.txt,0
0,U,"If a fire occurred in the screenhouse that necessitated shutting off the natural gas supply, step 3.9 of procedure SC-3.2.11, ""Immediate Action-Screenhouse Fire,"" directs the operators to close the header isolation valve which is located "".",96,325,565,ginn_2002005.txt,0
0,U,.,96,565,566,ginn_2002005.txt,0
0,U,.,96,566,567,ginn_2002005.txt,0
0,U,"west of the screenhouse and North of the Service Building.""",96,567,626,ginn_2002005.txt,0
0,U,"When walking down this step of the procedure, the inspectors, with the assistance of the Ginna fire protection coordinator, could not locate the isolation valve.",96,626,787,ginn_2002005.txt,0
0,U,"At the close of the inspection period, after conducting an extensive search of the exterior perimeter, RG&E identified the valve was located between two trailers that were positioned west of the screenhouse.",96,787,994,ginn_2002005.txt,0
0,U,Apparently the valve had been covered by several inches of gravel and asphalt pavement.,96,994,1081,ginn_2002005.txt,0
0,U,"Analysis The finding, associated with the Mitigating Systems Cornerstone, was determined to have a credible impact on safety due to its adverse impact on the fire brigade's ability to combat a fire in the screenhouse structure.",96,1081,1308,ginn_2002005.txt,0
0,U,"However, in phase one of the SDP, the finding screened to Green since the screenhouse contains fire detection and suppression equipment, which would detect and control the spread of a fire, and the presence of other valves that could isolate the gas main.",96,1308,1563,ginn_2002005.txt,0
0,U,"Enforcement The finding was also determined to be a violation of Technical Specification 5.4.1.d, which requires, in part, that written procedures be established, implemented and maintained for implementing the Fire Protection Program.",96,1563,1798,ginn_2002005.txt,0
0,U,"By not correctly identifying the location of the gas isolation valve, RG&E failed to properly maintain procedure SC3.2.11.",96,1798,1920,ginn_2002005.txt,0
0,U,"However, because of the very low safety significance of this violation and because RG&E has entered the issue into their corrective action program (AR 20022042) this violation is being treated as a non-cited violation, in accordance with Section VI.A.1 of the NRC's Enforcement policy.",96,1920,2205,ginn_2002005.txt,0
0,U,(NCV 50-244/02-05-01) R07 a.,96,2205,2233,ginn_2002005.txt,0
0,U,"Heat Sink Performance Inspection Scope Biennial Review The inspectors reviewed RG&E's periodic maintenance, testing, and inspection records for the following safety-related heat exchangers to determine whether RG&E had reasonable assurance that the heat transfer capability for each heat exchanger would remain capable of meeting its design heat removal requirements during plant operations.",96,2233,2624,ginn_2002005.txt,1
0,U,"4 еб еб еб ""B"" component cooling water (CCW) heat exchanger ""B"" emergency diesel generator jacket water and lube oil coolers ""A and D"" containment recirculation fan cooler.",98,0,170,ginn_2002005.txt,0
0,U,"The inspection comprised a review of RG&E's testing methodology including test frequency, conditions, and acceptance criteria.",100,0,126,ginn_2002005.txt,0
0,U,Test results were reviewed and compared to design criteria.,100,126,185,ginn_2002005.txt,0
0,U,Selected calculations of component performance data were also reviewed to verify that test results reflected heat exchanger design conditions.,100,185,327,ginn_2002005.txt,0
0,U,"Heat exchanger inspection, cleaning, and maintenance records were reviewed and the as-found results were assessed against RG&E's frequency for inspection and cleaning.",100,327,494,ginn_2002005.txt,0
0,U,The as-left condition of the heat exchanger tubes were verified to be acceptable.,100,494,575,ginn_2002005.txt,0
0,U,The service water (SW) system reliability optimization program (SWSROP) was discussed with engineering personnel and a chemistry specialist.,100,575,715,ginn_2002005.txt,0
0,U,Heat exchanger performance trending was also assessed.,100,715,769,ginn_2002005.txt,0
0,U,"The inspector reviewed the documented condition of the screenhouse inlet bays, discharge canal, and intake structure as well as ongoing design changes for debris control and the intake structure heater design and bar spacing to minimize an ice buildup.",100,769,1021,ginn_2002005.txt,1
0,U,"A sample of action reports related to biofouling, intake structure ice formation, and circulating water chemical control was reviewed to verify that RG&E had provided or planned appropriate corrective action.",100,1021,1229,ginn_2002005.txt,0
0,U,"Annual Review The inspectors reviewed performance of the PT-60.6A; ""CCW Heat Exchanger Performance Test,"" and reviewed test data to verify that the heat exchangers listed below demonstrated the system's functional capability and operational readiness.",100,1229,1480,ginn_2002005.txt,0
0,U,The test method and results were discussed with the responsible system engineer.,100,1480,1560,ginn_2002005.txt,0
0,U,Heat exchanger tube plugging was verified within design limits.,100,1560,1623,ginn_2002005.txt,0
0,U,еб еб b.,100,1623,1629,ginn_2002005.txt,0
0,U,"""A"" component cooling water heat exchanger ""A"" emergency diesel generator jacket water and lube oil coolers",100,1629,1736,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified.,102,0,53,ginn_2002005.txt,0
0,U,R11 a.,104,0,6,ginn_2002005.txt,0
0,U,"Licensed Operator Requalification Inspection Scope The inspectors observed licensed operator requalification training on August 12, 2002.",106,0,137,ginn_2002005.txt,0
0,U,The evaluation observed was training scenario #ECA1112-10.,106,137,195,ginn_2002005.txt,0
0,U,"The inspector reviewed the critical tasks associated with the evaluation, observed the operators' performance during the exercise, and observed the post evaluation critique.",106,195,368,ginn_2002005.txt,0
0,U,"The inspector also reviewed and verified compliance with Ginna procedure OTG-2.2, ""Simulator Examination Instructions.""",106,368,487,ginn_2002005.txt,0
0,U,b.,108,0,2,ginn_2002005.txt,0
0,U,Findings,110,0,8,ginn_2002005.txt,0
0,U,5 No findings of significance were identified.,112,0,47,ginn_2002005.txt,0
0,U,R12 a.,112,47,53,ginn_2002005.txt,0
0,U,"Maintenance Effectiveness Inspection Scope The inspectors assessed the effectiveness of maintenance on plant systems to verify that: (1) failed structures, systems and components (SSCs) were properly characterized in the RG&E Maintenance Rule Monthly Reports, (2) goals and performance criteria were appropriate, (3) corrective action plans were appropriate, and (4) performance was being effectively monitored in accordance with RG&E procedures EP-2-P-0167, ""Maintenance Rule Monitoring"" and, EP-2-P-0168, ""Maintenance Rule Scoping.""",112,53,587,ginn_2002005.txt,0
0,U,The inspectors selected the following safety significant systems: еб еб b.,112,587,659,ginn_2002005.txt,0
0,U,"System 66, Emergency Lighting Battery System 17C, Fire Doors",112,659,719,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified,114,0,52,ginn_2002005.txt,0
0,U,R13 a.,116,0,6,ginn_2002005.txt,0
0,U,Maintenance Risk Assessments and Emergent Work Evaluation Inspection Scope The inspectors evaluated the effectiveness of RG&E's maintenance risk assessments required by paragraph a(4) of 10 CFR 50.65.,118,0,200,ginn_2002005.txt,1
0,U,This inspection included discussions with control room operators and scheduling department personnel regarding the use of RG&E's online risk monitoring software.,118,200,361,ginn_2002005.txt,1
0,U,"The inspectors reviewed equipment tracking documentation, daily work schedules, and performed plant tours to gain reasonable assurance that actual plant configuration matched the assessed configuration.",118,361,563,ginn_2002005.txt,0
0,U,"Additionally, the inspectors verified that RG&E's risk management actions, for both planned and/or emergent work, were consistent with those described in procedure IPPSH-2, ""Integrated Work Schedule Risk Management.""",118,563,779,ginn_2002005.txt,0
0,U,"Risk assessments for the following out of service systems, structures, and/or components were reviewed.",118,779,882,ginn_2002005.txt,0
0,U,"еб Unplanned maintenance on July 31, 2002, to replace a blown fuse in the power supply for channel one of the reactor protection system.",118,882,1017,ginn_2002005.txt,0
0,U,"Planned maintenance on August 12, 2002, to perform preventive maintenance on the 12A station service transformer.",118,1017,1130,ginn_2002005.txt,0
0,U,"Unplanned maintenance on the ""B"" diesel generator output breaker for Bus 17 following an unexpected trip of the breaker on August 6, 2002.",118,1130,1268,ginn_2002005.txt,0
0,U,"A diesel generator surveillance test conducted on September 3, 2002, during a period when high winds were predicted for the Ginna site.",118,1268,1403,ginn_2002005.txt,0
0,U,еб,120,0,1,ginn_2002005.txt,0
0,U,еб,122,0,1,ginn_2002005.txt,0
0,U,еб,124,0,1,ginn_2002005.txt,0
0,U,"6 еб Planned maintenance on July 15, 2002, for the nuclear instrumentation N-38 drawer, the residual heat removal system, the auxiliary feedwater system, and unplanned trouble shooting for the main turbine electro-hydraulic control system.",126,0,239,ginn_2002005.txt,0
0,U,b.,128,0,2,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified.,130,0,53,ginn_2002005.txt,0
0,U,R15 a.,132,0,6,ginn_2002005.txt,0
0,U,Operability Evaluations Inspection Scope The inspectors reviewed the following operability evaluations to determine if RG&E had adequately justified operability.,134,0,161,ginn_2002005.txt,0
0,U,"еб AR 2001-0890, AOV Deficiencies.",134,161,194,ginn_2002005.txt,0
0,U,"This AR identified an inspector discovery that under certain conditions, two air operated valves in the auxiliary feedwater system, AOVs 4297 and 4298 would not fail open in the event actuating air was lost to the valves.",134,194,415,ginn_2002005.txt,1
0,U,"The engineering technical evaluation attached to AR 20010890 was reviewed to determine why the failure was not detected during IST activities, and to verify adequate corrective action had been implemented.",134,415,620,ginn_2002005.txt,0
0,U,"AR 2001-1468, Investigation of Ginna's Containment Structure's Tendon System Grease Leakage.",134,620,712,ginn_2002005.txt,0
0,U,This AR documented the results of an RG&E discovery that grease was leaking from the containment tendons.,134,712,817,ginn_2002005.txt,0
0,U,The engineering technical evaluation was reviewed to verify RG&E had implemented adequate corrective action to monitor level of grease in the containment tendons.,134,817,979,ginn_2002005.txt,0
0,U,"WO 20202, Vital Battery Monitor ""B.""",134,979,1015,ginn_2002005.txt,0
0,U,"This work order was initiated to bypass spurious control room alarms that were occurring on the ""B"" vital battery monitor.",134,1015,1137,ginn_2002005.txt,1
0,U,The inspectors reviewed the work instructions that disabled the control room annunciator and verified the instructions were adequate to perform the activity.,134,1137,1294,ginn_2002005.txt,1
0,U,"AR 2002-2055, Water on top of ""B"" Condensate Storage Tank Diaphragm.",134,1294,1362,ginn_2002005.txt,0
0,U,"This AR documented a licensee discovery that water had collected on top of the rubber diaphragm located in the ""B"" Condensate Water Storage Tank, which is an indication that the internal tank diaphragm had failed.",134,1362,1575,ginn_2002005.txt,0
0,U,"RG&E had examined the tank in response to a recent industry event, where a diaphragm failure rendered an auxiliary feedwater pump inoperable.",134,1575,1716,ginn_2002005.txt,0
0,U,"The inspector reviewed an engineering evaluation that evaluated the condition to verify adequate compensatory action was implemented, and the safety significance of the discovery had been adequately assessed.",134,1716,1924,ginn_2002005.txt,0
0,U,еб,136,0,1,ginn_2002005.txt,0
0,U,еб,138,0,1,ginn_2002005.txt,0
0,U,еб,140,0,1,ginn_2002005.txt,0
0,U,This inspection included discussion with plant personnel and reviews of applicable technical specifications and design bases information.,142,0,137,ginn_2002005.txt,0
0,U,b.,142,137,139,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified.,142,139,192,ginn_2002005.txt,0
0,U,7 R16 a.,144,0,9,ginn_2002005.txt,0
0,U,"Operator Workarounds Inspection Scope The inspectors reviewed the cumulative effects of Ginna's existing operator workarounds/challenges, control room deficiencies, and degraded but operable equipment.",144,9,210,ginn_2002005.txt,0
0,U,The inspection focused on the overall impact to plant systems and operator event response capability.,144,210,311,ginn_2002005.txt,0
0,U,"Ginna procedure A-52.16, ""Operator Workaround/Challenge Control,"" technical specifications, system design information, and corrective action program records were referenced.",144,311,484,ginn_2002005.txt,0
0,U,The inspectors also looked for potential operator workarounds/challenges not formally evaluated by RG&E.,144,484,588,ginn_2002005.txt,0
0,U,b.,144,588,590,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified.,144,590,643,ginn_2002005.txt,0
0,U,R17 a.,144,643,649,ginn_2002005.txt,0
0,U,"Permanent Plant Modifications Inspection Scope Biennial Inspection The inspectors selected and reviewed ten risk-significant plant modification packages and two set point change packages to verify that: (1) the design bases, licensing bases, and performance capability of risk significant Structures, Systems or Components had not been degraded through modifications and set point changes; and, (2) modifications and set point changes performed during increased risk configurations did not place the plant in an unsafe condition.",144,649,1178,ginn_2002005.txt,1
0,U,The modification and set point change packages were selected from among the design changes that were closed within the past two years.,144,1178,1312,ginn_2002005.txt,1
0,U,"The plant modifications and set point changes were distributed among initiating event, mitigating system, and barrier integrity cornerstones.",144,1312,1453,ginn_2002005.txt,0
0,U,"For these modifications and set point changes, to determine design adequacy, the inspectors reviewed the design inputs, assumptions, and design calculations, such as an instrument set point, instrument uncertainty, and electrical loading calculations.",144,1453,1704,ginn_2002005.txt,1
0,U,The inspectors also reviewed field change notices that were issued during the installation to confirm that the problems associated with the installation were adequately resolved.,144,1704,1882,ginn_2002005.txt,0
0,U,"In addition, the inspectors reviewed the post-modification testing, functional testing, and instrument calibration records to determine readiness for operations.",144,1882,2043,ginn_2002005.txt,0
0,U,"Finally, the inspectors reviewed the affected procedures, drawings, design basis documents, and Updated Final Safety Analysis Report sections to verify that the affected documents were appropriately updated.",144,2043,2250,ginn_2002005.txt,1
0,U,"For the accessible components associated with the modifications, the inspectors also walked-down the systems to detect possible abnormal installation conditions.",144,2250,2411,ginn_2002005.txt,0
0,U,The listing of the reviewed modifications and set point changes is provided in Attachment 1.,144,2411,2503,ginn_2002005.txt,0
0,U,"8 Annual Inspection The inspectors reviewed SM-2000-042.1, Modification of Containment Narrow Range Pressure Transmitter Loop 944. b.",146,0,134,ginn_2002005.txt,0
0,U,Findings No findings of significance were identified.,146,134,187,ginn_2002005.txt,0
0,U,R19 a.,146,187,193,ginn_2002005.txt,0
0,U,Post Maintenance Testing Inspection Scope The inspectors reviewed the post maintenance tests for the following work orders (WO) to verify that RG&E appropriately demonstrated the components' ability to perform their intended safety function.,146,193,434,ginn_2002005.txt,0
0,U,"еб еб еб еб еб еб WO 20101892, installation of a new quick disconnect on penetration 305D.",146,434,518,ginn_2002005.txt,0
0,U,"Tested per PTT-23; ""Containment Isolation Valve Leak Rate Testing,"" WO 20103993, periodic lubrication of service water system valves.",146,518,651,ginn_2002005.txt,0
0,U,"Tested per PT-2.3; ""Safeguard Power Operated Valve Isolation.""",146,651,713,ginn_2002005.txt,0
0,U,"WO 20103246, replace an N-38 drawer lower section defeat selector switch.",146,713,786,ginn_2002005.txt,0
0,U,"WO 20202331, troubleshoot the G auxiliary building fan.",146,786,841,ginn_2002005.txt,0
