TYPE,CLASS,text,line,start_pos,end_pos,file,class
0,U,"All violations of NRC requirements are dispositioned in accordance with the NRC's Enforcement Policy, dated January 28, 2013.",26,604,729,ML13127A206.txt,0
0,U,"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process"" Revision 4, dated December 2006.",26,729,906,ML13127A206.txt,1
0,U,A. NRC-Identified and Self-Revealed Findings No NRC-identified or self-revealed findings were identified during this inspection.,26,906,1034,ML13127A206.txt,0
0,U,B. Licensee-Identified Violations One violation of very low safety significance that was identified by the licensee has been reviewed by inspectors.,26,1034,1182,ML13127A206.txt,0
0,U,Corrective actions planned or taken by the licensee have been entered into the licensee's corrective action program.,26,1182,1298,ML13127A206.txt,0
0,U,This violation and corrective action tracking number are listed in Section 4OA7 of this report.,26,1298,1393,ML13127A206.txt,0
0,U,1,28,0,1,ML13127A206.txt,0
0,U,Enclosure,30,0,9,ML13127A206.txt,0
0,U,"REPORT DETAILS Summary of Plant Status Fermi Unit 2 entered the inspection period in mode 2, in the process of heating up the plant following forced outage 12-04, off-line at 5 percent power.",32,0,192,ML13127A206.txt,1
0,U,"On January 1, 2013, the plant entered mode 1 at 0150 and was synchronized to the electrical grid at 1457.",32,192,297,ML13127A206.txt,0
0,U,"Startup continued and power was raised to 68 percent, remaining there until the end of the inspection period.",32,297,406,ML13127A206.txt,0
0,U,1,32,406,408,ML13127A206.txt,0
0,U,"REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, Barrier Integrity, and Emergency Preparedness 1R01 Adverse Weather Protection (71111.01) .1 a.",32,408,570,ML13127A206.txt,0
0,U,"Readiness for Impending Adverse Weather Condition е_ High Winds, Ice, Snow, and Cold Conditions Inspection Scope During the first quarter of 2013, the plant experienced periods of high winds, ice and snow fall, and cold conditions.",32,570,800,ML13127A206.txt,0
0,U,The inspectors reviewed the licensee's overall preparations/protection for the expected weather conditions.,32,800,907,ML13127A206.txt,0
0,U,"During the week of February 16, 2013, the inspectors walked down the switchyard, outside storage areas, and other areas close to vital equipment because their safety-related functions could be affected or required as a result of the high wind conditions forecast for the facility.",32,907,1187,ML13127A206.txt,0
0,U,The inspectors observed material storage conditions and looked for unsecured items.,32,1187,1270,ML13127A206.txt,0
0,U,"During the weeks of February 23 and March 2, 2013, the inspectors walked down the auxiliary boiler, reactor building and turbine building ventilation systems, and residual heat removal (RHR)/emergency diesel generator (EDG) building heating system.",32,1270,1518,ML13127A206.txt,0
0,U,"The inspectors observed insulation, heat trace circuits, space heater operation, and weatherized enclosures to ensure operability of affected systems.",32,1518,1668,ML13127A206.txt,0
0,U,The inspectors reviewed licensee procedures and discussed potential compensatory measures with control room personnel.,32,1668,1786,ML13127A206.txt,0
0,U,The inspectors focused on plant management's actions for implementing the station's procedures for ensuring adequate personnel for safe plant operation and emergency response would be available.,32,1786,1980,ML13127A206.txt,0
0,U,Specific documents reviewed during this inspection are listed in the Attachment to this report.,32,1980,2075,ML13127A206.txt,0
0,U,This inspection constituted one readiness for impending adverse weather condition sample as defined in Inspection Procedure (IP) 71111.01-05. b.,32,2075,2219,ML13127A206.txt,0
0,U,Findings No findings were identified.,32,2219,2256,ML13127A206.txt,0
0,U,2,34,0,1,ML13127A206.txt,0
0,U,Enclosure,36,0,9,ML13127A206.txt,0
0,U,1R04 Equipment Alignment (71111.04) .1 a.,38,0,42,ML13127A206.txt,0
0,U,Quarterly Partial System Walkdowns Inspection Scope The inspectors performed partial system walkdowns of the following risk-significant systems: еб еб еб еб еб Division 1 emergency equipment cooling water; Fire protection system; Standby feed water while protected per Operational Decision Making Issue (ODMI) 12-05; Division 2 core spray; and Division 1 core spray.,38,42,403,ML13127A206.txt,0
0,U,The inspectors selected these systems based on their risk significance relative to the Reactor Safety Cornerstones at the time they were inspected.,40,0,147,ML13127A206.txt,0
0,U,"The inspectors attempted to identify any discrepancies that could impact the function of the system and, therefore, potentially increase risk.",40,147,289,ML13127A206.txt,0
0,U,"The inspectors reviewed applicable operating procedures, system diagrams, Updated Final Safety Analysis Report (UFSAR), Technical Specification (TS) requirements, outstanding work orders (WOs), condition reports, and the impact of ongoing work activities on redundant trains of equipment in order to identify conditions that could have rendered the systems incapable of performing their intended functions.",40,289,695,ML13127A206.txt,0
0,U,The inspectors also walked down accessible portions of the systems to verify system components and support equipment were aligned correctly and operable.,40,695,848,ML13127A206.txt,0
0,U,The inspectors examined the material condition of the components and observed operating parameters of equipment to verify there were no obvious deficiencies.,40,848,1005,ML13127A206.txt,0
0,U,The inspectors also verified the licensee had properly identified and resolved equipment alignment problems that could cause initiating events or impact the capability of mitigating systems or barriers and entered them into the corrective action program with the appropriate significance characterization.,40,1005,1310,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,40,1310,1373,ML13127A206.txt,0
0,U,These activities constituted five partial system walkdown samples as defined in IP 71111.04-05. b.,40,1373,1471,ML13127A206.txt,0
0,U,Findings No findings were identified.,40,1471,1508,ML13127A206.txt,0
0,U,.2 a.,40,1508,1513,ML13127A206.txt,0
0,U,"Semi-Annual Complete System Walkdown Inspection Scope During the week of March 17, 2013, the inspectors performed a complete system alignment inspection of the non-interruptible air supply (NIAS) system to verify the functional capability of the system.",40,1513,1766,ML13127A206.txt,0
0,U,This system was selected because it was considered both safety significant and risk significant in the licensee's probabilistic risk assessment.,40,1766,1910,ML13127A206.txt,0
0,U,"The inspectors walked down the system to review mechanical and electrical equipment lineups; electrical power availability; system pressure and temperature indications, as 3 Enclosure",40,1910,2093,ML13127A206.txt,0
0,U,appropriate; component labeling; component lubrication; component and equipment cooling; hangers and supports; operability of support systems; and to ensure ancillary equipment or debris did not interfere with equipment operation.,42,0,231,ML13127A206.txt,0
0,U,A review of a sample of past and outstanding WOs was performed to determine whether any deficiencies significantly affected the system function.,42,231,375,ML13127A206.txt,0
0,U,"In addition, the inspectors reviewed the corrective action program database to ensure system equipment alignment problems were being identified and appropriately resolved.",42,375,546,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,42,546,609,ML13127A206.txt,0
0,U,These activities constituted one complete system walkdown sample as defined in IP 71111.04-05. b.,42,609,706,ML13127A206.txt,0
0,U,Findings No findings were identified.,42,706,743,ML13127A206.txt,0
0,U,1R05 Fire Protection (71111.05) .1 a.,42,743,780,ML13127A206.txt,0
0,U,"Routine Resident Inspector Tours (71111.05Q) Inspection Scope The inspectors conducted fire protection walkdowns which were focused on availability, accessibility, and the condition of firefighting equipment in the following risk-significant plant areas: еб еб еб еб еб Auxiliary building, fifth floor, standby gas treatment room, division 1 and 2; Reactor building, second floor, reactor water cleanup phase separator and pump room; Auxiliary building, sub-basement, NIAS room; Radiation waste building, second floor, balance of plant switchgear room, and balance of plant battery room; and Turbine building, second floor, zone 20, main generator exciter and stator water cooling area.",42,780,1461,ML13127A206.txt,0
0,U,"The inspectors reviewed areas to assess if the licensee had implemented a fire protection program that adequately controlled combustibles and ignition sources within the plant, effectively maintained fire detection and suppression capability, maintained passive fire protection features in good material condition, and implemented adequate compensatory measures for out-of-service, degraded or inoperable fire protection equipment, systems, or features in accordance with the licensee's fire plan.",44,0,497,ML13127A206.txt,1
0,U,"The inspectors selected fire areas based on their overall contribution to internal fire risk as documented in the plant's Individual Plant Examination of External Events with later additional insights, their potential to impact equipment which could initiate or mitigate a plant transient, or their impact on the plant's ability to respond to a security event.",44,497,857,ML13127A206.txt,0
0,U,"Using the documents listed in the Attachment to this report, the inspectors verified fire hoses and extinguishers were in their designated locations and available for immediate use; fire detectors and sprinklers were unobstructed; transient material loading was within the analyzed limits; and fire doors, dampers, and penetration seals appeared to be in satisfactory condition.",44,857,1235,ML13127A206.txt,0
0,U,The inspectors also verified minor issues identified during 4 Enclosure,44,1235,1306,ML13127A206.txt,0
0,U,the inspection were entered into the licensee's corrective action program.,46,0,75,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,46,75,138,ML13127A206.txt,0
0,U,These activities constituted five quarterly fire protection inspection samples as defined in IP 71111.05-05. b.,46,138,249,ML13127A206.txt,0
0,U,Findings No findings were identified.,46,249,286,ML13127A206.txt,0
0,U,1R06 Flooding (71111.06) .1 a.,46,286,316,ML13127A206.txt,0
0,U,Underground Vaults Inspection Scope The inspectors selected underground bunkers/manholes subject to flooding that contained cables whose failure could disable risk-significant equipment.,46,316,502,ML13127A206.txt,0
0,U,"The inspectors determined the cables were not submerged, splices were intact, and appropriate cable support structures were in place.",46,502,635,ML13127A206.txt,0
0,U,"In those areas where dewatering devices were used, such as a sump pump, the device was operable and level alarm circuits were set appropriately to ensure the cables would not be submerged.",46,635,823,ML13127A206.txt,0
0,U,"In those areas without dewatering devices, the inspectors verified drainage of the area was available, or the cables were qualified for submergence conditions.",46,823,982,ML13127A206.txt,0
0,U,The inspectors also reviewed the licensee's corrective action documents with respect to past submerged cable issues identified in the corrective action program to verify the adequacy of the corrective actions.,46,982,1191,ML13127A206.txt,0
0,U,The inspectors performed a walkdown of the following underground bunkers/manholes subject to flooding: еб Pumping manholes and cable vaults.,46,1191,1330,ML13127A206.txt,0
0,U,Specific documents reviewed during this inspection are listed in the Attachment to this report.,48,0,95,ML13127A206.txt,0
0,U,This inspection constituted one underground vaults sample as defined in IP 71111.06-05. b.,48,95,185,ML13127A206.txt,0
0,U,Findings No findings were identified.,48,185,222,ML13127A206.txt,0
0,U,"1R11 Licensed Operator Requalification Program (71111.11) .1 a. Resident Inspector Quarterly Review of Licensed Operator Requalification (71111.11Q) Inspection Scope On February 19, 2013, the inspectors observed a crew of licensed operators in the plant's simulator during licensed operator requalification training to verify operator performance was adequate, evaluators were identifying and documenting crew performance problems, and training was being conducted in accordance with licensee procedures.",48,222,726,ML13127A206.txt,0
0,U,The inspectors evaluated the following areas: 5 Enclosure,48,726,783,ML13127A206.txt,0
0,U,еб еб еб еб еб еб еб еб,50,0,16,ML13127A206.txt,0
0,U,"licensed operator performance; crew's clarity and formality of communications; ability to take timely actions in the conservative direction; prioritization, interpretation, and verification of annunciator alarms; correct use and implementation of abnormal and emergency procedures; control board manipulations; oversight and direction from supervisors; and ability to identify and implement appropriate TS actions and Emergency Plan actions and notifications.",52,0,459,ML13127A206.txt,1
0,U,The crew's performance in these areas was compared to pre-established operator action expectations and successful critical task completion requirements.,54,0,152,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,54,152,215,ML13127A206.txt,0
0,U,This inspection constituted one quarterly licensed operator requalification program simulator sample as defined in IP 71111.11. b.,54,215,345,ML13127A206.txt,0
0,U,Findings No findings were identified.,54,345,382,ML13127A206.txt,0
0,U,".2 a. Resident Inspector Quarterly Observation of Heightened Activity or Risk (71111.11Q) Inspection Scope On March 2, 2013, the inspectors observed operators in the control room during execution of WO 33402969, ""Rod Drift Alarm Test""; WO 33402946, ""Control Rod Drive Withdrawal Stall Flow Measurement""; and WO 33402971, ""Control Rod Drive Operability for Fully Withdrawn Rods.""",54,382,760,ML13127A206.txt,1
0,U,These were activities that required heightened awareness or were related to increased risk.,54,760,851,ML13127A206.txt,0
0,U,"The inspectors evaluated the following areas: еб еб еб еб еб еб еб еб licensed operator performance; crew's clarity and formality of communications; ability to take timely actions in the conservative direction; prioritization, interpretation, and verification of annunciator alarms; correct use and implementation of procedures; control board manipulations; oversight and direction from supervisors; and ability to identify and implement appropriate TS actions and Emergency Plan actions and notifications.",54,851,1349,ML13127A206.txt,1
0,U,"The performance in these areas was compared to pre-established operator action expectations, procedural compliance, and task completion requirements.",56,0,149,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,56,149,212,ML13127A206.txt,0
0,U,This inspection constituted one quarterly licensed operator heightened activity/risk sample as defined in IP 71111.11. b.,56,212,333,ML13127A206.txt,0
0,U,Findings No findings were identified.,56,333,370,ML13127A206.txt,0
0,U,6 Enclosure,56,370,381,ML13127A206.txt,0
0,U,1R12 Maintenance Effectiveness (71111.12) .1 a.,58,0,48,ML13127A206.txt,0
0,U,"Routine Quarterly Evaluations (71111.12Q) Inspection Scope The inspectors evaluated degraded performance issues involving the following risk-significant systems: еб еб C9600, Integrated Plant Computer System (IPCS); and C5111, Intermediate Range Monitor.",58,48,300,ML13127A206.txt,0
0,U,"The inspectors reviewed events such as where ineffective equipment maintenance had resulted in valid or invalid automatic actuations of engineered safeguards systems and independently verified the licensee's actions to address system performance or condition problems in terms of the following: еб еб еб еб еб еб еб еб implementing appropriate work practices; identifying and addressing common cause failures; scoping of systems in accordance with 10 CFR 50.65(b) of the maintenance rule; characterizing system reliability issues for performance; charging unavailability for performance; trending key parameters for condition monitoring; ensuring 10 CFR 50.65(a)(1) or (a)(2) classification or re-classification; and verifying appropriate performance criteria for structures, systems, and components/functions classified as (a)(2), or appropriate and adequate goals and corrective actions for systems classified as (a)(1).",60,0,914,ML13127A206.txt,1
0,U,"The inspectors assessed performance issues with respect to the reliability, availability, and condition monitoring of the system.",62,0,129,ML13127A206.txt,0
0,U,"In addition, the inspectors verified maintenance effectiveness issues were entered into the corrective action program with the appropriate significance characterization.",62,129,298,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,62,298,361,ML13127A206.txt,0
0,U,This inspection constituted two quarterly maintenance effectiveness samples as defined in IP 71111.12-05. b.,62,361,469,ML13127A206.txt,0
0,U,Findings No findings were identified.,62,469,506,ML13127A206.txt,0
0,U,1R13 Maintenance Risk Assessments and Emergent Work Control (71111.13) .1 a.,62,506,582,ML13127A206.txt,1
0,U,Maintenance Risk Assessments and Emergent Work Control Inspection Scope The inspectors reviewed the licensee's evaluation and management of plant risk for the maintenance and emergent work activities affecting risk-significant and safety-related equipment listed below to verify the appropriate risk assessments were performed prior to removing equipment for work: 7 Enclosure,62,582,958,ML13127A206.txt,1
0,U,еб,64,0,2,ML13127A206.txt,0
0,U,еб,66,0,1,ML13127A206.txt,0
0,U,еб еб еб,68,0,5,ML13127A206.txt,0
0,U,"Risk during emergency core cooling system (ECCS) reactor water level 2, division 1 anticipated transient without scram (ATWS)-recirculation pump trip (RPT) functional; Brownstown (offsite power) line 3 relaying issue and 345kiloVolt (kV) breaker BM open; division 1 bus 64B 4160-V undervoltage relays calibration/functional; Risk during division 2 bus 65E 4160-V undervoltage relays calibration/functional; EDG 13 fast start surveillance, ECCS reactor water level 2, division 2 ATWSRPT functional and high pressure coolant injection planned maintenance; and increase in on-line risk during sustained winds greater than 40 miles per hour; Risk during division 2 NIAS outage; EDG 14 slow start surveillance, division 2 emergency equipment cooling water (EECW) makeup tank/pump calibration; reactor protection system Agastat relay replacements; Risk during high winds causing schedule changes for EDG 11 and reactor core isolation cooling surveillances; Risk during combustion turbine generator 11-1 outage; EDG 11 slow start surveillance, ECCS reactor water level 2, division 1 ATWS-RPT functional; ECCS reactor steam dome pressure (RHR-core spray system injection) division 1, channel C.",70,0,1186,ML13127A206.txt,0
0,U,These activities were selected based on their potential risk significance relative to the Reactor Safety Cornerstones.,72,0,118,ML13127A206.txt,0
0,U,"As applicable for each activity, the inspectors verified risk assessments were performed as required by 10 CFR 50.65(a)(4) and were accurate and complete.",72,118,272,ML13127A206.txt,0
0,U,"When emergent work was performed, the inspectors verified the plant risk was promptly reassessed and managed.",72,272,381,ML13127A206.txt,0
0,U,"The inspectors reviewed the scope of maintenance work, discussed the results of the assessment with the licensee's probabilistic risk analyst or shift technical advisor, and verified plant conditions were consistent with the risk assessment.",72,381,622,ML13127A206.txt,0
0,U,"The inspectors also reviewed TS requirements and walked down portions of redundant safety systems, when applicable, to verify risk analysis assumptions were valid and applicable requirements were met.",72,622,822,ML13127A206.txt,0
0,U,Specific documents reviewed during this inspection are listed in the Attachment to this report.,72,822,917,ML13127A206.txt,0
0,U,These maintenance risk assessments and emergent work control activities constituted five samples as defined in IP 71111.13-05. b.,72,917,1046,ML13127A206.txt,1
0,U,Findings No findings were identified.,72,1046,1083,ML13127A206.txt,0
0,U,"1R15 Operability Determinations and Functional Assessments (71111.15) .1 a. Operability Evaluations Inspection Scope The inspectors reviewed the following issues: еб еб Condition assessment resolution document (CARD) 13-20020, ""FW DCS [feedwater digital control system] Steam Flow Signals Indicate Failed for MSL [main steam lines] A & C""; CARD 13-10051, ""IPCS Data Diode `A' Stopped Forwarding Plant Data Required for ERDS""; 8 Enclosure",72,1083,1518,ML13127A206.txt,0
0,U,еб еб еб еб,74,0,8,ML13127A206.txt,0
0,U,"CARD 12-25847, ""MUT [main unit transformer] 2B Oil Leak""; Several switchgear UV [undervoltage] relays out of tolerance (CARDs 13-20909, 13-20915, 13-20916, 13-20917, 13-20918, and 13-20919); CARD 13-21044, ""Added Air Conditioning to the 345kV Relay House May Impact Long-Term Loading on EDG 11 or 13""; and CARD 13-21729, ""No.",76,0,325,ML13127A206.txt,0
0,U,"3 HPSV [high pressure stop valve] had Improper Indication in the MCR [main control room] and Did Not Indicate Closed When Tripped.""",76,325,456,ML13127A206.txt,1
0,U,The inspectors selected these potential operability issues based on the risk significance of the associated components and systems.,78,0,131,ML13127A206.txt,0
0,U,The inspectors evaluated the technical adequacy of the evaluations to ensure TS operability was properly justified and the subject component or system remained available such that no unrecognized increase in risk occurred.,78,131,353,ML13127A206.txt,0
0,U,The inspectors compared the operability and design criteria in the appropriate sections of the TS and UFSAR to the licensee's evaluations to determine whether the components or systems were operable.,78,353,552,ML13127A206.txt,0
0,U,"Where compensatory measures were required to maintain operability, the inspectors determined whether the measures in place would function as intended and were properly controlled.",78,552,731,ML13127A206.txt,0
0,U,"The inspectors determined, where appropriate, compliance with bounding limitations associated with the evaluations.",78,731,846,ML13127A206.txt,0
0,U,"Additionally, the inspectors reviewed a sampling of corrective action documents to verify the licensee was identifying and correcting any deficiencies associated with operability evaluations.",78,846,1037,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,78,1037,1100,ML13127A206.txt,0
0,U,This operability inspection constituted six samples as defined in IP 71111.15-05. b.,78,1100,1184,ML13127A206.txt,0
0,U,Findings No findings were identified.,78,1184,1221,ML13127A206.txt,0
0,U,1R18 Plant Modifications (71111.18) .1 a.,78,1221,1262,ML13127A206.txt,0
0,U,"Plant Modifications Inspection Scope The inspectors reviewed the following modifications: еб еб Restoration of the abandoned south reactor feed pump and turbine (Electrical and Instrumentation and Control); and Engineering Design Package EDP 37014, ""Restoration of the South Reactor Feed Pump/Turbine Mechanical Isolations.""",78,1262,1584,ML13127A206.txt,0
0,U,"The inspectors reviewed the configuration changes and associated 10 CFR 50.59 safety evaluation screening against the design basis, the UFSAR, and the TS, as applicable, to verify the modification did not affect the operability or availability of the affected systems.",80,0,268,ML13127A206.txt,1
0,U,"The inspectors, as applicable, observed ongoing and completed work activities to ensure the modifications were installed as directed and consistent with the design control documents; the modifications operated as expected; post-modification testing adequately demonstrated continued system operability, availability, and reliability; and operation of the modifications did not impact the operability of any interfacing systems.",80,268,695,ML13127A206.txt,0
0,U,9 Enclosure,80,695,706,ML13127A206.txt,0
0,U,"As applicable, the inspectors verified relevant procedure, design, and licensing documents were properly updated.",82,0,114,ML13127A206.txt,0
0,U,"Lastly, the inspectors discussed the plant modification with operations, engineering, and training personnel to ensure the individuals were aware of how the operation with the plant modification in place could impact overall plant performance.",82,114,357,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,82,357,420,ML13127A206.txt,0
0,U,These modifications will be continued in the next quarter.,82,420,478,ML13127A206.txt,0
0,U,This inspection constituted two permanent plant modification samples as defined in IP 71111.18-05. b.,82,478,579,ML13127A206.txt,0
0,U,Findings No findings were identified.,82,579,616,ML13127A206.txt,0
0,U,"1R19 Post-Maintenance Testing (71111.19) .1 a. Post-Maintenance Testing Inspection Scope The inspectors reviewed the following post-maintenance activities to verify procedures and test activities were adequate to ensure system operability and functional capability: еб еб еб еб еб еб WO 32986331, ""Lubrication of Division 1 EECW Makeup Pump and Motor,"" WO 31032098, ""Division 1 EECW Room Cooler Maintenance,"" and WO 32991438, ""Division 1 EECW Room Cooler Maintenance""; WO 33277049, ""Perform 74.000.19, Attachment 8, SLC [standby liquid control] Chemistry""; WO 33686796, ""Replace Solenoid Valve Required by NE-6.6- EQMS 031 (Secondary Containment Isolation Valve)""; WO 32189298, ""Replace Reactor Protection System Channel B2 Low Steam Line Pressure Agastat Relay""; WO 33573784, ""Division 2 EECW Room Cooler Planned Maintenance""; and WO 33447059, ""Annual Inspection of Combustion Turbine Generator 11-1.""",82,616,1512,ML13127A206.txt,0
0,U,"These activities were selected based upon the structure, system, or component's ability to impact risk.",84,0,103,ML13127A206.txt,0
0,U,The inspectors evaluated these activities for the following (as applicable): the effect of testing on the plant had been adequately addressed; testing was adequate for the maintenance performed; acceptance criteria were clear and demonstrated operational readiness; test instrumentation was appropriate; tests were performed as written in accordance with properly reviewed and approved procedures; equipment was returned to its operational status following testing (temporary modifications or jumpers required for test performance were properly removed after test completion); and test documentation was properly evaluated.,84,103,726,ML13127A206.txt,0
0,U,"The inspectors evaluated the activities against TSs, the UFSAR, 10 CFR Part 50 requirements, licensee procedures, and various NRC generic communications to ensure the test results adequately ensured the equipment met the licensing basis and design requirements.",84,726,987,ML13127A206.txt,0
0,U,"In addition, the inspectors reviewed corrective action documents associated with post-maintenance tests to determine whether the licensee was identifying problems and entering them in the corrective action program and that the problems were being corrected commensurate 10 Enclosure",84,987,1269,ML13127A206.txt,0
0,U,with their importance to safety.,86,0,33,ML13127A206.txt,0
0,U,Documents reviewed are listed in the Attachment to this report.,86,33,96,ML13127A206.txt,0
0,U,This inspection constituted six post-maintenance testing samples as defined in IP 71111.19-05. b.,86,96,193,ML13127A206.txt,0
