,text,line,start_pos,end_pos,file,Y,Predicted_Values
181,"['the', 'inspectors', 'noted', 'that', 'throughout', 'the', 'identification', 'and', 'repair', 'wolf', 'creek', 'did', 'not', 'perform', 'any', 'risk', 'assessment', 'to', 'determine', 'the', 'compatibility', 'of', 'current']",99,1314,1484,ML14041A484.txt,U,N
185,"['that', 'operators', 'knew', 'that', 'this', 'was', 'classified', 'as', 'routine', 'task', 'in', 'station', 'procedure', 'ap', 'nuclear', 'safety', 'and', 'generation', 'risk']",103,0,152,ML14041A484.txt,U,U
186,"['operators', 'assumed', 'that', 'this', 'meant', 'that', 'the', 'task', 'had', 'been', 'to', 'be', 'low', 'so', 'no', 'risk', 'assessment', 'was']",103,152,275,ML14041A484.txt,U,U
190,"['based', 'on', 'the', 'the', 'inspectors', 'concluded', 'that', 'recharging', 'the', 'gas', 'in', 'breaker', 'required', 'that', 'risk', 'assessment', 'be', 'performed', 'for', 'this', 'and', 'that', 'risk', 'management', 'actions', 'were', 'required', 'according', 'to', 'the']",103,824,1057,ML14041A484.txt,U,N
192,"['on', 'december', 'the', 'inspectors', 'observed', 'second', 'degraded', 'condition', 'in', 'the', 'switchyard', 'was', 'also', 'not']",103,1286,1401,ML14041A484.txt,U,U
196,[],103,2008,2017,ML14041A484.txt,U,U
205,"['the', 'analyst', 'made', 'the', 'bounding', 'assumption', 'that', 'inappropriate', 'maintenance', 'on', 'the', 'breaker', 'could', 'have', 'resulted', 'in', 'the', 'failure', 'of', 'bus']",107,189,348,ML14041A484.txt,N,N
208,"['the', 'appropriate', 'baseline', 'risk', 'evaluated', 'by', 'this', 'model', 'was', 'core', 'damage', 'frequency', 'of']",107,550,669,ML14041A484.txt,U,U
212,[],107,1418,1430,ML14041A484.txt,U,U
213,"['cfr', 'requires', 'that', 'performing', 'maintenance', 'the', 'licensee', 'shall', 'assess', 'and', 'manage', 'the', 'increase', 'in', 'risk', 'that', 'may', 'result', 'from', 'the', 'proposed', 'maintenance']",107,1430,1622,ML14041A484.txt,U,N
224,"['the', 'inspectors', 'verified', 'that', 'the', 'licensee', 'had', 'considered', 'the', 'effect', 'of', 'other', 'degraded', 'conditions', 'on', 'the', 'operability', 'or', 'functionality', 'of', 'the', 'degraded']",115,316,469,ML14041A484.txt,U,N
226,"['findings', 'no', 'findings', 'were']",115,608,645,ML14041A484.txt,U,U
229,"['the', 'inspectors', 'reviewed', 'the', 'design', 'and', 'implementation', 'of', 'the']",117,0,74,ML14041A484.txt,U,U
230,"['the', 'inspectors', 'verified', 'that', 'work', 'activities', 'involved', 'in', 'implementing', 'the', 'modifications', 'did', 'not', 'adversely', 'impact', 'operator', 'actions', 'that', 'may', 'be', 'required', 'in', 'response', 'to', 'an', 'emergency', 'or', 'other', 'unplanned']",117,74,278,ML14041A484.txt,U,N
236,"['inspection', 'scope', 'the', 'inspectors', 'reviewed', 'seven', 'testing', 'activities', 'that', 'affected', 'risksignificant', 'or', 'åá', 'åá', 'åá', 'åá', 'åá', 'åá', 'åá', 'october', 'reactor', 'coolant', 'system', 'wide', 'range', 'pressure', 'channel', 'recorder', 'replacement', 'october', 'fuel', 'building', 'emergency', 'exhaust', 'fan', 'dust', 'seal', 'replacement', 'november', 'relug', 'cables', 'and', 'november', 'replace', 'essential', 'service', 'water', 'instrumentation', 'root', 'valve', 'november', 'emergency', 'diesel', 'generator', 'relay', 'functional', 'test', 'november', 'emergency', 'diesel', 'generator', 'starting', 'air', 'compressor', 'oil', 'change', 'november', 'control', 'rod', 'drive', 'mechanism', 'cooling', 'fan', 'breaker', 'meggar', 'and', 'baker', 'testing']",121,209,928,ML14041A484.txt,U,N
239,"['these', 'activities', 'constitute', 'completion', 'of', 'seven', 'testing', 'inspection', 'as', 'defined', 'in', 'inspection', 'procedure']",123,387,527,ML14041A484.txt,U,U
245,"['this', 'verification', 'included', 'the', 'åá', 'åá', 'åá', 'monitoring', 'of', 'and', 'activities', 'verification', 'that', 'the', 'licensee', 'maintained', 'during', 'outage', 'activities', 'monitoring', 'of', 'and', 'startup', 'activities']",127,411,636,ML14041A484.txt,U,N
248,"['surveillance', 'testing']",129,156,195,ML14041A484.txt,U,U
249,"['inspection', 'scope', 'the', 'inspectors', 'observed', 'five', 'surveillance', 'tests', 'and', 'reviewed', 'test', 'results', 'to', 'verify', 'that', 'these', 'tests', 'adequately', 'demonstrated', 'that', 'the', 'and', 'components', 'were', 'capable', 'of', 'performing', 'their', 'safety', 'reactor', 'coolant', 'system', 'leak', 'detection', 'åá', 'åá', 'may', 'transient', 'event', 'walkdown', 'october', 'reactor', 'coolant', 'system', 'water', 'inventory', 'balance', 'using', 'the', 'plant', 'computer']",129,195,625,ML14041A484.txt,U,N
250,"['other', 'surveillance', 'åá', 'åá', 'åá', 'october', 'power', 'range', 'adjustment', 'to', 'calorimetric', 'september', 'train', 'motor', 'driven', 'auxiliary', 'feedwater', 'pump', 'discharge', 'check', 'valve', 'confirmatory', 'radiography', 'november', 'pressurizer', 'relief', 'discharge', 'temperature', 'loop', 'channel', 'calibration']",131,0,286,ML14041A484.txt,U,N
251,[],133,0,6,ML14041A484.txt,U,U
257,"['inspection', 'scope', 'the', 'inspectors', 'observed', 'the', 'biennial', 'emergency', 'preparedness', 'exercise', 'november', 'to', 'determine', 'if', 'the', 'exercise', 'acceptably', 'tested', 'major', 'elements', 'of', 'the', 'emergency', 'plan', 'and', 'provided', 'opportunities', 'to', 'demonstrate', 'key', 'emergency', 'response', 'organization']",135,586,870,ML14041A484.txt,U,N
258,"['the', 'scenario', 'åá', 'åá', 'åá', 'åá', 'åá', 'åá', 'an', 'earthquake', 'with', 'strong', 'an', 'automatic', 'plant', 'trip', 'with', 'control', 'rods', 'that', 'fail', 'to', 'reactor', 'coolant', 'system', 'leak', 'inside', 'containment', 'that', 'increases', 'over', 'failures', 'of', 'primary', 'and', 'auxiliary', 'feed', 'pumps', 'to', 'the', 'steam', 'fire', 'in', 'charcoal', 'filter', 'that', 'causes', 'the', 'radiological', 'release', 'to', 'be', 'failure', 'of', 'the', 'containment', 'purge', 'system', 'that', 'creates', 'monitored', 'release', 'to', 'the']",135,870,1336,ML14041A484.txt,U,N
261,[],139,0,6,ML14041A484.txt,U,U
262,"['the', 'inspectors', 'also', 'assessed', 'recognition', 'and', 'response', 'abnormal', 'and', 'emergency', 'plant', 'the', 'transfer', 'of', 'decision', 'making', 'authority', 'and', 'emergency', 'function', 'responsibilities', 'between', 'onsite', 'and', 'offsite', 'protection', 'of', 'emergency', 'emergency', 'repair', 'evaluation', 'and', 'and', 'the', 'overall', 'implementation', 'of', 'the', 'emergency', 'plan', 'to', 'protect', 'public', 'health', 'and', 'safety', 'and', 'the']",141,0,427,ML14041A484.txt,U,N
269,"['findings', 'no', 'findings', 'were']",141,1447,1484,ML14041A484.txt,U,U
273,"['the', 'nrc', 'review', 'was', 'not', 'documented', 'in', 'safety', 'evaluation', 'report', 'and', 'did', 'not', 'constitute', 'approval', 'of', 'this', 'revision', 'is', 'subject', 'to', 'future']",141,2097,2281,ML14041A484.txt,U,N
274,"['the', 'specific', 'documents', 'reviewed', 'during', 'this', 'inspection', 'are', 'listed', 'in', 'the']",141,2281,2365,ML14041A484.txt,U,U
282,"['the', 'inspectors', 'identified', 'an', 'unresolved', 'item', 'to', 'determine', 'the', 'adequacy', 'of', 'licensee', 'methods', 'and', 'systems', 'for', 'assessing', 'the', 'actual', 'or', 'potential', 'offsite', 'consequences', 'of', 'radiological', 'as', 'required', 'by', 'cfr']",145,401,626,ML14041A484.txt,U,N
287,"['the', 'main', 'vent', 'stack', 'radiation', 'monitor', 'reports', 'separate', 'release', 'rates', 'for', 'total', 'noble', 'radioactive', 'and', 'radioactive', 'particulates', 'when', 'operating', 'in', 'its', 'normal']",145,1418,1594,ML14041A484.txt,U,N
291,"['the', 'iodine', 'release', 'rate', 'is', 'set', 'to', 'of', 'the', 'measured', 'noble', 'gas', 'release']",145,2041,2119,ML14041A484.txt,U,U
294,"['the', 'licensee', 'determined', 'this', 'deficiency', 'existed', 'in', 'edcp', 'version', 'which', 'was', 'in', 'use', 'on', 'november', 'and', 'continued', 'to', 'exist', 'in', 'edcp', 'version', 'implemented', 'october']",145,2563,2744,ML14041A484.txt,N,N
303,"['findings', 'no', 'findings', 'were']",149,770,807,ML14041A484.txt,U,U
306,"['safety', 'system', 'functional', 'failures', 'inspection', 'scope', 'for', 'the', 'period', 'of', 'october', 'through', 'september', 'the', 'inspectors', 'reviewed', 'licensee', 'event', 'reports', 'maintenance', 'rule', 'and', 'other', 'records', 'that', 'could', 'indicate', 'whether', 'safety', 'system', 'functional', 'failures', 'had']",149,1044,1342,ML14041A484.txt,U,N
310,[],151,0,6,ML14041A484.txt,U,U
322,"['performance', 'inspection', 'scope', 'the', 'inspectors', 'sampled', 'licensee', 'submittals', 'for', 'the', 'drill', 'and', 'exercise', 'performance', 'indicator', 'for', 'the', 'period', 'july', 'through', 'september']",163,0,204,ML14041A484.txt,U,N
325,[],165,0,6,ML14041A484.txt,U,U
327,"['the', 'inspectors', 'reviewed', 'licensee', 'records', 'and', 'processes', 'including', 'procedural', 'guidance', 'on', 'assessing', 'opportunities', 'for', 'the', 'performance', 'assessments', 'of', 'performance', 'indicator', 'opportunities', 'during', 'predesignated', 'control', 'room', 'simulator', 'training', 'performance', 'during', 'the', 'biennial', 'and', 'performance', 'during', 'other']",167,35,389,ML14041A484.txt,U,N
337,"['these', 'activities', 'constitute', 'completion', 'of', 'the', 'emergency', 'response', 'organization', 'drill', 'participation', 'sample', 'as', 'defined', 'in', 'inspection', 'procedure']",167,1701,1853,ML14041A484.txt,U,U
371,"['the', 'licensee', 'failed', 'to', 'determine', 'the', 'cause', 'of', 'the', 'train', 'class', 'air', 'conditioner', 'slug', 'flow', 'in', 'the', 'refrigerant', 'prior', 'to', 'experiencing', 'multiple', 'failures', 'and', 'plant', 'shutdowns', 'of', 'the', 'train', 'class', 'air', 'conditioner', 'slug', 'flow', 'in', 'the']",183,772,1027,ML14041A484.txt,N,N
408,"['the', 'root', 'cause', 'analysis', 'also', 'determined', 'that', 'the', 'work', 'performed', 'under', 'work', 'order', 'was', 'not', 'in', 'accordance', 'with', 'station', 'procedural']",191,214,369,ML14041A484.txt,N,N
411,"['failure', 'to', 'preclude', 'repetitive', 'failures', 'of', 'the', 'train', 'class', 'air', 'significant', 'condition', 'adverse', 'to', 'is', 'performance']",191,785,938,ML14041A484.txt,N,U
414,"['the', 'performance', 'deficiency', 'is', 'more', 'than', 'minor', 'because', 'it', 'affected', 'the', 'equipment', 'performance', 'attribute', 'of', 'the', 'mitigating', 'systems', 'cornerstone', 'objective', 'to', 'ensure', 'the', 'and', 'capability', 'of', 'systems', 'that', 'respond', 'to', 'initiating', 'events', 'to', 'prevent', 'undesirable']",191,1100,1387,ML14041A484.txt,N,N
659,"['the', 'team', 'determined', 'that', 'this', 'finding', 'had', 'human', 'performance', 'cross', 'cutting', 'aspect', 'in', 'the', 'area', 'of', 'work']",40,2883,2997,ML14087A338.txt,N,N
830,"['the', 'team', 'determined', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'to', 'develop', 'wall', 'thinning', 'inspection', 'program', 'aging', 'management', 'program', 'as', 'described', 'in', 'letter', 'to', 'attachment', 'arkansas', 'nuclear', 'unit']",86,512,739,ML14087A338.txt,N,N
896,"['the', 'licensee', 'failed', 'to', 'perform', 'subsequent', 'visual', 'inspection', 'of', 'concrete', 'cracks', 'that', 'exceeded', 'acceptable', 'criteria', 'in', 'the', 'previous', 'inspection', 'as', 'specified', 'in', 'procedure', 'and', 'detailed', 'visual', 'examinations', 'of', 'concrete', 'revision']",96,2604,2888,ML14087A338.txt,N,N
1137,"['the', 'team', 'determined', 'that', 'the', 'compliance', 'review', 'did', 'not', 'have', 'any', 'fire', 'protection', 'program', 'commitments', 'that', 'would', 'prevent', 'the']",134,2399,2540,ML14087A338.txt,N,N
1223,"['the', 'team', 'confirmed', 'that', 'the', 'licensee', 'documented', 'their', 'inspections', 'but', 'had', 'not', 'established', 'means', 'to', 'monitor', 'for', 'changes', 'as', 'specified', 'in', 'procedure']",142,2136,2293,ML14087A338.txt,N,N
1392,"['the', 'team', 'concluded', 'that', 'the', 'licensee', 'had', 'not', 'met', 'commitment', 'prior', 'to', 'the', 'period', 'of', 'extended']",170,1550,1669,ML14087A338.txt,N,N
2115,"['the', 'licensee', 'also', 'experienced', 'unexpected', 'tooling', 'and', 'equipment', 'problems', 'at', 'various', 'times', 'throughout', 'the', 'work', 'which', 'also', 'contributed', 'to', 'additional']",206,77,228,ML061290031.txt,N,N
2200,"['data', 'error', 'the', 'inspectors', 'considered', 'the', 'top', 'four', 'identified', 'error', 'inaccurate', 'risk', 'mind', 'set', 'and', 'assumptions', 'to', 'be', 'related', 'directly', 'to', 'the', 'work', 'practice', 'component', 'of', 'safety', 'and', 'in', 'are', 'influenced', 'by', 'individual', 'internal', 'thoughts', 'or']",240,1066,1424,ML061290031.txt,N,N
2222,"['the', 'inspectors', 'provided', 'these', 'observations', 'to', 'the', 'licensee', 'and', 'the', 'licensee', 'generated', 'ir', 'to', 'address', 'culture', 'of', 'workforce']",242,2057,2208,ML061290031.txt,N,U
2384,"['the', 'inspectors', 'determined', 'that', 'the', 'cause', 'of', 'this', 'finding', 'was', 'related', 'to', 'the', 'work', 'practices', 'component', 'of', 'the', 'human', 'performance', 'crosscutting', 'area', 'due', 'to', 'human', 'error', 'prevention', 'techniques']",99,2210,2423,ML12027A131.txt,N,N
2385,"['procedural', 'place', 'keeping', 'techniques', 'were', 'less', 'than']",99,2423,2497,ML12027A131.txt,N,U
2645,"['the', 'licensee', 'failed', 'to', 'ensure', 'during', 'safe', 'shutdown', 'involving', 'large', 'fire', 'in', 'the', 'unit', 'and', 'unit', 'rcs', 'process', 'variables', 'would', 'be', 'maintained', 'within', 'those', 'predicted', 'for', 'loss', 'of', 'normal', 'ac']",176,959,1174,ML12027A131.txt,N,N
2840,"['this', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'human', 'work', 'supervisory', 'and', 'management', 'oversight', 'aspect', 'because', 'the', 'licensee', 'failed', 'to', 'appropriately', 'oversee', 'the', 'proper', 'clearance', 'of', 'safety', 'tagging', 'record']",39,1326,1580,ML12220A342.txt,N,N
3223,"['sop', 'breaker', 'section', 'detailed', 'procedure', 'installation', 'of', 'hk', 'style', 'ground', 'was', 'not', 'complied', 'with', 'by', 'failing', 'to', 'place', 'truck', 'placards', 'on', 'the', 'front', 'compartment', 'door', 'of', 'bus', 'following', 'installation', 'of', 'ground']",214,817,1099,ML12220A342.txt,N,N
3230,"['the', 'licensee', 'failed', 'to', 'control', 'reactor', 'pressure', 'in', 'the', 'band', 'specified', 'in', 'the', 'reactor', 'pressure', 'vessel', 'hydrostatic', 'test']",214,2275,2423,ML12220A342.txt,N,N
3253,"['the', 'control', 'room', 'staff', 'did', 'not', 'recognize', 'the', 'effect', 'the', 'efcv', 'testing', 'would', 'cause', 'to', 'the', 'process', 'computer']",216,2074,2185,ML12220A342.txt,N,N
3269,"['the', 'licensee', 'failed', 'to', 'monitor', 'the', 'specified', 'primary', 'instrumentation', 'for', 'critical', 'plant']",220,1329,1442,ML12220A342.txt,N,U
3853,"['after', 'mentioning', 'he', 'had', 'not', 'been', 'able', 'to', 'provide', 'feedback', 'to', 'the', 'other', 'members', 'and', 'the', 'originator', 'of', 'the', 'ace', 'prior', 'to', 'the', 'he', 'proceeded', 'to', 'provide', 'his']",200,1913,2081,ML13127A206.txt,N,N
4342,"['resulting', 'corrective', 'actions', 'included', 'lowering', 'the', 'threshold', 'for', 'bechtel', 'personnel', 'entering', 'issues', 'into', 'the', 'encouraging', 'personnel', 'to', 'enter', 'issues', 'into', 'thorough', 'and', 'timely', 'resolution', 'of', 'cap', 'and', 'the', 'use', 'of', 'the', 'point', 'beach', 'cap', 'for', 'all', 'issues', 'or', 'events', 'related', 'to', 'equipment', 'problems', 'within', 'the', 'scope', 'of', 'the', 'bechtel']",43,1682,2030,ML11244A041.txt,N,N
4351,"['during', 'system', 'walkdown', 'with', 'licensee', 'the', 'drain', 'was', 'found', 'clogged', 'and', 'the', 'inspectors', 'noted', 'the', 'individual', 'had', 'not', 'planned', 'to', 'enter', 'the', 'issue', 'into', 'the', 'cap', 'enclosure']",43,3213,3393,ML11244A041.txt,N,N
4356,"['it', 'also', 'defined', 'an', 'adverse', 'trend', 'as', 'negative', 'change', 'in', 'performance', 'that', 'and', 'judgment', 'indicated', 'an', 'adverse', 'impact', 'on', 'safety', 'or', 'or', 'because', 'relative', 'large', 'number', 'of', 'performance', 'problems', 'pointed', 'to', 'more', 'significant', 'future']",45,594,861,ML11244A041.txt,N,N
4391,"['the', 'operability', 'section', 'did', 'not', 'address', 'the', 'pitting', 'and', 'corrosion', 'of', 'sw']",53,2487,2566,ML11244A041.txt,N,U
4424,"['the', 'inspectors', 'also', 'noted', 'that', 'nuclear', 'oversight', 'had', 'identified', 'four', 'instances', 'where', 'operability', 'determinations', 'were', 'not', 'prompt', 'or', 'initial', 'determinations', 'did', 'not', 'invoke', 'more', 'timely', 'and', 'rigorous', 'documentation', 'of', 'the', 'conditions', 'and', 'concluded', 'that', 'the', 'quality', 'of', 'some', 'of', 'the', 'operability', 'notes', 'could', 'be', 'improved', 'and', 'that', 'training', 'was', 'being', 'performed', 'to', 'address', 'the']",65,1718,2085,ML11244A041.txt,N,N
4664,"['in', 'accordance', 'with', 'the', 'nrc', 'enforcement', 'the', 'violation', 'is', 'listed', 'cfr', 'states', 'in', 'part', 'that', 'where', 'an', 'examination', 'requirement', 'by', 'the', 'code', 'or', 'addenda', 'is', 'determined', 'to', 'be', 'impractical', 'by', 'the', 'licensee', 'and', 'is', 'not', 'included', 'in', 'the', 'revised', 'inservice', 'inspection', 'program', 'as', 'permitted', 'by', 'paragraph', 'of', 'this', 'the', 'basis', 'for', 'this', 'determination', 'must', 'be', 'demonstrated', 'to', 'the', 'satisfaction', 'of', 'the', 'commission', 'not', 'later', 'than', 'months', 'after', 'the', 'expiration', 'of', 'the', 'initial', 'period', 'of', 'operation', 'from', 'start', 'of', 'facility', 'commercial', 'operation', 'and', 'each', 'subsequent', 'period', 'of', 'operation', 'during', 'which', 'the', 'examination', 'is', 'determined', 'to', 'be']",34,125,809,ML072260460.txt,N,N
6010,"['vendor', 'documentation', 'for', 'the', 'demineralizer', 'sight', 'glass', 'was', 'not', 'available', 'on', 'and', 'as', 'pseg', 'did', 'not', 'incorporate', 'appropriate', 'vendor', 'guidance', 'regarding', 'reinstallation', 'and', 'torque', 'requirements', 'for', 'the', 'sight', 'glass', 'into', 'plant']",57,2295,2552,ML072260460.txt,N,N
6023,"['ncv', 'for', 'failure', 'to', 'comply', 'with', 'appendix', 'criterion', 'and', 'was', 'identified', 'when', 'operators', 'discovered', 'significant', 'leak', 'in', 'the', 'copper', 'oil', 'filter', 'tubing', 'on', 'the', 'cac', 'on', 'may', 'that', 'made', 'the', 'cac']",59,1179,1455,ML072260460.txt,N,N
6037,"['the', 'finding', 'has', 'aspect', 'in', 'the', 'area', 'of', 'human', 'performance', 'because', 'pseg', 'personnel', 'did', 'not', 'follow', 'plant', 'procedures']",61,254,389,ML072260460.txt,N,N
6038,"['operators', 'did', 'not', 'implement', 'additional', 'log', 'readings', 'for', 'sw', 'hxs', 'as', 'specified', 'by', 'plant', 'procedures', 'during', 'extended', 'periods', 'of', 'high', 'river', 'detritus', 'from', 'march', 'through', 'may', 'of']",61,389,577,ML072260460.txt,N,N
