text,line,start_pos,end_pos,file,label_Frenard,label_SALLY,label_struck
"In accordance with Title 10 of the Code of Federal Regulations Part 2.390 of the NRC's ""Rules of Practice,"" a copy of this letter, its enclosure, and your response (if any) will be available electronically for public inspection in the NRC Public Document Room or from the Publicly Available Records (PARS) component of the NRC's document system (ADAMS).",7,1570,1923,ML13182A476.txt,U,U,U
M. Pacilio,9,0,11,ML13182A476.txt,U,U,U
2,11,0,1,ML13182A476.txt,U,U,U
ADAMS is accessible from the NRC Web Site at http://www.nrc.gov/reading-rm/adams.html (the Public Electronic Reading Room).,13,0,123,ML13182A476.txt,U,U,U
"Sincerely, /RA/ John F. Rogge, Chief Engineering Branch 3 Division of Reactor Safety Docket Nos.",13,123,219,ML13182A476.txt,U,U,U
"50-352, 50-353 License Nos.",13,219,246,ML13182A476.txt,U,U,U
"NPF-39, NPF-85 Enclosure: Inspection Report No(s).",13,246,296,ML13182A476.txt,U,U,U
05000352/2013007 and 05000353/2013007 w/Attachment: Supplemental Information cc w/encl: Distribution via ListServ,13,296,409,ML13182A476.txt,U,U,U
M. Pacilio,15,0,11,ML13182A476.txt,U,U,U
2,17,0,1,ML13182A476.txt,U,U,U
ADAMS is accessible from the NRC Web Site at http://www.nrc.gov/reading-rm/adams.html (the Public Electronic Reading Room).,19,0,123,ML13182A476.txt,U,U,U
"Sincerely, /RA/ John F. Rogge, Chief Engineering Branch 3 Division of Reactor Safety Docket Nos.",19,123,219,ML13182A476.txt,U,U,U
"50-352, 50-353 License Nos.",19,219,246,ML13182A476.txt,U,U,U
"NPF-39, NPF-85 Enclosure: Inspection Report No(s).",19,246,296,ML13182A476.txt,U,U,U
"05000352/2013007 and 05000353/2013007 w/Attachment: Supplemental Information cc w/encl: Distribution via ListServ Distribution w/encl: W. Dean, RA (R1ORAMAIL Resource) D. Lew, DRA (R1ORAMAIL Resource) D. Roberts, DRP (R1DRPMail Resource) A. Burritt, DRP (R1DRPMail Resource) C. Miller, DRS (R1DRSMail Resource) J. Clifford, DRS (R1DRSMail Resource) M. Gray, DRP S. Barber, DRP A. Turilin, DRP SUNSI Review Complete: JML E. DiPaolo, DRP, SRI J. Tomlinson, DRP, RI (Acting) N. Esch, DRP, AA D. Huyck, RI, OEDO J. Rogge, DRS J. Lilliendahl, DRS RidsNrrPMLimerick Resource RidsNrrDorlLpl1-2 Resource ROPreports Resource (Reviewer's Initials)",19,296,933,ML13182A476.txt,U,U,U
DOCUMENT NAME: G:\DRS\Engineering Branch 3\Lilliendahl\Limerick TFP 2013007 Rev0.docx ADAMS ACCESSION NO.,21,0,105,ML13182A476.txt,U,U,U
": ML13182A476 After declaring this document ""An Official Agency Record"" it will be released to the Public.",21,105,211,ML13182A476.txt,U,U,U
"To receive a copy of this document, indicate in the box: ""C"" = Copy without attachment/enclosure ""E"" = Copy with attachment/enclosure ""N"" = No copy",22,0,147,ML13182A476.txt,U,U,U
OFFICE NAME DATE,24,0,16,ML13182A476.txt,U,U,U
RI/DRS JLilliendahl 6/26/13,26,0,27,ML13182A476.txt,U,U,U
RI/DRS CCahill 6/26/13,28,0,22,ML13182A476.txt,U,U,U
RI/DRP MGray/SB 6/28/2013,30,0,25,ML13182A476.txt,U,U,U
RI/DRS JRogge 7/1/2013,32,0,22,ML13182A476.txt,U,U,U
OFFICIAL RECORD COPY,34,0,20,ML13182A476.txt,U,U,U
U.S. NUCLEAR REGULATORY COMMISSION REGION I Docket Nos.,36,0,56,ML13182A476.txt,U,U,U
: License Nos.,36,56,70,ML13182A476.txt,U,U,U
: Report Nos.,36,70,83,ML13182A476.txt,U,U,U
": Licensee: Facility: Location: Dates: Inspectors: 50-352, 50-353 NPF-39, NPF-85 05000352/2013007 and 05000353/2013007 Exelon Generation Company, LLC Limerick Generating Station, Units 1 & 2 Sanatoga, PA 19464 May 6, 2013 through May 24, 2013 J. Lilliendahl, Reactor Inspector (Team Leader) C. Cahill, Senior Reactor Analyst R. Fuhrmeister, Senior Reactor Inspector K. Young, Senior Reactor Inspector J. Patel, Reactor Inspector John F. Rogge, Chief Engineering Branch 3 Division of Reactor Safety",36,83,580,ML13182A476.txt,U,U,U
Approved by:,38,0,12,ML13182A476.txt,U,U,U
i Enclosure,40,0,11,ML13182A476.txt,U,U,U
"SUMMARY OF FINDINGS IR 05000352/2013007, 05000353/2013007; 05/06/2013 Â­ 05/24/2013; Limerick Generating Station, Units 1 and 2; Triennial Fire Protection Team Inspection.",42,0,171,ML13182A476.txt,U,U,U
The report covered a two-week triennial fire protection team inspection by specialist inspectors.,42,171,268,ML13182A476.txt,U,U,U
Two findings of very low significance were identified.,42,268,322,ML13182A476.txt,U,U,U
One of these findings was determined to be a non-cited violation.,42,322,387,ML13182A476.txt,U,U,U
"The significance of most findings is indicated by their color (Green, White, Yellow, Red) using Inspection Manual Chapter (IMC) 0609, ""Significance Determination Process.""",42,387,558,ML13182A476.txt,U,U,U
"Cross-cutting aspects associated with findings are determined using IMC 0310, ""Components Within The Cross-Cutting Areas.""",42,558,680,ML13182A476.txt,U,U,U
Findings for which the significance determination process (SDP) does not apply may be Green or be assigned a severity level after NRC management review.,42,680,832,ML13182A476.txt,U,U,U
"The NRC's program for overseeing the safe operation of commercial nuclear power reactors is described in NUREG-1649, ""Reactor Oversight Process,"" Revision 4, dated December 2006.",42,832,1010,ML13182A476.txt,U,U,U
Cornerstone: Mitigating Systems  Green.,42,1010,1049,ML13182A476.txt,U,U,U
"The NRC identified a Green, Non-Cited Violation (NCV) of License Condition 2.C.",42,1049,1128,ML13182A476.txt,U,U,U
"(3) of the Limerick Generating Station operating license, in that Exelon did not provide adequate procedural guidance for transporting the fire brigade and equipment to the spray pond pump house.",42,1128,1323,ML13182A476.txt,P,U,P
"Specifically, the existing fire procedure had incorrect guidance which would have needlessly delayed the fire brigade response.",42,1323,1450,ML13182A476.txt,P,P,P
"In response to this issue, Exelon initiated IR 1511763 and took prompt action to revise the affected procedures.",42,1450,1562,ML13182A476.txt,U,U,U
The finding was more than minor because it negatively affected the protection against external factors (fire) attribute of the mitigating systems cornerstone as related to the objective of ensuring the reliability and availability of the Essential Service Water pumps and Residual Heat Removal Service Water pumps.,42,1562,1876,ML13182A476.txt,U,U,U
"The finding was determined to be of very low safety significance (Green) in accordance with Section D of Exhibit 2 in Appendix A of IMC 0609, ""The Significance Determination Process for Findings at Power,"" because the fire brigade's response time was mitigated by other defense-indepth elements such as: area combustible loading limits were not exceeded, installed fire detection systems were functional, and alternate means of safe shutdown were not impacted.",42,1876,2336,ML13182A476.txt,U,U,U
The finding did not have a cross-cutting aspect because it was not indicative of current performance.,42,2336,2437,ML13182A476.txt,U,U,U
(Section 1R05.03)  Green.,42,2437,2462,ML13182A476.txt,U,U,U
"The NRC identified a Green finding for the failure to establish a preventive maintenance strategy for fire safe shutdown transfer/isolation switches in accordance with the Exelon procedure ER-AA-200, Preventive Maintenance Program.",42,2462,2693,ML13182A476.txt,O,U,O
"As a result, Exelon failed to ensure that the local control circuits for several 4KV breakers would be isolated from the effects of fire damage.",42,2693,2837,ML13182A476.txt,O,U,O
"In response to this issue, Exelon generated IR 01515025, and initiated actions to evaluate the switches and implement appropriate maintenance programs.",42,2837,2988,ML13182A476.txt,U,U,U
This finding was more than minor because it was associated with the protection against external factors (fire) attribute of the mitigating systems cornerstone and affected the ii Enclosure,42,2988,3176,ML13182A476.txt,U,U,U
"cornerstone objective of ensuring the availability, reliability, and capability of systems that respond to initiating events to prevent undesirable consequences.",44,0,162,ML13182A476.txt,U,U,U
"Specifically, by failing to establish a preventive maintenance strategy for fire safe shutdown transfer/isolation switches, Exelon did not ensure that the local control circuits for several 4KV breakers would be isolated from the effects of fire damage.",44,162,415,ML13182A476.txt,O,O,O
"The team determined that the finding was of very low safety significance (Green), based on IMC 0609, Appendix F, ""Fire Protection Significance Determination Process,"" task number 1.3.1 because Exelon had demonstrated a reasonable expectation of functionality for these switches by recently testing comparable switches.",44,415,733,ML13182A476.txt,U,U,U
The finding did not have a crosscutting aspect because it was not indicative of current performance.,44,733,833,ML13182A476.txt,U,U,U
(Section 1R05.06) Other Findings A violation of very low safety significance that was identified by Exelon staff was reviewed by the inspectors.,44,833,977,ML13182A476.txt,U,U,U
Corrective actions taken or planned by Exelon have been entered into Exelon's corrective action program.,44,977,1081,ML13182A476.txt,U,U,U
This violation and corrective action tracking number are listed in Section 4OA7 of this report.,44,1081,1176,ML13182A476.txt,U,U,U
iii Enclosure,46,0,13,ML13182A476.txt,U,U,U
"REPORT DETAILS Background This report presents the results of a triennial fire protection inspection conducted in accordance with NRC Inspection Procedure (IP) 71111.05T, ""Fire Protection.""",48,0,190,ML13182A476.txt,U,U,U
"The objective of the inspection was to assess whether Exelon Generation Company, LLC has implemented an adequate fire protection program and that post-fire safe shutdown capabilities have been established and are being properly maintained at the Limerick Generating Station.",48,190,464,ML13182A476.txt,U,U,U
The following fire areas (FAs) and/or fire zones (FZs) were selected for detailed review based on risk insights from the Limerick Generating Station Individual Plant Examination (IPE)/Individual Plant Examination of External Events (IPEEE).,48,464,704,ML13182A476.txt,U,U,U
"Fire Area 19 (4kV Switchgear Compartment, Unit 2, Division 1) Fire Area 25 (Auxiliary Equipment Room, Common) Fire Area 47E (RWCU Compartments and General Equipment Area, Unit 1) Fire Area 85 (D22 Diesel Generator Cell)",48,704,923,ML13182A476.txt,U,U,U
Inspection of these areas/zones fulfills the inspection procedure requirement to inspect a minimum of three samples.,50,0,116,ML13182A476.txt,U,U,U
"The inspection team evaluated Exelon's fire protection program (FPP) against applicable requirements which included plant Technical Specifications, Operating License Condition 2.C.",50,116,296,ML13182A476.txt,U,U,U
"(3), NRC Safety Evaluations, 10 CFR 50.48, and Branch Technical Position (BTP) Chemical Engineering Branch 9.5-1.",50,296,409,ML13182A476.txt,U,U,U
"The team also reviewed related documents that included the Updated Final Safety Analysis Report (UFSAR), Section 9.5, the fire hazards analysis (FHA), and the post-fire safe shutdown analyses.",50,409,601,ML13182A476.txt,U,U,U
The team also evaluated six mitigating strategies for addressing large fires and explosions as required by Operating License Condition 2.C.,50,601,740,ML13182A476.txt,U,U,U
"(21) for Unit 1, Operating License Condition 2.C.",50,740,789,ML13182A476.txt,U,U,U
"(9) for Unit 2, and 10 CFR 50.54 (hh)(2).",50,789,830,ML13182A476.txt,U,U,U
Inspection of these strategies fulfills the inspection procedure requirement to inspect a minimum of one sample.,50,830,942,ML13182A476.txt,U,U,U
Specific documents reviewed by the team are listed in the attachment.,50,942,1011,ML13182A476.txt,U,U,U
1,50,1011,1013,ML13182A476.txt,U,U,U
"REACTOR SAFETY Cornerstones: Initiating Events, Mitigating Systems, and Barrier Integrity 1R05 Fire Protection (IP 71111.05T) .01 a.",50,1013,1145,ML13182A476.txt,U,U,U
"Protection of Safe Shutdown Capabilities Inspection Scope The team reviewed the FHA, safe shutdown analyses and supporting drawings and documentation to verify that safe shutdown capabilities were properly protected.",50,1145,1361,ML13182A476.txt,U,U,U
The team ensured that applicable separation requirements of BTP 9.5-1 and Exelon's design Enclosure,50,1361,1460,ML13182A476.txt,U,U,U
"2 and licensing bases were maintained for the credited safe shutdown equipment and their supporting power, control and instrumentation cables.",52,0,143,ML13182A476.txt,U,U,U
"This review included an assessment of the adequacy of the selected systems for reactivity control, reactor coolant makeup, reactor heat removal, process monitoring, and associated support system functions.",52,143,348,ML13182A476.txt,U,U,U
b.,52,348,350,ML13182A476.txt,U,U,U
Findings No findings were identified.,52,350,387,ML13182A476.txt,U,U,U
.02 a.,52,387,393,ML13182A476.txt,U,U,U
Passive Fire Protection Inspection Scope The team walked down accessible portions of the selected fire areas to evaluate whether the material conditions of the fire area boundaries were adequate for the fire hazards in the area.,52,393,621,ML13182A476.txt,U,U,U
"The team compared the fire area boundaries, including walls, ceilings, floors, fire doors, fire dampers, penetration seals, electrical raceway and conduit fire barriers, and redundant equipment fire barriers to design and licensing basis requirements, industry standards, and the Limerick Generating Station FPP, as approved by the NRC, to identify any potential degradation or non-conformances.",52,621,1016,ML13182A476.txt,U,U,U
"The team reviewed selected engineering evaluations, installation and repair work orders, and qualification records for a sample of penetration seals to determine whether the fill material was properly installed and whether the as-left configuration satisfied design requirements for the intended fire rating.",52,1016,1324,ML13182A476.txt,U,U,U
The team also reviewed similar records for selected fire protection wraps to verify whether the material and configuration was appropriate for the required fire rating and conformed to the engineering design.,52,1324,1532,ML13182A476.txt,U,U,U
"The team also reviewed recent inspection and functional test records for fire dampers, and the inspection records for penetration seals and fire barriers, to verify whether the inspection and testing was adequately conducted, the acceptance criteria were met, and any potential performance degradation was identified.",52,1532,1849,ML13182A476.txt,U,U,U
"In addition, the team reviewed recent test results for the Halon and fire damper functionality tests for the areas protected to verify the testing was adequately conducted, the acceptance criteria were met, and any performance degradation was identified.",52,1849,2103,ML13182A476.txt,U,U,U
b.,52,2103,2105,ML13182A476.txt,U,U,U
Findings No findings were identified.,52,2105,2142,ML13182A476.txt,U,U,U
.03 a.,52,2142,2148,ML13182A476.txt,U,U,U
"Active Fire Protection Inspection Scope The team evaluated manual and automatic fire suppression and detection systems in the selected fire areas to determine whether they were installed, tested, maintained, and Enclosure",52,2148,2369,ML13182A476.txt,U,U,U
"3 operated in accordance with NRC requirements, National Fire Protection Association (NFPA) codes of record, and the Limerick Generating Station FPP, as approved by the NRC.",54,0,174,ML13182A476.txt,U,U,U
The team also assessed whether the suppression systems capabilities were adequate to control and/or extinguish fires associated with the hazards in the selected areas.,54,174,341,ML13182A476.txt,U,U,U
"The team reviewed the as-built capability of the fire water supply system to verify the design and licensing basis and NFPA code of record requirements were satisfied, and to assess whether those capabilities were adequate for the hazards involved.",54,341,589,ML13182A476.txt,U,U,U
The team reviewed the fire water system hydraulic analyses to assess the adequacy of a single fire water pump to supply the largest single hydraulic load on the fire water system plus concurrent fire hose usage.,54,589,800,ML13182A476.txt,U,U,U
"The team evaluated the fire pump performance tests to assess the adequacy of the test acceptance criteria for pump minimum discharge pressure at the required flow rate, to verify the criteria was adequate to ensure that the design basis and hydraulic analysis requirements were satisfied.",54,800,1088,ML13182A476.txt,U,U,U
The team also evaluated the underground fire loop flow tests to verify the tests adequately demonstrated that the flow distribution circuits were able to meet design basis requirements.,54,1088,1273,ML13182A476.txt,U,U,U
"In addition, the team reviewed recent pump and loop flow test results to verify the testing was adequately conducted, the acceptance criteria were met, and any potential performance degradation was identified.",54,1273,1482,ML13182A476.txt,U,U,U
"The team reviewed initial discharge testing, design specifications, vendor requirements, modifications and engineering evaluations, and routine functional testing for the Halon suppression systems for the areas protected.",54,1482,1703,ML13182A476.txt,U,U,U
"The team walked down accessible portions of the Halon system, including storage tanks and supply systems, to independently assess the material condition, operational lineup, and availability of the system.",54,1703,1908,ML13182A476.txt,U,U,U
The team also reviewed and walked down the associated fire fighting strategies and Halon system operating procedures.,54,1908,2025,ML13182A476.txt,U,U,U
"The team walked down accessible portions of the detection and water suppression systems in the selected areas and major portions of the fire water supply system, including motor and diesel driven fire pumps, interviewed system and program engineers, and reviewed selected corrective action program (CAP) documents [Issue Reports (IRs)] to independently assess the material condition of the systems and components.",54,2025,2438,ML13182A476.txt,U,U,U
"In addition, the team reviewed recent test results for the fire detection and suppression systems for the selected fire areas to verify the testing was adequately conducted, the acceptance criteria were met, and any performance degradation was identified.",54,2438,2693,ML13182A476.txt,U,U,U
"The team assessed the fire brigade capabilities by reviewing training, qualification, and drill critique records.",54,2693,2806,ML13182A476.txt,U,U,U
"The team also reviewed Limerick Generating Station's fire fighting strategies (i.e., pre-fire plans) and smoke removal plans for the selected fire areas to determine if appropriate information was provided to fire brigade members and plant operators to identify safe shutdown equipment and instrumentation, and to facilitate suppression of a fire that could impact post-fire safe shutdown capability.",54,2806,3206,ML13182A476.txt,U,U,U
"The team independently inspected the fire brigade equipment, including personnel protective gear (e.g., turnout gear) and smoke removal equipment, to determine operational readiness Enclosure",54,3206,3397,ML13182A476.txt,U,U,U
4 for fire fighting.,56,0,21,ML13182A476.txt,U,U,U
"In addition, the team reviewed Limerick Generating Station's fire brigade equipment inventory and inspection procedure and recent inspection and inventory results to verify adequate equipment was available, and any potential material deficiencies were identified.",56,21,284,ML13182A476.txt,U,U,U
b.,56,284,286,ML13182A476.txt,U,U,U
Findings Introduction: The team identified a finding of very low safety significance (Green) involving a violation of License Condition 2.C.,56,286,426,ML13182A476.txt,U,U,U
"(3) of the Limerick Generating Station operating license, in that Exelon did not provide adequate procedural guidance for transporting the fire brigade and equipment to the spray pond pump house.",56,426,621,ML13182A476.txt,"O,P",O,"O,P"
"Specifically, the existing fire procedure had incorrect guidance which would have needlessly delayed the fire brigade response.",56,621,748,ML13182A476.txt,P,P,P
Description: The Limerick spray pond pump house is located approximately one half mile away and uphill from the normal protected area.,56,748,882,ML13182A476.txt,U,U,U
"Although there is no specific time requirement for a fire brigade to respond to a fire in any given area, BTP 9.5-1 section C.1.a.",56,882,1012,ML13182A476.txt,U,U,U
"(2) states that fires should be promptly extinguished and BTP 9.5-1 section C.3.b states that the fire brigade should have adequate manual fire fighting capability for all areas of the plant containing structures, systems, and components (SSCs) important to safety.",56,1012,1277,ML13182A476.txt,U,U,U
"To provide prompt and adequate firefighting capability, BTP 9.5-1 section C.2 states that ""administrative controls should .",56,1277,1400,ML13182A476.txt,U,U,U
.,56,1400,1401,ML13182A476.txt,U,U,U
.,56,1401,1402,ML13182A476.txt,U,U,U
establish procedures to .,56,1402,1427,ML13182A476.txt,U,U,U
.,56,1427,1428,ML13182A476.txt,U,U,U
.,56,1428,1429,ML13182A476.txt,U,U,U
control actions to be taken by the fire brigade .,56,1429,1478,ML13182A476.txt,U,U,U
.,56,1478,1479,ML13182A476.txt,U,U,U
.,56,1479,1480,ML13182A476.txt,U,U,U
"including selection and transportation of fire fighting equipment to the fire location.""",56,1480,1568,ML13182A476.txt,U,U,U
"The team reviewed SE-8, Fire Special Event Procedure, which is used by Exelon for fighting a fire at the spray pond pump house.",56,1568,1695,ML13182A476.txt,U,U,U
Exelon recognized that a vehicle was necessary to provide transportation for the fire brigade and equipment from the normal protected area to the spray pond pump house.,56,1695,1863,ML13182A476.txt,U,U,U
"The team noted that SE-8 directed the fire brigade to use the ""Haz Mat Vehicle"" to drive to the spray pond pump house.",56,1863,1981,ML13182A476.txt,U,U,U
"The procedure stated that the Haz Mat Vehicle is normally parked in the lower parking lot, and in the event that it is not there, three phone extensions were provided for assistance in locating the vehicle.",56,1981,2187,ML13182A476.txt,U,U,U
"The inspectors determined that the Haz Mat Vehicle was a sport utility vehicle capable of transporting the fire bridge, but that it had been replaced several years ago with a pickup truck that is often unavailable.",56,2187,2401,ML13182A476.txt,O,U,U
The team also noted that the phone extensions that were provided would not be helpful in acquiring transportation.,56,2401,2515,ML13182A476.txt,O,U,U
"The team determined that the spray pond pump house would be a challenging location for a fire based on the need for a security escort, the distance to the spray pond pump house, and the elevation to the spray pond pump house.",56,2515,2740,ML13182A476.txt,D,U,U
The team also noted the spray pond pump house has high risk significance since it provides the cooling from the ultimate heat sink for both units.,56,2740,2886,ML13182A476.txt,U,U,U
The spray pond pump house is divided into two redundant areas.,56,2886,2948,ML13182A476.txt,U,U,U
"Either of the areas is capable of providing the cooling to both units, both areas have smoke detection systems, and the areas are divided by appropriate fire barriers.",56,2948,3115,ML13182A476.txt,U,U,U
"The team walked down the spray pond pump house and verified the very low fire loading, proper transient combustible controls, and adequate material condition of fire barriers and fire detection systems.",56,3115,3317,ML13182A476.txt,U,U,U
Enclosure,56,3317,3326,ML13182A476.txt,U,U,U
"5 The team determined that based on the location of the spray pond pump house, transportation would be required for the fire brigade and that a reliable means of transportation had not been provided.",58,0,200,ML13182A476.txt,O,O,O
"In response to this issue, Exelon initiated IR 1511763 and took prompt action to revise SE-8.",58,200,293,ML13182A476.txt,U,U,U
The revised version of SE-8 provides instructions for obtaining one of six vehicles including locations for keys.,58,293,406,ML13182A476.txt,U,U,U
"Exelon also revised RT-6-022-911-0, Inspection of Fire Brigade Lockers, to perform future periodic verifications that the vehicles remain available and appropriate for fire brigade use.",58,406,591,ML13182A476.txt,U,U,U
Analysis: The team determined that Exelon's failure to provide adequate procedural guidance for transporting the fire brigade and equipment to the spray pond pump house was a performance deficiency that was reasonably within Exelon's ability to foresee and prevent.,58,591,856,ML13182A476.txt,"O, P",O,"O, P"
The finding was more than minor because it negatively affected the protection against external factors (fire) attribute of the mitigating systems cornerstone as related to the objective of ensuring the reliability and availability of the Essential Service Water pumps and Residual Heat Removal Service Water pumps.,58,856,1170,ML13182A476.txt,U,U,U
"The finding was determined to be of very low safety significance (Green) in accordance with Section D of Exhibit 2 in Appendix A of IMC 0609, ""The Significance Determination Process for Findings at Power,"" because the fire brigade's response time was mitigated by other defense-in-depth elements such as: area combustible loading limits were not exceeded, installed fire detection systems were functional, and alternate means of safe shutdown were not impacted.",58,1170,1631,ML13182A476.txt,U,U,U
The finding did not have a cross-cutting aspect because it was not indicative of current performance.,58,1631,1732,ML13182A476.txt,U,U,U
The replacement of the Haz Mat Vehicle occurred more than three years ago.,58,1732,1806,ML13182A476.txt,U,U,U
"Enforcement: License Condition 2.C.3 for Limerick Generating Station states in part that, ""Exelon Generation Company shall implement and maintain in effect all provisions of the approved fire protection program as described in the Updated Final Safety Analysis Report.""",58,1806,2075,ML13182A476.txt,U,U,U
"Appendix 9A of the UFSAR, Section 9A.3.1.1, Item 29 states that Limerick conforms to BTP 9.5-1 Section C.2.",58,2075,2182,ML13182A476.txt,U,U,U
"Section C.2 of BTP 9.5-1 states in part that ""administrative controls should .",58,2182,2260,ML13182A476.txt,U,U,U
.,58,2260,2261,ML13182A476.txt,U,U,U
.,58,2261,2262,ML13182A476.txt,U,U,U
establish procedures to .,58,2262,2287,ML13182A476.txt,U,U,U
.,58,2287,2288,ML13182A476.txt,U,U,U
.,58,2288,2289,ML13182A476.txt,U,U,U
control actions to be taken by the fire brigade .,58,2289,2338,ML13182A476.txt,U,U,U
.,58,2338,2339,ML13182A476.txt,U,U,U
.,58,2339,2340,ML13182A476.txt,U,U,U
"including selection and transportation of fire fighting equipment to the fire location.""",58,2340,2428,ML13182A476.txt,U,U,U
"Contrary to the above, until May 24, 2013, Exelon did not provide adequate procedural guidance for transporting the fire brigade and equipment to the spray pond pump house.",58,2428,2600,ML13182A476.txt,U,U,U
"Because the finding was of very low safety significance and has been entered into Limerick Generating Station's CAP (IR 1511763), this violation is being treated as a non-cited violation (NCV), consistent with Section 2.3.2 of the NRC Enforcement Policy.",58,2600,2854,ML13182A476.txt,U,U,U
"NCV 05000352, 353/2013007-01, Inadequate Fire Brigade Transportation.",58,2854,2923,ML13182A476.txt,U,U,U
Enclosure,60,0,9,ML13182A476.txt,U,U,U
6 .04 a.,62,0,9,ML13182A476.txt,U,U,U
"Protection From Damage From Fire Suppression Activities Inspection Scope The team walked down the selected fire areas and adjacent areas, and reviewed selected documents to determine whether redundant safe shutdown trains could be potentially damaged from fire suppression activities or from the rupture or inadvertent operation of fire suppression systems.",62,9,366,ML13182A476.txt,U,U,U
"During the walkdowns, the team evaluated the adequacy and condition of floor drains, equipment elevations, and spray protection.",62,366,494,ML13182A476.txt,U,U,U
"Specifically, to determine whether a potential existed to damage redundant safe shutdown trains, the team evaluated whether:    b.",62,494,624,ML13182A476.txt,U,U,U
"A fire in one of the selected fire areas would not release smoke, heat, or hot gases that could cause unintended activation of suppression systems in adjacent fire areas which could potentially damage all redundant safe shutdown trains; or A fire suppression system rupture, inadvertent actuation, or actuation due to a fire, in one of the selected fire areas, could not directly damage all redundant trains (e.g., sprinkler caused flooding of other than the locally affected train); and Adequate drainage was provided in areas protected by water suppression systems.",62,624,1191,ML13182A476.txt,U,U,U
Findings No findings were identified.,64,0,37,ML13182A476.txt,U,U,U
.05 a.,66,0,6,ML13182A476.txt,U,U,U
"Post-Fire Safe Shutdown Capability Â­ Normal and Alternative Inspection Scope The team reviewed the safe shutdown analysis, operating procedures, piping and instrumentation drawings, electrical drawings, the UFSAR and other supporting documents for the selected fire areas to verify that the Exelon had properly identified the systems and components necessary to achieve and maintain safe shutdown conditions.",68,0,408,ML13182A476.txt,U,U,U
"The team assessed the adequacy of the selected systems and components for reactivity control, reactor coolant makeup, reactor heat removal, process monitoring, and support system functions.",68,408,597,ML13182A476.txt,U,U,U
This review included verification that alternative post-fire shutdown could be performed both with and without the availability of offsite power.,68,597,742,ML13182A476.txt,U,U,U
Plant walkdowns were also performed to verify that the plant configuration was consistent with that described in the safe shutdown and fire hazards analyses.,68,742,899,ML13182A476.txt,U,U,U
The team verified that the systems and components credited for use during shutdown would remain free from fire damage.,68,899,1017,ML13182A476.txt,U,U,U
The team verified that the training program for licensed and non-licensed operators included alternative shutdown capability.,68,1017,1142,ML13182A476.txt,U,U,U
"The team also verified that personnel required for safe shutdown using the normal or alternative shutdown systems and procedures are trained and available onsite at all times, exclusive of those assigned as fire brigade members.",68,1142,1370,ML13182A476.txt,U,U,U
Enclosure,68,1370,1379,ML13182A476.txt,U,U,U
7 The team reviewed the adequacy of procedures utilized for post-fire shutdown and performed an independent walk through of procedure steps to ensure the implementation and human factors adequacy of the procedures.,70,0,215,ML13182A476.txt,U,U,U
The team also verified that the operators could be reasonably expected to perform specific actions within the time required to maintain plant parameters within specified limits.,70,215,392,ML13182A476.txt,U,U,U
